Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
1578	Spectrogram 1	2	15470.7958	15471.69057	283.465	1220.472	2017-ULU01_0+1_20180305_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180305_093602.wav	170.7958								X	0	1	X	Y	665		
1579	Spectrogram 1	2	15896.2524	15896.49815	62.992	992.126	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	296.2524								Y	1	0	X	B	667		
1580	Spectrogram 1	2	15896.6368	15896.98337	62.992	1055.118	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	296.6368								Y	1	0	X	B	667		
1581	Spectrogram 1	2	15897.311	15897.53784	23.622	1070.866	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	297.311								Y	1	0	X	B	667		
1582	Spectrogram 1	2	15897.6449	15897.86544	55.118	1086.614	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	297.6449								Y	1	0	X	B	667		
1583	Spectrogram 1	2	15898.1049	15898.47037	94.488	1110.236	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	298.1049								Y	1	1	X	BY	667		
1584	Spectrogram 1	2	15898.7729	15899.11947	62.992	1141.732	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	298.7729								Y	1	1	X	BY	667		
1585	Spectrogram 1	2	15899.1761	15899.86293	23.622	1188.976	2017-ULU01_0+1_20180316_180602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180316_180602.wav	299.1761								Y	2	2	X	BY	-	Not prev annotated	
1588	Spectrogram 1	2	16866.0982	16866.57079	62.992	826.772	2017-ULU01_0+1_20171110_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_053602.wav	66.0982								Y	1	1	X	BY	697		
1589	Spectrogram 1	2	16868.2848	16868.66917	55.118	1039.37	2017-ULU01_0+1_20171110_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_053602.wav	68.2848								Y	1	1	X	BY	697		
1590	Spectrogram 1	2	16866.7788	16866.98044	55.118	850.394	2017-ULU01_0+1_20171110_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_053602.wav	66.7788								Y	1	0	X	B	697		
1591	Spectrogram 1	2	16867.8185	16868.19027	39.37	803.15	2017-ULU01_0+1_20171110_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_053602.wav	67.8185								Y	1	1	X	BY	697		
1592	Spectrogram 1	2	16868.959	16869.16064	31.496	944.882	2017-ULU01_0+1_20171110_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171110_053602.wav	68.959								Y	1	0	X	B	697		
1594	Spectrogram 1	2	17234.8811	17235.44821	31.496	858.268	2017-ULU01_0+1_20171112_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171112_023602.wav	134.8811								Y	1	1	X	BY	706		
1595	Spectrogram 1	2	17235.631	17236.1666	47.244	748.031	2017-ULU01_0+1_20171112_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171112_023602.wav	135.631								Y	2	0	X	B	706		
1596	Spectrogram 1	2	17237.1874	17237.65369	39.37	897.638	2017-ULU01_0+1_20171112_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171112_023602.wav	137.1874								Y	1	1	X	BY	706		
1597	Spectrogram 1	2	17237.7986	17238.46653	7.874	874.016	2017-ULU01_0+1_20171112_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171112_023602.wav	137.7986								Y	1	0	X	B	706	Growl	
1598	Spectrogram 1	2	17238.6745	17238.90764	47.244	645.669	2017-ULU01_0+1_20171112_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171112_023602.wav	138.6745								Y	1	0	X	B	706		
1599	Spectrogram 1	2	17484.9856	17486.0127	94.488	1039.37	2017-ULU01_0+1_20171114_030602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171114_030602.wav	84.9856								Y	4	1	X	BY	746		
1600	Spectrogram 1	2	17488.3431	17488.95432	70.866	842.52	2017-ULU01_0+1_20171114_030602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171114_030602.wav	88.3431								Y	2	1	X	BY	746		
1601	Spectrogram 1	2	17972.2768	17972.7998	47.244	858.268	2017-ULU01_0+1_20171115_190602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171115_190602.wav	272.2768								Y	1	1	X	BY	762		
1602	Spectrogram 1	2	18193.86	18194.13725	94.488	1094.488	2017-ULU01_0+1_20171116_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_063602.wav	193.86								Y	1	0	X	B	769		
1603	Spectrogram 1	2	18191.9193	18192.34148	370.079	1661.417	2017-ULU01_0+1_20171116_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_063602.wav	191.9193								X	0	1	X	Y	769		
1604	Spectrogram 1	2	18325.9099	18326.14304	0	1149.606	2017-ULU01_0+1_20171116_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	25.9099								Y	1	0	X	B	770		
1605	Spectrogram 1	2	18326.3258	18326.55264	62.992	1299.213	2017-ULU01_0+1_20171116_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	26.3258								Y	1	0	X	B	770		
1606	Spectrogram 1	2	18325.3806	18325.70196	440.945	858.268	2017-ULU01_0+1_20171116_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	25.3806								X	0	1	X	Y	770		
1607	Spectrogram 1	2	19183.5954	19184.15621	39.37	551.181	2017-ULU01_0+1_20171117_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171117_023602.wav	283.5954								Y	2	0	X	B	781		
1608	Spectrogram 1	2	19185.5172	19186.5884	39.37	669.291	2017-ULU01_0+1_20171117_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171117_023602.wav	285.5172								M	0	0	X	GROAN	781		
1609	Spectrogram 1	2	19747.2524	19747.87622	118.11	1039.37	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	247.2524								Y	1	2	X	BY	802		
1610	Spectrogram 1	2	19748.0716	19749.1428	62.992	1118.11	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	248.0716								Y	1	2	X	BY	802		
1611	Spectrogram 1	2	19749.6028	19750.1069	102.362	1188.976	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	249.6028								Y	1	1	X	BY	802		
1612	Spectrogram 1	2	19750.6047	19750.99537	62.992	1157.48	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	250.6047								Y	1	1	X	BY	802		
1613	Spectrogram 1	2	19751.1655	19751.90274	78.74	1110.236	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	251.1655								Y	1	1	X	BY	802		
1614	Spectrogram 1	2	19752.5265	19753.0369	118.11	1165.354	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	252.5265								Y	1	1	X	BY	802		
1615	Spectrogram 1	2	19756.0448	19756.32205	125.984	1204.724	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	256.0448								Y	1	1	X	BY	802		
1616	Spectrogram 1	2	19755.6479	19755.97556	118.11	1259.843	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	255.6479								Y	1	1	X	BY	802		
1617	Spectrogram 1	2	19755.1312	19755.38955	110.236	1055.118	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	255.1312								Y	1	1	X	BY	802		
1618	Spectrogram 1	2	19754.4695	19754.95469	94.488	1094.488	2017-ULU01_0+1_20171118_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_083602.wav	254.4695								Y	1	1	X	BY	802		
1621	Spectrogram 1	2	20533.0314	20533.47248	110.236	1559.055	2017-ULU01_0+1_20171118_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_233602.wav	133.0314								Y	1	1	X	BY	810		
1622	Spectrogram 1	2	20533.6678	20534.15929	47.244	1614.173	2017-ULU01_0+1_20171118_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_233602.wav	133.6678								Y	1	0	X	B	810		
1623	Spectrogram 1	2	20534.4491	20534.66334	125.984	1740.157	2017-ULU01_0+1_20171118_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171118_233602.wav	134.4491								Y	1	0	X	B	810		
1625	Spectrogram 1	2	21720.5423	21720.78175	204.724	1472.441	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	120.5423								Y	1	0	X	B	821		
1626	Spectrogram 1	2	21721.519	21721.75214	204.724	1551.181	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	121.519								Y	1	0	X	B	821		
1627	Spectrogram 1	2	21722.2121	21722.47675	314.961	1330.709	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	122.2121								Y	1	0	X	B	821		
1628	Spectrogram 1	2	21724.5688	21724.95947	181.102	1645.669	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	124.5688								Y	2	0	X	B	821		
1629	Spectrogram 1	2	21725.4635	21725.73445	181.102	1559.055	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	125.4635								Y	1	0	X	B	821		
1630	Spectrogram 1	2	21726.6734	21727.12079	133.858	1598.425	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	126.6734								Y	2	0	X	B	821		
1631	Spectrogram 1	2	21723.6425	21723.92605	314.961	2551.181	2017-ULU01_0+1_20171121_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	123.6425								Y	1	0	X	B	821		
1632	Spectrogram 1	2	22144.5879	22144.73913	133.858	527.559	2017-ULU01_0+1_20171121_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_163602.wav	244.5879								Y	1	0	X	B	-	Not prev annotated	
1633	Spectrogram 1	2	22147.0138	22147.18393	118.11	511.811	2017-ULU01_0+1_20171121_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_163602.wav	247.0138								Y	1	0	X	B	822		
1634	Spectrogram 1	2	22147.9842	22148.15433	125.984	582.677	2017-ULU01_0+1_20171121_163602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171121_163602.wav	247.9842								Y	1	0	X	B	822		
1635	Spectrogram 1	2	22534.9349	22535.19955	86.614	1047.244	2017-ULU01_0+1_20171122_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_223602.wav	34.9349								Y	1	0	X	B	827		
1636	Spectrogram 1	2	22535.7163	22535.94944	78.74	1007.874	2017-ULU01_0+1_20171122_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_223602.wav	35.7163								Y	1	0	X	B	827		
1637	Spectrogram 1	2	22536.1259	22536.34014	102.362	992.126	2017-ULU01_0+1_20171122_223602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171122_223602.wav	36.1259								Y	1	0	X	B	827		
1638	Spectrogram 1	2	23071.7799	23072.38481	70.866	881.89	2017-ULU01_0+1_20171123_133602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171123_133602.wav	271.7799								Y	1	0	X	BY	829		
1639	Spectrogram 1	2	23072.7566	23073.12207	110.236	944.882	2017-ULU01_0+1_20171123_133602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171123_133602.wav	272.7566								Y	1	1	X	BY	829		
1640	Spectrogram 1	2	23373.1194	23373.30844	149.606	677.165	2017-ULU01_0+1_20171124_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	273.1194								Y	1	0	X	B	830		
1641	Spectrogram 1	2	23373.6613	23373.86294	78.74	1251.969	2017-ULU01_0+1_20171124_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	273.6613								Y	1	0	X	B	830		
1642	Spectrogram 1	2	23374.7703	23374.90263	118.11	669.291	2017-ULU01_0+1_20171124_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	274.7703								Y	1	0	X	B	830		
1643	Spectrogram 1	2	23375.1043	23375.26183	141.732	645.669	2017-ULU01_0+1_20171124_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	275.1043								Y	1	0	X	B	830		
1644	Spectrogram 1	2	23773.5386	23773.73394	133.858	551.181	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	73.5386								Y	1	0	X	B	835		
1645	Spectrogram 1	2	23774.1624	23774.34513	118.11	488.189	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	74.1624								Y	1	0	X	B	835		
1646	Spectrogram 1	2	23774.9941	23775.13273	125.984	551.181	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	74.9941								Y	1	0	X	B	835		
1647	Spectrogram 1	2	23776.4434	23776.63244	118.11	527.559	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	76.4434								Y	1	0	X	B	835		
1648	Spectrogram 1	2	23776.9349	23777.08613	78.74	496.063	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	76.9349								Y	1	0	X	B	835		
1649	Spectrogram 1	2	23777.8738	23778.03763	118.11	488.189	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	77.8738								Y	1	0	X	B	835		
1650	Spectrogram 1	2	23778.6614	23778.82523	86.614	543.307	2017-ULU01_0+1_20171127_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	78.6614								Y	1	0	X	B	835		
1651	Spectrogram 1	2	24237.9778	24238.58271	110.236	1503.937	2017-ULU01_0+1_20171201_213602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171201_213602.wav	237.9778								Y	2	0	X	B	846		
1652	Spectrogram 1	2	24239.7548	24240.15808	157.48	1204.724	2017-ULU01_0+1_20171201_213602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171201_213602.wav	239.7548								Y	1	1	X	BY	846		
1653	Spectrogram 1	2	24403.3255	24403.50193	141.732	724.409	2017-ULU01_0+1_20171202_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171202_023602.wav	103.3255								Y	1	0	X	B	847		
1654	Spectrogram 1	2	24404.2139	24404.37143	133.858	661.417	2017-ULU01_0+1_20171202_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171202_023602.wav	104.2139								Y	1	0	X	B	847		
1655	Spectrogram 1	2	24630.5705	24630.97378	118.11	1188.976	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	30.5705								Y	1	1	X	BY	849	FAINT	
1656	Spectrogram 1	2	24632.0576	24632.49238	204.724	1047.244	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	32.0576								Y	1	1	X	BY	849	FAINT	
1657	Spectrogram 1	2	24632.5743	24632.94607	149.606	1078.74	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	32.5743								Y	1	1	X	BY	849	FAINT	
1658	Spectrogram 1	2	24633.0847	24634.08659	102.362	1118.11	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	33.0847								Y	3	1	X	BY	849	FAINT	
1659	Spectrogram 1	2	24631.0872	24631.45897	196.85	1157.48	2017-ULU01_0+1_20171203_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	31.0872								X	1	0	X	B	849	TOO FAINT	
1660	Spectrogram 1	2	25462.9548	25463.45259	165.354	1220.472	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	262.9548								Y	1	1	X	BY	856		
1661	Spectrogram 1	2	25464.2087	25464.41664	763.78	1023.622	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	264.2087								X	0	1	X	Y	856		
1662	Spectrogram 1	2	25464.9397	25465.37448	102.362	1188.976	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	264.9397								Y	1	1	X	BY	856		
1663	Spectrogram 1	2	25465.4564	25465.992	133.858	1204.724	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	265.4564								Y	1	1	X	BY	856		
1664	Spectrogram 1	2	25466.3259	25466.90561	125.984	1251.969	2017-ULU01_0+1_20171206_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171206_150602.wav	266.3259								Y	1	1	X	BY	856		
1665	Spectrogram 1	2	25530.7256	25530.95244	141.732	897.638	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	30.7256								Y	1	0	X	B	862		
1666	Spectrogram 1	2	25531.5196	25531.74644	173.228	1283.465	2017-ULU01_0+1_20171207_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	31.5196								Y	1	0	X	B	862		
1667	Spectrogram 1	2	25818.1064	25818.25763	125.984	1039.37	2017-ULU01_0+1_20171208_040602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	18.1064								Y	1	0	X	B	870		
1668	Spectrogram 1	2	25818.39	25818.9067	125.984	1078.74	2017-ULU01_0+1_20171208_040602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	18.39								Y	1	1	X	BY	870		
1669	Spectrogram 1	2	25819.1461	25819.39815	102.362	1023.622	2017-ULU01_0+1_20171208_040602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	19.1461								Y	1	1	X	BY	870		
1670	Spectrogram 1	2	25819.7258	25821.03645	70.866	1047.244	2017-ULU01_0+1_20171208_040602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	19.7258								Y	5	4	X	BY	870		
1672	Spectrogram 1	2	26138.6708	26138.94805	62.992	803.15	2017-ULU01_0+1_20171208_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_083602.wav	38.6708								Y	1	0	X	B	872		
1673	Spectrogram 1	2	26136.3961	26137.94619	0	842.52	2017-ULU01_0+1_20171208_083602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_083602.wav	36.3961								Y	1	0	X	B	872	GROAN	
1674	Spectrogram 1	2	26462.396	26462.57873	133.858	653.543	2017-ULU01_0+1_20171208_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_160602.wav	62.396								Y	1	0	X	BY	875		
1675	Spectrogram 1	2	26462.837	26464.10354	677.165	1417.323	2017-ULU01_0+1_20171208_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_160602.wav	62.837								X	0	1	X	Y	872		
1676	Spectrogram 1	2	26459.3777	26460.67575	511.811	2000	2017-ULU01_0+1_20171208_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_160602.wav	59.3777								X	0	2	X	Y	872		
1677	Spectrogram 1	2	26460.7514	26461.91082	236.22	2850.394	2017-ULU01_0+1_20171208_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_160602.wav	60.7514								X	0	4	X	Y	872		
1678	Spectrogram 1	2	26725.5851	26726.19632	125.984	1086.614	2017-ULU01_0+1_20171208_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_183602.wav	25.5851								Y	1	1	X	BY	876		
1679	Spectrogram 1	2	26726.4231	26726.66885	204.724	1149.606	2017-ULU01_0+1_20171208_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171208_183602.wav	26.4231								Y	1	1	X	BY	876		
1680	Spectrogram 1	2	27249.3635	27249.53993	141.732	708.661	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	249.3635								Y	1	0	X	B	880	FAINT	
1681	Spectrogram 1	2	27249.7857	27250.04405	165.354	921.26	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	249.7857								Y	1	0	X	B	880	FAINT	
1682	Spectrogram 1	2	27250.3591	27250.51033	125.984	874.016	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	250.3591								Y	1	0	X	B	880	FAINT	
1683	Spectrogram 1	2	27250.8947	27251.09634	125.984	779.528	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	250.8947								Y	1	0	X	B	880	FAINT	
1684	Spectrogram 1	2	27251.424	27251.61934	86.614	748.031	2017-ULU01_0+1_20171209_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	251.424								Y	1	0	X	B	880	FAINT	
1685	Spectrogram 1	2	27608.8603	27609.3833	55.118	511.811	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	8.8603								Y	2	1	X	BY	889		
1686	Spectrogram 1	2	27609.7235	27609.91254	55.118	559.055	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	9.7235								Y	1	0	X	B	889		
1687	Spectrogram 1	2	27610.5364	27610.76954	70.866	503.937	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	10.5364								Y	1	0	X	B	889		
1688	Spectrogram 1	2	27611.0342	27611.18543	86.614	496.063	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	11.0342								Y	1	0	X	B	889		
1689	Spectrogram 1	2	27611.5068	27611.65803	78.74	488.189	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	11.5068								Y	1	0	X	B	889		
1690	Spectrogram 1	2	27612.7544	27612.96864	31.496	456.693	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	12.7544								Y	1	0	X	B	889		
1691	Spectrogram 1	2	27613.2585	27613.43493	39.37	464.567	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	13.2585								Y	1	0	X	B	889		
1692	Spectrogram 1	2	27614.0209	27614.20994	62.992	456.693	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	14.0209								Y	1	0	X	B	889		
1693	Spectrogram 1	2	27615.7916	27616.01214	70.866	464.567	2017-ULU01_0+1_20171210_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	15.7916								Y	1	0	X	B	889		
1694	Spectrogram 1	2	28005.3997	28005.57613	31.496	551.181	2017-ULU01_0+1_20171210_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	105.3997								Y	1	0	X	B	892		
1695	Spectrogram 1	2	28006.1306	28006.37005	62.992	543.307	2017-ULU01_0+1_20171210_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	106.1306								Y	1	0	X	B	892		
1696	Spectrogram 1	2	28007.1073	28007.33414	62.992	472.441	2017-ULU01_0+1_20171210_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	107.1073								Y	1	0	X	B	892		
1697	Spectrogram 1	2	28007.6492	28007.80043	55.118	559.055	2017-ULU01_0+1_20171210_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	107.6492								Y	1	0	X	B	892		
