	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
1573	1573	1607	Spectrogram 1	1	139276.8984	139277.225	56.3	1689.008	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.3266	67.8052	Y	1	0	X	B		
1574	1574	1608	Spectrogram 1	1	139277.4951	139277.7589	80.429	1592.493	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.2638	68.4019	Y	1	0	X	B		
1575	1575	1609	Spectrogram 1	1	139278.0102	139278.3054	24.129	1560.322	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.2952	68.917	Y	1	0	X	B		
1576	1576	1610	Spectrogram 1	1	139278.6195	139278.9838	64.343	1624.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.3643	69.5263	Y	2	0	X	B		
1577	1577	1611	Spectrogram 1	1	139279.1659	139279.6747	112.601	1729.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.5088	70.0728	Y	1	0	X	B		
1578	1578	1612	Spectrogram 1	1	139280.5793	139281.0127	136.729	1777.48	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.4334	71.4861	Y	1	0	X	B		
1579	1579	1613	Spectrogram 1	1	139282.2564	139283.1358	72.386	1761.394	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.8794	73.1632	Y	2	1	X	BY		
1580	1580	1614	Spectrogram 1	1	139283.9564	139284.2768	128.686	1351.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.3204	74.8632	Y	1	0	X	B		
1581	1581	1615	Spectrogram 1	1	139285.5277	139286.25	24.129	1753.351	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.7224	76.4345	Y	1	1	X	BY		
1582	1582	1616	Spectrogram 1	1	139288.4862	139288.6872	1134.048	1455.764	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519084842.wav	ST2_Site27_67145740.220519084842.wav	0.201	79.393	X	0	1	X	Y		
1583	1583	1617	Spectrogram 1	1	139686.9905	139687.2732	844.504	1327.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519085342.wav	ST2_Site27_67145740.220519085342.wav	0.2827	177.8824	X	0	1	X	Y		
1584	1584	1618	Spectrogram 1	1	139693.1072	139693.459	780.161	1286.863	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519085342.wav	ST2_Site27_67145740.220519085342.wav	0.3518	183.999	X	0	1	X	Y		
1585	1585	1619	Spectrogram 1	1	139733.2086	139733.4662	924.933	1351.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519085342.wav	ST2_Site27_67145740.220519085342.wav	0.2575	224.1005	X	0	1	X	Y		
1586	1586	1620	Spectrogram 1	1	140305.6283	140306.8218	56.3	386.059	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090342.wav	ST2_Site27_67145740.220519090342.wav	1.1935	196.4599	Y	1	0	X	G		
1587	1587	1621	Spectrogram 1	1	140579.0028	140579.6623	691.689	1616.622	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.6595	169.7796	X	0	2	X	Y		
1588	1588	1622	Spectrogram 1	1	140580.8872	140581.195	739.946	1536.193	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.3078	171.6641	X	0	1	X	Y		
1589	1589	1623	Spectrogram 1	1	140583.0292	140583.4689	707.775	1536.193	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.4397	173.806	X	0	1	X	Y		
1590	1590	1624	Spectrogram 1	1	140585.0895	140585.4224	941.019	1423.592	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.3329	175.8663	X	0	1	X	Y		
1591	1591	1625	Spectrogram 1	1	140591.2936	140591.6956	812.332	1624.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.402	182.0704	X	0	1	X	Y		
1592	1592	1626	Spectrogram 1	1	140592.6566	140592.8953	876.676	1335.121	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.2387	183.4335	X	0	1	X	Y		
1593	1593	1627	Spectrogram 1	1	140597.1604	140597.4431	957.105	1584.45	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.2827	187.9372	X	0	1	X	Y		
1594	1594	1628	Spectrogram 1	1	140598.1717	140598.3664	997.319	1415.55	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.1947	188.9485	X	0	1	X	Y		
1595	1595	1629	Spectrogram 1	1	140608.6305	140608.9383	1150.134	1689.008	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519090842.wav	ST2_Site27_67145740.220519090842.wav	0.3078	199.4073	X	0	1	X	Y		
1596	1596	1630	Spectrogram 1	1	140743.9356	140744.4005	48.257	361.93	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519091342.wav	ST2_Site27_67145740.220519091342.wav	0.4648	34.717	Y	1	0	X	G		
1597	1597	1631	Spectrogram 1	1	140744.4633	140744.7962	1198.391	1761.394	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519091342.wav	ST2_Site27_67145740.220519091342.wav	0.3329	35.2446	X	0	1	X	Y		
1598	1598	1632	Spectrogram 1	1	140757.3973	140757.9312	32.172	482.574	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519091342.wav	ST2_Site27_67145740.220519091342.wav	0.5339	48.1786	Y	1	0	X	G		
1599	1599	1633	Spectrogram 1	1	140759.6209	140760.2176	0	482.574	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519091342.wav	ST2_Site27_67145740.220519091342.wav	0.5967	50.4022	Y	1	0	X	G		
1600	1600	1634	Spectrogram 1	1	141181.8305	141184.1735	64.343	2388.74	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519091842.wav	ST2_Site27_67145740.220519091842.wav	2.343	172.5648	Y	5	3	X	BY		
1601	1601	1635	Spectrogram 1	1	141311.5855	141311.8367	820.375	1077.748	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519092342.wav	ST2_Site27_67145740.220519092342.wav	0.2513	2.336	X	0	1	X	Y		
1602	1602	1636	Spectrogram 1	1	141626.0133	141627.4957	0	337.802	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519092842.wav	ST2_Site27_67145740.220519092842.wav	1.4824	16.7168	Y	1	0	X	G		
1603	1603	1637	Spectrogram 1	1	141628.5761	141629.2231	16.086	353.887	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519092842.wav	ST2_Site27_67145740.220519092842.wav	0.647	19.2796	Y	1	0	X	G		
1604	1604	1638	Spectrogram 1	1	142620.6387	142621.3171	48.257	353.887	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519094342.wav	ST2_Site27_67145740.220519094342.wav	0.6784	111.258	Y	1	0	X	G		
1605	1605	1639	Spectrogram 1	1	142798.7539	142799.0554	643.432	1126.005	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519094342.wav	ST2_Site27_67145740.220519094342.wav	0.3015	289.3732	X	0	1	X	Y		
1606	1606	1640	Spectrogram 1	1	142884.8899	142885.1914	900.804	1439.678	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519094842.wav	ST2_Site27_67145740.220519094842.wav	0.3015	75.5039	X	0	1	X	Y		
1607	1607	1641	Spectrogram 1	1	143809.1325	143809.2833	546.917	1142.091	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519100342.wav	ST2_Site27_67145740.220519100342.wav	0.1508	99.6182	X	0	1	X	Y		
1608	1608	1642	Spectrogram 1	1	143812.9139	143813.1903	852.547	1423.592	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519100342.wav	ST2_Site27_67145740.220519100342.wav	0.2764	103.3996	X	0	1	X	Y		
1609	1609	1643	Spectrogram 1	1	143813.9001	143814.1576	587.131	941.019	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519100342.wav	ST2_Site27_67145740.220519100342.wav	0.2575	104.3858	X	0	1	X	Y		
1610	1610	1644	Spectrogram 1	1	143814.9523	143816.0013	32.172	1302.949	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519100342.wav	ST2_Site27_67145740.220519100342.wav	1.049	105.4379	Y	3	1	X	BY		
1611	1611	1645	Spectrogram 1	1	143819.6448	143819.9211	394.102	1359.249	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519100342.wav	ST2_Site27_67145740.220519100342.wav	0.2764	110.1304	X	0	1	X	Y		
1612	1612	1646	Spectrogram 1	1	145200.2664	145201.3217	24.129	378.016	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102342.wav	ST2_Site27_67145740.220519102342.wav	1.0553	290.6658	Y	1	0	X	G		
1613	1613	1647	Spectrogram 1	1	145353.0492	145353.3946	780.161	1198.391	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.3455	143.4475	X	0	1	X	Y		
1614	1614	1648	Spectrogram 1	1	145356.3724	145356.9503	24.129	1391.421	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.5779	146.7707	Y	1	1	X	BY		
1615	1615	1649	Spectrogram 1	1	145357.2141	145357.4842	24.129	1190.349	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.2701	147.6124	Y	1	0	X	B		
1616	1616	1650	Spectrogram 1	1	145359.8675	145360.6904	32.172	1343.164	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.8229	150.2659	Y	1	1	X	BY		
1617	1617	1651	Spectrogram 1	1	145360.9165	145361.1615	64.343	450.402	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.245	151.3148	Y	1	0	X	B		
1618	1618	1652	Spectrogram 1	1	145362.8756	145363.0892	844.504	1278.82	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.2136	153.274	X	0	1	X	Y		
1619	1619	1653	Spectrogram 1	1	145368.32	145368.7283	0	1085.791	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.4083	158.7184	Y	2	0	X	B		
1620	1620	1654	Spectrogram 1	1	145372.2271	145372.6102	48.257	1029.491	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.3832	162.6254	Y	1	0	X	B		
1621	1621	1655	Spectrogram 1	1	145374.5001	145375.6873	128.686	1576.408	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	1.1872	164.8984	X	0	2	X	Y		
1622	1622	1656	Spectrogram 1	1	145390.7857	145391.2631	0	635.389	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.4774	181.184	Y	1	0	X	G		
1623	1623	1657	Spectrogram 1	1	145467.858	145468.7374	8.043	587.131	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519102842.wav	ST2_Site27_67145740.220519102842.wav	0.8794	258.2564	Y	1	0	X	G		
1624	1624	1658	Spectrogram 1	1	145539.8917	145540.2183	651.475	1190.349	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.3266	30.2502	X	0	1	X	Y		
1625	1625	1659	Spectrogram 1	1	145559.1913	145559.4803	506.702	1447.721	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.2889	49.5498	X	0	1	X	Y		
1626	1626	1660	Spectrogram 1	1	145564.6953	145565.1099	56.3	1375.335	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.4146	55.0538	X	0	1	X	Y		
1627	1627	1661	Spectrogram 1	1	145638.2665	145638.5932	563.003	1278.82	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.3266	128.625	X	0	1	X	Y		
1628	1628	1662	Spectrogram 1	1	145639.8997	145640.1384	691.689	1343.164	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.2387	130.2582	X	0	1	X	Y		
1629	1629	1663	Spectrogram 1	1	145649.0715	145649.4672	418.231	1117.962	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.3957	139.43	X	0	1	X	Y		
1630	1630	1664	Spectrogram 1	1	145652.118	145652.4321	498.66	1206.434	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519103342.wav	ST2_Site27_67145740.220519103342.wav	0.3141	142.4765	X	0	1	X	Y		
1631	1631	1665	Spectrogram 1	1	146645.7369	146646.0949	442.359	2975.871	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519104842.wav	ST2_Site27_67145740.220519104842.wav	0.358	236.0171	X	0	1	X	Y		
1632	1632	1666	Spectrogram 1	1	146646.8738	146647.1691	514.745	2581.769	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519104842.wav	ST2_Site27_67145740.220519104842.wav	0.2952	237.154	X	0	1	X	Y		
1633	1633	1667	Spectrogram 1	1	146647.8223	146648.3814	80.429	2919.571	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519104842.wav	ST2_Site27_67145740.220519104842.wav	0.559	238.1025	X	0	2	X	Y		
1634	1634	1668	Spectrogram 1	1	146827.2395	146827.6541	627.346	1383.378	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519105342.wav	ST2_Site27_67145740.220519105342.wav	0.4146	117.5372	X	0	1	X	Y		
1635	1635	1669	Spectrogram 1	1	147493.8928	147494.2383	490.617	1817.694	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519110342.wav	ST2_Site27_67145740.220519110342.wav	0.3455	184.0891	X	0	1	X	Y		
1636	1636	1670	Spectrogram 1	1	147494.9041	147495.8651	16.086	1745.308	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519110342.wav	ST2_Site27_67145740.220519110342.wav	0.9611	185.1004	Y	1	1	X	BY		
1637	1637	1672	Spectrogram 1	1	147496.2106	147497.4795	0	1150.134	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519110342.wav	ST2_Site27_67145740.220519110342.wav	1.2688	186.407	Y	1	3	X	BY		
1638	1638	1673	Spectrogram 1	1	147934.9969	147935.2795	619.303	1174.263	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519111342.wav	ST2_Site27_67145740.220519111342.wav	0.2827	25.1659	X	0	1	X	Y		
1639	1639	1674	Spectrogram 1	1	148386.1039	148386.3049	747.989	1085.791	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519111842.wav	ST2_Site27_67145740.220519111842.wav	0.201	176.2784	X	0	1	X	Y		
1640	1640	1675	Spectrogram 1	1	148596.5764	148597.1543	24.129	723.861	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519112342.wav	ST2_Site27_67145740.220519112342.wav	0.5779	86.7385	Y	1	0	X	G		
1641	1641	1676	Spectrogram 1	1	148821.041	148821.2985	707.775	1206.434	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519112842.wav	ST2_Site27_67145740.220519112842.wav	0.2575	11.1285	X	0	1	X	Y		
1642	1642	1677	Spectrogram 1	1	149207.8085	149208.1288	820.375	1383.378	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519113342.wav	ST2_Site27_67145740.220519113342.wav	0.3204	97.8338	X	0	1	X	Y		
1643	1643	1678	Spectrogram 1	1	149210.3095	149210.8748	796.247	1817.694	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519113342.wav	ST2_Site27_67145740.220519113342.wav	0.5653	100.3348	X	0	1	X	Y		
1644	1644	1679	Spectrogram 1	1	149213.6459	149214.8582	538.874	1576.408	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519113342.wav	ST2_Site27_67145740.220519113342.wav	1.2123	103.6712	X	0	1	X	Y		
1645	1645	1680	Spectrogram 1	1	149745.8146	149746.0595	80.429	1093.834	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519114342.wav	ST2_Site27_67145740.220519114342.wav	0.245	35.7866	Y	1	0	X	B		
1646	1646	1681	Spectrogram 1	1	149746.3296	149746.6249	96.515	1085.791	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519114342.wav	ST2_Site27_67145740.220519114342.wav	0.2952	36.3016	Y	1	0	X	B		
1647	1647	1682	Spectrogram 1	1	150127.3213	150127.6919	739.946	1214.477	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519114842.wav	ST2_Site27_67145740.220519114842.wav	0.3706	117.3153	X	0	1	X	Y		
1648	1648	1683	Spectrogram 1	1	151299.5344	151300.1186	675.603	1327.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519120842.wav	ST2_Site27_67145740.220519120842.wav	0.5842	89.4366	X	0	1	X	Y		
1649	1649	1684	Spectrogram 1	1	151317.3388	151317.8978	780.161	1262.735	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519120842.wav	ST2_Site27_67145740.220519120842.wav	0.559	107.241	X	0	1	X	Y		
1650	1650	1685	Spectrogram 1	1	151320.1905	151320.4104	1190.349	1512.064	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519120842.wav	ST2_Site27_67145740.220519120842.wav	0.2198	110.0927	X	0	1	X	Y		
1651	1651	1686	Spectrogram 1	1	152469.3034	152469.875	104.558	426.273	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519122842.wav	ST2_Site27_67145740.220519122842.wav	0.5716	59.0442	Y	1	0	X	G		
1652	1652	1687	Spectrogram 1	1	152543.7249	152544.3154	72.386	530.831	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519122842.wav	ST2_Site27_67145740.220519122842.wav	0.5905	133.4658	Y	1	0	X	G		
1653	1653	1688	Spectrogram 1	1	152802.4217	152802.673	780.161	1117.962	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519123342.wav	ST2_Site27_67145740.220519123342.wav	0.2513	92.2024	X	0	1	X	Y		
1654	1654	1689	Spectrogram 1	1	153411.1156	153411.6746	0	458.445	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519124342.wav	ST2_Site27_67145740.220519124342.wav	0.559	100.8172	Y	1	0	X	G		
1655	1655	1690	Spectrogram 1	1	153974.8451	153975.2094	1037.534	1608.579	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519125842.wav	ST2_Site27_67145740.220519125842.wav	0.3643	64.5231	X	0	1	X	Y		
1656	1656	1691	Spectrogram 1	1	155392.0115	155393.7263	0	353.887	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519131842.wav	ST2_Site27_67145740.220519131842.wav	1.7148	281.6092	Y	1	0	X	G		
1657	1657	1692	Spectrogram 1	1	156375.4288	156375.6737	836.461	1270.777	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519133842.wav	ST2_Site27_67145740.220519133842.wav	0.245	64.9541	X	0	1	X	Y		
1658	1658	1693	Spectrogram 1	1	156401.8298	156402.3071	1005.362	1680.965	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519133842.wav	ST2_Site27_67145740.220519133842.wav	0.4774	91.3551	X	0	1	X	Y		
1659	1659	1694	Spectrogram 1	1	156979.4409	156980.0439	32.172	466.488	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519134842.wav	ST2_Site27_67145740.220519134842.wav	0.603	68.8819	Y	1	0	X	G		
1660	1660	1695	Spectrogram 1	1	157256.3593	157256.6231	764.075	1190.349	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135342.wav	ST2_Site27_67145740.220519135342.wav	0.2638	45.7923	X	0	1	X	Y		
1661	1661	1696	Spectrogram 1	1	157318.7726	157319.3442	64.343	369.973	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135342.wav	ST2_Site27_67145740.220519135342.wav	0.5716	108.2056	Y	1	0	X	G		
1662	1662	1697	Spectrogram 1	1	157408.3055	157409.4613	619.303	2364.611	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135342.wav	ST2_Site27_67145740.220519135342.wav	1.1558	197.7385	X	0	1	X	Y		
1663	1663	1698	Spectrogram 1	1	157591.3917	157591.6806	522.788	981.233	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135842.wav	ST2_Site27_67145740.220519135842.wav	0.2889	80.7955	X	0	1	X	Y		
1664	1664	1699	Spectrogram 1	1	157693.3918	157693.9572	764.075	2203.753	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135842.wav	ST2_Site27_67145740.220519135842.wav	0.5653	182.7957	X	0	1	X	Y		
1665	1665	1700	Spectrogram 1	1	157697.0225	157697.9835	764.075	1922.252	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519135842.wav	ST2_Site27_67145740.220519135842.wav	0.9611	186.4263	X	0	1	X	Y		
1666	1666	1701	Spectrogram 1	1	157850.6749	157851.1083	0	1833.78	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.4334	40.0491	Y	1	0	X	B		
1667	1667	1702	Spectrogram 1	1	157853.0543	157853.2678	40.214	1053.619	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.2136	42.4284	Y	1	0	X	B		
1668	1668	1703	Spectrogram 1	1	158034.7837	158035.0224	1375.335	1697.051	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.2387	224.1579	X	0	1	X	Y		
1669	1669	1704	Spectrogram 1	1	158036.9068	158037.0953	1302.949	1664.879	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.1884	226.281	X	0	1	X	Y		
1670	1670	1706	Spectrogram 1	1	158087.5795	158087.793	546.917	1029.491	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.2136	276.9536	X	0	1	X	Y		
1671	1671	1707	Spectrogram 1	1	158108.2807	158108.8586	989.276	1495.979	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140342.wav	ST2_Site27_67145740.220519140342.wav	0.5779	297.6549	X	0	1	X	Y		
1672	1672	1708	Spectrogram 1	1	158112.9583	158113.4231	1061.662	1576.408	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.4648	2.27	X	0	1	X	Y		
1673	1673	1709	Spectrogram 1	1	158116.4243	158116.8451	924.933	1407.507	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.4209	5.736	X	0	1	X	Y		
1674	1674	1710	Spectrogram 1	1	158121.7177	158122.3207	1013.405	1487.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.603	11.0294	X	0	1	X	Y		
1675	1675	1711	Spectrogram 1	1	158125.3991	158125.7697	1142.091	1672.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.3706	14.7107	X	0	1	X	Y		
1676	1676	1712	Spectrogram 1	1	158138.4556	158138.9204	1061.662	1455.764	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.4648	27.7673	X	0	1	X	Y		
1677	1677	1713	Spectrogram 1	1	158140.7546	158141.2822	1045.576	1471.85	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.5276	30.0663	X	0	1	X	Y		
1678	1678	1714	Spectrogram 1	1	158142.8526	158143.5498	1061.662	1399.464	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.6972	32.1643	X	0	1	X	Y		
1679	1679	1715	Spectrogram 1	1	158145.1666	158145.443	1134.048	1616.622	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519140842.wav	ST2_Site27_67145740.220519140842.wav	0.2764	34.4783	X	0	1	X	Y		
1680	1680	1716	Spectrogram 1	1	158719.0494	158720.2931	48.257	1495.979	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519141842.wav	ST2_Site27_67145740.220519141842.wav	1.2437	8.3459	Y	2	1	X	BY		
1681	1681	1717	Spectrogram 1	1	160230.8715	160232.4104	8.043	418.231	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519144342.wav	ST2_Site27_67145740.220519144342.wav	1.5389	20.044	Y	1	0	X	G		
1682	1682	1718	Spectrogram 1	1	160567.2233	160567.5059	868.633	1335.121	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519144842.wav	ST2_Site27_67145740.220519144842.wav	0.2827	56.3483	X	0	1	X	Y		
1683	1683	1719	Spectrogram 1	1	160574.605	160574.8312	820.375	1174.263	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519144842.wav	ST2_Site27_67145740.220519144842.wav	0.2261	63.73	X	0	1	X	Y		
1684	1684	1720	Spectrogram 1	1	160575.4091	160575.7106	739.946	1117.962	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220519144842.wav	ST2_Site27_67145740.220519144842.wav	0.3015	64.5341	X	0	1	X	Y		
