	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
229	229	237	Spectrogram 1	1	229938.126907088	229938.290223671	678.663	848.329	121.9649	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	X	0	1	X	Y		
230	230	238	Spectrogram 1	1	229938.547761359	229940.124394525	69.409	1156.812	122.3858	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	5	2	X	BY		
231	231	239	Spectrogram 1	1	229940.419620656	229940.802786485	107.969	1295.63	124.2576	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	2	0	X	B		
232	232	240	Spectrogram 1	1	236063.994438678	236065.062277874	501.285	817.481	247.3211	ST1_Site12_67653638.220517093557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517093557.wav	X	0	1	X	Y		
233	233	241	Spectrogram 1	1	236067.298458779	236068.573584407	555.27	871.465	250.6251	ST1_Site12_67653638.220517093557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517093557.wav	X	0	1	X	Y		
234	234	242	Spectrogram 1	1	236080.538153802	236081.172575913	532.134	879.177	263.8648	ST1_Site12_67653638.220517093557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517093557.wav	X	0	1	X	Y		
235	235	243	Spectrogram 1	1	236081.675088476	236082.177601039	501.285	879.177	265.0018	ST1_Site12_67653638.220517093557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517093557.wav	X	0	1	X	Y		
236	236	244	Spectrogram 1	1	164568.385923551	164570.609541641	53.985	1133.676	157.9304	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	Y	1	1	X	BY	YELP GROAN OVERLAPPING	
237	237	245	Spectrogram 1	1	164572.758696439	164575.566485384	131.105	1172.237	162.3032	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	Y	1	1	X	BY	YELP GROAN OVERLAPPING	
238	238	246	Spectrogram 1	1	174378.669867337	174378.939967839	107.969	748.072	67.3625	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	X	0	1	X	Y		
