	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
225	225	228	Spectrogram 1	1	167213.231416982	167213.620864219	1019.337	1359.116	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3894	102.0851	X	0	1	X	Y		
226	226	229	Spectrogram 1	1	167221.478375879	167221.779883417	1002.762	1392.265	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3015	110.332	X	0	1	X	Y		
227	227	230	Spectrogram 1	1	167222.828878392	167223.061290452	878.453	1151.934	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.2324	111.6825	X	0	1	X	Y		
228	228	231	Spectrogram 1	1	167224.323853266	167224.694456281	837.017	1549.724	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3706	113.1775	X	0	1	X	Y		
229	229	232	Spectrogram 1	1	167226.54118995	167226.811290452	1011.05	1508.287	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.2701	115.3949	X	0	1	X	Y		
230	230	233	Spectrogram 1	1	167227.508526633	167228.029883417	977.901	1392.265	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.5214	116.3622	X	0	1	X	Y		
231	231	234	Spectrogram 1	1	167229.512295477	167229.801240201	1019.337	1549.724	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.2889	118.366	X	0	1	X	Y		
232	232	235	Spectrogram 1	1	167243.439228141	167243.696765829	977.901	1475.138	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.2575	132.2929	X	0	1	X	Y		
233	233	236	Spectrogram 1	1	167244.607569849	167244.745760804	1027.624	1375.691	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.1382	133.4612	X	0	1	X	Y		
234	234	237	Spectrogram 1	1	167245.141489447	167245.480685427	1085.635	1301.105	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3392	133.9952	X	0	1	X	Y		
235	235	238	Spectrogram 1	1	167245.958072362	167248.225660302	787.293	1823.204	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	2.2676	134.8117	X	0	6	X	Y		
236	236	239	Spectrogram 1	1	167256.239120352	167256.590879146	762.431	1500.0	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3518	145.0928	X	0	1	X	Y		
237	237	240	Spectrogram 1	1	167256.89866809	167257.250426884	837.017	1201.657	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.3518	145.7523	X	0	1	X	Y		
238	238	241	Spectrogram 1	1	167257.696406784	167258.186356533	853.591	1334.254	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	0.4899	146.5501	X	0	1	X	Y		
239	239	242	Spectrogram 1	1	167261.666071859	167263.311800503	886.74	1458.564	ST3_Site11_67371018.220516141659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516141659.wav	1.6457	150.5197	X	0	1	X	Y		
240	240	243	Spectrogram 1	1	169110.648722362	169111.019325377	522.099	961.326	ST3_Site11_67371018.220516144659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516144659.wav	0.3706	199.3192	X	0	1	X	Y		
241	241	244	Spectrogram 1	1	169112.162541457	169112.866059045	638.122	1251.381	ST3_Site11_67371018.220516144659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516144659.wav	0.7035	200.833	X	0	1	X	Y		
242	242	245	Spectrogram 1	1	169114.479921051	169115.528916026	49.724	1301.105	ST3_Site11_67371018.220516144659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516144659.wav	1.049	203.1504	Y	1	2	X	BY		
243	243	246	Spectrogram 1	1	169116.515096931	169118.393237634	41.436	1582.873	ST3_Site11_67371018.220516144659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516144659.wav	1.8781	205.1856	Y	2	2	X	BY		
244	244	247	Spectrogram 1	1	170391.774410751	170391.962852962	687.845	961.326	ST3_Site11_67371018.220516150659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516150659.wav	0.1884	280.3522	X	0	1	X	Y		
245	245	248	Spectrogram 1	1	170392.503053967	170392.993003716	795.58	1906.077	ST3_Site11_67371018.220516150659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516150659.wav	0.4899	281.0809	X	0	1	X	Y		
246	246	249	Spectrogram 1	1	170393.256822811	170394.186471053	33.149	837.017	ST3_Site11_67371018.220516150659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516150659.wav	0.9296	281.8347	Y	3	0	X	B		
247	247	250	Spectrogram 1	1	170394.400038892	170394.651295173	74.586	961.326	ST3_Site11_67371018.220516150659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516150659.wav	0.2513	282.9779	Y	1	0	X	B		
248	248	251	Spectrogram 1	1	170394.864863012	170395.235466028	49.724	1069.061	ST3_Site11_67371018.220516150659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516150659.wav	0.3706	283.4427	Y	1	0	X	B		
249	249	252	Spectrogram 1	1	171238.643350754	171239.516466332	745.856	2179.558	ST3_Site11_67371018.220516152159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516152159.wav	0.8731	227.1649	X	0	1	X	Y		
250	250	253	Spectrogram 1	1	172978.091628559	172978.562734087	795.58	1284.53	ST3_Site11_67371018.220516155159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516155159.wav	0.4711	166.4745	X	0	1	X	Y		
251	251	254	Spectrogram 1	1	172980.434593383	172980.824040619	754.144	1151.934	ST3_Site11_67371018.220516155159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516155159.wav	0.3894	168.8174	X	0	1	X	Y		
252	252	255	Spectrogram 1	1	181237.406711558	181237.601435176	828.729	1168.508	ST3_Site11_67371018.220516181159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516181159.wav	0.1947	25.0287	X	0	1	X	Y		
253	253	256	Spectrogram 1	1	181249.178504523	181249.385790955	861.878	1193.37	ST3_Site11_67371018.220516181159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516181159.wav	0.2073	36.8005	X	0	1	X	Y		
254	254	257	Spectrogram 1	1	181280.634059799	181281.067476884	795.58	1259.669	ST3_Site11_67371018.220516181159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516181159.wav	0.4334	68.2561	X	0	1	X	Y		
255	255	258	Spectrogram 1	1	181282.047376382	181282.298632663	977.901	1301.105	ST3_Site11_67371018.220516181159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516181159.wav	0.2513	69.6694	X	0	1	X	Y		
256	256	259	Spectrogram 1	1	181315.623732161	181316.201621608	837.017	1193.37	ST3_Site11_67371018.220516181159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516181159.wav	0.5779	103.2457	X	0	1	X	Y		
257	257	260	Spectrogram 1	1	182898.531450754	182898.864365327	745.856	1060.773	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.3329	186.0811	X	0	1	X	Y		
258	258	261	Spectrogram 1	1	182899.976174372	182900.17089799	754.144	1002.762	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.1947	187.5258	X	0	1	X	Y		
259	259	262	Spectrogram 1	1	182900.497531156	182901.452305025	779.006	1093.923	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.9548	188.0472	X	0	3	X	Y		
260	260	263	Spectrogram 1	1	182909.723916834	182914.146027387	861.878	1226.519	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	4.4221	197.2736	X	0	10	X	Y		
261	261	264	Spectrogram 1	1	182914.92524145	182916.062176124	803.867	1251.381	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	1.1369	202.4749	X	0	3	X	Y		
262	262	265	Spectrogram 1	1	182917.557150998	182917.858658536	1118.785	1417.127	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.3015	205.1068	X	0	1	X	Y		
263	263	266	Spectrogram 1	1	182919.5232314	182919.787050495	1077.348	1342.541	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.2638	207.0729	X	0	1	X	Y		
264	264	267	Spectrogram 1	1	182922.371219095	182922.603631156	961.326	1276.243	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.2324	209.9209	X	0	1	X	Y		
265	265	268	Spectrogram 1	1	182922.967952764	182923.238053266	977.901	1342.541	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.2701	210.5176	X	0	1	X	Y		
266	266	269	Spectrogram 1	1	182923.432776884	182923.684033166	1002.762	1267.956	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.2513	210.9824	X	0	1	X	Y		
267	267	270	Spectrogram 1	1	182923.916445226	182924.513178894	944.751	1309.392	ST3_Site11_67371018.220516183659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516183659.wav	0.5967	211.4661	X	0	1	X	Y		
268	268	272	Spectrogram 1	1	183828.724096699	183829.201483634	1259.669	1549.724	ST3_Site11_67371018.220516185159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516185159.wav	0.4774	216.2176	X	0	1	X	Y		
269	269	273	Spectrogram 1	1	183832.065805242	183832.361031373	1226.519	1516.575	ST3_Site11_67371018.220516185159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516185159.wav	0.2952	219.5593	X	0	1	X	Y		
270	270	274	Spectrogram 1	1	183833.328368056	183833.856006247	745.856	1549.724	ST3_Site11_67371018.220516185159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516185159.wav	0.5276	220.8219	X	0	1	X	Y		
271	271	275	Spectrogram 1	1	186816.705513641	186816.956769923	1110.497	1582.873	ST3_Site11_67371018.220516194159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516194159.wav	0.2513	204.9768	X	0	1	X	Y		
272	272	276	Spectrogram 1	1	186818.425332309	186819.593674018	91.16	414.365	ST3_Site11_67371018.220516194159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516194159.wav	1.1683	206.6967	Y	6	0	X	B		
273	273	277	Spectrogram 1	1	186819.832367485	186820.209251907	74.586	331.492	ST3_Site11_67371018.220516194159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516194159.wav	0.3769	208.1037	Y	1	0	X	B		
274	274	278	Spectrogram 1	1	186821.308498139	186821.603724269	124.309	803.867	ST3_Site11_67371018.220516194159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516194159.wav	0.2952	209.5798	Y	1	0	X	B		
275	275	279	Spectrogram 1	1	190547.251668635	190547.666241499	1541.436	1955.801	ST3_Site11_67371018.220516204659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516204659.wav	0.4146	35.201	X	0	1	X	Y		
276	276	280	Spectrogram 1	1	190792.324334673	190792.694937688	1425.414	1756.906	ST3_Site11_67371018.220516204659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516204659.wav	0.3706	280.2737	X	0	1	X	Y		
277	277	281	Spectrogram 1	1	190841.176671859	190841.616370352	1516.575	1930.939	ST3_Site11_67371018.220516205159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516205159.wav	0.4397	29.1652	X	0	1	X	Y		
278	278	282	Spectrogram 1	1	192650.948558618	192651.312880226	1201.657	1657.459	ST3_Site11_67371018.220516212159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516212159.wav	0.3643	38.7384	X	0	1	X	Y		
279	279	283	Spectrogram 1	1	192732.546004523	192732.822386432	1234.807	1475.138	ST3_Site11_67371018.220516212159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516212159.wav	0.2764	120.3358	X	0	1	X	Y		
280	280	284	Spectrogram 1	1	192740.535192965	192740.717353769	1367.403	1698.895	ST3_Site11_67371018.220516212159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516212159.wav	0.1822	128.325	X	0	1	X	Y		
281	281	285	Spectrogram 1	1	192992.071638277	192992.322894559	1209.945	1649.171	ST3_Site11_67371018.220516212659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516212659.wav	0.2513	79.8323	X	0	1	X	Y		
282	282	286	Spectrogram 1	1	192993.466110639	192994.094251343	1185.083	1674.033	ST3_Site11_67371018.220516212659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516212659.wav	0.6281	81.2268	X	0	1	X	Y		
283	283	287	Spectrogram 1	1	196277.61934598	196278.241205276	0.0	1980.663	ST3_Site11_67371018.220516222159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222159.wav	0.6219	65.1115	Y	1	2	X	BY		
284	284	288	Spectrogram 1	1	196279.075727927	196280.288039485	41.436	2063.536	ST3_Site11_67371018.220516222159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222159.wav	1.2123	66.5679	Y	1	2	X	BY		
285	285	289	Spectrogram 1	1	196280.721302733	196282.096930874	8.287	2055.249	ST3_Site11_67371018.220516222159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222159.wav	1.3756	68.2135	Y	1	3	X	BY		
286	286	290	Spectrogram 1	1	196282.480096703	196282.769041426	33.149	845.304	ST3_Site11_67371018.220516222159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222159.wav	0.2889	69.9723	Y	1	0	X	B		
287	287	291	Spectrogram 1	1	196283.284116803	196283.529091678	1085.635	1574.586	ST3_Site11_67371018.220516222159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222159.wav	0.245	70.7763	X	0	1	X	Y		
288	288	292	Spectrogram 1	1	196597.837917085	196598.25248995	1276.243	1814.917	ST3_Site11_67371018.220516222659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222659.wav	0.4146	85.2861	X	0	1	X	Y		
289	289	293	Spectrogram 1	1	196599.829123116	196600.281384422	1375.691	1823.204	ST3_Site11_67371018.220516222659.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516222659.wav	0.4523	87.2773	X	0	1	X	Y		
290	290	294	Spectrogram 1	1	198811.237294842	198811.821465696	923.077	1912.088	ST3_Site11_67371018.220516230159.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516230159.wav	0.5842	198.5006	X	0	1	X	Y		
291	291	295	Spectrogram 1	1	199979.145760302	199979.849277889	890.11	1706.044	ST3_Site11_67371018.220516232200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516232200.wav	0.7035	166.3716	X	0	1	X	Y		
292	292	296	Spectrogram 1	1	200800.076504167	200800.6418308	923.077	1673.077	ST3_Site11_67371018.220516233700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516233700.wav	0.5653	87.1967	X	0	1	X	Y		
293	293	297	Spectrogram 1	1	201346.750427136	201347.328316583	931.319	1401.099	ST3_Site11_67371018.220516234700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516234700.wav	0.5779	33.7804	X	0	1	X	Y		
294	294	298	Spectrogram 1	1	202117.036760302	202117.63349397	0.0	618.132	ST3_Site11_67371018.220516235700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220516235700.wav	0.5967	204.0431	Y	1	0	X	G		
295	295	299	Spectrogram 1	1	202289.642815274	202292.789800198	0.0	2225.275	ST3_Site11_67371018.220517000200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517000200.wav	3.147	76.6355	X	0	1	X	Y		
296	296	300	Spectrogram 1	1	202422.475104523	202422.688672362	708.791	1137.363	ST3_Site11_67371018.220517000200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517000200.wav	0.2136	209.4678	X	0	1	X	Y		
297	297	301	Spectrogram 1	1	202441.317211558	202441.58731206	717.033	1302.198	ST3_Site11_67371018.220517000200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517000200.wav	0.2701	228.3099	X	0	1	X	Y		
298	298	302	Spectrogram 1	1	202442.868719095	202443.189070854	651.099	1277.473	ST3_Site11_67371018.220517000200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517000200.wav	0.3204	229.8614	X	0	1	X	Y		
299	299	303	Spectrogram 1	1	202967.092203379	202968.090947097	173.077	1747.253	ST3_Site11_67371018.220517001200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517001200.wav	0.9987	153.9864	Y	1	1	X	BY		
300	300	304	Spectrogram 1	1	203590.404019572	203590.787185402	807.692	1079.67	ST3_Site11_67371018.220517002200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517002200.wav	0.3832	177.2745	X	0	1	X	Y		
301	301	305	Spectrogram 1	1	203592.675920171	203594.748784492	8.242	354.396	ST3_Site11_67371018.220517002200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517002200.wav	2.0729	179.5464	X	5	0	X	B	TOO FAINT	
302	302	306	Spectrogram 1	1	208632.232778894	208632.477753769	766.484	1145.604	ST3_Site11_67371018.220517014700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517014700.wav	0.245	118.6726	X	0	1	X	Y		
303	303	307	Spectrogram 1	1	209686.114120603	209686.553819095	717.033	1104.396	ST3_Site11_67371018.220517020200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020200.wav	0.4397	272.4671	X	0	1	X	Y		
304	304	308	Spectrogram 1	1	209875.911235678	209876.294401508	667.582	1096.154	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.3832	162.2317	X	0	1	X	Y		
305	305	309	Spectrogram 1	1	209877.399929146	209877.827064824	527.473	914.835	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.4271	163.7204	X	0	1	X	Y		
306	306	310	Spectrogram 1	1	209878.417517085	209878.762994472	626.374	1021.978	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.3455	164.738	X	0	1	X	Y		
307	307	311	Spectrogram 1	1	209880.974049749	209881.219024623	750.0	1071.429	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.245	167.2946	X	0	1	X	Y		
308	308	312	Spectrogram 1	1	209876.539376382	209876.815758291	24.725	659.341	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.2764	162.8599	Y	1	0	X	B		
309	309	313	Spectrogram 1	1	209879.146160302	209880.063245729	65.934	1244.505	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.9171	165.4667	Y	1	1	X	BY		
310	310	314	Spectrogram 1	1	209880.534351256	209880.741637688	41.209	585.165	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.2073	166.8549	Y	1	0	X	B		
311	311	315	Spectrogram 1	1	209881.771788442	209882.500431658	41.209	1285.714	ST3_Site11_67371018.220517020700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517020700.wav	0.7286	168.0923	Y	2	1	X	BY		
312	312	316	Spectrogram 1	1	214075.224360871	214075.651496549	848.901	1145.604	ST3_Site11_67371018.220517031700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517031700.wav	0.4271	161.152	X	0	1	X	Y		
313	313	317	Spectrogram 1	1	214078.132652328	214078.295968911	766.484	1054.945	ST3_Site11_67371018.220517031700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517031700.wav	0.1633	164.0603	X	0	1	X	Y		
314	314	318	Spectrogram 1	1	214079.747359476	214080.09911827	708.791	997.253	ST3_Site11_67371018.220517031700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517031700.wav	0.3518	165.675	X	0	1	X	Y		
315	315	319	Spectrogram 1	1	219583.241153266	219583.881856784	1178.571	1903.846	ST3_Site11_67371018.220517044700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517044700.wav	0.6407	268.7433	X	0	1	X	Y		
316	316	320	Spectrogram 1	1	219757.304057789	219757.737474874	1450.549	1895.604	ST3_Site11_67371018.220517045200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517045200.wav	0.4334	142.8057	X	0	1	X	Y		
317	317	321	Spectrogram 1	1	221086.339309045	221086.684786432	881.868	1162.088	ST3_Site11_67371018.220517051200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517051200.wav	0.3455	271.7186	X	0	1	X	Y		
318	318	322	Spectrogram 1	1	221103.034978894	221103.330205025	791.209	1104.396	ST3_Site11_67371018.220517051200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517051200.wav	0.2952	288.4143	X	0	1	X	Y		
319	319	323	Spectrogram 1	1	221109.421923116	221109.685742211	799.451	1104.396	ST3_Site11_67371018.220517051200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517051200.wav	0.2638	294.8013	X	0	1	X	Y		
320	320	324	Spectrogram 1	1	226374.160000503	226377.683869849	32.967	1730.769	ST3_Site11_67371018.220517064200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517064200.wav	3.5239	159.118	Y	7	8	X	BY		
321	321	325	Spectrogram 1	1	226378.054472864	226378.808241709	57.692	1771.978	ST3_Site11_67371018.220517064200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517064200.wav	0.7538	163.0125	Y	2	1	X	BY		
322	322	326	Spectrogram 1	1	226578.287843888	226578.627039867	41.209	1442.308	ST3_Site11_67371018.220517064700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517064700.wav	0.3392	63.1808	Y	1	1	X	BY		
323	323	327	Spectrogram 1	1	226579.016487104	226587.992991972	32.967	1368.132	ST3_Site11_67371018.220517064700.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517064700.wav	8.9765	63.9095	Y	17	16	X	BY		
324	324	328	Spectrogram 1	1	231671.995327638	231674.821960804	799.451	1326.923	ST3_Site11_67371018.220517081200.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517081200.wav	2.8266	56.4983	X	0	5	X	Y		
325	325	329	Spectrogram 1	1	232790.974485678	232796.093832412	24.725	2019.231	ST3_Site11_67371018.220517082701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517082701.wav	5.1193	275.3992	Y	9	7	X	BY		
326	326	330	Spectrogram 1	1	232796.491911042	232802.101207524	0.0	1854.396	ST3_Site11_67371018.220517082701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517082701.wav	5.6093	280.9166	Y	14	12	X	BY		
327	327	331	Spectrogram 1	1	232802.15168482	232805.706961202	16.484	1936.813	ST3_Site11_67371018.220517082701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517082701.wav	3.5553	286.5764	Y	8	4	X	BY		
328	328	332	Spectrogram 1	1	232832.259171859	232832.61721206	791.209	1145.604	ST3_Site11_67371018.220517083201.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517083201.wav	0.358	16.6575	X	0	1	X	Y		
329	329	333	Spectrogram 1	1	234194.521278894	234194.904444724	651.099	1087.912	ST3_Site11_67371018.220517085201.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085201.wav	0.3832	178.8011	X	0	1	X	Y		
330	330	334	Spectrogram 1	1	234342.158935502	234342.416473191	510.989	997.253	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	0.2575	26.4103	X	0	1	X	Y		
331	331	335	Spectrogram 1	1	234355.480174372	234355.637209548	642.857	1005.495	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	0.157	39.7315	X	0	1	X	Y		
332	332	336	Spectrogram 1	1	234360.074247739	234361.983795477	0.0	1038.462	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	1.9095	44.3256	X	0	2	Y	Y		
333	333	337	Spectrogram 1	1	234364.176182645	234365.407338424	8.242	428.571	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	1.2312	48.4275	Y	1	0	X	G		
334	334	338	Spectrogram 1	1	234366.770403751	234368.918644957	0.0	412.088	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	2.1482	51.0217	Y	1	0	X	G		
335	335	339	Spectrogram 1	1	234369.251559529	234371.651057017	0.0	486.264	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	2.3995	53.5029	Y	1	0	X	G		
336	336	340	Spectrogram 1	1	234372.208584628	234373.471147442	0.0	453.297	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	1.2626	56.4599	Y	1	0	X	G		
337	337	341	Spectrogram 1	1	234375.995965395	234378.797472933	0.0	1120.879	ST3_Site11_67371018.220517085701.wav	D:\ringed-seal-data\Ulu_2022\ST3_Site11_67371018.220517085701.wav	2.8015	60.2473	Y	7	7	X	BY		
