Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1164	Spectrogram 1	1	6652.279100000	6652.474186705	77.2791	478.992	731.092	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
1165	Spectrogram 1	1	6643.519500000	6644.075858382	68.5195	58.824	957.983	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	1	2	X	BY	675	Good
1166	Spectrogram 1	1	6644.588800000	6646.496314451	69.5888	58.824	1016.807	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	5	6	X	BY	675	Good
1167	Spectrogram 1	1	7708.995600000	7709.183461272	81.9956	84.034	873.950	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1168	Spectrogram 1	1	7710.599600000	7710.924744509	83.5996	84.034	857.143	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1169	Spectrogram 1	1	7711.293300000	7711.575091908	84.2933	92.437	840.336	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1170	Spectrogram 1	1	7714.302300000	7714.634669942	87.3023	25.210	1058.824	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	704	
1171	Spectrogram 1	1	7714.836900000	7715.053663006	87.8369	50.420	957.983	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	704	
1172	Spectrogram 1	1	7716.510000000	7716.676184971	89.5100	142.857	798.319	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1173	Spectrogram 1	1	7717.319300000	7717.492710404	90.3193	168.067	857.143	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1174	Spectrogram 1	1	7717.723900000	7717.904535838	90.7239	159.664	823.529	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1176	Spectrogram 1	1	7908.711800000	7909.080297110	18.7118	134.454	1033.613	DS3B__0__20181015_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_110354.wav								Y	1	0	X	B	-	Not previously annotated
1179	Spectrogram 1	1	8331.103200000	8331.450020809	178.1032	403.361	1924.370	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1180	Spectrogram 1	1	8333.205800000	8333.523719075	180.2058	285.714	1915.966	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1181	Spectrogram 1	1	8333.913900000	8334.296847977	180.9139	210.084	1983.193	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1182	Spectrogram 1	1	8334.788100000	8335.163822543	181.7881	252.101	1966.387	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1183	Spectrogram 1	1	8331.522300000	8333.198600578	178.5223	42.017	789.916	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated - growl
1184	Spectrogram 1	1	8339.331400000	8340.155099422	186.3314	100.840	1268.908	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								X	1	0	X	Y	-	
1185	Spectrogram 1	1	8452.273700000	8452.548266474	36.2737	865.546	1210.084	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1186	Spectrogram 1	1	8455.395100000	8455.597412139	39.3951	756.303	1142.857	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1187	Spectrogram 1	1	8457.746500000	8457.919910405	41.7465	907.563	1243.697	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1189	Spectrogram 1	1	9472.308400000	9472.525163006	5.3084	184.874	890.756	DS3B__0__20181017_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_110355.wav								Y	1	0	X	B	771	
1190	Spectrogram 1	1	9473.608900000	9473.811212139	6.6089	184.874	1008.403	DS3B__0__20181017_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_110355.wav								Y	1	0	X	B	771	
1193	Spectrogram 1	1	10051.630000000	10051.969595376	60.6300	81.356	1169.492	DS3B__0__20181017_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav								?	1	0	X	B	-	Not prev annotated
1194	Spectrogram 1	1	10065.166500000	10065.426615607	74.1665	233.898	1200.000	DS3B__0__20181017_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav								?	1	0	X	B	-	Not prev annotated
1195	Spectrogram 1	1	10370.450100000	10370.760793642	117.4501	264.407	935.593	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	0	X	B	-	Not prev annotated
1196	Spectrogram 1	1	10375.226100000	10375.695753179	122.2261	172.881	1179.661	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	1	X	BY	-	Not prev annotated
1197	Spectrogram 1	1	10375.992000000	10376.223213873	122.9920	233.898	752.542	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	0	X	B	-	Not prev annotated
1201	Spectrogram 1	1	10783.727200000	10784.261882081	6.7272	142.373	1037.288	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1202	Spectrogram 1	1	10784.341400000	10784.796602313	7.3414	162.712	1169.492	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1203	Spectrogram 1	1	10785.540800000	10786.227216185	8.5408	162.712	1098.305	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1204	Spectrogram 1	1	11142.314800000	11150.768557226	103.3148	40.678	1108.475	DS3B__0__20181018_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_060355.wav								X	?	?	?	?	-	Lots of barks and yelps unannotated - understandably. These are good examples of things even a good detector would miss.
1208	Spectrogram 1	1	11984.365171683	11984.622709372	159.3652	523.256	915.698	DS3B__0__20181019_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav								X	0	1	X	Y	815	
1209	Spectrogram 1	1	11985.269694296	11985.634015904	160.2697	174.419	1622.093	DS3B__0__20181019_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav								Y	2	0	X	B	815	
1210	Spectrogram 1	1	12309.031809799	12309.735327387	222.0318	244.186	1805.233	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	3	0	X	B	821	Excellent
1211	Spectrogram 1	1	12309.835829899	12311.180051005	222.8358	148.256	1787.791	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	4	2	X	BY	821	
1212	Spectrogram 1	1	12311.487839950	12312.197638945	224.4878	139.535	2773.256	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	3	1	X	BY	821	
1213	Spectrogram 1	1	12594.868643970	12595.867387688	245.8686	540.698	2712.209	DS3B__0__20181019_190355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav								X	0	2	X	Y	825	
1214	Spectrogram 1	1	12595.879950503	12596.420151508	246.8799	305.233	2424.419	DS3B__0__20181019_190355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav								Y	2	0	X	B	825	
1216	Spectrogram 1	1	13598.391121357	13598.849664070	201.3911	444.767	828.488	DS3B__0__20181020_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav								X	0	2	X	Y	849	
1217	Spectrogram 1	1	13598.881071106	13599.295643970	201.8811	113.372	1081.395	DS3B__0__20181020_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav								Y	2	0	X	B	849	
1218	Spectrogram 1	1	13779.538872613	13779.721033417	120.5389	165.698	985.465	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1219	Spectrogram 1	1	13781.046410302	13781.247415327	122.0464	148.256	1081.395	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1220	Spectrogram 1	1	13782.623043467	13782.830329899	123.6230	209.302	941.860	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1221	Spectrogram 1	1	14102.660626884	14102.943290201	181.6606	61.047	1334.302	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	2	0	X	B	864	
1222	Spectrogram 1	1	14104.274948492	14104.494797739	183.2749	130.814	1343.023	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1223	Spectrogram 1	1	14104.582737437	14104.833993719	183.5827	52.326	1369.186	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1224	Spectrogram 1	1	14106.027461055	14106.636757538	185.0275	26.163	1369.186	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	2	0	X	B	864	
1225	Spectrogram 1	1	14107.484747487	14107.924445980	186.4847	87.209	1255.814	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	1	X	BY	864	
1226	Spectrogram 1	1	14108.439521357	14108.671933417	187.4395	43.605	1404.070	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1227	Spectrogram 1	1	14301.703843970	14302.036758543	118.7038	462.209	924.419	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1228	Spectrogram 1	1	14307.777964573	14307.997813819	124.7780	375.000	845.930	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1229	Spectrogram 1	1	14302.985251005	14303.625954523	119.9852	122.093	1369.186	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1230	Spectrogram 1	1	14304.348316332	14304.630979648	121.3483	453.488	837.209	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1231	Spectrogram 1	1	14305.761632915	14306.119673116	122.7616	87.209	915.698	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	1	0	X	B	867	
1232	Spectrogram 1	1	14392.577823367	14393.526315829	209.5778	235.465	1386.628	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	2	X	Y	871	
1233	Spectrogram 1	1	14393.915763065	14394.638124874	210.9158	244.186	1656.977	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	0	X	B	871	
1234	Spectrogram 1	1	14394.989883668	14396.076567085	211.9899	122.093	2947.674	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	1	X	BY	871	
1235	Spectrogram 1	1	14397.471039447	14398.507471608	214.4710	191.860	1761.628	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	2	X	BY	871	
1237	Spectrogram 1	1	14829.679226884	14830.231990704	122.6792	95.930	898.256	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	1	1	X	BY	873	
1238	Spectrogram 1	1	14830.363900251	14830.690533417	123.3639	34.884	906.977	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	1	0	X	B	873	
1239	Spectrogram 1	1	14831.230734422	14831.959377638	124.2307	61.047	1482.558	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	2	2	X	BY	873	
1240	Spectrogram 1	1	15238.630154020	15238.887691709	7.6302	104.651	1020.349	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	876	Good
1241	Spectrogram 1	1	15239.138947990	15239.339953015	8.1389	78.488	1046.512	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	876	Good
1242	Spectrogram 1	1	15313.715173367	15314.607133166	82.7152	61.047	2956.395	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	0	X	B	881	Good
1243	Spectrogram 1	1	15316.667434673	15317.345826633	85.6674	174.419	2886.628	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	0	X	B	881	Good
1244	Spectrogram 1	1	15396.522536935	15397.546406281	165.5225	113.372	2258.721	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1245	Spectrogram 1	1	15398.394396231	15399.223541960	167.3944	61.047	2886.628	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1246	Spectrogram 1	1	15400.316506784	15400.574044472	169.3165	69.767	933.140	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	886	Good
1247	Spectrogram 1	1	15401.051431407	15401.968516834	170.0514	43.605	2101.744	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	2	1	X	BY	886	Good
1248	Spectrogram 1	1	15402.345401256	15402.778818342	171.3454	34.884	1168.605	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	886	Good
1249	Spectrogram 1	1	15405.994575126	15406.283519849	174.9946	43.605	1159.884	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	887	Good
1250	Spectrogram 1	1	15407.407891709	15407.596333920	176.4079	78.488	1133.721	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1251	Spectrogram 1	1	15408.739550000	15408.934273618	177.7396	78.488	1125.000	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1252	Spectrogram 1	1	15414.341047487	15414.554615327	183.3411	95.930	1151.163	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1253	Spectrogram 1	1	15414.956625377	15415.157630402	183.9566	61.047	889.535	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1254	Spectrogram 1	1	15416.395067588	15416.627479648	185.3951	113.372	1002.907	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1255	Spectrogram 1	1	15421.839098995	15422.058948241	190.8391	43.605	1063.953	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	889	
1256	Spectrogram 1	1	15422.756184422	15423.120506030	191.7562	69.767	959.302	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	889	
1257	Spectrogram 1	1	15426.308212060	15426.521779899	195.3082	78.488	941.860	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1258	Spectrogram 1	1	15426.948915578	15427.193890452	195.9489	87.209	941.860	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1259	Spectrogram 1	1	15428.173789950	15428.487860302	197.1738	43.605	941.860	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1260	Spectrogram 1	1	15430.378563819	15430.567006030	199.3786	87.209	941.860	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1262	Spectrogram 1	1	15653.985693216	15654.211823869	160.9857	767.442	1020.349	DS3B__0__20181022_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_180355.wav								X	0	1	X	Y	902	
1263	Spectrogram 1	1	15654.557301256	15654.827401759	161.5573	69.767	985.465	DS3B__0__20181022_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_180355.wav								Y	1	0	X	B	902	
1264	Spectrogram 1	1	16198.166292714	16198.656242462	181.1663	558.140	2415.698	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								X	0	2	X	Y	906	
1265	Spectrogram 1	1	16199.127347990	16200.207750000	182.1273	130.814	933.140	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								Y	5	0	X	B	906	
1266	Spectrogram 1	1	16201.752976131	16201.991669598	184.7530	270.349	959.302	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								Y	1	0	X	B	906	
1267	Spectrogram 1	1	16636.995682663	16637.334878643	95.9957	235.465	1569.767	DS3B__0__20181023_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav								X	1	0	X	B	922	Too faint
1268	Spectrogram 1	1	16638.723069598	16639.093672613	97.7231	87.209	1805.233	DS3B__0__20181023_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav								X	1	0	X	B	922	Too faint
1269	Spectrogram 1	1	16843.524985678	16843.857900251	40.5250	427.326	1491.279	DS3B__0__20181023_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav								X	1	0	X	B	925	Too faint
1270	Spectrogram 1	1	16844.894332412	16845.308905276	41.8943	78.488	959.302	DS3B__0__20181023_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav								X	1	0	X	B	925	Too faint
1272	Spectrogram 1	1	17401.248535176	17402.102806533	74.2485	174.419	1029.070	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	3	0	X	B	932	Too faint
1273	Spectrogram 1	1	17402.341500000	17402.605319095	75.3415	174.419	941.860	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1274	Spectrogram 1	1	17402.975922111	17403.176927136	75.9759	200.581	880.814	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1275	Spectrogram 1	1	17403.390494975	17403.635469849	76.3905	165.698	968.023	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1277	Spectrogram 1	1	17589.855299749	17590.100274623	0.8553	95.930	2232.558	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1278	Spectrogram 1	1	17590.715852513	17591.073892714	1.7159	87.209	1622.093	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1279	Spectrogram 1	1	17591.777410302	17592.254797236	2.7774	26.163	2005.814	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	1	X	BY	934	Good
1280	Spectrogram 1	1	17593.297510804	17593.636706784	4.2975	69.767	2188.953	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1281	Spectrogram 1	1	17620.063430402	17620.308405276	31.0634	610.465	1299.419	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								X	0	1	X	Y	935	Too faint
1282	Spectrogram 1	1	17620.804636432	17621.206646482	31.8046	113.372	1290.698	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								X	1	0	X	B	935	Too faint
1283	Spectrogram 1	1	17781.065856312	17781.266861337	192.0659	52.326	784.884	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	-	Not prev annotated
1284	Spectrogram 1	1	17872.541420101	17872.786394975	21.5414	52.326	1421.512	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	943	Good
1285	Spectrogram 1	1	17872.937148744	17873.609259296	21.9371	78.488	1613.372	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	943	Good
1286	Spectrogram 1	1	17878.903743467	17879.230376633	27.9037	95.930	1029.070	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	945	
1287	Spectrogram 1	1	17878.363542462	17878.677612814	27.3635	78.488	1081.395	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	945	
1288	Spectrogram 1	1	17906.277312563	17906.522287437	55.2773	78.488	1351.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1289	Spectrogram 1	1	17906.698166834	17906.993392965	55.6982	104.651	1212.209	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1290	Spectrogram 1	1	17907.075051256	17907.332588945	56.0751	104.651	1238.372	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1291	Spectrogram 1	1	17907.552438191	17907.860227136	56.5524	113.372	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1292	Spectrogram 1	1	17911.237478643	17911.438483668	60.2375	444.767	1369.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								X	0	1	X	Y	948	
1295	Spectrogram 1	1	17911.733709799	17912.066624372	60.7337	104.651	1395.349	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1296	Spectrogram 1	1	17913.674664573	17914.598031407	62.6747	104.651	1142.442	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	2	1	X	BY	948	Good
1297	Spectrogram 1	1	17915.678433417	17915.967378141	64.6784	87.209	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1298	Spectrogram 1	1	17917.047780151	17917.280192211	66.0478	61.047	994.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1299	Spectrogram 1	1	17919.491247487	17919.736222362	68.4912	69.767	1029.070	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
