Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
728	Spectrogram 1	1	887.774566476	888.045517957	0.2710	101.7746	606.469	1269.542	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
729	Spectrogram 1	1	889.267950219	889.633419658	0.3655	103.2679	234.501	1261.456	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														Y	1	1	X	BY	48	
730	Spectrogram 1	1	890.930703304	891.044124854	0.1134	104.9307	881.402	1132.075	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
731	Spectrogram 1	1	892.109027185	892.266557116	0.1575	106.1090	832.884	1091.644	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
732	Spectrogram 1	1	893.833819905	894.035458216	0.2016	107.8338	800.539	1156.334	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
733	Spectrogram 1	1	894.356819275	894.848312659	0.4915	108.3568	242.588	1261.456	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														Y	1	1	X	BY	48	
734	Spectrogram 1	1	897.595069696	897.784105613	0.1890	111.5951	752.022	1148.248	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
735	Spectrogram 1	1	898.678875619	898.962429494	0.2836	112.6789	857.143	1180.593	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
736	Spectrogram 1	1	899.466525272	899.687067175	0.2205	113.4665	719.677	1196.765	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
737	Spectrogram 1	1	902.460671381	902.637104904	0.1764	116.4607	566.038	897.574	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
738	Spectrogram 1	1	904.193500619	904.369934141	0.1764	118.1935	784.367	1083.558	DS3B__0__20181102_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_140355.wav														X	0	1	X	Y	48	
739	Spectrogram 1	1	1303.161361790	1303.369301298	0.2079	255.1614	145.553	857.143	DS3B__0__20181102_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_180355.wav														Y	1	0	X	B	50	
740	Spectrogram 1	1	1303.709565948	1303.930107851	0.2205	255.7096	56.604	954.178	DS3B__0__20181102_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_180355.wav														Y	1	0	X	B	50	
741	Spectrogram 1	1	1304.408998841	1304.824877858	0.4159	256.4090	129.380	1018.868	DS3B__0__20181102_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181102_180355.wav														Y	2	0	X	B	50	
742	Spectrogram 1	1	1722.621518623	1722.848361723	0.2268	150.6215	687.332	1091.644	DS3B__0__20181103_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181103_140355.wav														X	0	1	X	Y	65	
743	Spectrogram 1	1	1723.106710810	1723.472180249	0.3655	151.1067	194.070	1245.283	DS3B__0__20181103_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181103_140355.wav														Y	1	1	X	BY	65	
744	Spectrogram 1	1	1914.981468264	1915.750214326	0.7687	80.9815	283.019	1722.372	DS3B__0__20181103_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181103_200355.wav														Y	1	1	X	BY	67	
745	Spectrogram 1	1	1916.273213696	1916.575671163	0.3025	82.2732	800.539	1552.561	DS3B__0__20181103_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181103_200355.wav														X	0	1	X	Y	67	
746	Spectrogram 1	1	1917.476742366	1917.987139342	0.5104	83.4767	654.987	1584.906	DS3B__0__20181103_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181103_200355.wav														X	0	1	X	Y	67	
748	Spectrogram 1	1	3239.134133047	3239.411385725	0.2773	95.1341	808.625	1099.730	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y	85	
749	Spectrogram 1	1	3239.562614458	3239.770553967	0.2079	95.5626	185.984	1140.162	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	85	
750	Spectrogram 1	1	3241.849949052	3242.108298138	0.2583	97.8499	832.884	1156.334	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y		
751	Spectrogram 1	1	3242.328840041	3242.549381944	0.2205	98.3288	129.380	1285.714	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	85	
752	Spectrogram 1	1	3243.084983708	3243.538669909	0.4537	99.0850	129.380	1318.059	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	1	X	BY	85	
753	Spectrogram 1	1	3243.639489064	3243.834826178	0.1953	99.6395	137.466	1212.938	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	85	
754	Spectrogram 1	1	3242.700610677	3242.933754975	0.2331	98.7006	840.970	1212.938	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y	85	
755	Spectrogram 1	1	3200.337899464	3200.760079679	0.4222	56.3379	582.210	986.523	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y	86	
756	Spectrogram 1	1	3202.171547858	3202.417294549	0.2457	58.1716	121.294	1471.698	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	86	
757	Spectrogram 1	1	3227.861395592	3228.044130312	0.1827	83.8614	485.175	776.280	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y	91	
758	Spectrogram 1	1	3228.371792568	3228.649045246	0.2773	84.3718	121.294	1318.059	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	1	X	BY	91	
759	Spectrogram 1	1	3228.756165599	3228.957803910	0.2016	84.7562	88.949	1277.628	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	91	
760	Spectrogram 1	1	3229.228755391	3229.430393702	0.2016	85.2288	88.949	1407.008	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	0	X	B	91	
761	Spectrogram 1	1	3628.283127914	3628.459561437	0.1764	222.2831	48.518	1188.679	DS3B__0__20181105_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_120355.wav														Y	1	0	X	B	94	
762	Spectrogram 1	1	3628.799826087	3628.976259609	0.1764	222.7998	113.208	1204.852	DS3B__0__20181105_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_120355.wav														Y	1	0	X	B	94	
763	Spectrogram 1	1	3630.375125394	3630.532655325	0.1575	224.3751	113.208	1196.765	DS3B__0__20181105_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_120355.wav														Y	1	0	X	B	94	
764	Spectrogram 1	1	3159.619478182	3159.827417691	0.2079	15.6195	1293.801	2183.288	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														X	0	1	X	Y	92	
765	Spectrogram 1	1	3161.667367281	3162.347896582	0.6805	17.6674	218.329	2644.205	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	1	X	BY	92	
766	Spectrogram 1	1	3165.177134137	3165.611916745	0.4348	21.1771	161.725	1948.787	DS3B__0__20181105_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_080355.wav														Y	1	1	X	BY	92	
769	Spectrogram 1	1	3686.723303412	3686.924941723	0.2016	18.7233	105.121	921.833	DS3B__0__20181105_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_140355.wav														Y	1	0	X	B	104	
770	Spectrogram 1	1	3687.240001585	3687.416435107	0.1764	19.2400	80.863	929.919	DS3B__0__20181105_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181105_140355.wav														Y	1	0	X	B	104	
771	Spectrogram 1	1	4357.817368195	4357.930789745	0.1134	165.8174	218.329	638.814	DS3B__0__20181106_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_100355.wav														Y	1	0	X	B	119	
772	Spectrogram 1	1	4358.340367565	4358.523102284	0.1827	166.3404	218.329	768.194	DS3B__0__20181106_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_100355.wav														Y	1	0	X	B	119	
773	Spectrogram 1	1	4360.085799197	4360.293738705	0.2079	168.0858	218.329	849.057	DS3B__0__20181106_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_100355.wav														Y	1	0	X	B	119	
774	Spectrogram 1	1	4945.361236428	4945.581778331	0.2205	229.3612	80.863	849.057	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	0	X	B	134	
775	Spectrogram 1	1	4946.142584884	4946.400933971	0.2583	230.1426	32.345	1633.423	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	0	X	B	134	
776	Spectrogram 1	1	4948.089654828	4948.215678772	0.1260	232.0897	784.367	1026.954	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														X	0	1	X	Y	134	
777	Spectrogram 1	1	4948.606353000	4948.807991312	0.2016	232.6064	727.763	954.178	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														X	0	1	X	Y	134	
778	Spectrogram 1	1	4949.137214331	4949.559394545	0.4222	233.1372	40.431	1366.577	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	2	0	X	B	134	
779	Spectrogram 1	1	4950.340743001	4950.561284904	0.2205	234.3407	32.345	1552.561	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	0	X	B	134	
780	Spectrogram 1	1	4952.539860834	4952.842318301	0.3025	236.5399	743.935	1770.889	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														X	0	1	X	Y	134	
781	Spectrogram 1	1	4953.132173373	4953.642570348	0.5104	237.1322	8.086	1237.197	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	1	X	BY	134	
782	Spectrogram 1	1	4954.273284159	4954.443416485	0.1701	238.2733	97.035	938.005	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	0	X	B	134	
783	Spectrogram 1	1	4954.733271557	4954.865596699	0.1323	238.7333	88.949	1067.385	DS3B__0__20181106_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181106_180355.wav														Y	1	0	X	B	134	
784	Spectrogram 1	1	5168.661364181	5168.888207281	0.2268	190.6614	64.690	1439.353	DS3B__0__20181107_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_160355.wav														Y	1	0	X	B	142	
785	Spectrogram 1	1	5170.797470041	5171.036915536	0.2394	192.7975	72.776	921.833	DS3B__0__20181107_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_160355.wav														Y	1	0	X	B	142	
787	Spectrogram 1	1	5759.608432908	5759.803770022	0.1953	257.6084	687.332	1018.868	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														X	0	1	X	Y	147	
788	Spectrogram 1	1	5760.667034042	5760.963190312	0.2962	258.6670	865.229	1269.542	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														X	0	1	X	Y	147	
789	Spectrogram 1	1	5761.857960318	5762.065899827	0.2079	259.8580	743.935	1164.420	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														X	0	1	X	Y	147	
790	Spectrogram 1	1	5762.292742927	5762.519586027	0.2268	260.2927	97.035	962.264	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														Y	1	0	X	B	147	
791	Spectrogram 1	1	5763.061488989	5763.319838075	0.2583	261.0615	56.604	1091.644	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														Y	1	0	X	B	147	
792	Spectrogram 1	1	5763.527777583	5763.697909909	0.1701	261.5278	80.863	929.919	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														Y	1	0	X	B	147	
793	Spectrogram 1	1	5763.779825473	5763.949957798	0.1701	261.7798	64.690	1035.040	DS3B__0__20181107_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181107_200355.wav														Y	1	0	X	B	147	
794	Spectrogram 1	1	6008.489971273	6008.754621556	0.2647	244.4900	355.795	1293.801	DS3B__0__20181108_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_060355.wav														Y	1	0	X	B	-	Not prev annotated
795	Spectrogram 1	1	5941.535840312	5941.762683412	0.2268	177.5358	339.623	687.332	DS3B__0__20181108_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_060355.wav														Y	1	0	X	B	156	
796	Spectrogram 1	1	5942.525128277	5942.726766588	0.2016	178.5251	460.916	897.574	DS3B__0__20181108_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_060355.wav														X	0	1	X	Y	156	
797	Spectrogram 1	1	6259.301229319	6259.465060447	0.1638	233.3012	113.208	687.332	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	
798	Spectrogram 1	1	6262.086358494	6262.615659061	0.5293	236.0864	113.208	1479.784	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	
799	Spectrogram 1	1	6260.687492710	6260.876528626	0.1890	234.6875	469.003	824.798	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														X	0	1	X	Y	161	
800	Spectrogram 1	1	6260.971046585	6261.197889685	0.2268	234.9710	113.208	1156.334	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	
801	Spectrogram 1	1	6261.349118418	6261.903623774	0.5545	235.3491	113.208	1059.299	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	1	X	BY	161	
802	Spectrogram 1	1	6265.732253385	6265.978000077	0.2457	239.7322	113.208	1431.267	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	
803	Spectrogram 1	1	6266.085120430	6266.318264727	0.2331	240.0851	137.466	1520.216	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	
804	Spectrogram 1	1	6269.860137320	6270.616280987	0.7561	243.8601	113.208	970.350	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	4	0	X	B	161	
805	Spectrogram 1	1	6271.095171976	6272.084459941	0.9893	245.0952	177.898	1172.507	DS3B__0__20181108_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_080355.wav														Y	1	0	X	B	161	Growl
806	Spectrogram 1	1	6524.926137776	6525.178185665	0.2520	236.9261	291.105	1269.542	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	0	X	B	165	
807	Spectrogram 1	1	6526.369111941	6526.658967013	0.2899	238.3691	177.898	1318.059	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	0	X	B	165	
808	Spectrogram 1	1	6438.388653986	6438.754123425	0.3655	150.3887	703.504	1059.299	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
809	Spectrogram 1	1	6437.071703765	6437.411968415	0.3403	149.0717	541.779	1083.558	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
810	Spectrogram 1	1	6439.718206601	6439.932447306	0.2142	151.7182	816.712	1132.075	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
811	Spectrogram 1	1	6441.459778610	6442.070994742	0.6112	153.4598	533.693	1148.248	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
812	Spectrogram 1	1	6442.827138409	6443.173704256	0.3466	154.8271	743.935	1075.472	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
813	Spectrogram 1	1	6444.169293418	6444.383534124	0.2142	156.1693	679.245	1002.695	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
814	Spectrogram 1	1	6444.963244269	6445.366520891	0.4033	156.9632	719.677	1253.369	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
815	Spectrogram 1	1	6445.934224854	6446.173670348	0.2394	157.9342	792.453	1237.197	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
816	Spectrogram 1	1	6446.696669718	6447.137753524	0.4411	158.6967	169.811	703.504	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	2	0	X	B	166	
817	Spectrogram 1	1	6448.001017544	6448.196354658	0.1953	160.0010	760.108	1043.127	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
818	Spectrogram 1	1	6449.370422151	6449.685482013	0.3151	161.3704	145.553	954.178	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	0	X	B	166	
819	Spectrogram 1	1	6451.972816606	6452.262671679	0.2899	163.9728	954.178	1382.749	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
820	Spectrogram 1	1	6457.420371982	6457.811046210	0.3907	169.4204	897.574	1358.491	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	166	
821	Spectrogram 1	1	6365.671849792	6365.898692892	0.2268	77.6719	509.434	938.005	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
822	Spectrogram 1	1	6371.077706397	6371.329754286	0.2520	83.0777	557.951	954.178	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
823	Spectrogram 1	1	6373.458795966	6373.698241461	0.2394	85.4588	646.900	1075.472	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
824	Spectrogram 1	1	6375.840566902	6376.130421974	0.2899	87.8406	525.606	1123.989	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
825	Spectrogram 1	1	6377.075601558	6377.768733253	0.6931	89.0756	97.035	2442.049	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	2	2	X	BY	168	
826	Spectrogram 1	1	6379.782699679	6380.141867920	0.3592	91.7827	97.035	1964.960	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	1	X	BY	168	
827	Spectrogram 1	1	6381.880235372	6382.321319178	0.4411	93.8802	56.604	1714.286	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	1	X	BY	168	
828	Spectrogram 1	1	6381.602982694	6381.766813822	0.1638	93.6030	622.642	1043.127	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
829	Spectrogram 1	1	6382.434740728	6382.617475448	0.1827	94.4347	509.434	921.833	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
830	Spectrogram 1	1	6382.781306576	6383.657172990	0.8759	94.7813	121.294	1746.631	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	2	3	X	BY	168	
831	Spectrogram 1	1	6383.872974459	6384.106118757	0.2331	95.8730	501.348	1754.717	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
832	Spectrogram 1	1	6384.206937912	6384.389672632	0.1827	96.2069	501.348	1981.132	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
833	Spectrogram 1	1	6384.446383407	6384.692130099	0.2457	96.4464	493.261	1762.803	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
834	Spectrogram 1	1	6384.893768410	6385.139515102	0.2457	96.8938	501.348	1876.011	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
835	Spectrogram 1	1	6385.303346230	6385.542791724	0.2394	97.3033	509.434	2078.167	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
836	Spectrogram 1	1	6385.914562361	6386.229622222	0.3151	97.9146	145.553	1083.558	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	1	X	BY	168	
837	Spectrogram 1	1	6389.551145279	6389.702374012	0.1512	101.5511	517.520	1681.941	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
838	Spectrogram 1	1	6390.880697894	6391.743961914	0.8633	102.8807	97.035	1059.299	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	2	X	BY	168	
839	Spectrogram 1	1	6393.192957631	6393.577330661	0.3844	105.1930	88.949	921.833	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	1	1	X	BY	168	
840	Spectrogram 1	1	6394.260381738	6395.205561322	0.9452	106.2604	88.949	2021.563	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														Y	2	3	X	BY	168	
841	Spectrogram 1	1	6396.609481983	6396.861529872	0.2520	108.6095	549.865	1552.561	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
842	Spectrogram 1	1	6397.056866986	6397.208095720	0.1512	109.0569	549.865	913.747	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
843	Spectrogram 1	1	6397.548360370	6397.762601076	0.2142	109.5484	549.865	1091.644	DS3B__0__20181108_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_120355.wav														X	0	1	X	Y	168	
844	Spectrogram 1	1	6741.879854395	6742.239022637	0.3592	191.8799	97.035	752.022	DS3B__0__20181108_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_160355.wav														Y	1	0	X	B	169	Growl
845	Spectrogram 1	1	6743.455153702	6743.656792013	0.2016	193.4552	153.639	938.005	DS3B__0__20181108_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181108_160355.wav														Y	1	0	X	B	169	
