Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
3852	Spectrogram 1	1	1206.064800000	1206.611282000	0.5465	6.0648	148.760	2115.702	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	1	0	X	bark	1490	
3853	Spectrogram 1	1	1205.103700000	1205.625057000	0.5214	5.1037	181.818	2231.405	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	1	0	X	bark	1490	
3854	Spectrogram 1	1	1397.359600000	1399.829144000	2.4695	77.3596	115.702	1652.893	TEST__0__20171008_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav											Y	7	0	X	bark	1491	
3855	Spectrogram 1	1	1401.161700000	1402.058908000	0.8972	81.1617	132.231	1438.017	TEST__0__20171008_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav											Y	3	0	X	bark	1491	Faint
3856	Spectrogram 1	1	1403.773300000	1405.185737000	1.4124	83.7733	82.645	1371.901	TEST__0__20171008_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav											Y	2	1	X	"bark, yelp"	1491	
3857	Spectrogram 1	1	1405.754300000	1406.918006000	1.1637	85.7543	82.645	1355.372	TEST__0__20171008_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav											Y	2	1	X	"bark, yelp"	1491	
3858	Spectrogram 1	1	1408.340100000	1409.006344000	0.6662	88.3401	115.702	1272.727	TEST__0__20171008_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_092001.wav											Y	1	1	X	"bark, yelp"	1491	
3859	Spectrogram 1	1	1593.846400000	1594.499666000	0.6533	33.8464	66.116	1008.264	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	
3860	Spectrogram 1	1	1596.899200000	1597.274006000	0.3748	36.8992	49.587	1123.967	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3862	Spectrogram 1	1	1597.619400000	1598.724928000	1.1055	37.6194	33.058	2446.281	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	2	0	X	bark	1496	Very close
3863	Spectrogram 1	1	1598.888300000	1599.792823000	0.9045	38.8883	0.000	2793.388	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3864	Spectrogram 1	1	1600.025200000	1600.873190000	0.8480	40.0252	0.000	3157.025	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3865	Spectrogram 1	1	1600.980000000	1601.652111000	0.6721	40.9800	181.818	3123.967	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3866	Spectrogram 1	1	1602.299100000	1603.266437000	0.9673	42.2991	132.231	3355.372	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3867	Spectrogram 1	1	1608.559500000	1609.250455000	0.6910	48.5595	33.058	5157.025	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3868	Spectrogram 1	1	1611.298200000	1611.769306000	0.4711	51.2982	0.000	3074.380	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3869	Spectrogram 1	1	1613.748000000	1614.319608000	0.5716	53.7480	0.000	2842.975	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3870	Spectrogram 1	1	1616.712400000	1617.334259000	0.6219	56.7124	0.000	4000.000	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1496	Very close
3871	Spectrogram 1	1	1620.431000000	1621.027734000	0.5967	60.4310	0.000	3867.769	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark		Not previously annotated
3872	Spectrogram 1	1	1623.511300000	1624.013813000	0.5025	63.5113	0.000	3570.248	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark		Not previously annotated
3873	Spectrogram 1	1	1626.319100000	1627.016336000	0.6972	66.3191	0.000	4165.289	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark		Not previously annotated
3874	Spectrogram 1	1	1637.940600000	1638.537334000	0.5967	77.9406	0.000	4495.868	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark		Not previously annotated
3875	Spectrogram 1	1	1640.892800000	1641.759634000	0.8668	80.8928	0.000	4066.116	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark		Not previously annotated
3876	Spectrogram 1	1	1646.125900000	1648.267860000	2.1420	86.1259	0.000	5851.240	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											X	1	0	X	bark	1497	Too weird
3877	Spectrogram 1	1	1649.002800000	1650.240237000	1.2374	89.0028	0.000	6380.165	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											X	1	0	X	bark	1497	Too weird
3878	Spectrogram 1	1	1655.451600000	1656.123711000	0.6721	95.4516	0.000	7834.711	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	Blown out
3879	Spectrogram 1	1	1657.494600000	1658.983293000	1.4887	97.4946	0.000	4198.347	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											X	1	0	X	bark	1497	Blown out
3880	Spectrogram 1	1	1659.517300000	1660.176848000	0.6595	99.5173	0.000	3537.190	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	
3881	Spectrogram 1	1	1664.506700000	1665.656197000	1.1495	104.5067	0.000	7537.190	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	2	0	X	bark	1497	
3882	Spectrogram 1	1	1667.275900000	1667.841227000	0.5653	107.2759	0.000	4892.562	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	
3883	Spectrogram 1	1	1669.775900000	1670.454292000	0.6784	109.7759	0.000	4363.636	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	
3884	Spectrogram 1	1	1672.383100000	1672.967271000	0.5842	112.3831	0.000	3735.537	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	
3885	Spectrogram 1	1	1674.996200000	1675.448461000	0.4523	114.9962	0.000	3636.364	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											Y	1	0	X	bark	1497	
3886	Spectrogram 1	1	1677.029300000	1678.430054000	1.4008	117.0293	0.000	5024.793	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											X	1	0	X	bark	1497	Too weird
3887	Spectrogram 1	1	1679.510500000	1680.056982000	0.5465	119.5105	0.000	3008.264	TEST__0__20171008_102001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_102001.wav											X	1	0	X	bark	1497	Too weird
3888	Spectrogram 1	1	1715.569900000	1716.399046000	0.8291	35.5699	93.502	1309.024	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	2	0	X	bark	1499	
3889	Spectrogram 1	1	1718.874000000	1719.426764000	0.5528	38.8740	81.814	1168.772	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	1	0	X	bark	1499	
3890	Spectrogram 1	1	1720.180500000	1720.544822000	0.3643	40.1805	70.126	1145.396	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	1	0	X	bark	1499	
3891	Spectrogram 1	1	1721.587500000	1722.090013000	0.5025	41.5875	70.126	1180.459	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	1	0	X	bark	1499	
3892	Spectrogram 1	1	1723.358900000	1723.798598000	0.4397	43.3589	116.877	1110.333	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	1	0	X	bark	1499	
3893	Spectrogram 1	1	1725.331200000	1725.909089000	0.5779	45.3312	81.814	1051.894	TEST__0__20171008_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_105601.wav											Y	1	0	X	bark	1499	
3894	Spectrogram 1	1	1817.804200000	1818.306713000	0.5025	17.8042	46.751	1192.147	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	1	0	X	bark	1501	
3895	Spectrogram 1	1	1819.412300000	1821.799235000	2.3869	19.4123	35.063	1309.024	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	4	0	X	bark	1501	Good one
3896	Spectrogram 1	1	1822.829400000	1823.419852000	0.5905	22.8294	58.439	1180.459	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	1	0	X	bark	1501	
3897	Spectrogram 1	1	1824.537900000	1824.902222000	0.3643	24.5379	46.751	1192.147	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	1	0	X	bark	1501	
3898	Spectrogram 1	1	1825.618300000	1827.741416000	2.1231	25.6183	35.063	1227.210	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	6	0	X	bark	1501	
3899	Spectrogram 1	1	1828.407200000	1828.985089000	0.5779	28.4072	23.375	1250.586	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	1	0	X	bark	1501	
3900	Spectrogram 1	1	1832.402200000	1832.929838000	0.5276	32.4022	58.439	1192.147	TEST__0__20171008_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_124401.wav											Y	1	0	X	bark	1501	
3901	Spectrogram 1	1	1949.548900000	1950.076538000	0.5276	29.5489	187.003	946.705	TEST__0__20171008_132001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_132001.wav											Y	1	1	X	"bark, yelp"	1503	
3902	Spectrogram 1	1	1951.282600000	1951.847927000	0.5653	31.2826	70.126	899.954	TEST__0__20171008_132001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_132001.wav											Y	2	0	X	bark	1503	
3903	Spectrogram 1	1	2742.145600000	2742.748615000	0.6030	102.1456	105.189	654.512	TEST__0__20171009_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav											Y	2	0	X	bark	1526	
3904	Spectrogram 1	1	2744.168300000	2747.346692000	3.1784	104.1683	93.502	841.516	TEST__0__20171009_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav											Y	12	0	X	bark	1526	
3905	Spectrogram 1	1	2747.723500000	2748.590334000	0.8668	107.7235	105.189	841.516	TEST__0__20171009_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav											Y	3	0	X	bark	1526	
3906	Spectrogram 1	1	2749.582800000	2750.060187000	0.4774	109.5828	116.877	736.326	TEST__0__20171009_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav											Y	2	0	X	bark	1526	
3907	Spectrogram 1	1	2749.080300000	2749.344119000	0.2638	109.0803	81.814	794.765	TEST__0__20171009_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_004401.wav											Y	1	0	X	bark	1526	
3908	Spectrogram 1	1	2794.275500000	2799.727761000	5.4523	34.2755	46.751	1683.031	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	8	11	X	"bark, yelp"	1531	
3909	Spectrogram 1	1	2800.594600000	2801.800630000	1.2060	40.5946	0.000	1624.592	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	1	2	X	bark	1531	
3910	Spectrogram 1	1	2767.718900000	2768.522920000	0.8040	7.7189	70.126	1262.273	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	2	0	X	bark	1532	
3911	Spectrogram 1	1	2769.100900000	2770.457684000	1.3568	9.1009	58.439	1192.147	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	5	0	X	bark	1532	
3912	Spectrogram 1	1	2771.525500000	2776.123490000	4.5980	11.5255	46.751	1098.645	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	8	8	X	"bark, yelp"	1532	
3914	Spectrogram 1	1	2776.952600000	2777.316922000	0.3643	16.9526	81.814	1040.207	TEST__0__20171009_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_013201.wav											Y	1	0	X	bark	1532	
3916	Spectrogram 1	1	3792.896700000	3793.876599000	0.9799	72.8967	105.189	1566.154	TEST__0__20171009_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_140801.wav											Y	3	3	X	"bark, yelp"	1564	Faint
3917	Spectrogram 1	1	3794.278600000	3795.484630000	1.2060	74.2786	105.189	1519.403	TEST__0__20171009_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_140801.wav											Y	3	3	X	"bark, yelp"	1564	
3918	Spectrogram 1	1	3798.135400000	3798.801229000	0.6658	78.1354	163.628	1507.715	TEST__0__20171009_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_140801.wav											Y	1	0	X	bark	1564	
3919	Spectrogram 1	1	3799.592700000	3800.233404000	0.6407	79.5927	105.189	1507.715	TEST__0__20171009_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_140801.wav											Y	1	0	X	bark	1564	
3921	Spectrogram 1	1	4117.627600000	4119.160263000	1.5327	37.6276	116.877	2442.733	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											Y	3	0	X	"bark, yelp"	1684	
3922	Spectrogram 1	1	4119.924400000	4128.758218000	8.8338	39.9244	93.502	1858.347	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											Y	11	18	X	"bark, yelp"	1684	
3923	Spectrogram 1	1	4129.311000000	4134.964266000	5.6533	49.3110	105.189	2045.350	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											Y	8	6	X	"bark, yelp"	1684	
3924	Spectrogram 1	1	4142.954200000	4144.788371000	1.8342	62.9542	233.754	2010.287	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											Y	4	2	X	"bark, yelp"	1684	
3925	Spectrogram 1	1	4145.470200000	4147.631004000	2.1608	65.4702	233.754	2384.294	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											Y	1	3	X	"bark, yelp"	1684	
3926	Spectrogram 1	1	4149.155800000	4160.616703000	11.4609	69.1558	362.319	2325.855	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											X	0	7	X	yelp	1684	
3927	Spectrogram 1	1	4136.084000000	4141.084000000	5.0000	56.0840	444.133	2302.480	TEST__0__20171009_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171009_223201.wav											X	0	3	X	yelp	1684	
3929	Spectrogram 1	1	5023.631300000	5024.253159000	0.6219	103.6313	110.169	1271.186	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											Y	2	1	X	"bark, yelp"	2667	
3930	Spectrogram 1	1	5023.097400000	5023.480566000	0.3832	103.0974	627.119	1279.661	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											X	0	1	X	yelp	2667	
3931	Spectrogram 1	1	5024.875000000	5025.628768000	0.7538	104.8750	398.305	1576.271	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											X	0	2	X	yelp	2667	
3932	Spectrogram 1	1	5028.892400000	5029.621043000	0.7286	108.8924	101.695	1305.085	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											Y	1	0	X	"bark, yelp"	2667	
3933	Spectrogram 1	1	5027.466500000	5028.666248000	1.1997	107.4665	457.627	1347.458	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											X	0	1	X	yelp	2667	
3934	Spectrogram 1	1	5029.884800000	5030.393594000	0.5088	109.8848	364.407	1296.610	TEST__0__20171014_143201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_143201.wav											X	0	1	X	yelp	2667	
3935	Spectrogram 1	1	5326.996200000	5327.913286000	0.9171	46.9962	228.814	1245.763	TEST__0__20171014_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_174401.wav											Y	1	2	X	"bark, yelp"	2682	
3936	Spectrogram 1	1	5328.082800000	5328.440840000	0.3580	48.0828	262.712	1211.864	TEST__0__20171014_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_174401.wav											Y	1	0	X	bark	2682	
3937	Spectrogram 1	1	5328.962200000	5329.665717000	0.7035	48.9622	262.712	1211.864	TEST__0__20171014_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_174401.wav											Y	1	1	X	"bark, yelp"	2682	
3938	Spectrogram 1	1	5448.850200000	5450.803717000	1.9535	48.8502	322.034	855.932	TEST__0__20171014_192001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_192001.wav											X	5	0	X	bark	2692	Too faint
3939	Spectrogram 1	1	5452.813800000	5453.492192000	0.6784	52.8138	313.559	847.458	TEST__0__20171014_192001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171014_192001.wav											X	2	0	X	bark	2692	Too faint
3940	Spectrogram 1	1	5569.552700000	5569.803957000	0.2513	49.5527	203.390	889.831	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3941	Spectrogram 1	1	5570.174600000	5570.381886000	0.2073	50.1746	186.441	864.407	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3942	Spectrogram 1	1	5571.028800000	5571.317745000	0.2889	51.0288	177.966	872.881	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3943	Spectrogram 1	1	5571.732300000	5572.002401000	0.2701	51.7323	177.966	847.458	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3944	Spectrogram 1	1	5572.190900000	5572.429594000	0.2387	52.1909	177.966	855.932	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3945	Spectrogram 1	1	5574.119300000	5574.351712000	0.2324	54.1193	203.390	864.407	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3946	Spectrogram 1	1	5573.265000000	5573.516256000	0.2513	53.2650	177.966	864.407	TEST__0__20171015_052001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_052001.wav											Y	1	0	X	bark	2757	
3947	Spectrogram 1	1	6016.860200000	6017.274773000	0.4146	16.8602	59.322	923.729	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3948	Spectrogram 1	1	6017.362700000	6017.821243000	0.4585	17.3627	84.746	949.153	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3949	Spectrogram 1	1	6017.884100000	6018.348924000	0.4648	17.8841	84.746	957.627	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3950	Spectrogram 1	1	6018.405400000	6018.750878000	0.3455	18.4054	93.220	957.627	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3951	Spectrogram 1	1	6018.788600000	6019.196892000	0.4083	18.7886	84.746	949.153	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3952	Spectrogram 1	1	6019.272300000	6019.755968000	0.4837	19.2723	101.695	915.254	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3953	Spectrogram 1	1	6020.088800000	6020.698097000	0.6093	20.0888	42.373	906.780	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											Y	1	1	X	"bark, yelp"	2771	
3954	Spectrogram 1	1	6016.395400000	6016.803692000	0.4083	16.3954	372.881	949.153	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											X	0	1	X	yelp	2771	
3955	Spectrogram 1	1	6020.861500000	6021.181851000	0.3204	20.8615	372.881	1025.424	TEST__0__20171015_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav											X	0	1	X	yelp	2771	
3956	Spectrogram 1	1	6221.281600000	6221.746424000	0.4648	101.2816	50.847	1016.949	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2772	
3957	Spectrogram 1	1	6221.865800000	6222.782885000	0.9171	101.8658	33.898	983.051	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	2	2	X	"bark, yelp"	2772	
3958	Spectrogram 1	1	6223.455000000	6223.869573000	0.4146	103.4550	67.797	864.407	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2772	
3959	Spectrogram 1	1	6223.982600000	6224.390891000	0.4083	103.9826	84.746	915.254	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2772	
3960	Spectrogram 1	1	6222.889700000	6223.166082000	0.2764	102.8897	203.390	805.085	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											X	0	1	X	yelp	2772	
3962	Spectrogram 1	1	6224.516600000	6225.546750000	1.0302	104.5166	177.966	889.831	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											X	0	2	X	yelp	2772	
3963	Spectrogram 1	1	6198.808300000	6199.354782000	0.5465	78.8083	42.373	855.932	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2774	
3964	Spectrogram 1	1	6199.436500000	6199.907606000	0.4711	79.4365	76.271	872.881	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2774	
3965	Spectrogram 1	1	6199.957800000	6200.422624000	0.4648	79.9578	93.220	889.831	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2774	
3966	Spectrogram 1	1	6200.460400000	6200.843565000	0.3832	80.4604	93.220	889.831	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2774	
3967	Spectrogram 1	1	6200.931500000	6201.364917000	0.4334	80.9315	67.797	949.153	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											X	0	1	X	yelp	2774	
3968	Spectrogram 1	1	6201.565900000	6202.294543000	0.7286	81.5659	59.322	1059.322	TEST__0__20171015_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav											Y	1	1	X	"bark, yelp"	2774	
