Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH	KZ Done?
1567	Spectrogram 1	1	98516.679770000	98516.679770000	193.548	193.548	-120.90	27	RS	GROWL			Growl	Y
1600	Spectrogram 1	1	99890.623550000	99890.623550000	741.935	741.935	-121.22	27	RS	YELP				Y
1601	Spectrogram 1	1	99924.347500000	99924.347500000	666.667	666.667	-119.45	27	RS	YELP				Y
1602	Spectrogram 1	1	99935.154990000	99935.154990000	569.892	569.892	-116.76	27	RS	YELP				Y
1621	Spectrogram 1	1	100740.758400000	100745.797000000	1258.065	1892.473	-105.80	27	RS	YELP		3		Y
1623	Spectrogram 1	1	100766.231400000	100769.198600000	1247.312	1698.925	-105.98	27	RS	YELP		3		Y
1624	Spectrogram 1	1	100818.083700000	100818.083700000	1731.183	1731.183	-120.97	28	RS	YELP				Y
1625	Spectrogram 1	1	100822.264800000	100822.264800000	1225.806	1225.806	-117.46	28	RS	YELP				Y
1627	Spectrogram 1	1	100860.148000000	100860.148000000	1397.849	1397.849	-106.37	28	RS	YELP				Y
1631	Spectrogram 1	1	101103.470800000	101103.470800000	1354.839	1354.839	-125.37	28	RS	YELP				Y
1632	Spectrogram 1	1	101132.268300000	101132.268300000	1247.312	1247.312	-115.48	28	RS	YELP				Y
1633	Spectrogram 1	1	101136.578200000	101136.578200000	1408.602	1408.602	-121.90	28	RS	YELP				Y
1634	Spectrogram 1	1	101143.032900000	101143.032900000	1440.860	1440.860	-120.74	28	RS	YELP				Y
1635	Spectrogram 1	1	101148.097700000	101148.097700000	1645.161	1645.161	-125.74	28	RS	YELP				Y
1636	Spectrogram 1	1	101197.814800000	101200.647200000	387.097	1139.785	-102.29	28	RS	YELP		2		Y
1637	Spectrogram 1	1	101209.796800000	101209.796800000	1053.763	1053.763	-126.12	28	RS	YELP				Y
1654	Spectrogram 1	1	101979.335200000	101979.335200000	1462.366	1462.366	-117.54	28	RS	YELP				Y
1655	Spectrogram 1	1	102000.853900000	102008.734400000	946.237	1634.409	-105.66	28	RS	YELP		3		Y
1657	Spectrogram 1	1	102013.096000000	102013.096000000	1182.796	1182.796	-104.01	28	RS	YELP				Y
1658	Spectrogram 1	1	102027.228900000	102027.228900000	225.806	225.806	-107.70	28	RS	GROWL	FAINT		RS growl - weak	Y
1659	Spectrogram 1	1	102046.626400000	102046.626400000	1172.043	1172.043	-115.49	28	RS	YELP				Y
1661	Spectrogram 1	1	102055.303900000	102055.303900000	1322.581	1322.581	-124.32	28	RS	YELP				Y
1676	Spectrogram 1	1	102735.000000000	102735.000000000	1279.570	1279.570	-119.38	28	RS	YELP				Y
1677	Spectrogram 1	1	102742.938300000	102742.938300000	763.441	763.441	-129.94	28	RS	YELP				Y
1678	Spectrogram 1	1	102753.851800000	102753.851800000	774.194	774.194	-109.86	28	RS	YELP				Y
1679	Spectrogram 1	1	102757.666800000	102757.666800000	731.183	731.183	-128.67	28	RS	YELP				Y
1681	Spectrogram 1	1	102762.992600000	102762.992600000	903.226	903.226	-116.39	28	RS	YELP				Y
1682	Spectrogram 1	1	102773.914000000	102773.914000000	913.978	913.978	-105.10	28	RS	YELP				Y
1683	Spectrogram 1	1	102780.012200000	102780.012200000	344.086	344.086	-103.77	28	RS	BARK				Y
1685	Spectrogram 1	1	102843.702900000	102845.013100000	580.645	1086.022	-101.45	28	RS	YELP		2		Y
1687	Spectrogram 1	1	102858.973500000	102858.973500000	1193.548	1193.548	-117.06	28	RS	YELP				Y
1688	Spectrogram 1	1	102877.276200000	102877.276200000	1129.032	1129.032	-135.32	28	RS	YELP				Y
1689	Spectrogram 1	1	102879.935200000	102879.935200000	956.989	956.989	-104.01	28	RS	YELP				Y
1693	Spectrogram 1	1	102995.106800000	102995.106800000	1000.000	1000.000	-128.65	28	RS	YELP				Y
1694	Spectrogram 1	1	102995.887200000	102995.887200000	1043.011	1043.011	-116.05	28	RS	YELP				Y
1712	Spectrogram 1	1	103968.459400000	103968.459400000	881.720	881.720	-112.50	28	RS	YELP				Y
1715	Spectrogram 1	1	104017.222800000	104017.222800000	1075.269	1075.269	-116.32	28	RS	YELP				Y
1716	Spectrogram 1	1	104019.400000000	104019.804700000	741.935	1021.505	-97.24	28	RS	YELP				Y
1717	Spectrogram 1	1	104023.850900000	104023.850900000	1204.301	1204.301	-121.18	28	RS	YELP				Y
1718	Spectrogram 1	1	104024.323000000	104024.323000000	1021.505	1021.505	-111.60	28	RS	YELP				Y
1719	Spectrogram 1	1	104025.122600000	104025.122600000	1096.774	1096.774	-106.83	28	RS	YELP				Y
1727	Spectrogram 1	1	104251.277800000	104251.277800000	1365.591	1365.591	-119.24	28	RS	YELP				Y
1728	Spectrogram 1	1	104254.794100000	104255.063900000	913.978	1720.430	-92.94	28	RS	YELP				Y
1729	Spectrogram 1	1	104256.482700000	104256.482700000	1075.269	1075.269	-125.15	28	RS	YELP				Y
1730	Spectrogram 1	1	104262.176300000	104262.359400000	956.989	1494.624	-92.47	28	RS	YELP				Y
1731	Spectrogram 1	1	104264.430700000	104264.430700000	978.495	978.495	-121.87	28	RS	YELP				Y
1732	Spectrogram 1	1	104265.816200000	104265.980000000	1172.043	1559.140	-90.39	28	RS	YELP				Y
1733	Spectrogram 1	1	104266.191900000	104266.191900000	956.989	956.989	-115.31	28	RS	YELP				Y
1734	Spectrogram 1	1	104270.633200000	104270.633200000	1376.344	1376.344	-123.08	28	RS	YELP				Y
1747	Spectrogram 1	1	104848.170400000	104848.170400000	1290.323	1290.323	-114.71	29	RS	YELP				Y
1748	Spectrogram 1	1	104851.349600000	104851.590400000	956.989	1354.839	-93.03	29	RS	YELP				Y
1749	Spectrogram 1	1	104853.505800000	104853.505800000	1301.075	1301.075	-111.41	29	RS	YELP				Y
1750	Spectrogram 1	1	104853.958600000	104853.958600000	903.226	903.226	-102.22	29	RS	YELP				Y
1751	Spectrogram 1	1	104888.969200000	104888.969200000	1161.290	1161.290	-89.27	29	RS	YELP				Y
1752	Spectrogram 1	1	104889.431600000	104889.431600000	397.849	397.849	-76.01	29	RS	GROWL				Y
1753	Spectrogram 1	1	104890.279400000	104890.279400000	258.065	258.065	-96.25	29	RS	GROWL				Y
1754	Spectrogram 1	1	104890.423900000	104890.423900000	1204.301	1204.301	-87.56	29	RS	YELP				Y
1755	Spectrogram 1	1	104891.348700000	104891.348700000	1247.312	1247.312	-96.11	29	RS	YELP				Y
1756	Spectrogram 1	1	104891.560700000	104891.560700000	591.398	591.398	-107.10	29	RS	BARK			Bark	Y
1764	Spectrogram 1	1	105196.587800000	105196.587800000	1107.527	1107.527	-118.77	29	RS	YELP				Y
1766	Spectrogram 1	1	105196.847900000	105197.194800000	881.720	1268.817	-83.25	29	RS	YELP				Y
1767	Spectrogram 1	1	105197.445200000	105197.445200000	559.140	559.140	-130.42	29	RS	BARK				Y
1768	Spectrogram 1	1	105201.104400000	105201.104400000	1021.505	1021.505	-96.66	29	RS	YELP				Y
1769	Spectrogram 1	1	105201.692000000	105201.692000000	365.591	365.591	-106.61	29	RS	BARK			Bark	Y
1770	Spectrogram 1	1	105202.029200000	105202.029200000	290.323	290.323	-97.09	29	RS	BARK				Y
1771	Spectrogram 1	1	105202.144800000	105202.144800000	1129.032	1129.032	-101.61	29	RS	YELP				Y
1772	Spectrogram 1	1	105202.539800000	105202.539800000	258.065	258.065	-93.43	29	RS	BARK				Y
1773	Spectrogram 1	1	105202.684300000	105202.684300000	1225.806	1225.806	-105.16	29	RS	YELP				Y
1774	Spectrogram 1	1	105203.125700000	105203.125700000	419.355	419.355	-119.02	29	RS	BARK				Y
1775	Spectrogram 1	1	105203.848300000	105203.848300000	1344.086	1344.086	-107.72	29	RS	YELP				Y
1779	Spectrogram 1	1	105370.233800000	105377.151000000	903.226	1516.129	-105.68	29	RS	YELP		3	Yelp	Y
1780	Spectrogram 1	1	105388.306200000	105388.306200000	301.075	301.075	-107.61	29	RS	GROWL				Y
1782	Spectrogram 1	1	105459.426300000	105459.426300000	1107.527	1107.527	-120.02	29	RS	YELP				Y
1783	Spectrogram 1	1	105471.893500000	105471.893500000	1268.817	1268.817	-121.43	29	RS	YELP				Y
1784	Spectrogram 1	1	105473.675700000	105474.070700000	666.667	1634.409	-90.94	29	RS	YELP				Y
1785	Spectrogram 1	1	105474.639100000	105475.111200000	698.925	1451.613	-91.44	29	RS	YELP				Y
1786	Spectrogram 1	1	105476.045700000	105476.045700000	1290.323	1290.323	-121.04	29	RS	YELP				Y
1787	Spectrogram 1	1	105482.087000000	105482.087000000	1344.086	1344.086	-128.13	29	RS	YELP				Y
1788	Spectrogram 1	1	105487.067800000	105487.067800000	1150.538	1150.538	-94.79	29	RS	YELP				Y
1790	Spectrogram 1	1	105511.537900000	105511.537900000	1215.054	1215.054	-129.52	29	RS	YELP				Y
1791	Spectrogram 1	1	105529.632100000	105529.632100000	1075.269	1075.269	-109.14	29	RS	YELP				Y
1792	Spectrogram 1	1	105530.846000000	105530.846000000	924.731	924.731	-127.41	29	RS	YELP				Y
1793	Spectrogram 1	1	105531.115800000	105531.115800000	290.323	290.323	-113.01	29	RS	BARK			Bark	Y
1796	Spectrogram 1	1	105670.936200000	105670.936200000	1322.581	1322.581	-113.68	29	RS	YELP				Y
1797	Spectrogram 1	1	105673.498800000	105673.662600000	860.215	1430.108	-87.52	29	RS	YELP				Y
1811	Spectrogram 1	1	106502.138700000	106502.138700000	978.495	978.495	-124.47	29	RS	YELP				Y
1812	Spectrogram 1	1	106504.894000000	106504.894000000	946.237	946.237	-120.09	29	RS	YELP				Y
1813	Spectrogram 1	1	106507.106300000	106507.106300000	956.989	956.989	-121.14	29	RS	YELP				Y
1814	Spectrogram 1	1	106510.256600000	106510.256600000	1139.785	1139.785	-105.21	29	RS	YELP				Y
1815	Spectrogram 1	1	106513.251900000	106513.512000000	849.462	1150.538	-90.82	29	RS	YELP				Y
1816	Spectrogram 1	1	106513.685400000	106513.685400000	946.237	946.237	-106.19	29	RS	YELP				Y
1817	Spectrogram 1	1	106530.008700000	106530.008700000	1311.828	1311.828	-117.02	29	RS	YELP				Y
1822	Spectrogram 1	1	106704.914200000	106704.914200000	1010.753	1010.753	-119.29	29	RS	YELP				Y
1832	Spectrogram 1	1	107277.348000000	107277.521400000	1387.097	1924.731	-86.71	29	RS	YELP				Y
1834	Spectrogram 1	1	107330.436100000	107330.436100000	1290.323	1290.323	-112.21	29	RS	YELP				Y
1835	Spectrogram 1	1	107333.201100000	107333.201100000	1440.860	1440.860	-108.60	29	RS	YELP				Y
1836	Spectrogram 1	1	107338.605700000	107338.605700000	1096.774	1096.774	-119.12	29	RS	YELP				Y
1837	Spectrogram 1	1	107337.834100000	107337.834100000	1741.935	1741.935	-116.68	29	RS	YELP				Y
1838	Spectrogram 1	1	107340.223300000	107340.223300000	978.495	978.495	-134.60	29	RS	YELP				Y
1839	Spectrogram 1	1	107342.969000000	107342.969000000	1408.602	1408.602	-132.32	29	RS	YELP				Y
1840	Spectrogram 1	1	107356.593100000	107356.593100000	1473.118	1473.118	-105.09	29	RS	YELP				Y
1842	Spectrogram 1	1	107413.880700000	107428.201900000	645.161	1978.495	-98.74	29	RS	YELP		5		Y
1852	Spectrogram 1	1	107755.279400000	107755.279400000	1365.591	1365.591	-112.50	29	RS	YELP				Y
1853	Spectrogram 1	1	107757.408500000	107757.408500000	1387.097	1387.097	-120.77	29	RS	YELP				Y
1854	Spectrogram 1	1	107764.717100000	107765.227700000	1053.763	1526.882	-90.29	29	RS	YELP				Y
1855	Spectrogram 1	1	107767.715000000	107767.715000000	1139.785	1139.785	-107.65	29	RS	YELP				Y
1856	Spectrogram 1	1	107775.491300000	107775.847800000	1182.796	1473.118	-97.14	29	RS	YELP				Y
1857	Spectrogram 1	1	107776.146400000	107776.146400000	1440.860	1440.860	-131.90	29	RS	YELP				Y
1859	Spectrogram 1	1	107787.194800000	107787.512700000	1215.054	1526.882	-93.57	29	RS	YELP				Y
1860	Spectrogram 1	1	107790.287200000	107790.287200000	344.086	344.086	-123.55	29	RS	BARK				Y
1861	Spectrogram 1	1	107794.776600000	107794.776600000	1107.527	1107.527	-105.57	29	RS	YELP				Y
1862	Spectrogram 1	1	107796.885600000	107796.885600000	301.075	301.075	-103.19	29	RS	GROWL				Y
1863	Spectrogram 1	1	107797.425100000	107797.425100000	247.312	247.312	-106.26	29	RS	BARK				Y
1864	Spectrogram 1	1	107898.064400000	107898.064400000	913.978	913.978	-118.10	29	RS	YELP				Y
1865	Spectrogram 1	1	107901.002800000	107901.243600000	763.441	1000.000	-92.80	29	RS	YELP				Y
1866	Spectrogram 1	1	107904.379900000	107904.379900000	935.484	935.484	-105.81	29	RS	YELP				Y
1867	Spectrogram 1	1	107904.832700000	107904.832700000	860.215	860.215	-126.87	29	RS	YELP				Y
1868	Spectrogram 1	1	107907.289300000	107907.289300000	731.183	731.183	-118.65	29	RS	YELP				Y
1869	Spectrogram 1	1	107910.757600000	107910.757600000	849.462	849.462	-125.51	29	RS	YELP				Y
1870	Spectrogram 1	1	107917.771000000	107917.771000000	795.699	795.699	-119.49	29	RS	YELP				Y
1872	Spectrogram 1	1	107920.641900000	107920.641900000	935.484	935.484	-119.75	29	RS	YELP				Y
1874	Spectrogram 1	1	107932.115100000	107932.115100000	225.806	225.806	-115.48	29	RS	BARK			Bark	Y
1875	Spectrogram 1	1	107934.253800000	107934.253800000	182.796	182.796	-104.45	29	RS	GROWL				Y
1876	Spectrogram 1	1	107933.357800000	107933.357800000	838.710	838.710	-120.80	29	RS	YELP				Y
1877	Spectrogram 1	1	107938.540900000	107938.540900000	763.441	763.441	-113.13	29	RS					Y
1878	Spectrogram 1	1	107949.773100000	107952.085300000	612.903	870.968	-104.00	29	RS	YELP		3		Y
1879	Spectrogram 1	1	107951.777000000	107951.777000000	215.054	215.054	-116.10	29	RS	GROWL				Y
1880	Spectrogram 1	1	107964.491100000	107964.491100000	247.312	247.312	-118.06	29	RS?				RS - weak	Y
1881	Spectrogram 1	1	107968.229100000	107968.229100000	247.312	247.312	-125.98	29	RS?				RS - weak	Y
1883	Spectrogram 1	1	107978.218600000	107978.218600000	215.054	215.054	-104.34	29	RS?				RS?	Y
1887	Spectrogram 1	1	107986.322400000	107986.322400000	1371.429	1371.429	-118.21	29	RS	YELP				Y
1888	Spectrogram 1	1	107987.940900000	107987.940900000	1403.571	1403.571	-122.01	29	RS	YELP				Y
1889	Spectrogram 1	1	107990.310900000	107990.310900000	1617.857	1617.857	-129.02	29	RS	YELP				Y
1890	Spectrogram 1	1	107989.665400000	107989.665400000	203.571	203.571	-114.37	29	RS	GROWL			RS growl	Y
1891	Spectrogram 1	1	107998.589000000	107998.589000000	1092.857	1092.857	-112.27	29	RS	YELP				Y
1892	Spectrogram 1	1	108001.170900000	108001.170900000	1125.000	1125.000	-124.42	30	RS	YELP				Y
1897	Spectrogram 1	1	108163.759000000	108166.514200000	64.286	407.143	-81.02	30	RS	BARK		5		Y
1898	Spectrogram 1	1	108166.610600000	108166.610600000	900.000	900.000	-123.23	30	RS	YELP				Y
1899	Spectrogram 1	1	108168.294800000	108168.294800000	685.714	685.714	-109.42	30	RS	BARK				Y
1900	Spectrogram 1	1	108169.152200000	108169.152200000	846.429	846.429	-119.14	30	RS	YELP				Y
1901	Spectrogram 1	1	108169.585700000	108169.585700000	535.714	535.714	-134.03	30	RS	BARK				Y
1902	Spectrogram 1	1	108171.962700000	108171.962700000	792.857	792.857	-109.64	30	RS	YELP				Y
1903	Spectrogram 1	1	108172.473300000	108172.473300000	889.286	889.286	-112.03	30	RS	YELP				Y
1904	Spectrogram 1	1	108172.685200000	108172.685200000	514.286	514.286	-131.56	30	RS	BARK				Y
1905	Spectrogram 1	1	108173.080200000	108173.080200000	353.571	353.571	-109.03	30	RS	BARK				Y
1906	Spectrogram 1	1	108173.378800000	108173.378800000	278.571	278.571	-114.07	30	RS	BARK				Y
1907	Spectrogram 1	1	108173.590800000	108173.590800000	996.429	996.429	-100.00	30	RS	YELP				Y
1908	Spectrogram 1	1	108173.938500000	108173.938500000	782.143	782.143	-113.90	30	RS	YELP				Y
1909	Spectrogram 1	1	108174.256400000	108174.256400000	364.286	364.286	-121.04	30	RS	BARK				Y
1910	Spectrogram 1	1	108174.555100000	108174.555100000	1007.143	1007.143	-92.74	30	RS	YELP				Y
1911	Spectrogram 1	1	108174.873000000	108174.873000000	375.000	375.000	-110.49	30	RS	BARK				Y
1912	Spectrogram 1	1	108175.113800000	108175.113800000	1028.571	1028.571	-114.14	30	RS	YELP				Y
1913	Spectrogram 1	1	108176.569400000	108176.569400000	525.000	525.000	-113.53	30	RS	BARK				Y
1914	Spectrogram 1	1	108176.897000000	108176.897000000	428.571	428.571	-115.46	30	RS	BARK				Y
1915	Spectrogram 1	1	108177.243800000	108177.243800000	792.857	792.857	-136.00	30	RS	BARK				Y
1916	Spectrogram 1	1	108196.255000000	108196.255000000	985.714	985.714	-124.15	30	RS	YELP				Y
1917	Spectrogram 1	1	108196.611500000	108196.611500000	396.429	396.429	-105.31	30	RS	BARK				Y
1918	Spectrogram 1	1	108196.756000000	108196.756000000	996.429	996.429	-95.91	30	RS	YELP				Y
1919	Spectrogram 1	1	108197.054600000	108197.054600000	407.143	407.143	-125.08	30	RS	BARK				Y
1920	Spectrogram 1	1	108197.131700000	108197.507400000	803.571	1039.286	-87.44	30	RS	YELP				Y
1921	Spectrogram 1	1	108197.777200000	108197.777200000	353.571	353.571	-115.14	30	RS	BARK				Y
1922	Spectrogram 1	1	108197.892800000	108198.095100000	750.000	835.714	-95.23	30	RS	YELP				Y
1923	Spectrogram 1	1	108198.451500000	108198.451500000	375.000	375.000	-116.29	30	RS	BARK				Y
1924	Spectrogram 1	1	108198.769500000	108198.769500000	1039.286	1039.286	-106.55	30	RS	YELP				Y
1925	Spectrogram 1	1	108199.424600000	108199.607600000	1103.571	1671.429	-80.49	30	RS	YELP				Y
1926	Spectrogram 1	1	108200.166400000	108200.166400000	1135.714	1135.714	-122.14	30	RS	YELP				Y
1927	Spectrogram 1	1	108200.542100000	108200.542100000	321.429	321.429	-113.72	30	RS	BARK				Y
1928	Spectrogram 1	1	108200.763700000	108200.763700000	1017.857	1017.857	-114.33	30	RS	YELP				Y
1929	Spectrogram 1	1	108201.351300000	108201.582600000	85.714	171.429	-71.25	30	RS	BARK				Y
1930	Spectrogram 1	1	108201.678900000	108201.678900000	1028.571	1028.571	-99.22	30	RS	YELP				Y
1931	Spectrogram 1	1	108201.910100000	108202.122100000	75.000	160.714	-75.60	30	RS	BARK				Y
1932	Spectrogram 1	1	108232.225400000	108232.514400000	903.226	1408.602	-91.52	30	RS	YELP				Y
1933	Spectrogram 1	1	108240.690100000	108240.988800000	860.215	1086.022	-93.63	30	RS	YELP				Y
1934	Spectrogram 1	1	108241.133300000	108241.133300000	365.591	365.591	-114.80	30	RS	BARK				Y
1935	Spectrogram 1	1	108241.287400000	108241.287400000	1064.516	1064.516	-122.17	30	RS	YELP				Y
1936	Spectrogram 1	1	108241.720900000	108241.720900000	913.978	913.978	-124.03	30	RS	YELP				Y
1937	Spectrogram 1	1	108241.952100000	108241.952100000	236.559	236.559	-107.59	30	RS	BARK				Y
1938	Spectrogram 1	1	108242.193000000	108242.193000000	935.484	935.484	-108.37	30	RS	YELP				Y
1939	Spectrogram 1	1	108242.838500000	108242.838500000	1494.624	1494.624	-90.91	30	RS	YELP				Y
1940	Spectrogram 1	1	108243.503200000	108243.503200000	247.312	247.312	-92.66	30	RS	BARK				Y
1941	Spectrogram 1	1	108243.667000000	108243.667000000	1193.548	1193.548	-113.53	30	RS	YELP				Y
1942	Spectrogram 1	1	108244.033100000	108244.033100000	322.581	322.581	-117.51	30	RS	BARK				Y
1943	Spectrogram 1	1	108244.322100000	108244.322100000	1225.806	1225.806	-97.80	30	RS	YELP				Y
1944	Spectrogram 1	1	108244.755600000	108244.755600000	301.075	301.075	-108.50	30	RS	BARK				Y
1945	Spectrogram 1	1	108244.900100000	108245.131300000	860.215	1516.129	-81.62	30	RS	YELP				Y
1946	Spectrogram 1	1	108245.266200000	108245.266200000	344.086	344.086	-113.94	30	RS	BARK				Y
1947	Spectrogram 1	1	108245.613000000	108245.613000000	247.312	247.312	-113.65	30	RS	BARK				Y
1948	Spectrogram 1	1	108264.254700000	108264.447300000	182.796	311.828	-87.11	30	RS	BARK				Y
1949	Spectrogram 1	1	108263.936700000	108263.936700000	870.968	870.968	-107.26	30	RS	YELP				Y
1950	Spectrogram 1	1	108264.437700000	108264.746000000	806.452	1043.011	-92.90	30	RS	YELP				Y
1951	Spectrogram 1	1	108265.131300000	108265.285500000	161.290	268.817	-82.96	30	RS	BARK				Y
1952	Spectrogram 1	1	108265.401100000	108265.401100000	1107.527	1107.527	-110.39	30	RS	YELP				Y
1953	Spectrogram 1	1	108266.056200000	108266.258500000	193.548	301.075	-82.05	30	RS	BARK				Y
1954	Spectrogram 1	1	108266.239200000	108266.615000000	827.957	1290.323	-87.71	30	RS	YELP				Y
1955	Spectrogram 1	1	108266.962700000	108266.962700000	483.871	483.871	-117.95	30	RS	BARK				Y
1956	Spectrogram 1	1	108267.097500000	108267.338400000	870.968	1473.118	-86.13	30	RS	YELP				Y
1957	Spectrogram 1	1	108267.348000000	108267.348000000	247.312	247.312	-99.88	30	RS	BARK				Y
1965	Spectrogram 1	1	108736.190100000	108736.190100000	989.247	989.247	-116.33	30	RS	YELP				Y
1967	Spectrogram 1	1	108774.162700000	108774.519200000	935.484	1505.376	-94.21	30	RS	YELP				Y
1971	Spectrogram 1	1	108890.313500000	108890.313500000	238.806	238.806	-113.65	30	RS				RS - but weak	Y
1972	Spectrogram 1	1	108917.271000000	108917.271000000	253.731	253.731	-124.45	30	RS				RS	Y
1973	Spectrogram 1	1	109000.926600000	109003.190500000	32.258	451.613	-65.99	30	RS				RS	Y
1976	Spectrogram 1	1	109050.785600000	109052.519700000	75.269	430.108	-86.01	30	RS	BARK		2	Bark	Y
1977	Spectrogram 1	1	109114.676800000	109114.676800000	1000.000	1000.000	-117.26	30	RS	YELP				Y
1981	Spectrogram 1	1	109300.403700000	109300.403700000	903.226	903.226	-120.35	30	RS	YELP				Y
1983	Spectrogram 1	1	109385.457100000	109385.457100000	1247.312	1247.312	-113.16	30	RS	YELP				Y
1984	Spectrogram 1	1	109386.054400000	109386.054400000	763.441	763.441	-111.08	30	RS	YELP				Y
1992	Spectrogram 1	1	109754.349200000	109754.349200000	1086.022	1086.022	-103.52	30	RS	YELP				Y
1996	Spectrogram 1	1	109928.011900000	109928.011900000	172.043	172.043	-95.67	30	RS	GROWL				Y
2000	Spectrogram 1	1	110216.216500000	110216.216500000	1215.054	1215.054	-120.80	30	RS	YELP				Y
2001	Spectrogram 1	1	110220.012200000	110220.012200000	1193.548	1193.548	-109.37	30	RS	YELP				Y
2006	Spectrogram 1	1	110310.406300000	110310.406300000	150.538	150.538	-99.84	30	RS	GROWL				Y
2007	Spectrogram 1	1	110312.179000000	110312.179000000	225.806	225.806	-105.08	30	RS	GROWL				Y
2012	Spectrogram 1	1	110437.635300000	110437.635300000	204.301	204.301	-105.80	30	RS	GROWL			Growl	Y
2015	Spectrogram 1	1	110549.586600000	110549.586600000	1580.645	1580.645	-122.26	30	RS	YELP				Y
2018	Spectrogram 1	1	110794.820400000	110794.820400000	193.548	193.548	-111.87	30	RS	GROWL			Growl	Y
2019	Spectrogram 1	1	110796.072800000	110796.072800000	172.043	172.043	-91.81	30	RS	GROWL				Y
2022	Spectrogram 1	1	110896.563300000	110896.563300000	1182.796	1182.796	-128.11	30	RS	YELP				Y
2023	Spectrogram 1	1	110899.492000000	110899.492000000	1150.538	1150.538	-104.98	30	RS	YELP				Y
2024	Spectrogram 1	1	110902.581900000	110902.581900000	1559.140	1559.140	-112.36	30	RS	YELP				Y
2025	Spectrogram 1	1	110903.872800000	110903.872800000	1172.043	1172.043	-117.64	30	RS	YELP				Y
2026	Spectrogram 1	1	110904.556800000	110904.556800000	1118.280	1118.280	-130.98	30	RS	YELP				Y
2027	Spectrogram 1	1	110905.096300000	110905.096300000	1172.043	1172.043	-127.42	30	RS	YELP				Y
2028	Spectrogram 1	1	110903.934100000	110908.596900000	150.538	408.602	-97.93	30	RS	BARK		5	Bark	Y
2029	Spectrogram 1	1	110907.623900000	110907.623900000	1247.312	1247.312	-117.02	30	RS	YELP				Y
2030	Spectrogram 1	1	110909.695200000	110909.695200000	1666.667	1666.667	-124.69	30	RS	YELP				Y
2051	Spectrogram 1	1	112081.486200000	112081.486200000	215.827	215.827	-111.73	31	RS	GROWL				Y
2052	Spectrogram 1	1	112083.557500000	112083.557500000	226.619	226.619	-95.89	31	RS	GROWL				Y
2053	Spectrogram 1	1	112082.545900000	112082.545900000	992.806	992.806	-106.14	31	RS	YELP				Y
2056	Spectrogram 1	1	112152.433800000	112152.433800000	205.036	205.036	-99.11	31	RS	GROWL				Y
2064	Spectrogram 1	1	112333.275500000	112337.947900000	776.978	1640.288	-93.13	31	RS	YELP		4		Y
2066	Spectrogram 1	1	112484.627800000	112484.627800000	1068.345	1068.345	-117.19	31	RS	YELP				Y
2067	Spectrogram 1	1	112519.534000000	112519.707400000	852.518	960.432	-94.50	31	RS	YELP				Y
2075	Spectrogram 1	1	112982.058100000	112982.058100000	841.727	841.727	-124.13	31	RS	YELP				Y
2078	Spectrogram 1	1	113073.737900000	113073.737900000	1068.345	1068.345	-103.08	31	RS	YELP				Y
2080	Spectrogram 1	1	113205.132200000	113205.132200000	1025.180	1025.180	-119.85	31	RS	YELP				Y
2082	Spectrogram 1	1	113327.542400000	113327.542400000	1014.388	1014.388	-121.65	31	RS	YELP				Y
2084	Spectrogram 1	1	113370.077000000	113370.240800000	787.770	1068.345	-93.66	31	RS	YELP				Y
2085	Spectrogram 1	1	113374.708300000	113374.920300000	604.317	874.101	-98.35	31	RS	YELP				Y
2086	Spectrogram 1	1	113376.114900000	113376.114900000	172.662	172.662	-112.46	31	RS	GROWL			Growl	Y
2087	Spectrogram 1	1	113377.116800000	113377.116800000	820.144	820.144	-109.93	31	RS	YELP				Y
2090	Spectrogram 1	1	113492.043200000	113492.043200000	1133.094	1133.094	-125.57	31	RS	YELP				Y
2091	Spectrogram 1	1	113489.259000000	113498.334200000	75.540	399.281	-86.18	31	RS	GROWL		3	Growl	Y
2092	Spectrogram 1	1	113499.757400000	113499.757400000	820.144	820.144	-127.71	31	RS	YELP				Y
2093	Spectrogram 1	1	113499.940400000	113499.940400000	312.950	312.950	-112.85	31	RS	BARK				Y
2095	Spectrogram 1	1	113535.238200000	113535.488700000	787.770	1197.842	-91.67	31	RS	YELP				Y
2096	Spectrogram 1	1	113535.989600000	113535.989600000	431.655	431.655	-113.68	31	RS	BARK				Y
2097	Spectrogram 1	1	113536.211200000	113536.211200000	1035.971	1035.971	-116.07	31	RS	YELP				Y
2098	Spectrogram 1	1	113536.500200000	113536.500200000	485.612	485.612	-113.71	31	RS	BARK				Y
2099	Spectrogram 1	1	113536.904800000	113537.193900000	1100.719	1856.115	-84.88	31	RS	YELP				Y
2100	Spectrogram 1	1	113537.531000000	113537.531000000	356.115	356.115	-109.09	31	RS	BARK				Y
2101	Spectrogram 1	1	113537.752600000	113537.752600000	1219.424	1219.424	-92.12	31	RS	YELP				Y
2102	Spectrogram 1	1	113538.405100000	113538.405100000	226.619	226.619	-98.77	31	RS	BARK				Y
2103	Spectrogram 1	1	113538.511100000	113538.771200000	733.813	1197.842	-81.81	31	RS	YELP				Y
2104	Spectrogram 1	1	113539.069800000	113539.069800000	366.906	366.906	-111.57	31	RS	BARK				Y
