Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Annotator	species	certainty	SNR NIST Quick (dB FS)	comment	type	WH ID	WH Comment
9334	Spectrogram 1	1	48858.45733	48866.41933	7.962	271.758	546	956.9	609.4	1208795168.700905074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700905074318.wav	X			ND	RS		12.02			RS	
9496	Spectrogram 1	1	49042.81133	49056.97133	14.16	156.223	235.3	1200	433.6	1208795168.700905174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700905174318.wav	Y	"bark, yelp"	very overlapped with BS. the detector will struggle with it because of the BS!	ND	RS		14.59			Y	But the detector will struggle with it because of the BS!
9543	Spectrogram 1	1	49425.114	49425.677	0.563	238.582	173.2	296.1	246.1	1208795168.700905194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700905194318.wav	X			ND	RS		16.6			RS	
9581	Spectrogram 1	1	49731.44967	49736.12667	4.677	245.066	597.8	972.1	738.3	1208795168.700905204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700905204318.wav	X			ND	RS		11.4			RS	
9619	Spectrogram 1	1	49905.47467	49906.14867	0.674	119.216	61.5	865.9	351.6	1208795168.700905224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700905224318.wav	X			ND	RS	low	18.94	faint		RS	
10176	Spectrogram 1	1	50089.44833	50095.18533	5.737	3.291	168.2	880.4	234.4	1208795168.700907024318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700907024318.wav	X	bark	too faint and masked	ND	RS		17.12				
10535	Spectrogram 1	1	50453.34367	50455.56367	2.22	67.299	166.7	564.1	363.3	1208795168.700907144318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700907144318.wav	X			ND	RS		12.99			RS	
10598	Spectrogram 1	1	50686.82033	50696.67133	9.851	0.866	245.5	754.5	703.1	1208795168.700907204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700907204318.wav	X			ND	RS		15.15			RS	
10621	Spectrogram 1	1	51220.55467	51221.67167	1.117	234.631	365.3	940.1	761.7	1208795168.700908104318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700908104318.wav	X			ND	RS		11.16			RS	
10721	Spectrogram 1	1	51491.78333	51500.03533	8.252	205.93	152.4	982.3	632.8	1208795168.700911064318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700911064318.wav	Y	bark	one at beginning and two at the end of a long selection masked by BS	ND	RS		12.92				
10915	Spectrogram 1	1	51817.95	51818.752	0.802	232.123	167.7	323.4	269.5	1208795168.700915124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700915124318.wav	X			ND	RS		11.96			RS	
10918	Spectrogram 1	1	51918.44567	51919.22567	0.78	32.667	359.3	808.4	363.3	1208795168.700915134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700915134318.wav	X			ND	RS		11.18			RS	
11529	Spectrogram 1	1	52291.189	52294.285	3.096	105.441	180.9	510.6	351.6	1208795168.700929224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.700929224318.wav	X			ND	RS		11.9			RS	
13299	Spectrogram 1	1	52685.125	52685.479	0.354	199.412	821.1	1168.4	1019.5	1208795168.701101094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701101094318.wav	X			ND	RS		12.78			RS	
13364	Spectrogram 1	1	53075.531	53076.375	0.844	289.865	720.5	1003.9	843.8	1208795168.701101184318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701101184318.wav	X			ND	RS		11.14			RS	
13394	Spectrogram 1	1	53162.70033	53164.06433	1.364	77.13	65	1027.6	539.1	1208795168.701101224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701101224318.wav	X			ND	RS		16.53			RS	
13918	Spectrogram 1	1	53414.94533	53449.80333	34.858	29.472	652.7	1287.4	960.9	1208795168.701104094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701104094318.wav	X			ND	RS		11.3			RS	
14251	Spectrogram 1	1	53783.413	53784.106	0.693	97.971	682.6	862.3	773.4	1208795168.701105044318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701105044318.wav	X			ND	RS		13.4			RS	
14324	Spectrogram 1	1	54229.24067	54229.64667	0.406	243.883	257.9	563.2	445.3	1208795168.701105074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701105074318.wav	X			ND	RS		12.12			RS	
16824	Spectrogram 1	1	54286.81867	54300.58867	13.77	1.624	229.8	1402.7	632.8	1208795168.701111194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701111194318.wav	X			ND	RS		12.73			RS	
16846	Spectrogram 1	1	54586.58367	54618.23767	31.654	1.494	433.2	6518	1054.7	1208795168.701111204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701111204318.wav	X	yelp		ND	RS		11.46			RS	
16980	Spectrogram 1	1	55070.75	55094.09	23.34	185.682	699	2690.7	1125	1208795168.701111224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701111224318.wav	X			ND	RS		11.57		ds	RS	
17224	Spectrogram 1	1	55192.039	55192.505	0.466	7.101	845.1	1014.1	902.3	1208795168.701112114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112114318.wav	X			ND	RS		11.5			RS	
17225	Spectrogram 1	1	55197.337	55197.85	0.513	12.399	1008	1213.3	1089.8	1208795168.701112114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112114318.wav	X			ND	RS		11.5			RS	
17227	Spectrogram 1	1	55202.079	55202.324	0.245	17.141	495	839	656.2	1208795168.701112114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112114318.wav	X			ND	RS		12.54			RS	
17247	Spectrogram 1	1	55265.183	55266.073	0.89	80.245	126.8	677.2	199.2	1208795168.701112114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112114318.wav	Y	bark		ND	RS		14.45			RS	
17281	Spectrogram 1	1	55432.029	55432.379	0.35	247.091	784.7	947.7	855.5	1208795168.701112114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112114318.wav	X			ND	RS		10.9			RS	
17346	Spectrogram 1	1	55714.62133	55716.02833	1.407	229.733	37.3	385.1	46.9	1208795168.701112194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112194318.wav	X			ND	RS		16.65			RS	
17349	Spectrogram 1	1	55754.85933	55755.98533	1.126	269.971	62.1	372.7	210.9	1208795168.701112194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112194318.wav	X			ND	RS		16.03			RS	
17370	Spectrogram 1	1	55824.33333	55825.03233	0.699	39.496	301.8	458.8	339.8	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.67				
17371	Spectrogram 1	1	55824.81133	55825.64933	0.838	39.974	1436.6	2625.8	2543	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		13.26				
17372	Spectrogram 1	1	55825.28833	55825.54533	0.257	40.451	295.8	495	445.3	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		14.12				
17373	Spectrogram 1	1	55826.80233	55827.40833	0.606	41.965	313.9	591.5	457	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		14.55				
17374	Spectrogram 1	1	55827.22233	55828.04833	0.826	42.385	1062.4	1225.4	1160.2	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		16.33				
17375	Spectrogram 1	1	55827.74633	55828.15333	0.407	42.909	289.7	482.9	468.8	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		10.97				
17376	Spectrogram 1	1	55828.35133	55828.77033	0.419	43.514	657.9	845.1	738.3	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		15.14				
17377	Spectrogram 1	1	55834.10333	55834.73233	0.629	49.266	495	820.9	632.8	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		11.17				
17388	Spectrogram 1	1	55847.19333	55847.72933	0.536	62.356	132.8	446.7	164.1	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		14.49			RS	
17395	Spectrogram 1	1	55876.15233	55876.56033	0.408	91.315	338	591.5	468.8	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		13.77				
17402	Spectrogram 1	1	55915.12933	55915.54933	0.42	130.292	513.1	1159	539.1	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		11.45				
17411	Spectrogram 1	1	55968.81233	55969.72033	0.908	183.975	150.9	235.4	164.1	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		13.6				
17413	Spectrogram 1	1	55971.82833	55972.44533	0.617	186.991	688.1	1261.6	902.3	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.13				
17414	Spectrogram 1	1	55973.02733	55973.93633	0.909	188.19	766.6	905.4	796.9	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.43				
17415	Spectrogram 1	1	55978.33933	55978.72433	0.385	193.502	754.5	923.5	867.2	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		10.5			RS	
17418	Spectrogram 1	1	55991.20233	55991.74933	0.547	206.365	784.7	1165	972.7	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.37			RS	
17423	Spectrogram 1	1	56019.94833	56020.20433	0.256	235.111	495	863.2	597.7	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		11.32			RS	
17430	Spectrogram 1	1	56034.12233	56034.49533	0.373	249.285	790.7	1044.3	867.2	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.24			RS	
17433	Spectrogram 1	1	56040.66233	56040.96733	0.305	255.825	1228.5	1799.9	1394.5	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		12.35				
17434	Spectrogram 1	1	56041.19933	56041.49133	0.292	256.362	999.9	1614.2	1207	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		13.29			RS	
17435	Spectrogram 1	1	56042.55433	56042.86833	0.314	257.717	1183.1	1352.1	1277.3	1208795168.701112214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112214318.wav	X			ND	RS		14.3			RS	
17452	Spectrogram 1	1	56353.94867	56355.29167	1.343	269.146	74.5	490.7	175.8	1208795168.701112224318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701112224318.wav	X			ND	RS		14.38			RS	
17564	Spectrogram 1	1	56527.421	56528.508	1.087	142.761	241.4	561.4	457	1208795168.701113074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113074318.wav	X			ND	RS		11.08			RS	
17566	Spectrogram 1	1	56544.33	56544.742	0.412	159.67	392.4	827	562.5	1208795168.701113074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113074318.wav	X			ND	RS		10.68			RS	
17569	Spectrogram 1	1	56555.357	56555.934	0.577	170.697	253.5	796.8	585.9	1208795168.701113074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113074318.wav	X			ND	RS		11.61			RS	
17699	Spectrogram 1	1	56788.38567	56796.46167	8.076	103.766	93	911.2	269.5	1208795168.701113144318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113144318.wav	Y	bark	good	ND	RS		11.98				
17746	Spectrogram 1	1	57153.97933	57186.93233	32.953	169.441	394.3	1491.4	1464.8	1208795168.701113164318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113164318.wav	X			ND	RS		11.4			RS	
17759	Spectrogram 1	1	57292.063	57292.566	0.503	7.612	657.9	1177.1	914.1	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		10.37				
17770	Spectrogram 1	1	57367.196	57367.706	0.51	82.745	567.4	1183.1	656.2	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.94				
17772	Spectrogram 1	1	57370.187	57370.78	0.593	85.736	639.8	1026.2	761.7	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.53				
17774	Spectrogram 1	1	57373.316	57373.769	0.453	88.865	591.5	1237.4	703.1	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.88				
17781	Spectrogram 1	1	57398.711	57399.263	0.552	114.26	591.5	1183.1	761.7	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		10.66				
17782	Spectrogram 1	1	57402.639	57403.183	0.544	118.188	670	983.9	738.3	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.61				
17785	Spectrogram 1	1	57418.978	57419.373	0.395	134.527	682.1	820.9	714.8	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		13.06				
17786	Spectrogram 1	1	57419.612	57419.958	0.346	135.161	507	772.6	574.2	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		12.08				
17787	Spectrogram 1	1	57421.72	57422.379	0.659	137.269	507	1050.3	960.9	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		10.91				
17798	Spectrogram 1	1	57477.448	57477.819	0.371	192.997	754.5	947.7	937.5	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		10.49				
17806	Spectrogram 1	1	57505.289	57506.187	0.898	220.838	567.4	772.6	679.7	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		13.34				
17807	Spectrogram 1	1	57508.446	57508.989	0.543	223.995	488.9	953.7	656.2	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		13.52				
17809	Spectrogram 1	1	57513.271	57513.98	0.709	228.82	525.2	1195.2	902.3	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		13.13			RS	
17812	Spectrogram 1	1	57531.768	57532.287	0.519	247.317	923.5	1231.4	972.7	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		13.48			RS	
17813	Spectrogram 1	1	57542.563	57543.049	0.486	258.112	754.5	1177.1	972.7	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.36				
17817	Spectrogram 1	1	57549.172	57549.963	0.791	264.721	54.3	301.8	117.2	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		14.45				
17819	Spectrogram 1	1	57565.786	57566.082	0.296	281.335	609.7	1134.8	796.9	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.3				
17820	Spectrogram 1	1	57568.635	57569.154	0.519	284.184	700.2	1171	726.6	1208795168.701113174318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113174318.wav	X			ND	RS		11.61				
17853	Spectrogram 1	1	57648.24133	57652.00833	3.767	63.864	97	703	199.2	1208795168.701113194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113194318.wav	X			ND	RS		14.23			RS	
17854	Spectrogram 1	1	57659.50433	57667.58033	8.076	75.127	1012.1	1315.2	1148.4	1208795168.701113194318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113194318.wav	X			ND	RS		9.65			RS	
17861	Spectrogram 1	1	57926.68767	57941.92967	15.242	42.458	575.8	1854.5	773.4	1208795168.701113204318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701113204318.wav	X			ND	RS		11.42			RS	
17894	Spectrogram 1	1	58250.02567	58255.80667	5.781	65.873	1054.5	1460.6	1183.6	1208795168.701114004318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114004318.wav	X			ND	RS		10.76			RS	
17949	Spectrogram 1	1	58601.09867	58601.94367	0.845	117.023	642.4	836.4	703.1	1208795168.701114024318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114024318.wav	X			ND	RS		12.19			RS	
17966	Spectrogram 1	1	58818.773	58819.152	0.379	34.777	657.9	1285.7	902.3	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		11.29			RS	
17993	Spectrogram 1	1	59010.998	59011.344	0.346	227.002	259.6	422.5	363.3	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		15.71				
17999	Spectrogram 1	1	59047.082	59047.419	0.337	263.086	169	307.8	234.4	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		12.89				
18001	Spectrogram 1	1	59052.282	59052.834	0.552	268.286	458.8	1056.3	609.4	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		11.63			RS	
18002	Spectrogram 1	1	59066.695	59067.576	0.881	282.699	138.8	338	152.3	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		11.98			RS	
18006	Spectrogram 1	1	59074.29	59075.007	0.717	290.294	881.3	1062.4	949.2	1208795168.701114034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114034318.wav	X			ND	RS		12.45			RS	
18195	Spectrogram 1	1	59099.81967	59107.26767	7.448	15.85	412.1	1054.5	527.3	1208795168.701114114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114114318.wav	X			ND	RS		11.36			RS	
18234	Spectrogram 1	1	59596.84533	59602.77733	5.932	213.047	308.6	2588.4	738.3	1208795168.701114124318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114124318.wav	X			ND	RS		12.78			RS	
18267	Spectrogram 1	1	59763.12467	59763.36367	0.239	79.404	294.6	444.9	363.3	1208795168.701114134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114134318.wav	X			ND	RS		11.19				
18273	Spectrogram 1	1	59824.95967	59825.51967	0.56	141.239	943.9	1136.3	1054.7	1208795168.701114134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114134318.wav	X			ND	RS		13.01			RS	
18275	Spectrogram 1	1	59829.29967	59829.93367	0.634	145.579	595.2	901.8	808.6	1208795168.701114134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114134318.wav	X			ND	RS		11.34			RS	
18276	Spectrogram 1	1	59835.46767	59836.32367	0.856	151.747	727.5	949.9	761.7	1208795168.701114134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114134318.wav	X			ND	RS		10.68			RS	
18292	Spectrogram 1	1	59969.68867	59970.30667	0.618	285.968	691.4	805.6	738.3	1208795168.701114134318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701114134318.wav	X			ND	RS		11.14				
18388	Spectrogram 1	1	60242.51733	60251.54633	9.029	258.867	392.4	1968.4	750	1208795168.701115064318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701115064318.wav	X			ND	RS	m	10.91			RS	
18412	Spectrogram 1	1	60484.443	60485.192	0.749	200.832	601.2	847.7	668	1208795168.701115094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701115094318.wav	X			ND	RS		11.65				
18414	Spectrogram 1	1	60491.681	60491.904	0.223	208.07	661.3	817.6	726.6	1208795168.701115094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701115094318.wav	X			ND	RS		17.97			RS	
18415	Spectrogram 1	1	60493.106	60493.262	0.156	209.495	613.2	907.8	738.3	1208795168.701115094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701115094318.wav	X			ND	RS		11.73			RS	
18474	Spectrogram 1	1	60642.87733	60643.47833	0.601	59.307	372.7	559.1	386.7	1208795168.701116054318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701116054318.wav	X			ND	RS		11.05				
18478	Spectrogram 1	1	60706.41833	60706.72333	0.305	122.848	727.5	823.6	785.2	1208795168.701116054318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701116054318.wav	X			ND	RS		14.85				
18658	Spectrogram 1	1	61034.66767	61035.20867	0.541	151.155	214.7	1218.9	668	1208795168.701116144318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701116144318.wav	X			ND	RS		11.13			RS	
18763	Spectrogram 1	1	61428.717	61453.702	24.985	245.267	1048.4	1616.8	1242.2	1208795168.701116184318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701116184318.wav	X			ND	RS		10.87			RS	
18925	Spectrogram 1	1	61779.22433	61780.05033	0.826	295.876	511	691.4	644.5	1208795168.701117014318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117014318.wav	X			ND	RS		10.73				
18926	Spectrogram 1	1	61781.64633	61782.05433	0.408	298.298	535.1	853.7	609.4	1208795168.701117014318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117014318.wav	X			ND	RS		10.81				
18948	Spectrogram 1	1	61814.29467	61838.00267	23.708	30.963	467.4	1010.5	738.3	1208795168.701117034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117034318.wav	X			ND	RS		10.58			RS	
18952	Spectrogram 1	1	61897.76367	61905.25567	7.492	114.432	385.3	738.9	597.7	1208795168.701117034318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117034318.wav	X			ND	RS		10.47			RS	
19097	Spectrogram 1	1	62228.24633	62248.62033	20.374	145	355.7	1642.9	1230.5	1208795168.701117094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117094318.wav	X			ND	RS		12.7				
19159	Spectrogram 1	1	62393.28167	62393.80567	0.524	10.193	493	793.6	750	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		10.62			RS	
19160	Spectrogram 1	1	62397.18167	62397.56567	0.384	14.093	487	655.3	562.5	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		11.48				
19162	Spectrogram 1	1	62404.99367	62405.63467	0.641	21.905	535.1	715.4	609.4	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		12.13				
19167	Spectrogram 1	1	62423.44867	62424.35667	0.908	40.36	1659.3	2002	1804.7	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		10.47				
19199	Spectrogram 1	1	62561.03267	62562.89567	1.863	177.944	901.8	1268.5	1101.6	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		10.7			RS	
19200	Spectrogram 1	1	62562.87767	62563.37867	0.501	179.789	823.6	1370.7	996.1	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		11.69			RS	
19202	Spectrogram 1	1	62568.92667	62569.36867	0.442	185.838	192.4	444.9	246.1	1208795168.701117114318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117114318.wav	X			ND	RS		12.86				
19612	Spectrogram 1	1	62813.41967	62814.43267	1.013	130.434	706.2	1165	820.3	1208795168.701117214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117214318.wav	X			ND	RS	low	11.19			RS	
19614	Spectrogram 1	1	62824.40867	62825.01467	0.606	141.423	603.6	899.4	738.3	1208795168.701117214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117214318.wav	X			ND	RS		10.92				
19615	Spectrogram 1	1	62838.86167	62839.88667	1.025	155.876	983.9	1219.3	1125	1208795168.701117214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117214318.wav	X			ND	RS		15.28				
19622	Spectrogram 1	1	62885.86267	62887.00367	1.141	202.877	283.7	458.8	375	1208795168.701117214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117214318.wav	X			ND	RS		11.56			RS	
19628	Spectrogram 1	1	62916.73267	62917.26867	0.536	233.747	507	790.7	679.7	1208795168.701117214318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701117214318.wav	X			ND	RS		11.46				
19827	Spectrogram 1	1	63007.82033	63008.50733	0.687	24.905	319.9	712.3	562.5	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		10.6			RS	
19828	Spectrogram 1	1	63009.67133	63010.20733	0.536	26.756	392.4	694.2	644.5	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		11.91			RS	
19850	Spectrogram 1	1	63136.82733	63137.44433	0.617	153.912	488.9	965.8	750	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		11.21				
19853	Spectrogram 1	1	63144.85933	63145.40633	0.547	161.944	917.5	1412.5	1019.5	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		12.43			RS	
19863	Spectrogram 1	1	63216.61433	63217.58133	0.967	233.699	573.4	796.8	644.5	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		11.15			RS	
19872	Spectrogram 1	1	63257.46633	63258.14133	0.675	274.551	362.2	965.8	480.5	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		11.12			RS	
19874	Spectrogram 1	1	63266.86133	63267.83933	0.978	283.946	754.5	1038.2	796.9	1208795168.701118074318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118074318.wav	X			ND	RS		12.56				
19897	Spectrogram 1	1	63359.957	63360.823	0.866	77.12	982	1395.2	1171.9	1208795168.701118094318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118094318.wav	X			ND	RS		11.27			RS	
19917	Spectrogram 1	1	63586.14767	63586.66767	0.52	3.378	814.4	1221.6	960.9	1208795168.701118104318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118104318.wav	X			ND	RS		13.01			RS	
20009	Spectrogram 1	1	63895.83133	63897.56333	1.732	13.099	802.7	1408.8	949.2	1208795168.701118164318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701118164318.wav	X			ND	RS		10.82			RS	
20186	Spectrogram 1	1	64444.48633	64445.20033	0.714	261.788	24	946.1	35.2	1208795168.701119014318.wav	F:\Cape_Bathurst_50_2018_2019\1208795168.701119014318.wav	Y	bark		ND	RS		19.2			Y	
