Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Hour	Species	Sound type	Comments	Quantity	WH
1615	Spectrogram 1	1	104861.902773795	104861.902773795	309.609	309.609	15	BS				
1616	Spectrogram 1	1	104873.739344605	104873.739344605	1056.940	1056.940	15	BS				
1617	Spectrogram 1	1	104941.490254149	104941.490254149	480.427	480.427	15	BS				
1618	Spectrogram 1	1	104990.236083759	104990.236083759	1868.327	1868.327	15	BS				
1619	Spectrogram 1	1	104997.177763713	104997.177763713	395.018	395.018	15	BS				
1620	Spectrogram 1	1	105089.954102170	105089.954102170	747.331	747.331	15	BS				
1621	Spectrogram 1	1	105133.932901758	105133.932901758	2081.851	2081.851	15	BS				
1622	Spectrogram 1	1	105212.586778356	105212.586778356	1131.673	1131.673	15	BS				
1623	Spectrogram 1	1	105279.890149226	105279.890149226	790.036	790.036	15	BS				
1624	Spectrogram 1	1	105298.630731513	105298.630731513	352.313	352.313	15	BS				
1625	Spectrogram 1	1	105357.180411682	105357.180411682	448.399	448.399	15	BS				
1626	Spectrogram 1	1	105386.463995700	105386.463995700	341.637	341.637	15	BS				
1627	Spectrogram 1	1	105394.614282758	105394.614282758	1078.292	1078.292	15	BS				
1628	Spectrogram 1	1	105443.154303834	105443.154303834	2551.601	2551.601	15	BS				
1629	Spectrogram 1	1	105453.701686626	105453.701686626	533.808	533.808	15	BS				
1630	Spectrogram 1	1	105489.956703333	105489.956703333	576.512	576.512	15	BS				
1631	Spectrogram 1	1	105597.068288344	105597.068288344	2327.402	2327.402	15	BS				
1632	Spectrogram 1	1	105597.944974279	105597.944974279	1302.491	1302.491	15	BS				
1633	Spectrogram 1	1	105660.915741398	105660.915741398	1088.968	1088.968	15	BS				
1634	Spectrogram 1	1	105715.245737608	105715.245737608	395.018	395.018	15	BS				
1635	Spectrogram 1	1	105760.554026204	105760.554026204	437.722	437.722	15	BS				
1636	Spectrogram 1	1	105821.749513084	105821.749513084	2007.117	2007.117	15	BS				
1637	Spectrogram 1	1	105830.857051802	105830.857051802	437.722	437.722	15	BS				
1638	Spectrogram 1	1	105870.617077909	105870.617077909	288.256	288.256	15	BS				
1639	Spectrogram 1	1	105945.605704852	105945.605704852	427.046	427.046	15	BS				
1640	Spectrogram 1	1	105973.554553766	105973.554553766	1078.292	1078.292	15	BS				
1641	Spectrogram 1	1	105994.804339669	105994.804339669	1879.004	1879.004	15	BS				
1642	Spectrogram 1	1	106122.119977178	106122.119977178	373.665	373.665	15	BS				
1643	Spectrogram 1	1	106128.160439606	106128.160439606	224.199	224.199	15	BS				
1644	Spectrogram 1	1	106184.721110994	106184.721110994	512.456	512.456	15	BS				
1645	Spectrogram 1	1	106198.466081901	106198.466081901	1003.559	1003.559	15	BS				
1646	Spectrogram 1	1	106284.430367282	106284.430367282	1259.786	1259.786	15	BS				
1647	Spectrogram 1	1	106313.335606461	106313.335606461	2508.897	2508.897	15	BS				
1648	Spectrogram 1	1	106373.715698030	106373.715698030	512.456	512.456	15	BS				
1649	Spectrogram 1	1	106418.792760225	106418.792760225	405.694	405.694	15	BS				
1650	Spectrogram 1	1	106453.672778598	106453.672778598	330.961	330.961	15	BS				
1651	Spectrogram 1	1	106456.283568579	106456.283568579	1718.861	1718.861	15	BS				
1652	Spectrogram 1	1	106495.349949777	106495.349949777	405.694	405.694	15	BS				
1653	Spectrogram 1	1	106526.759137412	106526.759137412	907.473	907.473	15	BS				
1654	Spectrogram 1	1	106558.270794174	106558.270794174	1398.577	1398.577	15	BS				
1655	Spectrogram 1	1	106561.912412671	106561.912412671	1761.566	1761.566	15	BS				
1656	Spectrogram 1	1	106619.990006702	106619.990006702	330.961	330.961	15	BS				
1657	Spectrogram 1	1	106636.904521921	106636.904521921	1099.644	1099.644	15	BS				
1658	Spectrogram 1	1	106739.775417926	106739.775417926	693.950	693.950	16	BS				
1659	Spectrogram 1	1	106758.608840272	106758.608840272	1387.900	1387.900	16	BS				
1660	Spectrogram 1	1	106788.481853959	106788.481853959	320.285	320.285	16	BS				
1661	Spectrogram 1	1	106789.743896348	106789.743896348	330.961	330.961	16	BS				
1662	Spectrogram 1	1	106829.729020352	106829.729020352	875.445	875.445	16	BS				BS
1663	Spectrogram 1	1	106850.356099740	106850.356099740	587.189	587.189	16	BS				
1664	Spectrogram 1	1	106859.677344254	106859.677344254	2786.477	2786.477	16	BS				
1665	Spectrogram 1	1	106955.197574773	106955.197574773	395.018	395.018	16	BS				
1666	Spectrogram 1	1	106958.029944715	106958.029944715	1857.651	1857.651	16	BS				
1667	Spectrogram 1	1	106969.117696372	106969.117696372	1355.872	1355.872	16	BS				
1668	Spectrogram 1	1	107022.315284630	107022.315284630	2017.794	2017.794	16	BS				
1669	Spectrogram 1	1	107021.795053416	107021.795053416	832.740	832.740	16	BS				
1670	Spectrogram 1	1	107036.753875389	107036.753875389	512.456	512.456	16	BS				
1671	Spectrogram 1	1	107122.450156385	107122.450156385	2156.584	2156.584	16	BS				
1672	Spectrogram 1	1	107191.490274159	107191.490274159	309.609	309.609	16	BS				
1673	Spectrogram 1	1	107219.984745593	107219.984745593	2071.174	2071.174	16	BS				
1674	Spectrogram 1	1	107233.681549603	107233.681549603	341.637	341.637	16	BS				
1675	Spectrogram 1	1	107294.518813758	107294.518813758	544.484	544.484	16	BS				
1676	Spectrogram 1	1	107316.208249332	107316.208249332	1430.605	1430.605	16	BS				
1677	Spectrogram 1	1	107366.302841721	107366.302841721	971.530	971.530	16	BS				
1678	Spectrogram 1	1	107370.310548851	107370.310548851	747.331	747.331	16	BS				
1679	Spectrogram 1	1	107406.032194800	107406.032194800	661.922	661.922	16	BS				
1680	Spectrogram 1	1	107441.509541664	107441.509541664	2220.641	2220.641	16	BS				
1681	Spectrogram 1	1	107477.375716896	107477.375716896	1462.633	1462.633	16	BS				
1682	Spectrogram 1	1	107496.612882492	107496.612882492	395.018	395.018	16	BS				
1683	Spectrogram 1	1	107508.299688141	107508.299688141	1729.537	1729.537	16	BS				
1684	Spectrogram 1	1	107542.798734761	107542.798734761	298.932	298.932	16	BS				
1685	Spectrogram 1	1	107569.371683701	107569.371683701	811.388	811.388	16	BS				
1686	Spectrogram 1	1	107658.770863949	107658.770863949	341.637	341.637	16	BS				
1687	Spectrogram 1	1	107683.898726184	107683.898726184	277.580	277.580	16	BS				
1688	Spectrogram 1	1	107684.573099980	107684.573099980	864.769	864.769	16	BS				
1689	Spectrogram 1	1	107710.593428817	107710.593428817	1120.996	1120.996	16	BS				
1690	Spectrogram 1	1	107714.466261187	107714.466261187	1879.004	1879.004	16	BS				
1691	Spectrogram 1	1	107748.842699247	107748.842699247	587.189	587.189	16	BS				
1692	Spectrogram 1	1	107758.102640259	107758.102640259	2060.498	2060.498	16	BS				
1693	Spectrogram 1	1	107776.083895034	107776.083895034	512.456	512.456	16	BS				
1694	Spectrogram 1	1	107815.961272985	107815.961272985	469.751	469.751	16	BS				
1695	Spectrogram 1	1	107869.958472597	107869.958472597	469.751	469.751	16	BS				
1696	Spectrogram 1	1	107909.131709807	107909.131709807	2113.879	2113.879	16	BS				
1697	Spectrogram 1	1	107967.195293135	107967.195293135	1302.491	1302.491	16	BS				
1698	Spectrogram 1	1	108004.520550413	108004.520550413	907.473	907.473	16	BS				
1699	Spectrogram 1	1	108029.806091643	108029.806091643	352.313	352.313	16	BS				
1700	Spectrogram 1	1	108036.284459184	108036.284459184	672.598	672.598	16	BS				
1701	Spectrogram 1	1	108067.423887082	108067.423887082	288.256	288.256	16	BS				
1702	Spectrogram 1	1	108140.760718353	108140.760718353	352.313	352.313	16	BS				
1703	Spectrogram 1	1	108175.966527658	108175.966527658	523.132	523.132	16	BS				
1704	Spectrogram 1	1	108184.451386247	108184.451386247	822.064	822.064	16	BS				
1705	Spectrogram 1	1	108229.007344109	108229.007344109	1249.110	1249.110	16	BS				
1706	Spectrogram 1	1	108248.720075036	108248.720075036	245.552	245.552	16	BS				
1707	Spectrogram 1	1	108332.551756382	108332.551756382	2049.822	2049.822	16	BS				
1708	Spectrogram 1	1	108340.300047985	108340.300047985	758.007	758.007	16	BS				
1710	Spectrogram 1	1	108443.106146309	108443.106146309	1440.860	1440.860	16	BS				
1711	Spectrogram 1	1	108496.417585802	108496.417585802	1602.151	1602.151	16	BS				
1712	Spectrogram 1	1	108543.919773676	108543.919773676	247.312	247.312	16	BS				
1713	Spectrogram 1	1	108588.499378112	108588.499378112	591.398	591.398	16	BS				
1714	Spectrogram 1	1	108657.323160111	108657.323160111	580.645	580.645	16	BS				
1715	Spectrogram 1	1	108676.940431622	108676.940431622	1870.968	1870.968	16	BS				
1716	Spectrogram 1	1	108681.486758090	108681.486758090	483.871	483.871	16	BS				
1717	Spectrogram 1	1	108759.041492384	108759.041492384	505.376	505.376	16	BS				
1718	Spectrogram 1	1	108756.802049484	108756.802049484	2548.387	2548.387	16	BS				
1719	Spectrogram 1	1	108800.375370908	108800.375370908	1043.011	1043.011	16	BS				
1720	Spectrogram 1	1	108851.307230249	108851.307230249	1043.011	1043.011	16	BS				
1721	Spectrogram 1	1	108884.035378094	108884.035378094	2118.280	2118.280	16	BS				
1722	Spectrogram 1	1	108888.432813851	108888.432813851	290.323	290.323	16	BS				
1723	Spectrogram 1	1	108928.602719395	108928.602719395	602.151	602.151	16	BS				
1724	Spectrogram 1	1	108949.370814349	108949.370814349	2365.591	2365.591	16	BS				
1725	Spectrogram 1	1	108994.870892236	108994.870892236	1967.742	1967.742	16	BS				
1726	Spectrogram 1	1	109042.173406434	109042.173406434	1311.828	1311.828	16	BS				
1727	Spectrogram 1	1	109087.551749105	109087.551749105	376.344	376.344	16	BS				
1728	Spectrogram 1	1	109123.114028723	109123.114028723	903.226	903.226	16	BS				
1729	Spectrogram 1	1	109127.776841825	109127.776841825	720.430	720.430	16	BS				
1730	Spectrogram 1	1	109180.541773901	109180.541773901	1344.086	1344.086	16	BS				
1731	Spectrogram 1	1	109205.537396550	109205.537396550	2301.075	2301.075	16	BS				
1732	Spectrogram 1	1	109216.217015638	109216.217015638	462.366	462.366	16	BS				
1733	Spectrogram 1	1	109242.854781971	109242.854781971	365.591	365.591	16	BS				
1734	Spectrogram 1	1	109295.906114692	109295.906114692	258.065	258.065	16	BS				
1735	Spectrogram 1	1	109360.463805634	109360.463805634	301.075	301.075	16	BS				
1736	Spectrogram 1	1	109378.139409089	109378.139409089	1645.161	1645.161	16	BS				
1737	Spectrogram 1	1	109433.735848961	109433.735848961	419.355	419.355	16	BS				
1738	Spectrogram 1	1	109445.166926994	109445.166926994	1086.022	1086.022	16	BS				
1739	Spectrogram 1	1	109524.157114081	109524.157114081	1204.301	1204.301	16	BS				
1740	Spectrogram 1	1	109592.575395395	109592.575395395	720.430	720.430	16	BS				
1741	Spectrogram 1	1	109623.614115646	109623.614115646	827.957	827.957	16	BS				
1742	Spectrogram 1	1	109667.641081502	109667.641081502	344.086	344.086	16	BS				
1743	Spectrogram 1	1	109668.045705779	109668.045705779	860.215	860.215	16	BS				
1744	Spectrogram 1	1	109710.321070134	109710.321070134	655.914	655.914	16	BS				
1745	Spectrogram 1	1	109732.207564017	109732.207564017	752.688	752.688	16	BS				
1746	Spectrogram 1	1	109789.090549049	109789.090549049	1978.495	1978.495	16	BS				
1747	Spectrogram 1	1	109917.549115048	109917.549115048	709.677	709.677	16	BS				
1748	Spectrogram 1	1	109918.531774007	109918.531774007	333.333	333.333	16	BS				
1749	Spectrogram 1	1	110000.433174376	110000.433174376	430.108	430.108	16	BS				
1750	Spectrogram 1	1	110051.436853138	110051.436853138	1129.032	1129.032	16	BS				
1751	Spectrogram 1	1	110243.750716907	110243.750716907	290.323	290.323	16	BS				
1752	Spectrogram 1	1	110303.758625635	110303.758625635	2763.441	2763.441	17	BS				
1753	Spectrogram 1	1	110332.533362857	110332.533362857	946.237	946.237	17	BS				
1754	Spectrogram 1	1	110385.517247629	110385.517247629	1462.366	1462.366	17	BS				
1755	Spectrogram 1	1	110423.510762322	110423.510762322	397.849	397.849	17	BS				
1756	Spectrogram 1	1	110508.932029401	110508.932029401	1053.763	1053.763	17	BS				
1757	Spectrogram 1	1	110561.745115846	110561.745115846	2129.032	2129.032	17	BS				
1758	Spectrogram 1	1	110563.960915460	110563.960915460	301.075	301.075	17	BS				
1759	Spectrogram 1	1	110664.968992348	110664.968992348	440.860	440.860	17	BS				
1760	Spectrogram 1	1	110694.031875122	110694.031875122	548.387	548.387	17	BS				
1761	Spectrogram 1	1	110731.393933706	110731.393933706	1043.011	1043.011	17	BS				
1762	Spectrogram 1	1	110748.212115760	110748.212115760	279.570	279.570	17	BS				
1763	Spectrogram 1	1	110795.397255017	110795.397255017	1569.892	1569.892	17	BS				
1764	Spectrogram 1	1	110944.113329641	110944.113329641	387.097	387.097	17	BS				
1765	Spectrogram 1	1	110970.871075714	110970.871075714	838.710	838.710	17	BS				
1766	Spectrogram 1	1	110992.532490581	110992.532490581	935.484	935.484	17	BS				
1767	Spectrogram 1	1	111010.461198378	111010.461198378	1225.806	1225.806	17	BS				
1768	Spectrogram 1	1	111035.879821532	111035.879821532	1612.903	1612.903	17	BS				
1769	Spectrogram 1	1	111063.197232009	111063.197232009	376.344	376.344	17	BS				
1770	Spectrogram 1	1	111076.152203706	111076.152203706	1279.570	1279.570	17	BS				
1771	Spectrogram 1	1	111150.251872741	111150.251872741	2419.355	2419.355	17	BS				
1772	Spectrogram 1	1	111301.294967256	111301.294967256	483.871	483.871	17	BS				
1773	Spectrogram 1	1	111434.255199088	111434.255199088	1956.989	1956.989	17	BS				
1774	Spectrogram 1	1	111479.137833528	111479.137833528	1236.559	1236.559	17	BS				
1775	Spectrogram 1	1	111516.746012958	111516.746012958	1483.871	1483.871	17	BS				
1776	Spectrogram 1	1	111545.188820752	111545.188820752	741.935	741.935	17	BS				
1777	Spectrogram 1	1	111619.015234635	111619.015234635	2634.409	2634.409	17	BS				
1778	Spectrogram 1	1	111637.348566710	111637.348566710	709.677	709.677	17	BS				
1779	Spectrogram 1	1	111723.681531259	111723.681531259	290.323	290.323	17	BS				
1780	Spectrogram 1	1	111731.582226888	111731.582226888	580.645	580.645	17	BS				
1781	Spectrogram 1	1	111748.671911277	111748.671911277	817.204	817.204	17	BS				
1782	Spectrogram 1	1	111757.326659450	111757.326659450	1301.075	1301.075	17	BS				
1783	Spectrogram 1	1	111783.436304236	111783.436304236	913.978	913.978	17	BS				
1784	Spectrogram 1	1	111790.617971158	111790.617971158	1548.387	1548.387	17	BS				
1785	Spectrogram 1	1	111798.662287151	111798.662287151	473.118	473.118	17	BS				
1786	Spectrogram 1	1	111809.683480322	111809.683480322	1161.290	1161.290	17	BS				
1787	Spectrogram 1	1	111819.662458878	111819.662458878	1645.161	1645.161	17	BS				
1788	Spectrogram 1	1	111854.873526982	111854.873526982	1043.011	1043.011	17	BS				
1789	Spectrogram 1	1	111869.806968041	111869.806968041	279.570	279.570	17	BS				
1790	Spectrogram 1	1	111925.775607902	111925.775607902	2236.559	2236.559	17	BS				
1791	Spectrogram 1	1	112399.547730764	112399.547730764	322.581	322.581	17	BS				
1792	Spectrogram 1	1	112414.404972496	112414.404972496	688.172	688.172	17	BS				
1793	Spectrogram 1	1	112501.505163779	112501.505163779	387.097	387.097	17	BS				
1794	Spectrogram 1	1	112525.392004263	112525.392004263	763.441	763.441	17	BS				
1795	Spectrogram 1	1	112541.132064653	112541.132064653	290.323	290.323	17	BS				
1796	Spectrogram 1	1	112580.153775978	112580.153775978	881.720	881.720	17	BS				
1797	Spectrogram 1	1	112596.967582570	112596.967582570	1602.151	1602.151	17	BS				
1798	Spectrogram 1	1	112630.808011635	112630.808011635	344.086	344.086	17	BS				
1799	Spectrogram 1	1	112699.545103271	112699.545103271	430.108	430.108	17	BS				
1800	Spectrogram 1	1	112740.511117248	112740.511117248	752.688	752.688	17	BS				
1801	Spectrogram 1	1	112760.676642010	112760.676642010	279.570	279.570	17	BS				
1802	Spectrogram 1	1	112841.024342101	112841.024342101	612.903	612.903	17	BS				
1803	Spectrogram 1	1	112940.910472448	112940.910472448	1301.075	1301.075	17	BS				
1804	Spectrogram 1	1	112971.570837642	112971.570837642	354.839	354.839	17	BS				
1805	Spectrogram 1	1	112986.054975312	112986.054975312	1129.032	1129.032	17	BS				
1806	Spectrogram 1	1	113002.186546245	113002.186546245	2408.602	2408.602	17	BS				
1807	Spectrogram 1	1	113105.441057437	113105.441057437	408.602	408.602	17	BS				
1808	Spectrogram 1	1	113133.289181731	113133.289181731	1430.108	1430.108	17	BS				
1809	Spectrogram 1	1	113150.989289692	113150.989289692	709.677	709.677	17	BS				
1810	Spectrogram 1	1	113232.624442132	113232.624442132	1397.849	1397.849	17	BS				
1811	Spectrogram 1	1	113384.222801162	113384.222801162	376.344	376.344	17	BS				
1812	Spectrogram 1	1	113421.742498722	113421.742498722	1591.398	1591.398	17	BS				
1813	Spectrogram 1	1	113474.650189941	113474.650189941	526.882	526.882	17	BS				
1814	Spectrogram 1	1	113570.749310763	113570.749310763	2634.409	2634.409	17	BS				
1815	Spectrogram 1	1	113606.835345880	113606.835345880	741.935	741.935	17	BS				
1816	Spectrogram 1	1	113625.183569160	113625.183569160	2827.957	2827.957	17	BS				
1817	Spectrogram 1	1	113631.415829138	113631.415829138	268.817	268.817	17	BS				
1818	Spectrogram 1	1	113655.449808848	113655.449808848	602.151	602.151	17	BS				
1819	Spectrogram 1	1	113663.283930977	113663.283930977	215.054	215.054	17	BS				
1820	Spectrogram 1	1	113748.694687737	113748.694687737	1473.118	1473.118	17	BS				
1821	Spectrogram 1	1	113780.473447870	113780.473447870	1215.054	1215.054	17	BS				
1822	Spectrogram 1	1	113866.989462684	113866.989462684	709.677	709.677	17	BS				
1823	Spectrogram 1	1	113903.144682800	113903.144682800	1903.226	1903.226	18	BS				
1824	Spectrogram 1	1	113975.601324236	113975.601324236	2268.817	2268.817	18	BS				
1825	Spectrogram 1	1	114015.028542196	114015.028542196	397.849	397.849	18	BS				
1826	Spectrogram 1	1	114048.100881626	114048.100881626	827.957	827.957	18	BS				
1827	Spectrogram 1	1	114067.250457704	114067.250457704	2784.946	2784.946	18	BS				
1828	Spectrogram 1	1	114086.188991855	114086.188991855	215.054	215.054	18	BS				
1829	Spectrogram 1	1	114113.383769572	114113.383769572	2204.301	2204.301	18	BS				
1830	Spectrogram 1	1	114156.654035181	114156.654035181	1526.882	1526.882	18	BS				
1831	Spectrogram 1	1	114198.180591582	114198.180591582	419.355	419.355	18	BS				
1832	Spectrogram 1	1	114232.406369193	114232.406369193	1075.269	1075.269	18	BS				
1833	Spectrogram 1	1	114346.369412754	114346.369412754	591.398	591.398	18	BS				
1834	Spectrogram 1	1	114489.197376655	114489.197376655	817.204	817.204	18	BS				
1835	Spectrogram 1	1	114542.079696604	114542.079696604	354.839	354.839	18	BS				
1836	Spectrogram 1	1	114554.298121525	114554.298121525	2032.258	2032.258	18	BS				
1837	Spectrogram 1	1	114691.655798353	114691.655798353	1978.495	1978.495	18	BS				
1838	Spectrogram 1	1	114832.639335882	114832.639335882	817.204	817.204	18	BS				
1839	Spectrogram 1	1	114965.840426067	114965.840426067	1408.602	1408.602	18	BS				
1840	Spectrogram 1	1	114978.548415123	114978.548415123	301.075	301.075	18	BS				
1841	Spectrogram 1	1	115031.439471033	115031.439471033	1344.086	1344.086	18	BS				
1842	Spectrogram 1	1	115143.008054439	115143.008054439	365.591	365.591	18	BS				
1843	Spectrogram 1	1	115320.483079263	115320.483079263	956.989	956.989	18	BS				
1844	Spectrogram 1	1	117707.497449726	117707.497449726	838.710	838.710	19	BS				
1845	Spectrogram 1	1	117829.878785360	117829.878785360	892.473	892.473	19	BS				
1846	Spectrogram 1	1	117919.592386960	117919.592386960	591.398	591.398	19	BS				
1847	Spectrogram 1	1	118080.863176782	118080.863176782	2215.054	2215.054	19	BS				
1848	Spectrogram 1	1	118227.168146298	118227.168146298	1344.086	1344.086	19	BS				
1849	Spectrogram 1	1	118429.326150069	118429.326150069	1903.226	1903.226	19	BS				
1850	Spectrogram 1	1	118511.599755396	118511.599755396	774.194	774.194	19	BS				
1851	Spectrogram 1	1	118543.625500830	118543.625500830	2150.538	2150.538	19	?				Ice?
1852	Spectrogram 1	1	118579.125576686	118579.125576686	376.344	376.344	19	BS				
1853	Spectrogram 1	1	118667.619169266	118667.619169266	623.656	623.656	19	BS				
1854	Spectrogram 1	1	118778.847072669	118778.847072669	1053.763	1053.763	19	BS				
1855	Spectrogram 1	1	118814.947968562	118814.947968562	268.817	268.817	19	BS				
1856	Spectrogram 1	1	118905.681022519	118905.681022519	397.849	397.849	19	BS				
1857	Spectrogram 1	1	118963.171829614	118963.171829614	784.946	784.946	19	BS				
1858	Spectrogram 1	1	119031.813450059	119031.813450059	2602.151	2602.151	19	BS				
1859	Spectrogram 1	1	119113.633377864	119113.633377864	354.839	354.839	19	BS				
1860	Spectrogram 1	1	119223.828690921	119223.828690921	1602.151	1602.151	19	BS				
1861	Spectrogram 1	1	119238.862843266	119238.862843266	1623.656	1623.656	19	?				Ice?
1862	Spectrogram 1	1	119246.762650588	119246.762650588	1161.290	1161.290	19	?				Ice?
1863	Spectrogram 1	1	119254.218408421	119254.218408421	741.935	741.935	19	?				Ice?
1864	Spectrogram 1	1	119272.599021746	119272.599021746	505.376	505.376	19	BS				
1865	Spectrogram 1	1	119343.386406207	119343.386406207	892.473	892.473	19	BS				
1866	Spectrogram 1	1	119377.855656207	119377.855656207	258.065	258.065	19	BS				
1867	Spectrogram 1	1	119478.884728902	119478.884728902	2064.516	2064.516	19	BS				
1868	Spectrogram 1	1	119824.363789439	119824.363789439	1935.484	1935.484	19	BS				
1869	Spectrogram 1	1	119918.885616710	119918.885616710	666.667	666.667	19	BS				
1870	Spectrogram 1	1	119943.476602033	119943.476602033	395.018	395.018	19	BS				
1871	Spectrogram 1	1	119987.076195211	119987.076195211	843.416	843.416	19	BS				
1872	Spectrogram 1	1	120006.494656927	120006.494656927	1195.730	1195.730	19	BS				
1873	Spectrogram 1	1	120016.689951222	120016.689951222	822.064	822.064	19	BS				
1874	Spectrogram 1	1	120048.022925496	120048.022925496	1281.139	1281.139	19	BS				
1875	Spectrogram 1	1	120182.403748542	120182.403748542	982.206	982.206	19	BS				
1876	Spectrogram 1	1	120218.260281779	120218.260281779	416.370	416.370	19	BS				
1877	Spectrogram 1	1	120281.048872328	120281.048872328	277.580	277.580	19	BS				
1878	Spectrogram 1	1	120350.953380790	120350.953380790	320.285	320.285	19	BS				
1879	Spectrogram 1	1	120370.985817678	120370.985817678	224.199	224.199	19	BS				
1880	Spectrogram 1	1	120428.918899049	120428.918899049	886.121	886.121	19	BS				
1881	Spectrogram 1	1	120445.031179639	120445.031179639	1985.765	1985.765	19	BS				
1882	Spectrogram 1	1	120511.882639032	120511.882639032	779.359	779.359	19	BS				
1883	Spectrogram 1	1	120541.441220799	120541.441220799	758.007	758.007	19	BS				
1884	Spectrogram 1	1	120593.292690690	120593.292690690	1782.918	1782.918	19	BS				
1885	Spectrogram 1	1	120753.288317460	120753.288317460	832.740	832.740	19	BS				
1886	Spectrogram 1	1	120960.016274061	120960.016274061	1494.662	1494.662	19	BS				
1887	Spectrogram 1	1	121004.287619144	121004.287619144	1483.986	1483.986	19	BS				
1888	Spectrogram 1	1	121155.050440538	121155.050440538	960.854	960.854	20	BS				
1889	Spectrogram 1	1	121223.636013217	121223.636013217	822.064	822.064	20	BS				
1890	Spectrogram 1	1	121297.538627986	121297.538627986	1003.559	1003.559	20	BS				
1891	Spectrogram 1	1	121429.510069642	121429.510069642	523.132	523.132	20	BS				
1892	Spectrogram 1	1	121446.319497482	121446.319497482	928.826	928.826	20	BS				
1893	Spectrogram 1	1	121457.247845449	121457.247845449	373.665	373.665	20	BS				
1894	Spectrogram 1	1	121502.451043377	121502.451043377	2081.851	2081.851	20	BS				
1895	Spectrogram 1	1	121515.983173348	121515.983173348	768.683	768.683	20	BS				
1896	Spectrogram 1	1	121550.983177410	121550.983177410	437.722	437.722	20	BS				
1897	Spectrogram 1	1	121682.007881768	121682.007881768	1078.292	1078.292	20	BS				
1898	Spectrogram 1	1	121688.367133101	121688.367133101	320.285	320.285	20	BS				
1899	Spectrogram 1	1	121739.382196280	121739.382196280	2092.527	2092.527	20	BS				
1900	Spectrogram 1	1	121746.833597128	121746.833597128	1911.032	1911.032	20	BS				
1901	Spectrogram 1	1	121757.578042848	121757.578042848	725.979	725.979	20	BS				
1902	Spectrogram 1	1	121778.415296993	121778.415296993	1206.406	1206.406	20	BS				
1903	Spectrogram 1	1	121799.688724851	121799.688724851	1131.673	1131.673	20	BS				
1904	Spectrogram 1	1	121817.265356679	121817.265356679	1227.758	1227.758	20	BS				
1905	Spectrogram 1	1	121831.647896786	121831.647896786	800.712	800.712	20	BS				
1906	Spectrogram 1	1	121840.666999252	121840.666999252	362.989	362.989	20	BS				
1907	Spectrogram 1	1	121847.978273471	121847.978273471	1067.616	1067.616	20	BS				
1908	Spectrogram 1	1	121874.627436175	121874.627436175	1601.423	1601.423	20	BS				
1909	Spectrogram 1	1	121895.915749815	121895.915749815	2220.641	2220.641	20	BS				
1910	Spectrogram 1	1	121915.413908757	121915.413908757	320.285	320.285	20	BS				
1911	Spectrogram 1	1	121987.660355227	121987.660355227	1590.747	1590.747	20	BS				
1912	Spectrogram 1	1	122049.715867677	122049.715867677	1334.520	1334.520	20	BS				
1913	Spectrogram 1	1	122104.487279252	122104.487279252	395.018	395.018	20	BS				
1914	Spectrogram 1	1	122136.490263759	122136.490263759	832.740	832.740	20	BS				
1915	Spectrogram 1	1	122137.973886110	122137.973886110	1185.053	1185.053	20	BS				
1916	Spectrogram 1	1	122156.276566923	122156.295834746	1142.349	1163.701	20	BS				
1917	Spectrogram 1	1	122172.315297447	122172.315297447	736.655	736.655	20	BS				
1918	Spectrogram 1	1	122207.138381831	122207.138381831	1686.833	1686.833	20	BS				
1919	Spectrogram 1	1	122222.074446516	122222.074446516	1548.043	1548.043	20	BS				
1920	Spectrogram 1	1	122229.891053639	122229.891053639	320.285	320.285	20	BS				
1921	Spectrogram 1	1	122239.506572963	122239.506572963	928.826	928.826	20	BS				
1922	Spectrogram 1	1	122258.452096613	122258.452096613	1612.100	1612.100	20	BS				
1923	Spectrogram 1	1	122264.724642743	122264.724642743	565.836	565.836	20	BS				
1924	Spectrogram 1	1	122276.845861381	122276.845861381	1451.957	1451.957	20	BS				
1925	Spectrogram 1	1	122289.679107102	122289.679107102	1793.594	1793.594	20	BS				
1926	Spectrogram 1	1	122305.550530668	122305.550530668	715.302	715.302	20	BS				
1927	Spectrogram 1	1	122320.820272978	122320.820272978	1526.690	1526.690	20	BS				
1928	Spectrogram 1	1	122321.783664115	122321.783664115	1953.737	1953.737	20	BS				
1929	Spectrogram 1	1	122344.947976435	122344.947976435	277.580	277.580	20	BS				
1930	Spectrogram 1	1	122424.848133233	122424.848133233	565.836	565.836	20	BS				
1931	Spectrogram 1	1	122438.591332846	122438.591332846	1654.804	1654.804	20	BS				
1932	Spectrogram 1	1	122509.750920359	122509.750920359	971.530	971.530	20	BS				
1933	Spectrogram 1	1	122585.061828382	122585.061828382	320.285	320.285	20	BS				
1934	Spectrogram 1	1	122611.196881798	122611.196881798	491.103	491.103	20	BS				
1935	Spectrogram 1	1	122613.094762338	122613.094762338	2370.107	2370.107	20	BS				
1936	Spectrogram 1	1	122639.476797765	122639.476797765	875.445	875.445	20	BS				
1937	Spectrogram 1	1	122658.427561388	122658.427561388	1430.605	1430.605	20	BS				
1938	Spectrogram 1	1	122677.248717309	122677.248717309	2626.335	2626.335	20	BS				
1939	Spectrogram 1	1	122683.473988768	122683.473988768	768.683	768.683	20	BS				
