Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH
531	Spectrogram 1	1	30668.388474308	30668.388474308	1398.577	1398.577	67653638.220518000058.wav	BS			
532	Spectrogram 1	1	30708.666102403	30708.666102403	2039.146	2039.146	67653638.220518000058.wav	BS			
533	Spectrogram 1	1	30744.725833426	30744.725833426	384.342	384.342	67653638.220518000058.wav	BS			
534	Spectrogram 1	1	30772.596749653	30772.596749653	640.569	640.569	67653638.220518000058.wav	BS			
535	Spectrogram 1	1	30797.125569674	30797.125569674	2252.669	2252.669	67653638.220518000058.wav	BS			
536	Spectrogram 1	1	30859.362385347	30859.362385347	491.103	491.103	67653638.220518000058.wav	BS			
537	Spectrogram 1	1	30896.653498259	30896.653498259	1462.633	1462.633	67653638.220518000058.wav	BS			
538	Spectrogram 1	1	30960.855635315	30960.855635315	971.530	971.530	67653638.220518000558.wav	BS			
539	Spectrogram 1	1	30999.906239136	30999.906239136	523.132	523.132	67653638.220518000558.wav	BS			
540	Spectrogram 1	1	31020.091053487	31020.091053487	790.036	790.036	67653638.220518000558.wav	BS			
541	Spectrogram 1	1	31047.989976563	31047.989976563	1217.082	1217.082	67653638.220518000558.wav	BS			
542	Spectrogram 1	1	31066.722677755	31066.722677755	1644.128	1644.128	67653638.220518000558.wav	BS			
543	Spectrogram 1	1	31169.118910998	31169.118910998	437.722	437.722	67653638.220518000558.wav	BS			
544	Spectrogram 1	1	31203.235211910	31203.235211910	1793.594	1793.594	67653638.220518001058.wav	BS			
545	Spectrogram 1	1	31249.679434878	31249.679434878	608.541	608.541	67653638.220518001058.wav	BS			
546	Spectrogram 1	1	31253.339423023	31253.339423023	2508.897	2508.897	67653638.220518001058.wav	BS			
547	Spectrogram 1	1	31290.705863647	31290.705863647	1382.979	1382.979	67653638.220518001058.wav	BS			
548	Spectrogram 1	1	31349.984189637	31349.984189637	2053.191	2053.191	67653638.220518001058.wav	BS			
549	Spectrogram 1	1	31448.312288307	31448.312288307	436.170	436.170	67653638.220518001058.wav	BS			
550	Spectrogram 1	1	31473.474312055	31473.474312055	457.447	457.447	67653638.220518001058.wav	BS			
551	Spectrogram 1	1	31496.998575490	31496.998575490	989.362	989.362	67653638.220518001058.wav	BS			
552	Spectrogram 1	1	31529.339604826	31529.339604826	1702.128	1702.128	67653638.220518001558.wav	BS			
553	Spectrogram 1	1	31616.509867683	31616.509867683	1478.723	1478.723	67653638.220518001558.wav	BS			
554	Spectrogram 1	1	31699.526163307	31699.526163307	521.277	521.277	67653638.220518001558.wav	BS			
555	Spectrogram 1	1	31775.193532980	31775.193532980	595.745	595.745	67653638.220518001558.wav	BS			
556	Spectrogram 1	1	31823.637208994	31823.637208994	2021.277	2021.277	67653638.220518002058.wav	BS			
557	Spectrogram 1	1	31941.156031060	31941.156031060	446.809	446.809	67653638.220518002058.wav	BS			
558	Spectrogram 1	1	31967.054609493	31967.054609493	1457.447	1457.447	67653638.220518002058.wav	BS			
559	Spectrogram 1	1	32064.918522982	32064.918522982	1244.681	1244.681	67653638.220518002058.wav	BS			
560	Spectrogram 1	1	32161.621969473	32161.621969473	659.574	659.574	67653638.220518002558.wav	BS			
562	Spectrogram 1	1	32212.150066989	32212.150066989	2669.039	2669.039	67653638.220518002558.wav	BS			
563	Spectrogram 1	1	32270.935332450	32270.935332450	2060.498	2060.498	67653638.220518002558.wav	BS			
564	Spectrogram 1	1	32312.479397278	32312.479397278	427.046	427.046	67653638.220518002558.wav	BS			
565	Spectrogram 1	1	32322.057256035	32322.057256035	1483.986	1483.986	67653638.220518002558.wav	BS			BS
566	Spectrogram 1	1	32337.409329415	32337.409329415	1099.644	1099.644	67653638.220518002558.wav	BS			BS
567	Spectrogram 1	1	32379.532291072	32379.532291072	405.694	405.694	67653638.220518002558.wav	BS			
568	Spectrogram 1	1	32428.738803520	32428.738803520	651.246	651.246	67653638.220518003058.wav	BS			
569	Spectrogram 1	1	32475.500056626	32475.500056626	362.989	362.989	67653638.220518003058.wav	BS			
570	Spectrogram 1	1	32525.085804529	32525.085804529	747.331	747.331	67653638.220518003058.wav	BS			
571	Spectrogram 1	1	32534.904503161	32534.904503161	2092.527	2092.527	67653638.220518003058.wav	BS			
572	Spectrogram 1	1	32573.988387468	32573.988387468	1313.167	1313.167	67653638.220518003058.wav	BS			
573	Spectrogram 1	1	32676.650877124	32676.650877124	832.740	832.740	67653638.220518003058.wav	BS			
574	Spectrogram 1	1	32697.610761370	32697.610761370	982.206	982.206	67653638.220518003058.wav	BS			
575	Spectrogram 1	1	32745.608657475	32745.608657475	501.779	501.779	67653638.220518003559.wav	BS			
576	Spectrogram 1	1	32745.733898322	32745.733898322	2231.317	2231.317	67653638.220518003559.wav	BS			
577	Spectrogram 1	1	32758.887689054	32758.887689054	2972.087	2972.087	67653638.220518003559.wav	BS			
578	Spectrogram 1	1	32787.763136232	32787.763136232	725.979	725.979	67653638.220518003559.wav	BS			
579	Spectrogram 1	1	32816.889963281	32816.889963281	1409.253	1409.253	67653638.220518003559.wav	BS			
580	Spectrogram 1	1	32852.359399774	32852.359399774	565.836	565.836	67653638.220518003559.wav	BS			
581	Spectrogram 1	1	32856.389000662	32856.389000662	565.836	565.836	67653638.220518003559.wav	BS			
582	Spectrogram 1	1	32952.069513994	32952.069513994	2017.794	2017.794	67653638.220518003559.wav	BS			
583	Spectrogram 1	1	32973.776469193	32973.776469193	1761.566	1761.566	67653638.220518003559.wav	BS			
584	Spectrogram 1	1	32998.278127189	32998.278127189	704.626	704.626	67653638.220518003559.wav	BS			
585	Spectrogram 1	1	33113.610057953	33113.610057953	640.569	640.569	67653638.220518004059.wav	BS			
586	Spectrogram 1	1	33113.089826740	33113.089826740	1398.577	1398.577	67653638.220518004059.wav	BS			
587	Spectrogram 1	1	33296.255009091	33296.255009091	608.541	608.541	67653638.220518004059.wav	BS			
588	Spectrogram 1	1	33299.280057261	33299.280057261	1483.986	1483.986	67653638.220518004059.wav	BS			
589	Spectrogram 1	1	33353.025022361	33353.025022361	384.342	384.342	67653638.220518004559.wav	BS			
590	Spectrogram 1	1	33383.343821905	33383.343821905	2188.612	2188.612	67653638.220518004559.wav	BS			
591	Spectrogram 1	1	33431.259385610	33431.259385610	1686.833	1686.833	67653638.220518004559.wav	BS			
592	Spectrogram 1	1	33505.388811021	33505.388811021	2562.278	2562.278	67653638.220518004559.wav	BS			
593	Spectrogram 1	1	33604.608489316	33604.608489316	747.331	747.331	67653638.220518005059.wav	BS			
594	Spectrogram 1	1	33723.664367688	33723.664367688	373.665	373.665	67653638.220518005059.wav	BS			
595	Spectrogram 1	1	33770.707605732	33770.707605732	928.826	928.826	67653638.220518005059.wav	BS			
596	Spectrogram 1	1	33813.192306720	33813.192306720	2508.897	2508.897	67653638.220518005059.wav	BS			
597	Spectrogram 1	1	33923.754575578	33923.754575578	1964.413	1964.413	67653638.220518005559.wav	BS			
598	Spectrogram 1	1	34037.356771809	34037.356771809	608.541	608.541	67653638.220518005559.wav	BS			
599	Spectrogram 1	1	34166.142905057	34166.142905057	971.530	971.530	67653638.220518005559.wav	BS			
600	Spectrogram 1	1	34296.128012423	34296.128012423	1921.708	1921.708	67653638.220518010059.wav	BS			
601	Spectrogram 1	1	34451.527389022	34451.527389022	704.626	704.626	67653638.220518010059.wav	BS			
602	Spectrogram 1	1	34572.353254764	34572.353254764	2199.288	2199.288	67653638.220518010559.wav	BS			
603	Spectrogram 1	1	34633.925346545	34633.925346545	384.342	384.342	67653638.220518010559.wav	BS			
604	Spectrogram 1	1	34684.806402135	34684.806402135	587.189	587.189	67653638.220518010559.wav	BS			
605	Spectrogram 1	1	34704.005033416	34704.005033416	362.989	362.989	67653638.220518010559.wav	BS			
606	Spectrogram 1	1	34713.982287452	34713.982287452	725.979	725.979	67653638.220518010559.wav	BS			
607	Spectrogram 1	1	34749.562071103	34749.562071103	2594.306	2594.306	67653638.220518010559.wav	BS			
608	Spectrogram 1	1	34777.504794223	34777.504794223	1078.292	1078.292	67653638.220518010559.wav	BS			
609	Spectrogram 1	1	34790.545603953	34790.545603953	448.399	448.399	67653638.220518010559.wav	BS			
610	Spectrogram 1	1	34804.211746133	34804.211746133	1676.157	1676.157	67653638.220518011059.wav	BS			
611	Spectrogram 1	1	34926.272528444	34926.272528444	1580.071	1580.071	67653638.220518011059.wav	BS			
612	Spectrogram 1	1	34977.360271635	34977.360271635	1772.242	1772.242	67653638.220518011059.wav	BS			
613	Spectrogram 1	1	35036.590446949	35036.590446949	416.370	416.370	67653638.220518011059.wav	BS			
614	Spectrogram 1	1	35065.494808390	35065.494808390	1419.929	1419.929	67653638.220518011059.wav	BS			
615	Spectrogram 1	1	35108.746685874	35108.746685874	1014.235	1014.235	67653638.220518011559.wav	BS			
616	Spectrogram 1	1	35162.532815844	35162.532815844	1601.423	1601.423	67653638.220518011559.wav	BS			
617	Spectrogram 1	1	35164.661910256	35164.661910256	523.132	523.132	67653638.220518011559.wav	BS			
618	Spectrogram 1	1	35202.407563240	35202.407563240	2679.715	2679.715	67653638.220518011559.wav	BS			
619	Spectrogram 1	1	35213.183524730	35213.183524730	480.427	480.427	67653638.220518011559.wav	BS			
620	Spectrogram 1	1	35239.026079599	35239.026079599	1580.071	1580.071	67653638.220518011559.wav	BS			BS
621	Spectrogram 1	1	35244.885243948	35244.885243948	533.808	533.808	67653638.220518011559.wav	BS			
622	Spectrogram 1	1	35293.261482582	35293.261482582	1996.441	1996.441	67653638.220518011559.wav	BS			
623	Spectrogram 1	1	35335.154994155	35335.154994155	822.064	822.064	67653638.220518011559.wav	BS			
624	Spectrogram 1	1	35404.234516299	35404.234516299	587.189	587.189	67653638.220518012059.wav	BS			
625	Spectrogram 1	1	35492.022198175	35492.022198175	1483.986	1483.986	67653638.220518012059.wav	BS			
626	Spectrogram 1	1	35506.579919981	35506.579919981	747.331	747.331	67653638.220518012059.wav	BS			
627	Spectrogram 1	1	35559.247643113	35559.247643113	1889.680	1889.680	67653638.220518012059.wav	BS			
628	Spectrogram 1	1	35587.714087262	35587.714087262	1548.043	1548.043	67653638.220518012059.wav	BS			
629	Spectrogram 1	1	35621.794512936	35621.794512936	992.883	992.883	67653638.220518012059.wav	BS			
630	Spectrogram 1	1	35646.608840044	35646.608840044	2220.641	2220.641	67653638.220518012059.wav	BS			
631	Spectrogram 1	1	35667.733379500	35667.733379500	619.217	619.217	67653638.220518012059.wav	BS			
632	Spectrogram 1	1	35721.590447863	35721.590447863	384.342	384.342	67653638.220518012559.wav	BS			
633	Spectrogram 1	1	35771.483580095	35771.483580095	1676.157	1676.157	67653638.220518012559.wav	BS			
634	Spectrogram 1	1	35843.944622977	35843.944622977	640.569	640.569	67653638.220518012559.wav	BS			
635	Spectrogram 1	1	35880.716371845	35880.716371845	320.285	320.285	67653638.220518012559.wav	BS			
636	Spectrogram 1	1	35889.877335279	35889.877335279	619.217	619.217	67653638.220518012559.wav	BS			
637	Spectrogram 1	1	35921.168308697	35921.168308697	1046.263	1046.263	67653638.220518012559.wav	BS			
638	Spectrogram 1	1	35932.867380544	35932.867380544	587.189	587.189	67653638.220518012559.wav	BS			
639	Spectrogram 1	1	35943.214199569	35943.214199569	1259.786	1259.786	67653638.220518012559.wav	BS			
640	Spectrogram 1	1	35958.854416192	35958.854416192	1558.719	1558.719	67653638.220518012559.wav	BS			
641	Spectrogram 1	1	35991.610590693	35991.610590693	1793.594	1793.594	67653638.220518012559.wav	BS			BS
642	Spectrogram 1	1	35996.755099364	35996.755099364	747.331	747.331	67653638.220518012559.wav	BS			
643	Spectrogram 1	1	36037.621269172	36037.621269172	555.160	555.160	67653638.220518013059.wav	BS			
644	Spectrogram 1	1	36051.885585646	36051.885585646	437.722	437.722	67653638.220518013059.wav	BS			
645	Spectrogram 1	1	36158.504079122	36158.504079122	1868.327	1868.327	67653638.220518013059.wav	BS			
646	Spectrogram 1	1	36162.298978980	36162.298978980	416.370	416.370	67653638.220518013059.wav	BS			
647	Spectrogram 1	1	36200.192637029	36200.192637029	1120.996	1120.996	67653638.220518013059.wav	BS			
648	Spectrogram 1	1	36285.546479031	36285.546479031	640.569	640.569	67653638.220518013059.wav	BS			
649	Spectrogram 1	1	36403.057432530	36403.057432530	1622.776	1622.776	67653638.220518013559.wav	BS			
650	Spectrogram 1	1	36414.634751613	36414.634751613	1067.616	1067.616	67653638.220518013559.wav	RS	YELP		Yelp
651	Spectrogram 1	1	36418.189664907	36418.189664907	1099.644	1099.644	67653638.220518013559.wav	RS	YELP		Yelp
652	Spectrogram 1	1	36419.037449108	36419.037449108	1067.616	1067.616	67653638.220518013559.wav	RS	YELP		Yelp
653	Spectrogram 1	1	36423.282513576	36423.282513576	1345.196	1345.196	67653638.220518013559.wav	RS	YELP		Yelp
654	Spectrogram 1	1	36426.153419164	36426.153419164	1387.900	1387.900	67653638.220518013559.wav	RS	YELP		Yelp
655	Spectrogram 1	1	36432.359401033	36432.359401033	1120.332	1120.332	67653638.220518013559.wav	RS	YELP		RS yelp
656	Spectrogram 1	1	36445.413356257	36445.413356257	1000.000	1000.000	67653638.220518013559.wav	RS	YELP		RS yelp
657	Spectrogram 1	1	36447.860369744	36447.860369744	1021.277	1021.277	67653638.220518013559.wav	RS	YELP		RS yelp
658	Spectrogram 1	1	36500.783804676	36500.783804676	2712.766	2712.766	67653638.220518013559.wav	BS			
659	Spectrogram 1	1	36507.336610644	36507.336610644	744.681	744.681	67653638.220518013559.wav	BS			
660	Spectrogram 1	1	36515.398472423	36515.398472423	1297.872	1297.872	67653638.220518013559.wav	RS	YELP		Yelp
661	Spectrogram 1	1	36531.959164631	36531.959164631	1521.277	1521.277	67653638.220518013559.wav	BS			
662	Spectrogram 1	1	36569.858095161	36569.858095161	2829.787	2829.787	67653638.220518013559.wav	BS			
663	Spectrogram 1	1	36727.989972125	36727.989972125	1021.277	1021.277	67653638.220518014059.wav	BS			
664	Spectrogram 1	1	36761.645607346	36761.645607346	2191.489	2191.489	67653638.220518014059.wav	BS			
665	Spectrogram 1	1	36797.214008889	36797.214008889	1861.702	1861.702	67653638.220518014059.wav	BS			BS
666	Spectrogram 1	1	36832.111556706	36832.111556706	1265.957	1265.957	67653638.220518014059.wav	BS			
667	Spectrogram 1	1	36872.687837209	36872.687837209	1031.915	1031.915	67653638.220518014059.wav	BS			
668	Spectrogram 1	1	36899.534038011	36899.534038011	393.617	393.617	67653638.220518014059.wav	BS			
669	Spectrogram 1	1	37119.817359908	37119.826993819	196.911	196.911	67653638.220518014559.wav	LIKELY RS			Likely RS growl
671	Spectrogram 1	1	37233.071428626	37233.071428626	1010.638	1010.638	67653638.220518015059.wav	RS	YELP		RS yelp
672	Spectrogram 1	1	37234.487613597	37234.487613597	936.170	936.170	67653638.220518015059.wav	RS	YELP		RS yelp
673	Spectrogram 1	1	37246.716533020	37246.716533020	914.894	914.894	67653638.220518015059.wav	RS	YELP		RS yelp
674	Spectrogram 1	1	37252.458344195	37252.458344195	957.447	957.447	67653638.220518015059.wav	RS	YELP		RS yelp
675	Spectrogram 1	1	37253.797457875	37253.797457875	914.894	914.894	67653638.220518015059.wav	RS	YELP		RS yelp
676	Spectrogram 1	1	39097.392665724	39097.392665724	319.149	319.149	67653638.220518022059.wav	BS			
677	Spectrogram 1	1	39107.234156289	39107.234156289	1595.745	1595.745	67653638.220518022059.wav	BS			
678	Spectrogram 1	1	39130.058640588	39130.058640588	1053.191	1053.191	67653638.220518022059.wav	BS			
679	Spectrogram 1	1	39156.701671724	39156.701671724	2159.574	2159.574	67653638.220518022059.wav	BS			
680	Spectrogram 1	1	39196.257634206	39196.257634206	1042.553	1042.553	67653638.220518022059.wav	BS			
681	Spectrogram 1	1	39212.811320572	39212.811320572	2021.277	2021.277	67653638.220518022059.wav	BS			
682	Spectrogram 1	1	40120.596396736	40120.596396736	2053.191	2053.191	67653638.220518023559.wav	BS			
683	Spectrogram 1	1	40144.603222909	40144.603222909	691.489	691.489	67653638.220518023559.wav	BS			
684	Spectrogram 1	1	40278.526839299	40278.526839299	329.787	329.787	67653638.220518024059.wav	BS			
685	Spectrogram 1	1	40315.796064402	40315.796064402	1361.702	1361.702	67653638.220518024059.wav	BS			
686	Spectrogram 1	1	40362.056359770	40362.056359770	595.745	595.745	67653638.220518024059.wav	BS			
687	Spectrogram 1	1	40355.992254057	40355.992254057	3048.026	3048.026	67653638.220518024059.wav	BS			
688	Spectrogram 1	1	40386.853166675	40386.853166675	1648.936	1648.936	67653638.220518024059.wav	BS			
689	Spectrogram 1	1	40423.623177914	40423.623177914	2053.191	2053.191	67653638.220518024059.wav	BS			
690	Spectrogram 1	1	40454.846673531	40454.846673531	425.532	425.532	67653638.220518024059.wav	BS			
691	Spectrogram 1	1	40462.009038560	40462.009038560	1606.383	1606.383	67653638.220518024059.wav	BS			
692	Spectrogram 1	1	40578.392843311	40578.392843311	691.489	691.489	67653638.220518024559.wav	BS			
693	Spectrogram 1	1	40828.665225201	40828.665225201	308.511	308.511	67653638.220518025059.wav	BS			
694	Spectrogram 1	1	41154.891359281	41154.891359281	1446.809	1446.809	67653638.220518025559.wav	RS	YELP		Yelp
695	Spectrogram 1	1	41160.363420938	41160.363420938	1148.936	1148.936	67653638.220518025559.wav	RS	YELP		Yelp
696	Spectrogram 1	1	41163.609175321	41163.609175321	1138.298	1138.298	67653638.220518025559.wav	RS	YELP		Yelp
697	Spectrogram 1	1	41164.591834281	41164.591834281	1127.660	1127.660	67653638.220518025559.wav	RS	YELP		Yelp
698	Spectrogram 1	1	41165.690100176	41165.690100176	989.362	989.362	67653638.220518025559.wav	RS	YELP		Yelp
699	Spectrogram 1	1	41166.913606920	41166.913606920	1010.638	1010.638	67653638.220518025559.wav	RS	YELP		Yelp
701	Spectrogram 1	1	44486.765583190	44486.765583190	954.064	954.064	67653638.220518035059.wav	RS	YELP		RS yelp
702	Spectrogram 1	1	44742.183349529	44742.183349529	1197.880	1197.880	67653638.220518035559.wav	RS	YELP		RS yelp
703	Spectrogram 1	1	44743.108205021	44743.108205021	1123.675	1123.675	67653638.220518035559.wav	RS	YELP		RS yelp
704	Spectrogram 1	1	44747.135179973	44747.135179973	1219.081	1219.081	67653638.220518035559.wav	RS	YELP		RS yelp
705	Spectrogram 1	1	44889.110992821	44889.110992821	1134.276	1134.276	67653638.220518035559.wav	RS	YELP		RS yelp
706	Spectrogram 1	1	48566.417017117	48566.417017117	593.640	593.640	67653638.220518045559.wav	BS			
707	Spectrogram 1	1	48631.800613690	48631.800613690	2067.138	2067.138	67653638.220518050059.wav	BS			
708	Spectrogram 1	1	48659.561168902	48659.561168902	996.466	996.466	67653638.220518050059.wav	BS			
709	Spectrogram 1	1	48671.529127315	48671.529127315	434.629	434.629	67653638.220518050059.wav	BS			
710	Spectrogram 1	1	48701.410010198	48701.410010198	1484.099	1484.099	67653638.220518050059.wav	BS			
711	Spectrogram 1	1	48800.776773211	48800.776773211	1982.332	1982.332	67653638.220518050059.wav	BS			
712	Spectrogram 1	1	48848.131854600	48848.131854600	1409.894	1409.894	67653638.220518050059.wav	BS			
713	Spectrogram 1	1	48910.183879894	48910.183879894	1187.279	1187.279	67653638.220518050559.wav	BS			
714	Spectrogram 1	1	49009.439427251	49009.439427251	318.021	318.021	67653638.220518050559.wav	BS			
715	Spectrogram 1	1	49018.419994071	49018.419994071	657.244	657.244	67653638.220518050559.wav	BS			
716	Spectrogram 1	1	49161.853171023	49161.853171023	434.629	434.629	67653638.220518050559.wav	BS			
717	Spectrogram 1	1	49190.136578765	49190.136578765	508.834	508.834	67653638.220518050559.wav	BS			
718	Spectrogram 1	1	49200.997498591	49200.997498591	1653.710	1653.710	67653638.220518050559.wav	BS			
719	Spectrogram 1	1	49211.717415379	49211.717415379	1590.106	1590.106	67653638.220518051059.wav	BS			
720	Spectrogram 1	1	49227.580087392	49227.580087392	657.244	657.244	67653638.220518051059.wav	BS			
721	Spectrogram 1	1	49269.742463062	49269.742463062	1918.728	1918.728	67653638.220518051059.wav	BS			
722	Spectrogram 1	1	49319.992052674	49319.992052674	689.046	689.046	67653638.220518051059.wav	BS			
723	Spectrogram 1	1	49332.091392741	49332.091392741	1770.318	1770.318	67653638.220518051059.wav	BS			
724	Spectrogram 1	1	49374.980668749	49374.980668749	561.837	561.837	67653638.220518051059.wav	BS			
725	Spectrogram 1	1	49405.935325325	49405.935325325	402.827	402.827	67653638.220518051059.wav	BS			
726	Spectrogram 1	1	49445.894161227	49445.894161227	498.233	498.233	67653638.220518051059.wav	BS			
727	Spectrogram 1	1	49527.462730928	49527.462730928	1102.473	1102.473	67653638.220518051559.wav	BS			
728	Spectrogram 1	1	49545.935316514	49545.935316514	805.654	805.654	67653638.220518051559.wav	BS			
729	Spectrogram 1	1	49595.150581845	49595.150581845	551.237	551.237	67653638.220518051559.wav	BS			
730	Spectrogram 1	1	51318.134485368	51318.134485368	1007.067	1007.067	67653638.220518054559.wav	RS	YELP		RS yelp
731	Spectrogram 1	1	51392.909386129	51392.909386129	1060.071	1060.071	67653638.220518054559.wav	RS	YELP		RS yelp
732	Spectrogram 1	1	51395.549077844	51395.549077844	1113.074	1113.074	67653638.220518054559.wav	RS	YELP		RS yelp
733	Spectrogram 1	1	51463.317514294	51463.317514294	1208.481	1208.481	67653638.220518054559.wav	RS	YELP		RS yelp
734	Spectrogram 1	1	51464.386878455	51464.386878455	1282.686	1282.686	67653638.220518054559.wav	RS	YELP		RS yelp
735	Spectrogram 1	1	51481.707776717	51481.707776717	551.237	551.237	67653638.220518054559.wav	RS	YELP		RS yelp
736	Spectrogram 1	1	51488.143222933	51488.143222933	572.438	572.438	67653638.220518054559.wav	RS	YELP		RS yelp
738	Spectrogram 1	1	52278.737039256	52278.737039256	455.830	455.830	67653638.220518060059.wav	BS			
739	Spectrogram 1	1	52286.482697417	52286.482697417	1017.668	1017.668	67653638.220518060059.wav	BS			
740	Spectrogram 1	1	52332.199121872	52332.199121872	1982.332	1982.332	67653638.220518060059.wav	BS			
741	Spectrogram 1	1	52394.973662803	52394.973662803	625.442	625.442	67653638.220518060059.wav	BS			
742	Spectrogram 1	1	52470.627037715	52470.627037715	667.845	667.845	67653638.220518060059.wav	BS			
743	Spectrogram 1	1	52548.249198820	52548.249198820	2045.936	2045.936	67653638.220518060559.wav	BS			
744	Spectrogram 1	1	52609.097864891	52609.097864891	2088.339	2088.339	67653638.220518060559.wav	BS			
745	Spectrogram 1	1	54117.528400588	54117.528400588	2088.339	2088.339	67653638.220518063059.wav	BS			
746	Spectrogram 1	1	54261.417019077	54261.417019077	1643.110	1643.110	67653638.220518063059.wav	BS			
747	Spectrogram 1	1	54279.679411428	54279.679411428	657.244	657.244	67653638.220518063059.wav	BS			
748	Spectrogram 1	1	54312.229771447	54312.229771447	1356.890	1356.890	67653638.220518063559.wav	BS			
749	Spectrogram 1	1	54415.656814325	54415.656814325	466.431	466.431	67653638.220518063559.wav	BS			
750	Spectrogram 1	1	54423.929693199	54423.929693199	667.845	667.845	67653638.220518063559.wav	BS			
751	Spectrogram 1	1	54529.669778354	54529.669778354	975.265	975.265	67653638.220518063559.wav	BS			
752	Spectrogram 1	1	54674.228356837	54674.228356837	1537.102	1537.102	67653638.220518064059.wav	BS			
753	Spectrogram 1	1	55245.416832167	55245.416832167	720.848	720.848	67653638.220518065059.wav	RS	YELP		Yelp
754	Spectrogram 1	1	55267.931287724	55267.931287724	634.146	634.146	67653638.220518065059.wav	RS	YELP		Yelp
755	Spectrogram 1	1	55295.483389991	55295.483389991	710.247	710.247	67653638.220518065059.wav	RS	YELP		Yelp
756	Spectrogram 1	1	55493.180024299	55493.180024299	954.064	954.064	67653638.220518065059.wav	RS	YELP		Yelp
758	Spectrogram 1	1	77551.583408217	77551.583408217	943.463	943.463	67653638.220518130100.wav	RS	YELP		Yelp
759	Spectrogram 1	1	77552.700941935	77552.700941935	869.258	869.258	67653638.220518130100.wav	RS			Yelp
760	Spectrogram 1	1	37200.933649102	37200.933649102	856.354	856.354	67653638.220518014559.wav	RS	Yelp		WH marked
761	Spectrogram 1	1	37228.969328698	37228.969328698	1033.149	1033.149	67653638.220518015059.wav	RS	Yelp		WH marked
762	Spectrogram 1	1	37251.229079601	37251.229079601	961.326	961.326	67653638.220518015059.wav	RS	Yelp		WH marked
763	Spectrogram 1	1	44485.979920627	44485.979920627	988.950	988.950	67653638.220518035059.wav	RS	Yelp		WH marked
764	Spectrogram 1	1	28610.570942235	28610.570942235	436.464	436.464	67653638.220517232558.wav	BS			WH marked
765	Spectrogram 1	1	29694.453658710	29694.453658710	883.978	883.978	67653638.220517234058.wav	RS	Bark		WH marked
766	Spectrogram 1	1	36419.711277672	36419.711277672	646.409	646.409	67653638.220518013559.wav	RS	Bark		WH marked
767	Spectrogram 1	1	36415.308670865	36415.308670865	1093.923	1093.923	67653638.220518013559.wav	RS	Yelp		WH marked
768	Spectrogram 1	1	36416.626556455	36416.626556455	1055.249	1055.249	67653638.220518013559.wav	RS	Yelp		WH marked
769	Spectrogram 1	1	55242.429866200	55242.429866200	646.409	646.409	67653638.220518065059.wav	RS	Yelp		WH marked
770	Spectrogram 1	1	55494.920705290	55494.920705290	540.000	540.000	67653638.220518065059.wav	RS	Bark		WH marked
771	Spectrogram 1	1	77553.276611739	77553.276611739	303.867	303.867	67653638.220518130100.wav	RS	Bark		WH marked
