Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH
1306	Spectrogram 1	1	85581.258503433	85581.258503433	287.234	287.234	-100.91	23	RS	BARK			
1307	Spectrogram 1	1	85581.528252952	85581.528252952	223.404	223.404	-89.68	23	RS	BARK			
1308	Spectrogram 1	1	85683.309637903	85683.309637903	1457.447	1457.447	-109.69	23	BS				
1309	Spectrogram 1	1	85733.898207474	85733.898207474	414.894	414.894	-88.39	23	BS				
1310	Spectrogram 1	1	85792.691320364	85792.691320364	744.681	744.681	-95.21	23	BS				
1311	Spectrogram 1	1	85845.759301325	85845.759301325	1606.383	1606.383	-129.24	23	BS				
1312	Spectrogram 1	1	85897.579231019	85897.579231019	329.787	329.787	-103.30	23	BS				
1313	Spectrogram 1	1	85949.745111063	85949.745111063	1191.489	1191.489	-107.24	23	RS	YELP			
1314	Spectrogram 1	1	85949.860717999	85949.860717999	542.553	542.553	-125.03	23	RS	BARK			
1315	Spectrogram 1	1	85950.014860581	85950.014860581	1138.298	1138.298	-108.42	23	RS	YELP			
1316	Spectrogram 1	1	85950.448386593	85950.448386593	1148.936	1148.936	-100.86	23	RS	YELP			
1317	Spectrogram 1	1	85950.583261352	85950.583261352	531.915	531.915	-102.47	23	RS	BARK			
1318	Spectrogram 1	1	85950.326648088	85950.326648088	500.000	500.000	-102.59	23	RS	BARK			
1319	Spectrogram 1	1	85950.798709745	85950.923950593	180.851	276.596	-86.06	23	RS	BARK			
1320	Spectrogram 1	1	85950.981754061	85951.222601845	851.064	1148.936	-78.01	23	RS	YELP			
1321	Spectrogram 1	1	85951.222601845	85951.357476605	191.489	276.596	-86.90	23	RS	BARK			
1322	Spectrogram 1	1	85951.405646161	85951.569422655	1085.106	1265.957	-73.98	23	RS	YELP			
1323	Spectrogram 1	1	85951.704297414	85951.704297414	574.468	574.468	-87.85	23	RS	BARK			
1324	Spectrogram 1	1	85951.829538262	85951.829538262	925.532	925.532	-101.76	23	RS	YELP			
1325	Spectrogram 1	1	85951.945145198	85952.051118223	202.128	297.872	-78.76	23	RS	BARK			
1326	Spectrogram 1	1	85993.920980158	85993.920980158	1212.766	1212.766	-90.74	23	BS				
1327	Spectrogram 1	1	86098.287758359	86098.287758359	744.681	744.681	-100.96	23	BS				
1328	Spectrogram 1	1	86162.519678582	86162.519678582	1861.702	1861.702	-117.91	23	BS				
1329	Spectrogram 1	1	86230.441370637	86235.200522852	255.319	1031.915	-93.22	23	RS	?		4	Maybe barks? Not sure how we'll classify these
1330	Spectrogram 1	1	86302.128189656	86302.128189656	2255.319	2255.319	-113.59	23	BS				
1331	Spectrogram 1	1	86409.493759461	86412.509173719	21.277	340.426	-58.96	24	RS	GROWL		2	
1332	Spectrogram 1	1	86446.919749441	86446.919749441	925.532	925.532	-102.01	24	BS				
1333	Spectrogram 1	1	86653.321029464	86653.321029464	1234.043	1234.043	-109.37	24	BS				
1334	Spectrogram 1	1	86708.705529813	86708.705529813	585.106	585.106	-112.74	24	RS				
1335	Spectrogram 1	1	86709.148689736	86709.148689736	478.723	478.723	-112.15	24	RS	BARK			
1336	Spectrogram 1	1	86709.929036556	86709.929036556	776.596	776.596	-103.11	24	RS	YELP			
1337	Spectrogram 1	1	86717.915548853	86717.915548853	648.936	648.936	-115.66	24	RS	YELP			
1338	Spectrogram 1	1	86718.194932283	86718.194932283	478.723	478.723	-118.53	24	RS	BARK			
1339	Spectrogram 1	1	86718.512851358	86718.512851358	478.723	478.723	-102.62	24	RS	BARK			
1340	Spectrogram 1	1	86798.391981917	86798.391981917	265.957	265.957	-116.92	24	BS				
1341	Spectrogram 1	1	86860.440501579	86864.949172099	85.106	329.787	-88.20	24	?				?
1342	Spectrogram 1	1	86884.821304057	86884.821304057	1978.723	1978.723	-109.24	24	BS				
1343	Spectrogram 1	1	87038.082826431	87038.082826431	1010.638	1010.638	-102.65	24	BS				
1344	Spectrogram 1	1	87102.305988167	87102.305988167	2043.011	2043.011	-104.49	24	BS				
1345	Spectrogram 1	1	87117.059007522	87117.059007522	903.226	903.226	-116.94	24	RS	YELP			
1346	Spectrogram 1	1	87123.298273200	87123.298273200	161.290	161.290	-99.42	24	RS	GROWL			
1347	Spectrogram 1	1	87137.925163435	87137.925163435	967.742	967.742	-126.46	24	RS	YELP			
1348	Spectrogram 1	1	87139.534026633	87139.534026633	817.204	817.204	-117.58	24	RS	BARK			
1349	Spectrogram 1	1	87141.817263627	87141.817263627	827.957	827.957	-104.06	24	RS	BARK			
1350	Spectrogram 1	1	87142.713217385	87142.713217385	698.925	698.925	-109.06	24	RS	BARK			
1351	Spectrogram 1	1	87143.090704574	87143.090704574	1086.022	1086.022	-115.84	24	RS	YELP			
1352	Spectrogram 1	1	87143.158141954	87143.158141954	505.376	505.376	-109.83	24	RS	BARK			
1353	Spectrogram 1	1	87143.861417484	87144.082997445	763.441	1172.043	-92.81	24	RS	YELP			
1354	Spectrogram 1	1	87144.237140027	87144.237140027	612.903	612.903	-102.52	24	RS	BARK			
1355	Spectrogram 1	1	87145.528084150	87145.672592821	806.452	1311.828	-84.21	24	RS	YELP			
1356	Spectrogram 1	1	87145.662958910	87145.817101491	225.806	333.333	-84.12	24	RS	BARK			
1357	Spectrogram 1	1	87147.325225126	87147.325225126	1408.602	1408.602	-111.16	24	RS	YELP			
1358	Spectrogram 1	1	87147.594974493	87147.594974493	376.344	376.344	-114.77	24	RS	BARK			
1359	Spectrogram 1	1	87147.787652721	87147.951429214	752.688	1053.763	-84.72	24	RS	YELP			
1360	Spectrogram 1	1	87148.182643087	87148.182643087	279.570	279.570	-106.89	24	RS	BARK			
1361	Spectrogram 1	1	87148.394589137	87148.394589137	881.720	881.720	-108.12	24	RS	YELP			
1362	Spectrogram 1	1	87148.837749060	87148.837749060	462.366	462.366	-110.49	24	RS	BARK			
1363	Spectrogram 1	1	87148.991891642	87148.991891642	935.484	935.484	-100.03	24	RS	YELP			
1364	Spectrogram 1	1	87149.502488944	87149.704801083	784.946	1311.828	-83.86	24	RS	YELP			
1365	Spectrogram 1	1	87149.810774108	87149.810774108	354.839	354.839	-98.41	24	RS	BARK			
1366	Spectrogram 1	1	87150.678717879	87150.678717879	430.108	430.108	-94.92	24	RS	BARK			
1367	Spectrogram 1	1	87151.758589071	87151.758589071	1064.516	1064.516	-124.34	24	RS	YELP			
1368	Spectrogram 1	1	87151.999436855	87151.999436855	430.108	430.108	-112.16	24	RS	BARK			
1369	Spectrogram 1	1	87152.115043791	87152.115043791	1010.753	1010.753	-113.31	24	RS	YELP			
1370	Spectrogram 1	1	87152.529301980	87152.529301980	430.108	430.108	-109.03	24	RS	BARK			
1371	Spectrogram 1	1	87152.625641094	87152.625641094	956.989	956.989	-108.31	24	RS	YELP			
1372	Spectrogram 1	1	87153.039899283	87153.039899283	505.376	505.376	-111.21	24	RS	BARK			
1373	Spectrogram 1	1	87153.444523560	87153.444523560	1053.763	1053.763	-97.87	24	RS	YELP			
1374	Spectrogram 1	1	87153.791344370	87153.791344370	344.086	344.086	-95.97	24	RS	BARK			
1375	Spectrogram 1	1	87154.205602558	87154.369379052	96.774	161.290	-73.15	24	RS	BARK			
1376	Spectrogram 1	1	87154.597087292	87154.597087292	440.860	440.860	-107.78	24	RS	BARK			
1377	Spectrogram 1	1	87154.799399430	87154.799399430	956.989	956.989	-91.26	24	RS	YELP			
1378	Spectrogram 1	1	87155.117318506	87155.319630644	150.538	247.312	-74.22	24	RS	BARK			
1379	Spectrogram 1	1	87155.541210606	87155.541210606	516.129	516.129	-95.25	24	RS	BARK			
1380	Spectrogram 1	1	87155.801326213	87155.801326213	301.075	301.075	-103.70	24	RS	BARK			
1381	Spectrogram 1	1	87156.234852224	87156.234852224	397.849	397.849	-91.83	24	RS	BARK			
1382	Spectrogram 1	1	87157.940054536	87157.940054536	1043.011	1043.011	-98.56	24	RS	YELP			
1383	Spectrogram 1	1	87168.156384658	87168.156384658	1451.613	1451.613	-128.75	24	RS	YELP			
1384	Spectrogram 1	1	87169.013802770	87169.187213174	86.022	172.043	-73.25	24	RS	BARK			
1385	Spectrogram 1	1	87169.283552288	87169.283552288	827.957	827.957	-103.89	24	RS	YELP			
1386	Spectrogram 1	1	87169.601471363	87169.601471363	344.086	344.086	-95.38	24	RS	BARK			
1387	Spectrogram 1	1	87169.813417413	87169.813417413	1107.527	1107.527	-99.58	24	RS	YELP			
1388	Spectrogram 1	1	87170.237309514	87170.237309514	258.065	258.065	-100.87	24	RS	BARK			
1389	Spectrogram 1	1	87171.643860573	87171.643860573	408.602	408.602	-100.91	24	RS	BARK			
1390	Spectrogram 1	1	87172.135190053	87172.135190053	408.602	408.602	-108.39	24	RS	BARK			
1391	Spectrogram 1	1	87172.366403926	87172.366403926	817.204	817.204	-105.23	24	RS	YELP			
1392	Spectrogram 1	1	87172.520546508	87172.520546508	333.333	333.333	-97.05	24	RS	BARK			
1393	Spectrogram 1	1	87192.149219359	87192.149219359	903.226	903.226	-114.87	24	RS	YELP			
1395	Spectrogram 1	1	87222.503922665	87222.503922665	483.871	483.871	-108.49	24	RS	BARK			
1396	Spectrogram 1	1	87257.654555416	87257.654555416	354.839	354.839	-103.57	24	BS				
1397	Spectrogram 1	1	87330.066533856	87330.066533856	849.462	849.462	-92.86	24	?				?
1398	Spectrogram 1	1	87349.592721413	87349.592721413	741.935	741.935	-101.09	24	BS				
1399	Spectrogram 1	1	87396.611458241	87396.611458241	1881.720	1881.720	-126.74	24	BS				
1400	Spectrogram 1	1	87450.316134880	87450.316134880	408.602	408.602	-104.24	24	BS				
1401	Spectrogram 1	1	87547.501295821	87547.501295821	1322.581	1322.581	-117.47	24	BS				
1402	Spectrogram 1	1	87760.084914428	87760.084914428	1623.656	1623.656	-109.17	24	BS				
1403	Spectrogram 1	1	87869.162706069	87869.162706069	892.473	892.473	-102.34	24	BS				
1404	Spectrogram 1	1	87922.778039042	87922.778039042	247.312	247.312	-105.86	24	BS				
1405	Spectrogram 1	1	88037.666825700	88037.666825700	2247.312	2247.312	-116.08	24	BS				
1406	Spectrogram 1	1	88196.917126424	88196.917126424	408.602	408.602	-113.64	24	BS				
1407	Spectrogram 1	1	88243.913099036	88243.913099036	688.172	688.172	-92.06	24	BS				
1408	Spectrogram 1	1	88304.382530981	88304.382530981	1774.194	1774.194	-107.70	24	BS				
1409	Spectrogram 1	1	88444.290571451	88444.290571451	1365.591	1365.591	-127.83	24	BS				
1410	Spectrogram 1	1	88571.793630697	88571.793630697	333.333	333.333	-91.74	24	BS				
1411	Spectrogram 1	1	88675.354665977	88675.354665977	569.892	569.892	-120.26	24	BS				
1412	Spectrogram 1	1	88741.448567597	88741.448567597	1107.527	1107.527	-90.25	24	BS				
1413	Spectrogram 1	1	88868.555763359	88868.555763359	322.581	322.581	-111.08	24	BS				
1414	Spectrogram 1	1	88917.466245870	88917.466245870	1053.763	1053.763	-91.81	24	BS				
1415	Spectrogram 1	1	88963.672225222	88963.672225222	2612.903	2612.903	-124.04	24	BS				
1416	Spectrogram 1	1	89083.969147515	89083.969147515	1784.946	1784.946	-117.24	24	BS				
1417	Spectrogram 1	1	89235.020107532	89235.020107532	483.871	483.871	-99.93	24	BS				
1418	Spectrogram 1	1	89416.147282715	89416.147282715	1516.129	1516.129	-118.39	24	BS				
1419	Spectrogram 1	1	89574.833561644	89574.833561644	1634.409	1634.409	-96.29	24	BS				
1420	Spectrogram 1	1	89700.803091759	89700.803091759	924.731	924.731	-117.99	24	BS				
1421	Spectrogram 1	1	89856.081586051	89856.081586051	397.849	397.849	-110.20	24	BS				
1422	Spectrogram 1	1	89913.006636212	89913.006636212	1150.538	1150.538	-114.59	24	RS	YELP			
1423	Spectrogram 1	1	89916.378505191	89916.378505191	1430.108	1430.108	-98.15	24	BS				
1424	Spectrogram 1	1	89932.138708832	89932.138708832	1193.548	1193.548	-118.05	24	RS	YELP			
1425	Spectrogram 1	1	90070.427368100	90070.427368100	580.645	580.645	-110.13	25	BS				
1426	Spectrogram 1	1	90136.482727721	90136.482727721	967.742	967.742	-106.21	25	BS				
1427	Spectrogram 1	1	90190.876667630	90190.876667630	1451.613	1451.613	-109.65	25	BS				
1428	Spectrogram 1	1	90237.986494362	90237.986494362	376.344	376.344	-129.27	25	BS				
1429	Spectrogram 1	1	90322.400561022	90322.400561022	1720.430	1720.430	-124.56	25	BS				
1430	Spectrogram 1	1	90466.593929591	90466.593929591	483.871	483.871	-120.11	25	BS				
1431	Spectrogram 1	1	90535.176016848	90535.176016848	247.312	247.312	-85.09	25	BS				
1432	Spectrogram 1	1	90644.217881856	90644.217881856	1021.505	1021.505	-77.80	25	BS				
1433	Spectrogram 1	1	90725.475521981	90725.475521981	774.194	774.194	-105.84	25	BS				
1434	Spectrogram 1	1	90831.232243425	90831.232243425	2440.860	2440.860	-108.02	25	BS				
1435	Spectrogram 1	1	90888.134505518	90888.134505518	838.710	838.710	-101.46	25	BS				
1436	Spectrogram 1	1	91015.785585018	91015.785585018	397.849	397.849	-98.19	25	BS				
1437	Spectrogram 1	1	91109.617251877	91109.617251877	1731.183	1731.183	-112.92	25	BS				
1438	Spectrogram 1	1	91247.306852534	91247.306852534	1333.333	1333.333	-111.17	25	BS				
1439	Spectrogram 1	1	91380.335394865	91380.335394865	311.828	311.828	-113.93	25	BS				
1440	Spectrogram 1	1	91464.277433937	91464.277433937	1892.473	1892.473	-102.20	25	BS				
1441	Spectrogram 1	1	91630.765427629	91630.765427629	569.892	569.892	-118.76	25	BS				
1442	Spectrogram 1	1	91704.225765236	91704.225765236	1881.720	1881.720	-102.55	25	BS				
1443	Spectrogram 1	1	91800.884545091	91800.884545091	1698.925	1698.925	-107.93	25	BS				
1444	Spectrogram 1	1	91850.531589567	91850.531589567	247.312	247.312	-102.23	25	BS				
1445	Spectrogram 1	1	91916.792748482	91916.792748482	709.677	709.677	-123.16	25	BS				
1446	Spectrogram 1	1	91938.704658903	91938.704658903	322.581	322.581	-108.93	25	BS				
1447	Spectrogram 1	1	92031.713062585	92031.713062585	451.613	451.613	-95.05	25	BS				
1448	Spectrogram 1	1	92091.240997152	92091.240997152	1172.043	1172.043	-107.54	25	BS				
1449	Spectrogram 1	1	92153.187919880	92153.187919880	1000.000	1000.000	-97.90	25	BS				
1450	Spectrogram 1	1	92228.399864184	92228.399864184	731.183	731.183	-107.25	25	BS				
1451	Spectrogram 1	1	92315.652457185	92315.652457185	2086.022	2086.022	-107.75	25	BS				
1452	Spectrogram 1	1	92479.440320520	92479.440320520	881.720	881.720	-110.28	25	BS				
1453	Spectrogram 1	1	92565.160229613	92565.160229613	1322.581	1322.581	-127.18	25	BS				
1454	Spectrogram 1	1	92608.922735180	92608.922735180	354.839	354.839	-87.95	25	BS				
1455	Spectrogram 1	1	92698.848287449	92698.848287449	1430.108	1430.108	-117.21	25	BS				
1456	Spectrogram 1	1	92751.889971070	92751.889971070	537.634	537.634	-123.79	25	BS				
1457	Spectrogram 1	1	92845.226810321	92845.226810321	1677.419	1677.419	-95.60	25	BS				
1458	Spectrogram 1	1	93001.890850625	93001.890850625	1913.978	1913.978	-131.76	25	BS				
1459	Spectrogram 1	1	93099.648762968	93099.648762968	795.699	795.699	-107.93	25	BS				
1460	Spectrogram 1	1	93111.909250304	93111.909250304	182.796	182.796	-107.48	25	RS	GROWL			Growl
1461	Spectrogram 1	1	93113.026784023	93113.026784023	193.548	193.548	-90.76	25	RS	GROWL			Growl
1462	Spectrogram 1	1	93185.827612651	93185.827612651	1161.290	1161.290	-111.68	25	BS				
1463	Spectrogram 1	1	93265.488683494	93265.488683494	376.344	376.344	-106.91	25	RS	GROWL			RS growl
1464	Spectrogram 1	1	93266.500244188	93266.500244188	258.065	258.065	-101.03	25	RS	GROWL			RS growl
1465	Spectrogram 1	1	93267.895402571	93267.895402571	258.065	258.065	-102.17	25	RS	GROWL			RS growl
1466	Spectrogram 1	1	93359.235402183	93359.235402183	333.333	333.333	-109.56	25	BS				
1467	Spectrogram 1	1	93418.687999797	93418.687999797	666.667	666.667	-100.96	25	BS				
1468	Spectrogram 1	1	93501.176194661	93501.176194661	784.946	784.946	-146.20	25	BS				
1469	Spectrogram 1	1	93527.220156214	93527.220156214	225.806	225.806	-90.38	25	BS				
1470	Spectrogram 1	1	93609.688189925	93609.688189925	1881.720	1881.720	-128.84	26	BS				
1471	Spectrogram 1	1	93778.811484052	93778.811484052	817.204	817.204	-111.21	26	BS				
1472	Spectrogram 1	1	93796.348729287	93796.348729287	752.688	752.688	-108.09	26	BS				
1473	Spectrogram 1	1	93916.336455309	93916.336455309	333.333	333.333	-105.41	26	BS				
1474	Spectrogram 1	1	94000.036748648	94000.036748648	2086.022	2086.022	-110.83	26	BS				
1475	Spectrogram 1	1	94169.074243431	94169.074243431	2161.290	2161.290	-134.67	26	BS				
1476	Spectrogram 1	1	94190.874035401	94190.874035401	387.097	387.097	-119.32	26	BS				
1477	Spectrogram 1	1	94320.534205147	94320.534205147	580.645	580.645	-114.92	26	BS				
1478	Spectrogram 1	1	94470.514952715	94470.514952715	387.097	387.097	-121.88	26	BS				
1479	Spectrogram 1	1	94525.556987556	94525.556987556	1311.828	1311.828	-111.64	26	BS				
1480	Spectrogram 1	1	94568.892073849	94568.892073849	763.441	763.441	-96.89	26	BS				
1481	Spectrogram 1	1	94603.773838459	94603.773838459	903.226	903.226	-128.78	26	RS	YELP			
1482	Spectrogram 1	1	94604.958809558	94604.958809558	1204.301	1204.301	-132.90	26	RS	YELP			
1483	Spectrogram 1	1	94608.504088941	94608.504088941	860.215	860.215	-118.45	26	RS	YELP			
1484	Spectrogram 1	1	94620.699731167	94620.699731167	247.312	247.312	-88.72	26	BS				
1485	Spectrogram 1	1	94703.768592248	94703.768592248	1419.355	1419.355	-112.19	26	BS				
1486	Spectrogram 1	1	94887.517049199	94887.517049199	1139.785	1139.785	-114.40	26	RS	YELP			
1487	Spectrogram 1	1	94928.973504927	94928.973504927	1946.237	1946.237	-105.81	26	BS				
1488	Spectrogram 1	1	95025.783828972	95025.783828972	430.108	430.108	-113.78	26	BS				
1489	Spectrogram 1	1	95089.863351116	95089.863351116	946.237	946.237	-112.03	26	BS				
1490	Spectrogram 1	1	95131.451187868	95131.682401741	881.720	1129.032	-93.26	26	RS	YELP			
1491	Spectrogram 1	1	95134.813422935	95134.813422935	956.989	956.989	-121.75	26	RS	YELP			
1492	Spectrogram 1	1	95250.398464620	95250.398464620	1913.978	1913.978	-125.69	26	BS				
1493	Spectrogram 1	1	95372.024847575	95372.024847575	301.075	301.075	-96.91	26	BS				
1494	Spectrogram 1	1	95464.003290135	95464.003290135	1935.484	1935.484	-115.00	26	BS				
1495	Spectrogram 1	1	95468.930606205	95468.930606205	1215.054	1215.054	-109.24	26	RS	YELP			
1496	Spectrogram 1	1	95535.967748377	95535.967748377	1473.118	1473.118	-110.96	26	RS	YELP			
1497	Spectrogram 1	1	95573.061791782	95573.061791782	1043.011	1043.011	-124.20	26	RS	YELP			
1498	Spectrogram 1	1	95617.483775774	95617.483775774	1236.559	1236.559	-94.51	26	BS				
1499	Spectrogram 1	1	95736.410899406	95736.410899406	935.484	935.484	-105.09	26	BS				
1500	Spectrogram 1	1	95768.774698908	95768.774698908	2096.774	2096.774	-125.06	26	BS				
1501	Spectrogram 1	1	95794.984200339	95794.984200339	430.108	430.108	-114.41	26	BS				
1502	Spectrogram 1	1	95811.322439642	95811.322439642	989.247	989.247	-109.86	26	RS	YELP			
1503	Spectrogram 1	1	95812.218393399	95812.218393399	838.710	838.710	-114.25	26	RS	YELP			
1504	Spectrogram 1	1	95861.499343293	95861.499343293	365.591	365.591	-87.85	26	BS				
1505	Spectrogram 1	1	95905.569257265	95905.569257265	870.968	870.968	-116.60	26	BS				
1506	Spectrogram 1	1	96030.241691127	96030.241691127	1989.247	1989.247	-125.05	26	BS				
1507	Spectrogram 1	1	96117.668558009	96117.668558009	322.581	322.581	-105.01	26	BS				
1508	Spectrogram 1	1	96169.518275083	96169.518275083	1903.226	1903.226	-110.94	26	BS				
1509	Spectrogram 1	1	96282.752648747	96282.752648747	2000.000	2000.000	-135.24	26	BS				
1510	Spectrogram 1	1	96310.711128108	96310.711128108	311.828	311.828	-104.95	26	BS				
1511	Spectrogram 1	1	96435.345910991	96435.345910991	2032.258	2032.258	-121.83	26	BS				
1512	Spectrogram 1	1	96472.278822315	96472.278822315	752.688	752.688	-111.36	26	BS				
1513	Spectrogram 1	1	96481.480074212	96481.480074212	870.968	870.968	-119.30	26	BS				
1514	Spectrogram 1	1	96499.583095612	96499.583095612	2021.505	2021.505	-115.84	26	BS				
1515	Spectrogram 1	1	96515.846010841	96515.846010841	1451.613	1451.613	-121.47	26	BS				
1516	Spectrogram 1	1	96563.631085467	96563.631085467	1268.817	1268.817	-94.18	26	BS				
1517	Spectrogram 1	1	96588.022400925	96588.022400925	387.097	387.097	-127.76	26	BS				
1518	Spectrogram 1	1	96627.989991041	96627.989991041	1236.559	1236.559	-112.27	26	BS				
1519	Spectrogram 1	1	96645.770691114	96645.770691114	2129.032	2129.032	-111.88	26	BS				
1520	Spectrogram 1	1	96701.968801269	96701.968801269	860.215	860.215	-117.76	26	BS				
1521	Spectrogram 1	1	96800.429128326	96800.429128326	387.097	387.097	-106.68	26	BS				
1522	Spectrogram 1	1	96819.971078073	96819.971078073	290.323	290.323	-107.30	26	BS				
1523	Spectrogram 1	1	96822.225413333	96822.225413333	774.194	774.194	-115.01	26	BS				
1524	Spectrogram 1	1	96833.511098378	96833.511098378	193.548	193.548	-96.75	26	RS	BARK			Bark
1525	Spectrogram 1	1	96847.424224530	96847.424224530	1161.290	1161.290	-107.61	26	BS				
1526	Spectrogram 1	1	96864.626004274	96864.626004274	1408.602	1408.602	-118.61	26	BS				
1527	Spectrogram 1	1	96876.002776562	96876.002776562	645.161	645.161	-125.23	26	BS				
1528	Spectrogram 1	1	96893.056551241	96893.056551241	1387.097	1387.097	-120.18	26	BS				
1529	Spectrogram 1	1	96895.782948158	96895.782948158	2075.269	2075.269	-119.37	26	BS				
1530	Spectrogram 1	1	96949.626859829	96949.626859829	247.312	247.312	-102.31	26	BS				
1531	Spectrogram 1	1	96999.569084220	96999.569084220	1978.495	1978.495	-111.34	26	BS				
1532	Spectrogram 1	1	97144.995601127	97144.995601127	1655.914	1655.914	-119.54	26	BS				
1533	Spectrogram 1	1	97151.198966300	97151.198966300	537.634	537.634	-121.84	26	BS				
1534	Spectrogram 1	1	97172.989997477	97172.989997477	731.183	731.183	-115.75	26	RS	YELP			
1535	Spectrogram 1	1	97245.572748488	97245.572748488	2075.269	2075.269	-126.30	27	BS				
1536	Spectrogram 1	1	97256.126259558	97256.126259558	1010.753	1010.753	-109.57	27	BS				
1537	Spectrogram 1	1	97269.097891620	97269.097891620	1483.871	1483.871	-110.30	27	BS				
1538	Spectrogram 1	1	97268.145880564	97268.145880564	1215.054	1215.054	-119.56	27	RS	YELP			
1539	Spectrogram 1	1	97294.766136175	97294.766136175	164.179	164.179	-96.64	27	?				?
1540	Spectrogram 1	1	97328.767702343	97328.767702343	1666.667	1666.667	-133.20	27	RS	YELP			
1541	Spectrogram 1	1	97343.317539764	97343.317539764	1655.914	1655.914	-113.36	27	RS	YELP			
1542	Spectrogram 1	1	97346.573801807	97346.573801807	2430.108	2430.108	-121.31	27	BS				
1543	Spectrogram 1	1	97529.708323659	97529.708323659	1849.462	1849.462	-120.39	27	BS				
1544	Spectrogram 1	1	97671.444177659	97671.444177659	892.473	892.473	-119.72	27	BS				
1545	Spectrogram 1	1	97687.569594503	97687.569594503	2161.290	2161.290	-123.67	27	BS				
1546	Spectrogram 1	1	97710.386213300	97710.386213300	978.495	978.495	-108.32	27	BS				
1547	Spectrogram 1	1	97723.286895421	97723.286895421	1279.570	1279.570	-111.61	27	BS				
1548	Spectrogram 1	1	97784.313345049	97784.313345049	225.806	225.806	-114.23	27	RS	GROWL			Growl
1549	Spectrogram 1	1	97824.802036837	97824.802036837	397.849	397.849	-124.67	27	BS				
1550	Spectrogram 1	1	97834.917643144	97834.917643144	677.419	677.419	-107.46	27	BS				
1551	Spectrogram 1	1	97941.426670490	97941.426670490	698.925	698.925	-100.14	27	BS				
1552	Spectrogram 1	1	97980.162860868	97980.162860868	2118.280	2118.280	-116.09	27	BS				
1553	Spectrogram 1	1	97995.626185934	97995.626185934	774.194	774.194	-113.53	27	BS				
1554	Spectrogram 1	1	98021.537026875	98021.537026875	1301.075	1301.075	-121.06	27	BS				
1555	Spectrogram 1	1	98040.753176452	98040.753176452	580.645	580.645	-120.81	27	BS				
1556	Spectrogram 1	1	98118.984913766	98118.984913766	1172.043	1172.043	-129.75	27	BS				
1557	Spectrogram 1	1	98148.436652049	98148.436652049	2344.086	2344.086	-138.88	27	BS				
1558	Spectrogram 1	1	98170.020975818	98170.020975818	1172.043	1172.043	-117.92	27	BS				
1559	Spectrogram 1	1	98278.119595250	98278.119595250	279.570	279.570	-107.96	27	BS				
1560	Spectrogram 1	1	98346.059711459	98346.059711459	258.065	258.065	-114.36	27	RS	GROWL			Growl
1561	Spectrogram 1	1	98358.781724376	98358.781724376	1913.978	1913.978	-108.76	27	BS				
1562	Spectrogram 1	1	98412.574863652	98412.574863652	806.452	806.452	-95.98	27	BS				
1563	Spectrogram 1	1	98437.898024100	98437.898024100	1688.172	1688.172	-106.67	27	BS				
1564	Spectrogram 1	1	98453.209813638	98453.209813638	827.957	827.957	-112.63	27	BS				
1565	Spectrogram 1	1	98472.126435554	98472.126435554	526.882	526.882	-111.38	27	BS				
1566	Spectrogram 1	1	98513.596915843	98513.596915843	193.548	193.548	-116.60	27	RS	GROWL			Growl
1567	Spectrogram 1	1	98516.679767481	98516.679767481	193.548	193.548	-116.68	27	RS	GROWL			Growl
1568	Spectrogram 1	1	98537.199997436	98537.199997436	387.097	387.097	-105.30	27	BS				
1569	Spectrogram 1	1	98579.597101221	98579.597101221	903.226	903.226	-118.29	27	BS				
1570	Spectrogram 1	1	98667.790302664	98667.790302664	322.581	322.581	-98.12	27	BS				
1571	Spectrogram 1	1	98677.664184779	98677.664184779	494.624	494.624	-123.97	27	BS				
1572	Spectrogram 1	1	98787.318245983	98787.318245983	1086.022	1086.022	-100.98	27	BS				
1573	Spectrogram 1	1	98820.901170187	98820.901170187	1376.344	1376.344	-121.32	27	BS				
1574	Spectrogram 1	1	98850.281977986	98850.281977986	2580.645	2580.645	-126.32	27	BS				
1575	Spectrogram 1	1	98874.665403110	98874.665403110	892.473	892.473	-108.07	27	BS				
1576	Spectrogram 1	1	98887.348890950	98887.348890950	236.559	236.559	-94.19	27	BS				
1577	Spectrogram 1	1	98926.319826015	98926.319826015	387.097	387.097	-118.92	27	BS				
1578	Spectrogram 1	1	98946.718318446	98946.718318446	2193.548	2193.548	-125.50	27	BS				
1579	Spectrogram 1	1	98978.005759667	98978.005759667	1397.849	1397.849	-146.68	27	BS				
1580	Spectrogram 1	1	98995.005227272	98995.005227272	397.849	397.849	-117.72	27	BS				
1581	Spectrogram 1	1	99063.381464647	99063.381464647	795.699	795.699	-120.07	27	BS				
1582	Spectrogram 1	1	99085.480794847	99085.480794847	268.817	268.817	-104.46	27	BS				
1583	Spectrogram 1	1	99099.955313793	99099.955313793	946.237	946.237	-123.46	27	BS				
1584	Spectrogram 1	1	99110.183015454	99110.183015454	1268.817	1268.817	-96.22	27	BS				
1585	Spectrogram 1	1	99144.366747796	99144.366747796	1526.882	1526.882	-125.07	27	BS				
1586	Spectrogram 1	1	99247.496034712	99247.496034712	1903.226	1903.226	-129.19	27	BS				
1587	Spectrogram 1	1	99370.135724823	99370.135724823	376.344	376.344	-106.86	27	BS				
