Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
4616	Spectrogram 1	1	229119.605757496	229119.605757496	819.149	819.149	67145740.220520095344.wav	63		RS	YELP			
4617	Spectrogram 1	1	229148.489970086	229148.489970086	808.511	808.511	67145740.220520095344.wav	63		RS	YELP			
4618	Spectrogram 1	1	229157.488928253	229165.128619967	531.915	1148.936	67145740.220520095344.wav	63		RS	YELP		5	
4619	Spectrogram 1	1	229174.159969821	229174.159969821	872.340	872.340	67145740.220520095344.wav	63		RS	YELP			
4620	Spectrogram 1	1	229177.512570976	229177.512570976	2000.000	2000.000	67145740.220520095344.wav	63		BS				
4621	Spectrogram 1	1	229204.332501929	229204.332501929	308.511	308.511	67145740.220520095344.wav	63		BS				
4622	Spectrogram 1	1	229253.701928319	229253.701928319	744.681	744.681	67145740.220520095844.wav	63		BS				
4623	Spectrogram 1	1	229392.109702241	229392.109702241	372.340	372.340	67145740.220520095844.wav	63		BS				
4624	Spectrogram 1	1	229436.697193371	229436.697193371	1904.255	1904.255	67145740.220520095844.wav	63		BS				
4625	Spectrogram 1	1	229557.912814127	229557.912814127	1319.149	1319.149	67145740.220520100344.wav	63		RS	YELP			
4626	Spectrogram 1	1	229578.754472079	229578.754472079	1489.362	1489.362	67145740.220520100344.wav	63		BS				
4627	Spectrogram 1	1	229634.237913399	229634.237913399	234.043	234.043	67145740.220520100344.wav	63		RS	GROWL?			RS growl?
4628	Spectrogram 1	1	229652.099171917	229652.099171917	765.957	765.957	67145740.220520100344.wav	63		BS				
4629	Spectrogram 1	1	229672.025625790	229672.025625790	1776.596	1776.596	67145740.220520100344.wav	63		BS				
4630	Spectrogram 1	1	229685.383481250	229685.383481250	1085.106	1085.106	67145740.220520100344.wav	63		RS	YELP			
4631	Spectrogram 1	1	229689.593500517	229689.593500517	1212.766	1212.766	67145740.220520100344.wav	63		RS	YELP			
4632	Spectrogram 1	1	229700.958887408	229700.958887408	287.234	287.234	67145740.220520100344.wav	63		BS				
4633	Spectrogram 1	1	229748.323570947	229748.323570947	1904.255	1904.255	67145740.220520100344.wav	63		BS				
4634	Spectrogram 1	1	229852.420618107	229852.420618107	521.277	521.277	67145740.220520100844.wav	63		BS				
4635	Spectrogram 1	1	229916.287315132	229916.287315132	2085.106	2085.106	67145740.220520100844.wav	63		BS				
4636	Spectrogram 1	1	230016.715586045	230016.715586045	468.085	468.085	67145740.220520100844.wav	63		BS				
4637	Spectrogram 1	1	230151.214611182	230151.214611182	340.426	340.426	67145740.220520101344.wav	63		BS				
4638	Spectrogram 1	1	230189.713471307	230189.713471307	797.872	797.872	67145740.220520101344.wav	63		BS				
4639	Spectrogram 1	1	230220.081301628	230220.081301628	1542.553	1542.553	67145740.220520101344.wav	63		BS				
4640	Spectrogram 1	1	230261.187464579	230261.187464579	297.872	297.872	67145740.220520101344.wav	63		BS				
4641	Spectrogram 1	1	230318.948900666	230318.948900666	1989.362	1989.362	67145740.220520101344.wav	63		BS				
4642	Spectrogram 1	1	230457.911941008	230457.911941008	382.979	382.979	67145740.220520101844.wav	64		BS				
4643	Spectrogram 1	1	230492.258573435	230492.258573435	1010.638	1010.638	67145740.220520101844.wav	64		BS				
4644	Spectrogram 1	1	230551.114763430	230551.114763430	1053.191	1053.191	67145740.220520101844.wav	64		BS				
4645	Spectrogram 1	1	230557.255075925	230557.255075925	265.957	265.957	67145740.220520101844.wav	64		?				?
4646	Spectrogram 1	1	230565.285391558	230565.285391558	2691.489	2691.489	67145740.220520101844.wav	64		BS				
4647	Spectrogram 1	1	230646.210247963	230646.210247963	340.426	340.426	67145740.220520101844.wav	64		BS				
4648	Spectrogram 1	1	230666.344239106	230666.344239106	723.404	723.404	67145740.220520101844.wav	64		BS				
4649	Spectrogram 1	1	230691.217240893	230691.217240893	1042.553	1042.553	67145740.220520101844.wav	64		BS				
4650	Spectrogram 1	1	230709.884257522	230709.884257522	1297.872	1297.872	67145740.220520101844.wav	64		BS				
4651	Spectrogram 1	1	230720.534993353	230720.534993353	287.234	287.234	67145740.220520102344.wav	64		BS				
4652	Spectrogram 1	1	230736.042970040	230736.042970040	744.681	744.681	67145740.220520102344.wav	64		BS				
4653	Spectrogram 1	1	230731.146313841	230731.146313841	2819.149	2819.149	67145740.220520102344.wav	64		BS				
4654	Spectrogram 1	1	230746.056093138	230746.056093138	1117.021	1117.021	67145740.220520102344.wav	64		BS				
4655	Spectrogram 1	1	230753.090591385	230753.090591385	1500.000	1500.000	67145740.220520102344.wav	64		BS				
4656	Spectrogram 1	1	230758.456680016	230758.456680016	382.979	382.979	67145740.220520102344.wav	64		BS				
4657	Spectrogram 1	1	230767.655321166	230767.655321166	1648.936	1648.936	67145740.220520102344.wav	64		BS				
4658	Spectrogram 1	1	230806.165568019	230806.165568019	297.872	297.872	67145740.220520102344.wav	64		BS				
4659	Spectrogram 1	1	230853.226339547	230853.226339547	2191.489	2191.489	67145740.220520102344.wav	64		BS				
4660	Spectrogram 1	1	231011.956421586	231011.956421586	1117.021	1117.021	67145740.220520102344.wav	64		BS				
4661	Spectrogram 1	1	231114.791416465	231114.791416465	150.538	150.538	67145740.220520102844.wav	64		?				?
4662	Spectrogram 1	1	231158.003885184	231158.003885184	462.366	462.366	67145740.220520102844.wav	64		BS				
4663	Spectrogram 1	1	231168.465447443	231168.465447443	1290.323	1290.323	67145740.220520102844.wav	64		RS	YELP			
4664	Spectrogram 1	1	231208.740452315	231208.740452315	1881.720	1881.720	67145740.220520102844.wav	64		BS				
4665	Spectrogram 1	1	231236.135787395	231236.135787395	967.742	967.742	67145740.220520102844.wav	64		BS				
4666	Spectrogram 1	1	231254.393800995	231254.393800995	1139.785	1139.785	67145740.220520102844.wav	64		BS				
4667	Spectrogram 1	1	231287.434618705	231287.434618705	333.333	333.333	67145740.220520102844.wav	64		BS				
4668	Spectrogram 1	1	231339.477004768	231339.477004768	634.409	634.409	67145740.220520103344.wav	64		BS				
4669	Spectrogram 1	1	231396.359116052	231396.359116052	731.183	731.183	67145740.220520103344.wav	64		BS				
4670	Spectrogram 1	1	231419.066228699	231419.066228699	2204.301	2204.301	67145740.220520103344.wav	64		BS				
4671	Spectrogram 1	1	231832.259455971	231832.259455971	720.430	720.430	67145740.220520103844.wav	64		BS				
4672	Spectrogram 1	1	231890.404489342	231890.404489342	1795.699	1795.699	67145740.220520103844.wav	64		BS				
4673	Spectrogram 1	1	232005.423746952	232005.423746952	440.860	440.860	67145740.220520104344.wav	64		BS				
4674	Spectrogram 1	1	232054.089894523	232054.089894523	731.183	731.183	67145740.220520104344.wav	64		BS				
4675	Spectrogram 1	1	232112.584379662	232112.584379662	1258.065	1258.065	67145740.220520104344.wav	64		BS				
4676	Spectrogram 1	1	232151.295190457	232151.295190457	2290.323	2290.323	67145740.220520104344.wav	64		BS				
4677	Spectrogram 1	1	232227.976735210	232227.976735210	365.591	365.591	67145740.220520104844.wav	64		BS				
4678	Spectrogram 1	1	232252.452120696	232252.452120696	1440.860	1440.860	67145740.220520104844.wav	64		BS				
4679	Spectrogram 1	1	232301.571062102	232301.571062102	881.720	881.720	67145740.220520104844.wav	64		BS				
4680	Spectrogram 1	1	232328.641465511	232328.641465511	935.484	935.484	67145740.220520104844.wav	64		BS				
4681	Spectrogram 1	1	232334.834311126	232337.791921916	827.957	2021.505	67145740.220520104844.wav	64		RS	YELP		3	
4682	Spectrogram 1	1	232411.354741350	232411.354741350	344.086	344.086	67145740.220520104844.wav	64		BS				
4683	Spectrogram 1	1	232441.994960983	232441.994960983	1268.817	1268.817	67145740.220520104844.wav	64		BS				
4684	Spectrogram 1	1	232496.491365220	232496.491365220	1021.505	1021.505	67145740.220520104844.wav	64		BS				
4685	Spectrogram 1	1	232505.819613441	232515.819613441	870.968	1440.860	67145740.220520104844.wav	64		RS	YELP		4	
4686	Spectrogram 1	1	232531.330209485	232531.330209485	2032.258	2032.258	67145740.220520105345.wav	64		BS				
4687	Spectrogram 1	1	232549.941172173	232549.941172173	408.602	408.602	67145740.220520105345.wav	64		BS				
4688	Spectrogram 1	1	232548.412006200	232548.412006200	1150.538	1150.538	67145740.220520105345.wav	64		RS	YELP			
4689	Spectrogram 1	1	232550.560368435	232550.560368435	1204.301	1204.301	67145740.220520105345.wav	64		RS	YELP			
4690	Spectrogram 1	1	232551.764607356	232551.764607356	978.495	978.495	67145740.220520105345.wav	64		RS	YELP			
4691	Spectrogram 1	1	232560.891417187	232560.891417187	1086.022	1086.022	67145740.220520105345.wav	64		BS				
4692	Spectrogram 1	1	232586.677906215	232586.677906215	301.075	301.075	67145740.220520105345.wav	64		BS				
4693	Spectrogram 1	1	232598.226342041	232598.226342041	1096.774	1096.774	67145740.220520105345.wav	64		BS				
4694	Spectrogram 1	1	232626.300424836	232626.300424836	1483.871	1483.871	67145740.220520105345.wav	64		RS	YELP			
4695	Spectrogram 1	1	232645.968498630	232645.968498630	2150.538	2150.538	67145740.220520105345.wav	64		BS				
4696	Spectrogram 1	1	232820.413248246	232820.413248246	2075.269	2075.269	67145740.220520105845.wav	64		BS				
4697	Spectrogram 1	1	232978.235108771	232978.235108771	247.312	247.312	67145740.220520105845.wav	64		BS				
4698	Spectrogram 1	1	232984.853605881	232984.853605881	881.720	881.720	67145740.220520105845.wav	64		BS				
4699	Spectrogram 1	1	233025.087444502	233025.087444502	440.860	440.860	67145740.220520105845.wav	64		BS				
4700	Spectrogram 1	1	233050.233698151	233050.233698151	2634.409	2634.409	67145740.220520105845.wav	64		BS				
4701	Spectrogram 1	1	233070.233696892	233070.233696892	903.226	903.226	67145740.220520105845.wav	64		BS				
4702	Spectrogram 1	1	233107.391693810	233107.391693810	376.344	376.344	67145740.220520105845.wav	64		BS				
4703	Spectrogram 1	1	233159.282575755	233159.282575755	1623.656	1623.656	67145740.220520110345.wav	64		BS				
4704	Spectrogram 1	1	233219.550568680	233219.550568680	1462.366	1462.366	67145740.220520110345.wav	64		BS				
4705	Spectrogram 1	1	233317.477528269	233317.477528269	225.806	225.806	67145740.220520110345.wav	64		BS				
4706	Spectrogram 1	1	233336.883731468	233336.883731468	236.559	236.559	67145740.220520110345.wav	64		RS	GROWL			RS growl
4707	Spectrogram 1	1	233372.824351881	233372.824351881	1129.032	1129.032	67145740.220520110345.wav	64		BS				
4708	Spectrogram 1	1	233413.066070266	233413.066070266	473.118	473.118	67145740.220520110345.wav	64		BS				
4709	Spectrogram 1	1	233427.415323938	233427.415323938	225.806	225.806	67145740.220520110845.wav	64		BS				
4710	Spectrogram 1	1	233510.853782518	233510.853782518	397.849	397.849	67145740.220520110845.wav	64		BS				
4711	Spectrogram 1	1	233546.106875733	233546.106875733	2118.280	2118.280	67145740.220520110845.wav	64		BS				
4712	Spectrogram 1	1	233637.963601330	233637.963601330	1086.022	1086.022	67145740.220520110845.wav	64		BS				
4713	Spectrogram 1	1	233640.998283411	233640.998283411	2118.280	2118.280	67145740.220520110845.wav	64		BS				
4714	Spectrogram 1	1	233786.086735278	233786.086735278	838.710	838.710	67145740.220520111345.wav	64		BS				
4715	Spectrogram 1	1	233800.348413289	233800.348413289	1634.409	1634.409	67145740.220520111345.wav	64		BS				
4716	Spectrogram 1	1	233853.535491227	233853.535491227	2086.022	2086.022	67145740.220520111345.wav	64		BS				
4717	Spectrogram 1	1	233889.633778107	233889.633778107	946.237	946.237	67145740.220520111345.wav	64		BS				
4718	Spectrogram 1	1	233917.813842048	233917.813842048	1387.097	1387.097	67145740.220520111345.wav	64		BS				
4719	Spectrogram 1	1	234123.115094120	234123.115094120	774.194	774.194	67145740.220520111845.wav	65		BS				
4720	Spectrogram 1	1	234144.262401433	234144.262401433	279.570	279.570	67145740.220520111845.wav	65		BS				
4721	Spectrogram 1	1	234222.856760435	234222.856760435	1795.699	1795.699	67145740.220520111845.wav	65		RS	YELP			
4722	Spectrogram 1	1	234268.557399604	234268.557399604	1731.183	1731.183	67145740.220520111845.wav	65		BS				
4723	Spectrogram 1	1	234318.206196896	234318.206196896	666.667	666.667	67145740.220520112345.wav	65		BS				
4724	Spectrogram 1	1	234377.340903151	234377.340903151	451.613	451.613	67145740.220520112345.wav	65		BS				
4725	Spectrogram 1	1	234430.882664516	234430.882664516	763.441	763.441	67145740.220520112345.wav	65		BS				
4726	Spectrogram 1	1	234459.455103457	234459.455103457	2139.785	2139.785	67145740.220520112345.wav	65		BS				
4727	Spectrogram 1	1	234541.057839696	234541.057839696	2010.753	2010.753	67145740.220520112345.wav	65		BS				
4728	Spectrogram 1	1	234565.232827063	234565.232827063	1387.097	1387.097	67145740.220520112345.wav	65		BS				
4729	Spectrogram 1	1	234608.266626929	234608.266626929	2537.634	2537.634	67145740.220520112345.wav	65		BS				
4730	Spectrogram 1	1	234691.247879258	234691.247879258	1924.731	1924.731	67145740.220520112845.wav	65		BS				
4731	Spectrogram 1	1	234708.988290868	234708.988290868	483.871	483.871	67145740.220520112845.wav	65		BS				
4732	Spectrogram 1	1	234733.835911743	234733.835911743	1634.409	1634.409	67145740.220520112845.wav	65		BS				
4733	Spectrogram 1	1	234875.390471359	234875.390471359	365.591	365.591	67145740.220520112845.wav	65		BS				
4734	Spectrogram 1	1	234897.936448636	234897.936448636	1268.817	1268.817	67145740.220520112845.wav	65		BS				
4735	Spectrogram 1	1	235003.598555662	235003.598555662	247.312	247.312	67145740.220520113345.wav	65		RS	GROWL			RS growl
4736	Spectrogram 1	1	235024.658287943	235024.658287943	430.108	430.108	67145740.220520113345.wav	65		BS				
4737	Spectrogram 1	1	235100.507836497	235100.507836497	1655.914	1655.914	67145740.220520113345.wav	65		BS				
4738	Spectrogram 1	1	235170.896696488	235170.896696488	2000.000	2000.000	67145740.220520113345.wav	65		BS				
4739	Spectrogram 1	1	235215.154879506	235215.154879506	376.344	376.344	67145740.220520113345.wav	65		BS				
4740	Spectrogram 1	1	235227.560720915	235227.560720915	1279.570	1279.570	67145740.220520113845.wav	65		RS	YELP			
4741	Spectrogram 1	1	235228.880566773	235228.880566773	881.720	881.720	67145740.220520113845.wav	65		RS	YELP			
4742	Spectrogram 1	1	235234.391164075	235234.391164075	150.538	150.538	67145740.220520113845.wav	65		?				? - maybe RS growl
4743	Spectrogram 1	1	235288.487328736	235288.487328736	1010.753	1010.753	67145740.220520113845.wav	65		BS				
4744	Spectrogram 1	1	235308.084452727	235308.084452727	290.323	290.323	67145740.220520113845.wav	65		BS				
4745	Spectrogram 1	1	235321.440564836	235321.440564836	1967.742	1967.742	67145740.220520113845.wav	65		BS				
4746	Spectrogram 1	1	235386.806661994	235386.806661994	1473.118	1473.118	67145740.220520113845.wav	65		BS				
4747	Spectrogram 1	1	235519.027714536	235519.027714536	354.839	354.839	67145740.220520114345.wav	65		BS				
4748	Spectrogram 1	1	235635.453513967	235635.453513967	1075.269	1075.269	67145740.220520114345.wav	65		BS				
4749	Spectrogram 1	1	235666.917891438	235666.917891438	1172.043	1172.043	67145740.220520114345.wav	65		BS				
4750	Spectrogram 1	1	235689.029467626	235689.029467626	451.613	451.613	67145740.220520114345.wav	65		BS				
4751	Spectrogram 1	1	235754.563709056	235754.563709056	731.183	731.183	67145740.220520114345.wav	65		BS				
4752	Spectrogram 1	1	235820.809111731	235820.809111731	1064.516	1064.516	67145740.220520114845.wav	65		BS				
4753	Spectrogram 1	1	235828.311292883	235828.311292883	408.602	408.602	67145740.220520114845.wav	65		BS				
4754	Spectrogram 1	1	235838.436542340	235838.436542340	1537.634	1537.634	67145740.220520114845.wav	65		BS				
4755	Spectrogram 1	1	235882.869885290	235882.869885290	258.065	258.065	67145740.220520114845.wav	65		BS				
4756	Spectrogram 1	1	235938.835889976	235938.835889976	1946.237	1946.237	67145740.220520114845.wav	65		BS				
4757	Spectrogram 1	1	236056.234754474	236056.234754474	720.430	720.430	67145740.220520114845.wav	65		BS				
4758	Spectrogram 1	1	236074.117921939	236074.117921939	333.333	333.333	67145740.220520114845.wav	65		BS				
4759	Spectrogram 1	1	236118.553017705	236118.553017705	913.978	913.978	67145740.220520115345.wav	65		BS				
4760	Spectrogram 1	1	236146.677908733	236146.677908733	827.957	827.957	67145740.220520115345.wav	65		BS				
4761	Spectrogram 1	1	236183.000384587	236183.000384587	1215.054	1215.054	67145740.220520115345.wav	65		BS				
4762	Spectrogram 1	1	236215.134719742	236215.134719742	1247.312	1247.312	67145740.220520115345.wav	65		BS				
4763	Spectrogram 1	1	236244.525146264	236244.525146264	849.462	849.462	67145740.220520115345.wav	65		BS				
4764	Spectrogram 1	1	236260.287979539	236260.287979539	376.344	376.344	67145740.220520115345.wav	65		BS				
4765	Spectrogram 1	1	236336.132285052	236336.132285052	1924.731	1924.731	67145740.220520115345.wav	65		BS				
4766	Spectrogram 1	1	236482.876889976	236482.876889976	892.473	892.473	67145740.220520115845.wav	65		RS	YELP			
4767	Spectrogram 1	1	236570.876552375	236570.876552375	978.495	978.495	67145740.220520115845.wav	65		RS	YELP			
4768	Spectrogram 1	1	236607.230552836	236607.230552836	2064.516	2064.516	67145740.220520115845.wav	65		BS				
4769	Spectrogram 1	1	236690.677741203	236690.677741203	1311.828	1311.828	67145740.220520115845.wav	65		BS				
4770	Spectrogram 1	1	236789.942042774	236789.942042774	1150.538	1150.538	67145740.220520120345.wav	65		RS	YELP			
4771	Spectrogram 1	1	236821.203219395	236821.203219395	376.344	376.344	67145740.220520120345.wav	65		BS				
4772	Spectrogram 1	1	236842.828719933	236842.828719933	741.935	741.935	67145740.220520120345.wav	65		BS				
4773	Spectrogram 1	1	236842.491529745	236842.491529745	1172.043	1172.043	67145740.220520120345.wav	65		RS	YELP			
4774	Spectrogram 1	1	236845.771435073	236845.771435073	989.247	989.247	67145740.220520120345.wav	65		RS	YELP			
4775	Spectrogram 1	1	236866.407294135	236866.407294135	1258.065	1258.065	67145740.220520120345.wav	65		BS				
4776	Spectrogram 1	1	236882.369808585	236882.369808585	1569.892	1569.892	67145740.220520120345.wav	65		BS				
4777	Spectrogram 1	1	236895.476305188	236895.476305188	612.903	612.903	67145740.220520120345.wav	65		BS				
4778	Spectrogram 1	1	236906.894242346	236906.894242346	602.151	602.151	67145740.220520120345.wav	65		BS				
4779	Spectrogram 1	1	236915.812613089	236915.812613089	1387.097	1387.097	67145740.220520120345.wav	65		BS				
4780	Spectrogram 1	1	236927.473153507	236927.473153507	505.376	505.376	67145740.220520120345.wav	65		BS				
4781	Spectrogram 1	1	236938.809637334	236938.809637334	236.559	236.559	67145740.220520120345.wav	65		BS				
4782	Spectrogram 1	1	236944.984974520	236944.984974520	1139.785	1139.785	67145740.220520120345.wav	65		BS				
4783	Spectrogram 1	1	236954.732740709	236954.732740709	1483.871	1483.871	67145740.220520120345.wav	65		BS				
4784	Spectrogram 1	1	236979.963946744	236979.963946744	290.323	290.323	67145740.220520120345.wav	65		BS				
4785	Spectrogram 1	1	237017.608900340	237017.888283770	924.731	1645.161	67145740.220520120845.wav	65		RS	YELP			
4786	Spectrogram 1	1	237018.071328086	237018.071328086	591.398	591.398	67145740.220520120845.wav	65		RS	BARK			
4787	Spectrogram 1	1	237020.123351207	237020.518341573	956.989	1290.323	67145740.220520120845.wav	65		RS	YELP			
4788	Spectrogram 1	1	237021.741848317	237022.117570860	892.473	1537.634	67145740.220520120845.wav	65		RS	YELP			
4789	Spectrogram 1	1	237024.575964497	237024.575964497	1301.075	1301.075	67145740.220520120845.wav	65		RS	YELP			
4790	Spectrogram 1	1	237025.211802647	237025.211802647	526.882	526.882	67145740.220520120845.wav	65		RS	BARK			
4791	Spectrogram 1	1	237028.294654285	237028.294654285	774.194	774.194	67145740.220520120845.wav	65		BS				
4792	Spectrogram 1	1	237130.882661227	237130.882661227	1150.538	1150.538	67145740.220520120845.wav	65		BS				
4793	Spectrogram 1	1	237161.504497354	237161.504497354	462.366	462.366	67145740.220520120845.wav	65		BS				
4794	Spectrogram 1	1	237172.472278916	237172.472278916	215.054	215.054	67145740.220520120845.wav	65		RS	GROWL			RS growl
4795	Spectrogram 1	1	237217.557228785	237217.557228785	1645.161	1645.161	67145740.220520120845.wav	65		BS				
4796	Spectrogram 1	1	237263.299913221	237263.299913221	1333.333	1333.333	67145740.220520120845.wav	65		RS	YELP			
4797	Spectrogram 1	1	237287.751652133	237287.751652133	1000.000	1000.000	67145740.220520120845.wav	65		BS				
4798	Spectrogram 1	1	237312.525688872	237312.525688872	1419.355	1419.355	67145740.220520120845.wav	65		BS				
4799	Spectrogram 1	1	237321.533401108	237321.533401108	860.215	860.215	67145740.220520121345.wav	65		RS	YELP			
4800	Spectrogram 1	1	237335.409744644	237335.409744644	322.581	322.581	67145740.220520121345.wav	65		BS				
4801	Spectrogram 1	1	237400.403609299	237400.403609299	2387.097	2387.097	67145740.220520121345.wav	65		BS				
4802	Spectrogram 1	1	237518.317431374	237518.317431374	258.065	258.065	67145740.220520121345.wav	65		BS				
4803	Spectrogram 1	1	237523.419901427	237523.419901427	946.237	946.237	67145740.220520121345.wav	65		BS				
4804	Spectrogram 1	1	237547.051005056	237547.051005056	709.677	709.677	67145740.220520121345.wav	65		RS	YELP			
4805	Spectrogram 1	1	237547.619405827	237547.619405827	290.323	290.323	67145740.220520121345.wav	65		RS	GROWL			
4806	Spectrogram 1	1	237548.939251684	237548.939251684	204.301	204.301	67145740.220520121345.wav	65		RS	GROWL			
4807	Spectrogram 1	1	237585.704887461	237585.704887461	989.247	989.247	67145740.220520121345.wav	65		BS				
4808	Spectrogram 1	1	237612.779688099	237612.779688099	1096.774	1096.774	67145740.220520121345.wav	66		RS	YELP			
4809	Spectrogram 1	1	237619.773028055	237619.773028055	1258.065	1258.065	67145740.220520121845.wav	66		RS	YELP			
4810	Spectrogram 1	1	237625.112834309	237625.478922941	881.720	1333.333	67145740.220520121845.wav	66		RS	YELP			
4811	Spectrogram 1	1	237629.380657045	237629.380657045	1161.290	1161.290	67145740.220520121845.wav	66		BS				
4812	Spectrogram 1	1	237670.612045656	237670.612045656	1322.581	1322.581	67145740.220520121845.wav	66		BS				
4813	Spectrogram 1	1	237680.454387573	237680.454387573	1150.538	1150.538	67145740.220520121845.wav	66		BS				
4814	Spectrogram 1	1	237685.460531039	237685.460531039	473.118	473.118	67145740.220520121845.wav	66		BS				
4815	Spectrogram 1	1	237705.001601020	237705.001601020	1311.828	1311.828	67145740.220520121845.wav	66		RS	YELP			
4816	Spectrogram 1	1	237714.578597296	237714.578597296	1204.301	1204.301	67145740.220520121845.wav	66		RS	YELP			
4817	Spectrogram 1	1	237724.031204007	237731.613092253	741.935	1526.882	67145740.220520121845.wav	66		RS	YELP		3	
4818	Spectrogram 1	1	237750.067279598	237750.067279598	967.742	967.742	67145740.220520121845.wav	66		RS	YELP			
4819	Spectrogram 1	1	237760.027006572	237760.027006572	827.957	827.957	67145740.220520121845.wav	66		BS				
4820	Spectrogram 1	1	237768.912111091	237768.912111091	2505.376	2505.376	67145740.220520121845.wav	66		BS				
4821	Spectrogram 1	1	237806.263656066	237806.263656066	376.344	376.344	67145740.220520121845.wav	66		BS				
4822	Spectrogram 1	1	237867.404832583	237867.404832583	698.925	698.925	67145740.220520121845.wav	66		BS				
4823	Spectrogram 1	1	237878.699278420	237878.699278420	279.570	279.570	67145740.220520121845.wav	66		BS				
4824	Spectrogram 1	1	237900.235447820	237900.235447820	580.645	580.645	67145740.220520121845.wav	66		BS				
4825	Spectrogram 1	1	237910.249456530	237910.249456530	1419.355	1419.355	67145740.220520121845.wav	66		RS	YELP			
4826	Spectrogram 1	1	237918.178165586	237918.178165586	1516.129	1516.129	67145740.220520122345.wav	66		RS	YELP			
4827	Spectrogram 1	1	237924.385911847	237924.385911847	1236.559	1236.559	67145740.220520122345.wav	66		RS	YELP			
4828	Spectrogram 1	1	237926.630613196	237926.630613196	1279.570	1279.570	67145740.220520122345.wav	66		RS	YELP			
4829	Spectrogram 1	1	237951.830295209	237951.830295209	2075.269	2075.269	67145740.220520122345.wav	66		BS				
4830	Spectrogram 1	1	237982.862877314	237982.862877314	580.645	580.645	67145740.220520122345.wav	66		RS	YELP			
4831	Spectrogram 1	1	237986.754977506	237986.754977506	623.656	623.656	67145740.220520122345.wav	66		RS	YELP			
4832	Spectrogram 1	1	237987.246306986	237987.246306986	580.645	580.645	67145740.220520122345.wav	66		RS	BARK			
4833	Spectrogram 1	1	237987.612395618	237987.612395618	483.871	483.871	67145740.220520122345.wav	66		RS	BARK			
4834	Spectrogram 1	1	237994.357015304	238001.688421855	752.688	1430.108	67145740.220520122345.wav	66		RS	YELP		3	
4835	Spectrogram 1	1	238022.042227615	238022.042227615	1354.839	1354.839	67145740.220520122345.wav	66		BS				
4836	Spectrogram 1	1	238045.694351883	238045.694351883	1655.914	1655.914	67145740.220520122345.wav	66		BS				
4837	Spectrogram 1	1	238065.203055214	238067.862014752	849.462	1494.624	67145740.220520122345.wav	66		RS	YELP		3	
4838	Spectrogram 1	1	238071.000917392	238076.164693885	935.484	1655.914	67145740.220520122345.wav	66		RS	YELP		4	
4839	Spectrogram 1	1	238071.954674617	238071.954674617	677.419	677.419	67145740.220520122345.wav	66		BS				
4840	Spectrogram 1	1	238082.288358542	238082.288358542	408.602	408.602	67145740.220520122345.wav	66		BS				
4841	Spectrogram 1	1	238084.737997020	238087.705241721	903.226	1602.151	67145740.220520122345.wav	66		RS	YELP		3	
4842	Spectrogram 1	1	238088.225472935	238088.225472935	580.645	580.645	67145740.220520122345.wav	66		BS				
4843	Spectrogram 1	1	238093.495222769	238093.495222769	1032.258	1032.258	67145740.220520122345.wav	66		BS				
4844	Spectrogram 1	1	238100.419376168	238100.419376168	483.871	483.871	67145740.220520122345.wav	66		BS				
4845	Spectrogram 1	1	238107.741148808	238107.741148808	1731.183	1731.183	67145740.220520122345.wav	66		BS				
4846	Spectrogram 1	1	238123.717680890	238123.717680890	860.215	860.215	67145740.220520122345.wav	66		RS	YELP			
4847	Spectrogram 1	1	238178.825404915	238178.825404915	1086.022	1086.022	67145740.220520122345.wav	66		BS				
4848	Spectrogram 1	1	238189.484879771	238189.484879771	1655.914	1655.914	67145740.220520122345.wav	66		BS				
4849	Spectrogram 1	1	238219.546183695	238219.546183695	279.570	279.570	67145740.220520122845.wav	66		BS				
4850	Spectrogram 1	1	238284.858846494	238284.858846494	827.957	827.957	67145740.220520122845.wav	66		BS				
4851	Spectrogram 1	1	238301.811906597	238301.811906597	688.172	688.172	67145740.220520122845.wav	66		BS				
4852	Spectrogram 1	1	238312.226150776	238314.191468695	774.194	1516.129	67145740.220520122845.wav	66		RS	YELP		2	
4853	Spectrogram 1	1	238329.552323527	238336.922265724	698.925	1440.860	67145740.220520122845.wav	66		RS	YELP		3	
4854	Spectrogram 1	1	238341.048195857	238341.048195857	1290.323	1290.323	67145740.220520122845.wav	66		RS	YELP			
4855	Spectrogram 1	1	238341.992319171	238341.992319171	1279.570	1279.570	67145740.220520122845.wav	66		RS	YELP			
4856	Spectrogram 1	1	238348.090597000	238348.090597000	1150.538	1150.538	67145740.220520122845.wav	66		RS	YELP			
4857	Spectrogram 1	1	238360.993001877	238360.993001877	1354.839	1354.839	67145740.220520122845.wav	66		RS	YELP			
4858	Spectrogram 1	1	238359.857098510	238359.857098510	1064.516	1064.516	67145740.220520122845.wav	66		RS	YELP			
4859	Spectrogram 1	1	238364.133691052	238364.133691052	1107.527	1107.527	67145740.220520122845.wav	66		RS	YELP			
4860	Spectrogram 1	1	238390.980771902	238390.980771902	1010.753	1010.753	67145740.220520122845.wav	66		RS	YELP			
4861	Spectrogram 1	1	238394.232654213	238394.232654213	1236.559	1236.559	67145740.220520122845.wav	66		RS	YELP			
4862	Spectrogram 1	1	238397.276970205	238397.276970205	1064.516	1064.516	67145740.220520122845.wav	66		RS	YELP			
