Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
1437	Spectrogram 1	1	116761.458117747	116761.458117747	2828.571	2828.571	67653638.220520175511.wav	BS				
1438	Spectrogram 1	1	116767.549390855	116767.549390855	289.286	289.286	67653638.220520175511.wav	BS				
1439	Spectrogram 1	1	116792.313790393	116792.313790393	589.286	589.286	67653638.220520175511.wav	BS				
1440	Spectrogram 1	1	116799.935084114	116799.935084114	235.714	235.714	67653638.220520175511.wav	BS				
1441	Spectrogram 1	1	116886.998509490	116886.998509490	1382.143	1382.143	67653638.220520175511.wav	BS				
1442	Spectrogram 1	1	116917.739444679	116917.739444679	1007.143	1007.143	67653638.220520175511.wav	BS				
1443	Spectrogram 1	1	116957.260367909	116957.260367909	342.857	342.857	67653638.220520175511.wav	BS				
1444	Spectrogram 1	1	117003.334990662	117003.334990662	760.714	760.714	67653638.220520175511.wav	BS				
1445	Spectrogram 1	1	117041.416957425	117041.416957425	1896.429	1896.429	67653638.220520180011.wav	BS				
1446	Spectrogram 1	1	117112.499459385	117112.499459385	2207.143	2207.143	67653638.220520180011.wav	BS				
1447	Spectrogram 1	1	117151.077125140	117151.077125140	417.857	417.857	67653638.220520180011.wav	BS				
1448	Spectrogram 1	1	117184.202921047	117184.202921047	857.143	857.143	67653638.220520180011.wav	BS				
1449	Spectrogram 1	1	117203.519790799	117203.519790799	2742.857	2742.857	67653638.220520180011.wav	BS				
1450	Spectrogram 1	1	117222.727178254	117222.727178254	246.429	246.429	67653638.220520180011.wav	BS				
1451	Spectrogram 1	1	117255.942268918	117255.942268918	1853.571	1853.571	67653638.220520180011.wav	BS				
1452	Spectrogram 1	1	117293.433956340	117293.433956340	1489.286	1489.286	67653638.220520180011.wav	BS				
1453	Spectrogram 1	1	117334.724879469	117334.724879469	417.857	417.857	67653638.220520180511.wav	BS				
1454	Spectrogram 1	1	117369.030362214	117369.030362214	1071.429	1071.429	67653638.220520180511.wav	BS				
1455	Spectrogram 1	1	117483.154577524	117483.154577524	578.571	578.571	67653638.220520180511.wav	BS				
1456	Spectrogram 1	1	117626.027235376	117626.027235376	707.143	707.143	67653638.220520181011.wav	BS				
1457	Spectrogram 1	1	117678.885862153	117678.885862153	375.000	375.000	67653638.220520181011.wav	BS				
1458	Spectrogram 1	1	117690.827542107	117690.827542107	2110.714	2110.714	67653638.220520181011.wav	BS				
1459	Spectrogram 1	1	117829.093442181	117829.093442181	1928.571	1928.571	67653638.220520181011.wav	BS				
1460	Spectrogram 1	1	117953.370020817	117953.370020817	375.000	375.000	67653638.220520181511.wav	BS				
1461	Spectrogram 1	1	118105.242503498	118105.242503498	1317.857	1317.857	67653638.220520181511.wav	BS				
1462	Spectrogram 1	1	118115.802147466	118115.802147466	300.000	300.000	67653638.220520181511.wav	BS				
1463	Spectrogram 1	1	118167.538877590	118167.538877590	1628.571	1628.571	67653638.220520181511.wav	BS				
1464	Spectrogram 1	1	118280.270516165	118280.270516165	353.571	353.571	67653638.220520182011.wav	BS				
1465	Spectrogram 1	1	118455.411530674	118455.411530674	1639.286	1639.286	67653638.220520182011.wav	BS				
1466	Spectrogram 1	1	120847.951384221	120847.951384221	814.286	814.286	67653638.220520190011.wav	BS				
1467	Spectrogram 1	1	120969.643451965	120969.643451965	985.714	985.714	67653638.220520190511.wav	BS				
1468	Spectrogram 1	1	121059.340425939	121059.340425939	610.714	610.714	67653638.220520190511.wav	BS				
1469	Spectrogram 1	1	121189.498059393	121189.498059393	353.571	353.571	67653638.220520190511.wav	BS			BS	
1470	Spectrogram 1	1	121651.204137282	121651.204137282	771.429	771.429	67653638.220520191511.wav	BS				
1472	Spectrogram 1	1	122098.772885522	122098.772885522	832.740	832.740	67653638.220520192011.wav	BS			BS	
1473	Spectrogram 1	1	122360.691785929	122360.691785929	1622.776	1622.776	67653638.220520192511.wav	BS			BS	
1474	Spectrogram 1	1	122386.852229497	122386.852229497	939.502	939.502	67653638.220520192511.wav	UNKNOWN			Unknown - could be RS	
1475	Spectrogram 1	1	122393.165937207	122393.165937207	864.769	864.769	67653638.220520192511.wav	RS	YELP		RS yelp	
1476	Spectrogram 1	1	122480.123393198	122480.123393198	939.502	939.502	67653638.220520193011.wav	BS				
1477	Spectrogram 1	1	122614.410481524	122614.410481524	2295.374	2295.374	67653638.220520193011.wav	BS				
1478	Spectrogram 1	1	122961.092907863	122961.092907863	1889.680	1889.680	67653638.220520193511.wav	BS				
1479	Spectrogram 1	1	123055.516633966	123055.516633966	651.246	651.246	67653638.220520194011.wav	BS				
1480	Spectrogram 1	1	123080.585819614	123080.585819614	405.694	405.694	67653638.220520194011.wav	BS				
1481	Spectrogram 1	1	123122.805120384	123122.805120384	886.121	886.121	67653638.220520194011.wav	BS				
1482	Spectrogram 1	1	123142.502089121	123142.502089121	1163.701	1163.701	67653638.220520194011.wav	BS				
1483	Spectrogram 1	1	123184.619794288	123184.619794288	1387.900	1387.900	67653638.220520194011.wav	BS				
1484	Spectrogram 1	1	123317.904968940	123317.904968940	1345.196	1345.196	67653638.220520194511.wav	BS				
1485	Spectrogram 1	1	123569.026862211	123569.026862211	886.121	886.121	67653638.220520194511.wav	BS				
1486	Spectrogram 1	1	123646.441485467	123646.441485467	971.530	971.530	67653638.220520195012.wav	BS			BS	
1487	Spectrogram 1	1	123738.822808727	123738.822808727	1483.986	1483.986	67653638.220520195012.wav	BS				
1488	Spectrogram 1	1	123888.415545784	123888.415545784	651.246	651.246	67653638.220520195012.wav	BS				
1489	Spectrogram 1	1	124098.962064411	124098.962064411	1644.128	1644.128	67653638.220520195512.wav	BS				
1490	Spectrogram 1	1	124134.202897779	124134.202897779	651.246	651.246	67653638.220520195512.wav	BS				
1491	Spectrogram 1	1	124295.012161094	124295.012161094	1014.235	1014.235	67653638.220520200012.wav	BS				
1492	Spectrogram 1	1	124439.688110879	124439.688110879	971.530	971.530	67653638.220520200012.wav	BS				
1493	Spectrogram 1	1	124475.118993249	124475.118993249	1153.025	1153.025	67653638.220520200012.wav	BS				
1494	Spectrogram 1	1	124655.260889487	124655.260889487	875.445	875.445	67653638.220520200512.wav	BS				
1495	Spectrogram 1	1	124890.725953523	124890.725953523	1644.128	1644.128	67653638.220520201012.wav	BS				
1496	Spectrogram 1	1	125035.673399063	125035.673399063	2327.402	2327.402	67653638.220520201012.wav	BS				
1497	Spectrogram 1	1	125190.239869964	125190.239869964	1195.730	1195.730	67653638.220520201512.wav	BS				
1498	Spectrogram 1	1	125245.071714232	125245.071714232	373.665	373.665	67653638.220520201512.wav	BS				
1499	Spectrogram 1	1	125276.288201873	125276.288201873	875.445	875.445	67653638.220520201512.wav	BS				
1500	Spectrogram 1	1	125296.053484398	125296.053484398	1569.395	1569.395	67653638.220520201512.wav	BS				
1501	Spectrogram 1	1	125312.551121442	125312.551121442	779.359	779.359	67653638.220520201512.wav	BS				
1502	Spectrogram 1	1	125475.699675693	125475.699675693	1067.616	1067.616	67653638.220520202012.wav	BS				
1503	Spectrogram 1	1	125581.924055211	125581.924055211	1323.843	1323.843	67653638.220520202012.wav	BS				
1504	Spectrogram 1	1	125625.411525319	125625.411525319	1217.082	1217.082	67653638.220520202012.wav	BS				
1505	Spectrogram 1	1	125751.395071387	125751.395071387	459.075	459.075	67653638.220520202512.wav	BS				
1506	Spectrogram 1	1	125875.859931021	125875.859931021	992.883	992.883	67653638.220520202512.wav	RS	BARK		Bark	
1507	Spectrogram 1	1	126021.021976492	126021.021976492	1110.320	1110.320	67653638.220520203012.wav	BS				
1508	Spectrogram 1	1	126179.658314746	126179.658314746	971.530	971.530	67653638.220520203012.wav	BS				
1509	Spectrogram 1	1	126382.489833051	126382.489833051	1985.765	1985.765	67653638.220520203512.wav	BS				
1510	Spectrogram 1	1	126656.994124749	126656.994124749	2113.879	2113.879	67653638.220520204012.wav	BS				
1511	Spectrogram 1	1	126822.550253643	126822.550253643	1003.559	1003.559	67653638.220520204012.wav	BS				
1512	Spectrogram 1	1	126893.003055600	126893.003055600	1227.758	1227.758	67653638.220520204012.wav	BS				
1513	Spectrogram 1	1	127030.309930761	127030.309930761	373.665	373.665	67653638.220520204512.wav	BS				
1514	Spectrogram 1	1	127056.972220077	127056.972220077	1206.406	1206.406	67653638.220520204512.wav	BS				
1515	Spectrogram 1	1	127196.979210003	127196.979210003	864.769	864.769	67653638.220520204512.wav	BS				
1516	Spectrogram 1	1	127296.200643775	127296.200643775	437.722	437.722	67653638.220520205012.wav	BS				
1517	Spectrogram 1	1	127325.729450688	127325.729450688	1003.559	1003.559	67653638.220520205012.wav	UNKNOWN			Unknown	
1518	Spectrogram 1	1	127344.523457692	127344.523457692	1644.128	1644.128	67653638.220520205012.wav	BS				
1519	Spectrogram 1	1	127367.308529938	127367.308529938	715.302	715.302	67653638.220520205012.wav	BS				
1520	Spectrogram 1	1	127451.730505409	127451.730505409	683.274	683.274	67653638.220520205012.wav	BS				
1521	Spectrogram 1	1	127658.937543946	127658.937543946	2017.794	2017.794	67653638.220520205512.wav	BS				
1522	Spectrogram 1	1	127795.424647930	127795.424647930	1355.872	1355.872	67653638.220520205512.wav	BS				
1523	Spectrogram 1	1	128012.741173734	128012.741173734	1206.406	1206.406	67653638.220520210012.wav	BS				
1524	Spectrogram 1	1	128174.036511370	128174.036511370	939.502	939.502	67653638.220520210512.wav	BS				
1525	Spectrogram 1	1	128265.888842623	128265.888842623	491.103	491.103	67653638.220520210512.wav	BS				
1526	Spectrogram 1	1	128348.024063568	128348.024063568	950.178	950.178	67653638.220520210512.wav	BS				
1527	Spectrogram 1	1	128402.389116932	128402.389116932	715.302	715.302	67653638.220520210512.wav	BS				
1528	Spectrogram 1	1	128529.664461989	128529.664461989	1558.719	1558.719	67653638.220520211012.wav	BS				
1529	Spectrogram 1	1	128638.690559559	128638.690559559	2316.726	2316.726	67653638.220520211012.wav	BS				
1530	Spectrogram 1	1	128712.561650701	128712.561650701	1014.235	1014.235	67653638.220520211512.wav	BS				
1531	Spectrogram 1	1	128849.531338787	128849.531338787	1355.872	1355.872	67653638.220520211512.wav	BS				
1532	Spectrogram 1	1	128891.152474503	128891.152474503	1313.167	1313.167	67653638.220520211512.wav	BS				
1533	Spectrogram 1	1	129073.345498976	129073.345498976	1003.559	1003.559	67653638.220520212012.wav	BS				
1534	Spectrogram 1	1	129247.834029754	129247.834029754	1249.110	1249.110	67653638.220520212012.wav	BS				
1535	Spectrogram 1	1	129341.132328164	129341.132328164	416.370	416.370	67653638.220520212512.wav	BS				
1536	Spectrogram 1	1	129480.639242656	129480.639242656	1024.911	1024.911	67653638.220520212512.wav	BS				
1537	Spectrogram 1	1	129646.284716950	129646.284716950	1024.911	1024.911	67653638.220520213012.wav	BS				
1538	Spectrogram 1	1	129797.188551600	129797.188551600	1259.786	1259.786	67653638.220520213012.wav	BS				
1539	Spectrogram 1	1	129857.724526040	129857.724526040	907.473	907.473	67653638.220520213012.wav	BS				
1540	Spectrogram 1	1	129991.296094582	129991.296094582	854.093	854.093	67653638.220520213512.wav	BS				
1541	Spectrogram 1	1	130064.757296242	130064.757296242	918.149	918.149	67653638.220520213512.wav	BS				
1542	Spectrogram 1	1	130242.220081431	130242.220081431	1249.110	1249.110	67653638.220520214012.wav	BS				
1543	Spectrogram 1	1	130533.418194033	130533.418194033	395.018	395.018	67653638.220520214512.wav	BS				
1544	Spectrogram 1	1	130579.401720304	130579.401720304	971.530	971.530	67653638.220520214512.wav	BS				
1545	Spectrogram 1	1	130728.142316176	130728.142316176	918.149	918.149	67653638.220520214512.wav	BS				
1546	Spectrogram 1	1	130929.224807699	130929.224807699	1238.434	1238.434	67653638.220520215012.wav	BS				
1547	Spectrogram 1	1	131127.702655017	131127.702655017	1024.911	1024.911	67653638.220520215512.wav	BS				
1548	Spectrogram 1	1	131247.171027213	131247.171027213	384.342	384.342	67653638.220520215512.wav	BS				
1549	Spectrogram 1	1	131304.815973600	131304.815973600	725.979	725.979	67653638.220520215512.wav	BS				
1550	Spectrogram 1	1	131485.333577193	131485.333577193	2060.498	2060.498	67653638.220520220012.wav	BS				
1551	Spectrogram 1	1	131554.487541403	131554.487541403	2370.107	2370.107	67653638.220520220012.wav	BS			BS	
1552	Spectrogram 1	1	131558.246531552	131558.246531552	1024.911	1024.911	67653638.220520220012.wav	RS	YELP		RS yelp	
1553	Spectrogram 1	1	131699.217779784	131699.217779784	747.331	747.331	67653638.220520220012.wav	BS				
1554	Spectrogram 1	1	131702.196438704	131702.196438704	1430.605	1430.605	67653638.220520220012.wav	BS				
1555	Spectrogram 1	1	131913.501376324	131913.501376324	2092.527	2092.527	67653638.220520220512.wav	BS				
1556	Spectrogram 1	1	132104.261595076	132104.261595076	1451.957	1451.957	67653638.220520221012.wav	BS				
1557	Spectrogram 1	1	132124.485799714	132124.485799714	320.285	320.285	67653638.220520221012.wav	BS				
1558	Spectrogram 1	1	132190.995687508	132190.995687508	2316.726	2316.726	67653638.220520221012.wav	BS				
1559	Spectrogram 1	1	132345.605087995	132345.605087995	736.655	736.655	67653638.220520221512.wav	BS				
1560	Spectrogram 1	1	132426.088531344	132426.088531344	1110.320	1110.320	67653638.220520221512.wav	BS				
1561	Spectrogram 1	1	132511.138442104	132511.138442104	469.751	469.751	67653638.220520221512.wav	BS				
1562	Spectrogram 1	1	132673.140556283	132673.140556283	1249.110	1249.110	67653638.220520222012.wav	BS				
1563	Spectrogram 1	1	132802.331304165	132802.331304165	693.950	693.950	67653638.220520222012.wav	BS				
1564	Spectrogram 1	1	132862.183270897	132862.183270897	619.217	619.217	67653638.220520222012.wav	BS				
1565	Spectrogram 1	1	132929.884299067	132929.884299067	1003.559	1003.559	67653638.220520222512.wav	BS				
1566	Spectrogram 1	1	133002.103598929	133002.103598929	1153.025	1153.025	67653638.220520222512.wav	BS				
1567	Spectrogram 1	1	133054.456019683	133054.456019683	405.694	405.694	67653638.220520222512.wav	BS				
1568	Spectrogram 1	1	133129.449007301	133129.449007301	2135.231	2135.231	67653638.220520222512.wav	BS				
1569	Spectrogram 1	1	133188.662521847	133188.662521847	2199.288	2209.964	67653638.220520222512.wav	BS				
1570	Spectrogram 1	1	133261.623657365	133261.623657365	309.609	309.609	67653638.220520223012.wav	BS				
1571	Spectrogram 1	1	133317.989920806	133317.989920806	533.808	533.808	67653638.220520223012.wav	BS				
1572	Spectrogram 1	1	133453.426946928	133453.426946928	288.256	288.256	67653638.220520223012.wav	BS				
1573	Spectrogram 1	1	133470.196944238	133470.196944238	822.064	822.064	67653638.220520223012.wav	BS				
1574	Spectrogram 1	1	133492.097467931	133492.097467931	992.883	992.883	67653638.220520223012.wav	BS				
1575	Spectrogram 1	1	133505.154049494	133505.154049494	245.552	245.552	67653638.220520223012.wav	BS				
1576	Spectrogram 1	1	133564.028630904	133564.028630904	1249.110	1249.110	67653638.220520223512.wav	BS				
1577	Spectrogram 1	1	133575.762731032	133575.762731032	309.609	309.609	67653638.220520223512.wav	BS				
1578	Spectrogram 1	1	133591.509802687	133591.509802687	1024.911	1024.911	67653638.220520223512.wav	BS				
1579	Spectrogram 1	1	133601.767288440	133601.767288440	1387.900	1387.900	67653638.220520223512.wav	BS				
1580	Spectrogram 1	1	133610.755727117	133610.755727117	523.132	523.132	67653638.220520223512.wav	BS				
1581	Spectrogram 1	1	133624.951729803	133624.951729803	1270.463	1270.463	67653638.220520223512.wav	BS				
1582	Spectrogram 1	1	133633.530289043	133633.530289043	245.552	245.552	67653638.220520223512.wav	BS				
1583	Spectrogram 1	1	133731.564085761	133731.564085761	1996.441	1996.441	67653638.220520223512.wav	BS				
1584	Spectrogram 1	1	133855.425550012	133855.425550012	427.046	427.046	67653638.220520224012.wav	BS				
1585	Spectrogram 1	1	134008.288557155	134008.288557155	907.473	907.473	67653638.220520224012.wav	BS				
1586	Spectrogram 1	1	134021.193628246	134021.193628246	288.256	288.256	67653638.220520224012.wav	BS				
1587	Spectrogram 1	1	134092.848018132	134092.848018132	1377.224	1377.224	67653638.220520224012.wav	BS				
1588	Spectrogram 1	1	134138.497889300	134138.497889300	330.961	330.961	67653638.220520224512.wav	BS				
1589	Spectrogram 1	1	134157.712289350	134157.712289350	1441.281	1441.281	67653638.220520224512.wav	BS				
1590	Spectrogram 1	1	134162.770092818	134162.770092818	544.484	544.484	67653638.220520224512.wav	BS				
1591	Spectrogram 1	1	134173.164207476	134173.164207476	1569.395	1569.395	67653638.220520224512.wav	BS				
1592	Spectrogram 1	1	134187.769209902	134187.769209902	288.256	288.256	67653638.220520224512.wav	BS				
1593	Spectrogram 1	1	134208.557445798	134208.557445798	704.626	704.626	67653638.220520224512.wav	BS				
1594	Spectrogram 1	1	134304.138973869	134304.138973869	501.779	501.779	67653638.220520224512.wav	BS				
1595	Spectrogram 1	1	134448.617874358	134448.617874358	459.075	459.075	67653638.220520225012.wav	BS				
1596	Spectrogram 1	1	134469.690739605	134469.690739605	1067.616	1067.616	67653638.220520225012.wav	BS				
1597	Spectrogram 1	1	134482.871683873	134482.871683873	288.256	288.256	67653638.220520225012.wav	BS				
1598	Spectrogram 1	1	134499.447268616	134499.447268616	1185.053	1185.053	67653638.220520225012.wav	BS				
1599	Spectrogram 1	1	134509.332537459	134509.332537459	2604.982	2604.982	67653638.220520225012.wav	BS				
1600	Spectrogram 1	1	134520.071712831	134520.071712831	384.342	384.342	67653638.220520225012.wav	BS				
1601	Spectrogram 1	1	134600.829290400	134600.829290400	1120.996	1120.996	67653638.220520225012.wav	BS				
1602	Spectrogram 1	1	134608.496142931	134608.496142931	202.847	202.847	67653638.220520225012.wav	BS				
1603	Spectrogram 1	1	134617.916330376	134617.916330376	2423.488	2423.488	67653638.220520225012.wav	BS				
1604	Spectrogram 1	1	134626.399436149	134626.399436149	619.217	619.217	67653638.220520225012.wav	BS				
1605	Spectrogram 1	1	134644.288735182	134644.288735182	758.007	758.007	67653638.220520225012.wav	BS				
1606	Spectrogram 1	1	134660.332686796	134660.332686796	960.854	960.854	67653638.220520225012.wav	BS				
1607	Spectrogram 1	1	134670.893211792	134670.893211792	1782.918	1782.918	67653638.220520225012.wav	BS				
1608	Spectrogram 1	1	134681.989733480	134681.989733480	266.904	266.904	67653638.220520225012.wav	BS				
1609	Spectrogram 1	1	134765.481598704	134765.481598704	341.637	341.637	67653638.220520225512.wav	BS				
1610	Spectrogram 1	1	134799.237942552	134799.237942552	971.530	971.530	67653638.220520225512.wav	BS				
1611	Spectrogram 1	1	134869.475283587	134869.475283587	266.904	266.904	67653638.220520225512.wav	BS				
1612	Spectrogram 1	1	134991.105175060	134991.105175060	1291.815	1291.815	67653638.220520225512.wav	BS				
1613	Spectrogram 1	1	135030.986943715	135030.986943715	416.370	416.370	67653638.220520230012.wav	BS				
1614	Spectrogram 1	1	135091.875011621	135091.875011621	854.093	854.093	67653638.220520230012.wav	BS				
1615	Spectrogram 1	1	135116.478263891	135116.478263891	256.228	256.228	67653638.220520230012.wav	BS				
1616	Spectrogram 1	1	135203.460221322	135203.460221322	491.103	491.103	67653638.220520230012.wav	BS				
1617	Spectrogram 1	1	135236.071891772	135236.071891772	1238.434	1238.434	67653638.220520230012.wav	BS				
1618	Spectrogram 1	1	135252.382966969	135252.382966969	2060.498	2060.498	67653638.220520230012.wav	BS				
1619	Spectrogram 1	1	135375.512249336	135375.512249336	597.865	597.865	67653638.220520230512.wav	BS				
1620	Spectrogram 1	1	135513.417315534	135513.417315534	341.637	341.637	67653638.220520230512.wav	BS				
1621	Spectrogram 1	1	135576.521158979	135576.521158979	907.473	907.473	67653638.220520230512.wav	BS				
1622	Spectrogram 1	1	135591.212879135	135591.212879135	256.228	256.228	67653638.220520230512.wav	BS				
1623	Spectrogram 1	1	135658.254417611	135658.254417611	1035.587	1035.587	67653638.220520231012.wav	BS				
1624	Spectrogram 1	1	135695.363360655	135695.363360655	1238.434	1238.434	67653638.220520231012.wav	BS				
1625	Spectrogram 1	1	135808.737848646	135808.737848646	309.609	309.609	67653638.220520231012.wav	BS				
1626	Spectrogram 1	1	135825.931756533	135825.931756533	2519.573	2519.573	67653638.220520231012.wav	BS				
1627	Spectrogram 1	1	135843.765878033	135843.765878033	1740.214	1740.214	67653638.220520231012.wav	BS				
1628	Spectrogram 1	1	135849.636444298	135849.636444298	523.132	523.132	67653638.220520231012.wav	BS				
1629	Spectrogram 1	1	135856.263695622	135856.263695622	896.797	896.797	67653638.220520231012.wav	BS				
1630	Spectrogram 1	1	135863.129162216	135863.129162216	256.228	256.228	67653638.220520231012.wav	BS				
1631	Spectrogram 1	1	135951.119188970	135951.119188970	1217.082	1217.082	67653638.220520231512.wav	BS				
1632	Spectrogram 1	1	136117.625578696	136117.625578696	320.285	320.285	67653638.220520231512.wav	BS				
1633	Spectrogram 1	1	136198.673917184	136198.673917184	1473.310	1473.310	67653638.220520231512.wav	BS				
1634	Spectrogram 1	1	136287.739435049	136287.739435049	2722.420	2722.420	67653638.220520232012.wav	BS				
1635	Spectrogram 1	1	136331.339015700	136331.339015700	779.359	779.359	67653638.220520232012.wav	BS				
1636	Spectrogram 1	1	136347.103593123	136347.103593123	277.580	277.580	67653638.220520232012.wav	BS				
1637	Spectrogram 1	1	136448.822798514	136448.822798514	384.342	384.342	67653638.220520232012.wav	BS				
1638	Spectrogram 1	1	136471.060509106	136471.060509106	1975.089	1975.089	67653638.220520232012.wav	BS				
1639	Spectrogram 1	1	136481.807547095	136481.807547095	875.445	875.445	67653638.220520232012.wav	BS				
1640	Spectrogram 1	1	136494.446386199	136494.446386199	396.429	396.429	67653638.220520232012.wav	BS				
1641	Spectrogram 1	1	136502.360215197	136502.360215197	1189.286	1189.286	67653638.220520232012.wav	BS				
1642	Spectrogram 1	1	136512.973281975	136512.973281975	1639.286	1639.286	67653638.220520232512.wav	BS				
1643	Spectrogram 1	1	136531.643799215	136531.643799215	257.143	257.143	67653638.220520232512.wav	BS				
1644	Spectrogram 1	1	136604.199409567	136604.199409567	385.714	385.714	67653638.220520232512.wav	BS				
1645	Spectrogram 1	1	136612.792851928	136612.792851928	503.571	503.571	67653638.220520232512.wav	BS				
1646	Spectrogram 1	1	136747.234955955	136747.234955955	1028.571	1028.571	67653638.220520232512.wav	BS				
1647	Spectrogram 1	1	136852.239348624	136852.239348624	2325.000	2325.000	67653638.220520233012.wav	BS				
1648	Spectrogram 1	1	136861.274204042	136861.274204042	332.143	332.143	67653638.220520233012.wav	BS				
1649	Spectrogram 1	1	136885.988689115	136885.988689115	953.571	953.571	67653638.220520233012.wav	BS				
1650	Spectrogram 1	1	136917.764838501	136917.764838501	278.571	278.571	67653638.220520233012.wav	BS				
1651	Spectrogram 1	1	136934.226559886	136934.226559886	546.429	546.429	67653638.220520233012.wav	BS				
1652	Spectrogram 1	1	137005.054195449	137005.054195449	2014.286	2014.286	67653638.220520233012.wav	BS				
1653	Spectrogram 1	1	137037.625580727	137037.625580727	321.429	321.429	67653638.220520233012.wav	BS				
1654	Spectrogram 1	1	137136.952085709	137136.952085709	567.857	567.857	67653638.220520233512.wav	BS				
1655	Spectrogram 1	1	137215.829289486	137215.829289486	1275.000	1275.000	67653638.220520233512.wav	BS				
1656	Spectrogram 1	1	137306.991484753	137306.991484753	1296.429	1296.429	67653638.220520233512.wav	BS				
1657	Spectrogram 1	1	137316.514176546	137316.514176546	428.571	428.571	67653638.220520233512.wav	BS				
1658	Spectrogram 1	1	137324.942092887	137324.942092887	2539.286	2539.286	67653638.220520233512.wav	BS				
1659	Spectrogram 1	1	137355.857300051	137355.857300051	760.714	760.714	67653638.220520233512.wav	BS				
1660	Spectrogram 1	1	137370.352839636	137370.352839636	235.714	235.714	67653638.220520233512.wav	BS				
1661	Spectrogram 1	1	137455.221485057	137455.221485057	289.286	289.286	67653638.220520234012.wav	BS				
1662	Spectrogram 1	1	137472.542377370	137472.542377370	1157.143	1157.143	67653638.220520234012.wav	BS				
1663	Spectrogram 1	1	137484.160875180	137484.160875180	2175.000	2175.000	67653638.220520234012.wav	BS				
1664	Spectrogram 1	1	137491.969601208	137491.969601208	1071.429	1071.429	67653638.220520234012.wav	BS				
1665	Spectrogram 1	1	137509.806339404	137509.806339404	332.143	332.143	67653638.220520234012.wav	BS				
1666	Spectrogram 1	1	137580.921252021	137580.921252021	1221.429	1221.429	67653638.220520234012.wav	BS				
1667	Spectrogram 1	1	137594.256325013	137594.256325013	385.714	385.714	67653638.220520234012.wav	BS				
1668	Spectrogram 1	1	137614.128456971	137614.128456971	1339.286	1339.286	67653638.220520234012.wav	BS				
1669	Spectrogram 1	1	137634.065415562	137634.065415562	1585.714	1585.714	67653638.220520234012.wav	BS				
1670	Spectrogram 1	1	137645.640108709	137645.640108709	267.857	267.857	67653638.220520234012.wav	BS				
1671	Spectrogram 1	1	137715.206597173	137715.206597173	278.571	278.571	67653638.220520234512.wav	BS				
1672	Spectrogram 1	1	137732.277011430	137732.277011430	728.571	728.571	67653638.220520234512.wav	BS				
1673	Spectrogram 1	1	137752.472315314	137752.472315314	1532.143	1532.143	67653638.220520234512.wav	BS				
1674	Spectrogram 1	1	137765.133901487	137765.133901487	321.429	321.429	67653638.220520234512.wav	BS				
1675	Spectrogram 1	1	137919.222178759	137919.222178759	857.143	857.143	67653638.220520234512.wav	BS				
1676	Spectrogram 1	1	137948.264926541	137948.264926541	1007.143	1007.143	67653638.220520234512.wav	BS				
1677	Spectrogram 1	1	137994.434984283	137994.434984283	1778.571	1778.571	67653638.220520234512.wav	BS				
1678	Spectrogram 1	1	138066.611393600	138066.611393600	750.000	750.000	67653638.220520235012.wav	BS				
1679	Spectrogram 1	1	138078.406798209	138078.406798209	300.000	300.000	67653638.220520235012.wav	BS				
1680	Spectrogram 1	1	138086.841728476	138086.841728476	1360.714	1360.714	67653638.220520235012.wav	BS				
1681	Spectrogram 1	1	138095.654130813	138095.654130813	2550.000	2550.000	67653638.220520235012.wav	BS				
1682	Spectrogram 1	1	138126.231287198	138126.231287198	289.286	289.286	67653638.220520235012.wav	BS				
1683	Spectrogram 1	1	138209.550614732	138209.550614732	450.000	450.000	67653638.220520235012.wav	BS				
1684	Spectrogram 1	1	138227.880432565	138227.880432565	385.714	385.714	67653638.220520235012.wav	BS				
1685	Spectrogram 1	1	138261.091136569	138261.091136569	364.286	364.286	67653638.220520235012.wav	BS				
1686	Spectrogram 1	1	138289.973610201	138289.973610201	685.714	685.714	67653638.220520235012.wav	BS				
1687	Spectrogram 1	1	138301.830350072	138301.830350072	321.429	321.429	67653638.220520235012.wav	BS				
1688	Spectrogram 1	1	138333.002180718	138333.002180718	1125.000	1125.000	67653638.220520235512.wav	BS				
1689	Spectrogram 1	1	138357.580043815	138357.580043815	503.571	503.571	67653638.220520235512.wav	BS				
1690	Spectrogram 1	1	138368.999727211	138368.999727211	1060.714	1060.714	67653638.220520235512.wav	BS				
1691	Spectrogram 1	1	138372.169284051	138372.169284051	1703.571	1703.571	67653638.220520235512.wav	BS				
1692	Spectrogram 1	1	138409.589147433	138409.589147433	267.857	267.857	67653638.220520235512.wav	BS				
1693	Spectrogram 1	1	138411.467760150	138411.467760150	1317.857	1317.857	67653638.220520235512.wav	BS				
1694	Spectrogram 1	1	138461.224283283	138461.224283283	482.143	482.143	67653638.220520235512.wav	BS				
1695	Spectrogram 1	1	138475.751332061	138475.751332061	375.000	375.000	67653638.220520235512.wav	BS				
1696	Spectrogram 1	1	138477.379463082	138477.379463082	942.857	942.857	67653638.220520235512.wav	BS				
1697	Spectrogram 1	1	138511.945083201	138511.945083201	1596.429	1596.429	67653638.220520235512.wav	BS				
1698	Spectrogram 1	1	138517.016016345	138517.016016345	1896.429	1896.429	67653638.220520235512.wav	BS				
