	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
1935	1975	Spectrogram 1	1	203726.187071859	203726.614207538	724.138	1336.87	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.4271	11.5064	X	0	1	X	Y		
1936	1976	Spectrogram 1	1	203872.029841709	203872.299942211	668.435	1074.271	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.2701	157.3492	X	0	1	X	Y		
1937	1977	Spectrogram 1	1	203875.854549977	203876.168620329	167.109	1440.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.3141	161.1739	Y	1	0	X	B		
1938	1978	Spectrogram 1	1	203877.179926861	203877.60706254	175.066	2061.008	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.4271	162.4993	Y	1	0	X	B		
1939	1979	Spectrogram 1	1	203878.373394198	203879.120881635	143.236	1137.931	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.7475	163.6927	Y	3	0	X	B	FAINT	
1940	1980	Spectrogram 1	1	203879.604549977	203880.308067565	366.048	1679.045	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.7035	164.9239	Y	2	0	X	B		
1941	1981	Spectrogram 1	1	203881.953796208	203882.56309269	135.279	1400.531	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025344.wav	67145740.220520025344.wav	0.6093	167.2731	Y	1	1	X	BY		
1942	1982	Spectrogram 1	1	204058.75249218	204061.18967811	71.618	2466.844	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	2.4372	44.0848	Y	7	2	X	BY		
1943	1983	Spectrogram 1	1	204067.306142714	204067.507147739	31.83	1305.04	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.201	52.6385	Y	1	0	X	B		
1944	1984	Spectrogram 1	1	204067.683027136	204067.965690452	0.0	1201.592	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.2827	53.0154	Y	1	0	X	B		
1945	1985	Spectrogram 1	1	204068.279760804	204068.568705528	0.0	1177.719	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.2889	53.6121	Y	1	0	X	B		
1946	1986	Spectrogram 1	1	204068.694333668	204068.964434171	39.788	1217.507	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.2701	54.0267	Y	1	0	X	B		
1947	1987	Spectrogram 1	1	204150.537676884	204151.20350603	485.411	1710.875	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.6658	135.87	X	0	2	X	Y		
1948	1988	Spectrogram 1	1	204151.467325126	204151.749988442	740.053	1432.361	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.2827	136.7997	X	0	1	X	Y		
1949	1989	Spectrogram 1	1	204151.994963317	204152.302752261	716.18	1472.149	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.3078	137.3273	X	0	1	X	Y		
1950	1990	Spectrogram 1	1	204152.648229648	204153.119335176	302.387	2188.329	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.4711	137.9806	X	0	1	X	Y		
1951	1991	Spectrogram 1	1	204153.684661809	204154.281395477	342.175	1679.045	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.5967	139.017	X	0	1	X	Y		
1952	1992	Spectrogram 1	1	204154.884410553	204155.493707035	238.727	1615.385	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.6093	140.2167	X	0	1	X	Y		
1953	1993	Spectrogram 1	1	204162.981527387	204163.967708291	87.533	2315.65	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.9862	148.3139	Y	1	1	X	BY		
1954	1994	Spectrogram 1	1	204164.520472111	204164.922482161	692.308	1129.973	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.402	149.8528	X	0	1	X	Y		
1955	1995	Spectrogram 1	1	204166.310673116	204166.838311307	748.011	1655.172	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.5276	151.643	X	0	1	X	Y		
1956	1996	Spectrogram 1	1	204167.497859045	204167.962683166	23.873	1559.682	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.4648	152.8302	Y	1	1	X	BY		
1957	1997	Spectrogram 1	1	204168.741040859	204169.444558447	79.576	1830.239	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.7035	154.0734	Y	1	1	X	BY		
1958	1998	Spectrogram 1	1	204169.60787503	204170.958377542	63.66	1766.578	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	1.3505	154.9402	Y	2	3	X	BY		
1959	1999	Spectrogram 1	1	204171.071442869	204172.334005683	55.703	2037.135	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	1.2626	156.4038	Y	2	2	X	BY		
1960	2000	Spectrogram 1	1	204176.554894975	204177.384040704	103.448	1941.645	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.8291	161.8872	Y	1	1	X	BY		
1961	2001	Spectrogram 1	1	204183.131932161	204184.036454774	47.745	2132.626	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.9045	168.4643	Y	1	1	X	BY		
1962	2002	Spectrogram 1	1	204191.018280905	204191.508230653	509.284	1758.621	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.4899	176.3506	X	0	1	X	Y		
1963	2003	Spectrogram 1	1	204196.114964424	204196.61119558	612.732	1225.464	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.4962	181.4473	X	0	1	X	Y		
1964	2004	Spectrogram 1	1	204197.578532264	204198.13757749	557.029	1169.761	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.559	182.9109	X	0	1	X	Y		
1965	2005	Spectrogram 1	1	204199.098632766	204199.500642816	620.69	1137.931	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.402	184.431	X	0	1	X	Y		
1966	2006	Spectrogram 1	1	204206.896834673	204207.267437688	604.775	1297.082	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	0.3706	192.2292	X	0	1	X	Y		
1967	2007	Spectrogram 1	1	204210.983353119	204212.541142064	55.703	1336.87	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520025844.wav	67145740.220520025844.wav	1.5578	196.3157	Y	1	2	X	BY		
1968	2008	Spectrogram 1	1	204481.602421608	204483.46171809	31.83	493.369	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520030344.wav	67145740.220520030344.wav	1.8593	166.8713	Y	1	0	X	G		
1969	2009	Spectrogram 1	1	204603.334709045	204603.623653769	1344.828	1766.578	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520030344.wav	67145740.220520030344.wav	0.2889	288.6035	X	0	1	X	Y		
1970	2010	Spectrogram 1	1	204676.781799497	204677.296874874	684.35	1647.215	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520030844.wav	67145740.220520030844.wav	0.5151	62.0996	X	0	1	X	Y		
1971	2011	Spectrogram 1	1	204678.3019	204679.175015578	620.69	2204.244	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520030844.wav	67145740.220520030844.wav	0.8731	63.6197	X	0	2	X	Y		
1972	2012	Spectrogram 1	1	205261.655594975	205262.001072362	915.119	1416.446	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520031844.wav	67145740.220520031844.wav	0.3455	46.8844	X	0	1	X	Y		
1973	2013	Spectrogram 1	1	205262.377956784	205262.616650251	970.822	1511.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520031844.wav	67145740.220520031844.wav	0.2387	47.6068	X	0	1	X	Y		
1974	2014	Spectrogram 1	1	206051.128120603	206051.435909548	994.695	1440.318	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520032844.wav	67145740.220520032844.wav	0.3078	236.2971	X	0	1	X	Y		
1975	2015	Spectrogram 1	1	206652.90870201	206653.266742211	962.865	1305.04	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520033844.wav	67145740.220520033844.wav	0.358	238.0182	X	0	1	X	Y		
1976	2016	Spectrogram 1	1	206803.543860302	206804.002403015	946.95	2021.22	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034344.wav	67145740.220520034344.wav	0.4585	88.6177	X	0	1	X	Y		
1977	2017	Spectrogram 1	1	206807.689511303	206808.242275122	763.926	2220.159	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034344.wav	67145740.220520034344.wav	0.5528	92.7633	X	0	1	X	Y		
1978	2018	Spectrogram 1	1	206809.812626881	206810.089008791	1098.143	1527.851	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034344.wav	67145740.220520034344.wav	0.2764	94.8865	X	0	1	X	Y		
1979	2019	Spectrogram 1	1	206813.625440952	206814.178204771	740.053	1424.403	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034344.wav	67145740.220520034344.wav	0.5528	98.6993	X	0	1	X	Y		
1980	2020	Spectrogram 1	1	206817.516390452	206817.962370352	843.501	1265.252	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034344.wav	67145740.220520034344.wav	0.446	102.5902	X	0	1	X	Y		
1981	2021	Spectrogram 1	1	207234.325790452	207234.589609548	740.053	1018.568	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034844.wav	67145740.220520034844.wav	0.2638	219.3773	X	0	1	X	Y		
1982	2022	Spectrogram 1	1	207235.343378392	207235.60091608	771.883	1153.846	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520034844.wav	67145740.220520034844.wav	0.2575	220.3949	X	0	1	X	Y		
1983	2023	Spectrogram 1	1	207389.240341709	207389.824512563	461.538	1320.955	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520035344.wav	67145740.220520035344.wav	0.5842	74.2605	X	0	1	Y	Y		
1984	2024	Spectrogram 1	1	207582.710896928	207583.119188385	633.245	1131.926	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520035344.wav	67145740.220520035344.wav	0.4083	267.7311	X	0	1	Y	Y		
1985	2025	Spectrogram 1	1	207654.47861919	207655.1130413	538.259	1622.691	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520035844.wav	67145740.220520035844.wav	0.6344	39.5221	X	0	1	X	Y		
1986	2026	Spectrogram 1	1	207655.948468436	207656.721081501	617.414	2113.456	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520035844.wav	67145740.220520035844.wav	0.7726	40.992	X	0	1	X	Y		
1987	2027	Spectrogram 1	1	207921.910760302	207922.438398492	577.836	1266.491	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5276	6.9259	X	0	1	Y	Y		
1988	2028	Spectrogram 1	1	207922.771313065	207923.342921106	490.765	1353.562	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5716	7.7865	X	0	1	Y	Y		
1989	2029	Spectrogram 1	1	207923.550207538	207923.857996482	633.245	1321.9	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3078	8.5654	X	0	1	Y	Y		
1990	2030	Spectrogram 1	1	207924.052720101	207924.410760302	530.343	1242.744	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.358	9.0679	X	0	1	Y	Y		
1991	2031	Spectrogram 1	1	207928.689613961	207928.978558684	522.427	1321.9	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.2889	13.7048	X	0	1	Y	Y		
1992	2032	Spectrogram 1	1	207929.355443106	207929.600417981	633.245	1385.224	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.245	14.3706	X	0	1	Y	Y		
1993	2033	Spectrogram 1	1	207944.0886	207944.421514573	577.836	989.446	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3329	29.1038	X	0	1	X	Y		
1994	2034	Spectrogram 1	1	207944.591112563	207945.27578593	585.752	1195.251	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.6847	29.6063	X	0	1	X	Y		
1995	2035	Spectrogram 1	1	207946.174027136	207946.75819799	538.259	1131.926	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5842	31.1892	X	0	1	X	Y		
1996	2036	Spectrogram 1	1	207947.09739397	207947.518248241	569.921	1226.913	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.4209	32.1126	X	0	1	X	Y		
1997	2037	Spectrogram 1	1	207947.8386	207948.221765829	617.414	1195.251	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3832	32.8538	X	0	1	X	Y		
1998	2038	Spectrogram 1	1	207948.68658995	207949.082318593	585.752	1116.095	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3957	33.7018	X	0	1	X	Y		
1999	2039	Spectrogram 1	1	207957.553817085	207957.936982915	546.174	1124.011	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3832	42.569	X	0	1	X	Y		
2000	2040	Spectrogram 1	1	207958.338992965	207958.992259297	506.596	957.784	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.6533	43.3542	X	0	1	X	Y		
2001	2041	Spectrogram 1	1	207959.538741709	207960.078942714	609.499	1131.926	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5402	44.5539	X	0	1	X	Y		
2002	2042	Spectrogram 1	1	207960.436982915	207960.732209045	656.992	997.361	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.2952	45.4521	X	0	1	X	Y		
2003	2043	Spectrogram 1	1	207961.153063317	207961.994771859	577.836	1013.193	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.8417	46.1682	X	0	1	X	Y		
2004	2044	Spectrogram 1	1	207962.384219095	207962.886731658	554.09	1060.686	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5025	47.3994	X	0	1	X	Y		
2005	2045	Spectrogram 1	1	207963.860349749	207964.268641206	585.752	1092.348	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.4083	48.8755	X	0	1	X	Y		
2006	2046	Spectrogram 1	1	207988.467778141	207988.725315829	403.694	918.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.2575	73.4829	X	0	1	Y	Y		
2007	2047	Spectrogram 1	1	207989.447677638	207990.075818342	427.441	1060.686	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.6281	74.4628	X	0	1	Y	Y		
2008	2048	Spectrogram 1	1	207990.484109799	207990.67255201	411.609	1052.77	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.1884	75.4993	X	0	1	Y	Y		
2009	2049	Spectrogram 1	1	208000.473662312	208000.913360804	467.018	1052.77	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.4397	85.4888	X	0	1	Y	Y		
2010	2050	Spectrogram 1	1	208003.750970101	208004.25976407	522.427	1100.264	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5088	88.7661	X	0	1	Y	Y		
2011	2051	Spectrogram 1	1	208004.718306784	208005.026095729	538.259	965.699	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3078	89.7335	X	0	1	Y	Y		
2012	2052	Spectrogram 1	1	208006.690668593	208007.092678643	546.174	949.868	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.402	91.7058	X	0	1	Y	Y		
2013	2053	Spectrogram 1	1	208014.273033668	208014.662480905	490.765	854.881	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3894	99.2882	X	0	1	Y	Y		
2014	2054	Spectrogram 1	1	208015.09589799	208015.359717085	585.752	1171.504	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.2638	100.1111	X	0	1	Y	Y		
2015	2055	Spectrogram 1	1	208015.617254774	208016.100923116	94.987	1203.166	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.4837	100.6324	Y	1	1	Y	BY		
2016	2056	Spectrogram 1	1	208016.446400502	208016.641124121	39.578	1274.406	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.1947	101.4616	Y	1	0	Y	B		
2017	2057	Spectrogram 1	1	208017.518930565	208017.883252173	506.596	1163.588	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.3643	102.5341	X	0	1	Y	Y		
2018	2058	Spectrogram 1	1	208018.593051168	208019.767674283	435.356	1116.095	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	1.1746	103.6082	X	0	3	Y	Y		
2019	2059	Spectrogram 1	1	208020.0503376	208020.596820012	55.409	1029.024	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040344.wav	67145740.220520040344.wav	0.5465	105.0655	Y	1	1	Y	BY		
2020	2060	Spectrogram 1	1	208372.686281	208373.559396578	894.459	1773.087	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520040844.wav	67145740.220520040844.wav	0.8731	157.6648	X	0	2	Y	Y		
2021	2061	Spectrogram 1	1	208532.931859296	208533.968291457	0.0	443.272	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	1.0364	17.9029	Y	1	0	X	G		
2022	2062	Spectrogram 1	1	208685.824508543	208686.33958392	649.077	1029.024	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.5151	170.7955	X	0	1	X	Y		
2023	2063	Spectrogram 1	1	208688.940086432	208689.348377889	562.005	1036.939	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.4083	173.9111	X	0	1	X	Y		
2024	2064	Spectrogram 1	1	208690.837071357	208691.540588945	704.485	1234.828	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.7035	175.8081	X	0	1	X	Y		
2025	2065	Spectrogram 1	1	208691.923754774	208692.614709548	641.161	1836.412	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.691	176.8947	X	0	1	X	Y		
2026	2066	Spectrogram 1	1	208692.953905528	208693.148629146	664.908	1005.277	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.1947	177.9249	X	0	1	X	Y		
2027	2067	Spectrogram 1	1	208693.381041206	208694.040588945	609.499	1100.264	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041344.wav	67145740.220520041344.wav	0.6595	178.352	X	0	1	X	Y		
2028	2068	Spectrogram 1	1	208957.473934673	208957.86338191	712.401	1527.704	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.3894	142.4364	X	0	1	X	Y		
2029	2069	Spectrogram 1	1	208981.073641541	208981.544747069	506.596	1029.024	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.4711	166.0361	X	0	1	Y	Y		
2030	2070	Spectrogram 1	1	208983.033440536	208983.416606365	498.681	934.037	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.3832	167.9959	X	0	1	Y	Y		
2031	2071	Spectrogram 1	1	208984.97439531	208985.439219431	403.694	870.712	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.4648	169.9369	X	0	1	X	Y		
2032	2072	Spectrogram 1	1	208986.923073134	208987.299957557	498.681	918.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.3769	171.8856	X	0	1	X	Y		
2033	2073	Spectrogram 1	1	208988.217042984	208988.83890228	562.005	1147.757	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.6219	173.1795	X	0	1	X	Y		
2034	2074	Spectrogram 1	1	208989.322570622	208990.654228913	490.765	1139.842	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	1.3317	174.2851	X	0	3	X	Y		
2035	2075	Spectrogram 1	1	208991.10649022	208991.514781677	474.934	1211.082	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.4083	176.069	X	0	1	X	Y		
2036	2076	Spectrogram 1	1	208993.264791777	208993.497203837	609.499	1100.264	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.2324	178.2273	X	0	1	X	Y		
2037	2077	Spectrogram 1	1	208993.861525445	208994.269816903	601.583	997.361	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.4083	178.824	X	0	1	X	Y		
2038	2078	Spectrogram 1	1	209006.502630151	209007.137052261	554.09	1044.855	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520041844.wav	67145740.220520041844.wav	0.6344	191.4651	X	0	1	X	Y		
2039	2079	Spectrogram 1	1	209245.769792965	209246.027330653	585.752	1013.193	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520042344.wav	67145740.220520042344.wav	0.2575	130.69	X	0	1	X	Y		
2040	2080	Spectrogram 1	1	209248.590144724	209248.904215075	736.148	1147.757	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520042344.wav	67145740.220520042344.wav	0.3141	133.5103	X	0	1	X	Y		
2041	2081	Spectrogram 1	1	209864.357209045	209864.815751759	593.668	1044.855	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520043344.wav	67145740.220520043344.wav	0.4585	149.2072	X	0	1	X	Y		
2042	2082	Spectrogram 1	1	210353.454942462	210353.743887186	633.245	1226.913	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520044344.wav	67145740.220520044344.wav	0.2889	38.2811	X	0	1	Y	Y		
2043	2083	Spectrogram 1	1	210356.049163568	210356.281575628	973.615	1282.322	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520044344.wav	67145740.220520044344.wav	0.2324	40.8753	X	0	1	Y	Y		
2044	2084	Spectrogram 1	1	210361.162228894	210361.557957538	799.472	1321.9	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520044344.wav	67145740.220520044344.wav	0.3957	45.9884	X	0	1	Y	Y		
2045	2085	Spectrogram 1	1	210934.99838593	210935.438084422	736.148	1741.425	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.4397	19.7712	X	0	1	X	Y		
2046	2086	Spectrogram 1	1	210971.947579648	210972.582001759	609.499	1084.433	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.6344	56.7204	X	0	1	X	Y		
2047	2087	Spectrogram 1	1	210974.02044397	210974.566926382	514.512	1076.517	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.5465	58.7933	X	0	1	X	Y		
2048	2088	Spectrogram 1	1	210975.044313317	210975.691298241	720.317	1187.335	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.647	59.8171	X	0	1	X	Y		
2049	2089	Spectrogram 1	1	210976.01165	210976.683760553	728.232	1321.9	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.6721	60.7845	X	0	1	X	Y		
2050	2090	Spectrogram 1	1	210977.02923794	210977.519187688	641.161	1187.335	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	0.4899	61.8021	X	0	1	X	Y		
2051	2091	Spectrogram 1	1	211211.804048571	211215.252541033	403.694	1519.789	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045344.wav	67145740.220520045344.wav	3.4485	296.5769	X	0	1	X	Y		
2052	2092	Spectrogram 1	1	211216.10681239	211216.376912892	221.636	1337.731	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.2701	0.835	X	0	1	X	Y		
2053	2093	Spectrogram 1	1	211217.256309877	211217.507566159	672.823	1171.504	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.2513	1.9845	X	0	1	X	Y		
2054	2094	Spectrogram 1	1	211223.308176814	211224.137322542	94.987	1606.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.8291	8.0363	Y	2	1	X	BY		
2055	2095	Spectrogram 1	1	211225.230287366	211225.96521199	0.0	490.765	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.7349	9.9585	Y	1	0	X	G		
