Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
321	Spectrogram 1	1	41220.238540000	41221.130500000	0.000	1893.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	1	X	BY	GOOD	
322	Spectrogram 1	1	41225.412980000	41226.826300000	68.182	1840.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	2	2	X	BY		
323	Spectrogram 1	1	41231.612350000	41234.124920000	30.303	2212.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	3	2	X	BY		
324	Spectrogram 1	1	41239.442400000	41240.057980000	636.364	1704.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
325	Spectrogram 1	1	41247.617010000	41249.149670000	15.152	2083.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	2	X	BY		
326	Spectrogram 1	1	41251.433670000	41251.873370000	643.939	2015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
327	Spectrogram 1	1	41269.496970000	41269.823600000	969.697	1621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
328	Spectrogram 1	1	41273.387110000	41274.078060000	60.606	2151.515	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	1	X	BY		
329	Spectrogram 1	1	41274.467450000	41274.957400000	121.212	1946.970	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
330	Spectrogram 1	1	41279.399170000	41280.862740000	98.485	1954.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	2	X	BY		
331	Spectrogram 1	1	41283.993450000	41285.299980000	68.182	2212.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	2	X	BY		
332	Spectrogram 1	1	41289.381990000	41289.758880000	250.000	1931.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
333	Spectrogram 1	1	41290.079230000	41290.606870000	159.091	1840.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
334	Spectrogram 1	1	41293.552850000	41294.118170000	234.848	1651.515	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
335	Spectrogram 1	1	41305.751830000	41306.292030000	15.152	2295.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	1	X	BY		
336	Spectrogram 1	1	41306.700320000	41307.246800000	0.000	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	1	X	BY		
337	Spectrogram 1	1	41307.598560000	41308.113640000	22.727	1757.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	1	X	BY		
338	Spectrogram 1	1	41308.421430000	41308.873690000	318.182	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
339	Spectrogram 1	1	41309.029440000	41309.814620000	0.000	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	1	0	X	G		
340	Spectrogram 1	1	41309.883710000	41310.116130000	530.303	962.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
341	Spectrogram 1	1	41310.606070000	41310.989240000	507.576	1848.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
342	Spectrogram 1	1	41311.271900000	41311.868640000	643.939	1053.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
343	Spectrogram 1	1	41319.063460000	41320.897640000	22.727	1878.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	Y	2	0	X	G	VERY CLOSE	
344	Spectrogram 1	1	41322.367480000	41322.631300000	553.030	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y	VERY CLOSE	
345	Spectrogram 1	1	43054.735210000	43055.815620000	7.576	363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518062703.wav	Y	1	0	X	G		
346	Spectrogram 1	1	43822.879430000	43823.080430000	825.758	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518064203.wav	X	0	1	X	Y		
347	Spectrogram 1	1	44081.359140000	44081.666930000	7.576	886.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518064203.wav	X	1	0	Y	B		
348	Spectrogram 1	1	44081.943320000	44082.703370000	7.576	924.242	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518064203.wav	Y	2	0	X	B		
349	Spectrogram 1	1	44082.946530000	44083.172660000	45.455	507.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518064203.wav	Y	1	0	X	B		
350	Spectrogram 1	1	45015.130390000	45015.375370000	0.000	1750.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	Y	1	0	X	B		
351	Spectrogram 1	1	45021.336650000	45023.315290000	68.182	1204.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	Y	2	3	X	BY		
352	Spectrogram 1	1	45024.170540000	45025.282350000	7.576	1378.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	Y	1	1	X	BY		
353	Spectrogram 1	1	45025.659240000	45026.174310000	0.000	1848.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	Y	1	1	X	BY		
354	Spectrogram 1	1	45288.069190000	45288.961150000	0.000	1386.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	Y	1	1	X	BY		
355	Spectrogram 1	1	45293.702180000	45294.066500000	515.152	765.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070203.wav	X	0	1	X	Y		
356	Spectrogram 1	1	45416.546140000	45417.268500000	704.545	2325.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518070703.wav	X	0	1	X	Y		
357	Spectrogram 1	1	45916.444280000	45916.657850000	356.061	1446.970	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
358	Spectrogram 1	1	45937.445460000	45937.696710000	386.364	1128.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
359	Spectrogram 1	1	45940.806010000	45941.082390000	234.848	1022.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
360	Spectrogram 1	1	45969.299420000	45969.544400000	325.758	1037.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
361	Spectrogram 1	1	45975.324810000	45975.601200000	348.485	2030.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
362	Spectrogram 1	1	45983.736760000	45985.074700000	204.545	969.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
363	Spectrogram 1	1	45987.756860000	45988.416410000	287.879	863.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	2	X	Y		
364	Spectrogram 1	1	45991.761690000	45992.119730000	371.212	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
365	Spectrogram 1	1	45992.597110000	45994.305660000	30.303	818.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	Y	1	0	X	G		
366	Spectrogram 1	1	45998.802500000	45999.261050000	356.061	825.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
367	Spectrogram 1	1	46079.948670000	46080.206200000	393.939	977.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	X	0	1	X	Y		
368	Spectrogram 1	1	46090.520730000	46091.117470000	0.000	1515.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518071703.wav	Y	1	1	X	BY		
369	Spectrogram 1	1	48198.331490000	48198.708380000	1250.000	1545.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518075203.wav	X	0	1	X	Y		
370	Spectrogram 1	1	50064.691530000	50065.608610000	0.000	545.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518082203.wav	Y	1	0	X	G		
371	Spectrogram 1	1	56099.196200000	56099.862030000	666.667	1393.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518100203.wav	X	0	1	X	Y		
372	Spectrogram 1	1	63520.325060000	63520.720780000	166.667	1128.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518120704.wav	X	0	1	X	Y		
373	Spectrogram 1	1	63846.968910000	63847.213880000	1227.273	1795.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518121204.wav	X	0	1	X	Y		
374	Spectrogram 1	1	68924.670670000	68925.330220000	0.000	477.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518133704.wav	Y	1	0	X	G		
375	Spectrogram 1	1	68926.115400000	68926.372940000	916.667	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518133704.wav	X	0	1	X	Y		
376	Spectrogram 1	1	69414.587070000	69414.832050000	1083.333	1356.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518134704.wav	X	0	1	X	Y		
377	Spectrogram 1	1	69609.771110000	69610.003520000	0.000	454.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518135204.wav	Y	1	0	X	B		
378	Spectrogram 1	1	69610.355280000	69611.686940000	0.000	712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518135204.wav	Y	1	0	X	G		
379	Spectrogram 1	1	70210.262150000	70211.191800000	0.000	325.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	Y	1	0	X	G		
380	Spectrogram 1	1	70295.167190000	70295.770210000	0.000	1022.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	Y	1	1	X	BY		
381	Spectrogram 1	1	70296.687290000	70297.271460000	0.000	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518140204.wav	Y	1	1	X	BY		
382	Spectrogram 1	1	70988.893450000	70989.860790000	15.152	719.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518141204.wav	Y	1	0	X	G		
383	Spectrogram 1	1	71228.342780000	71228.688260000	1136.364	1575.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518141704.wav	X	0	1	X	Y		
384	Spectrogram 1	1	73290.178820000	73290.662490000	666.667	848.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518145204.wav	X	0	1	X	Y		
385	Spectrogram 1	1	76868.482270000	76868.834030000	962.121	1704.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	X	0	1	X	Y		
386	Spectrogram 1	1	76869.430770000	76869.644330000	954.545	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	X	0	1	X	Y		
387	Spectrogram 1	1	76869.914430000	76870.310160000	871.212	1439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518155204.wav	X	0	1	X	Y		
388	Spectrogram 1	1	79648.878280000	79649.186070000	1189.394	1560.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518163704.wav	X	0	1	X	Y		
389	Spectrogram 1	1	81123.510050000	81124.207290000	0.000	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	X	1	1	Y	BY		
390	Spectrogram 1	1	81201.349410000	81201.625790000	840.909	1265.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	X	0	1	Y	Y		
391	Spectrogram 1	1	81204.967500000	81205.250160000	916.667	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518170204.wav	X	0	1	Y	Y		
392	Spectrogram 1	1	81769.745900000	81770.034850000	1098.485	1568.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518171204.wav	X	0	1	Y	Y		
393	Spectrogram 1	1	81915.746020000	81916.355320000	651.515	1113.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518171704.wav	X	0	1	X	Y		
394	Spectrogram 1	1	82292.744670000	82293.096430000	878.788	1136.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518172204.wav	X	0	1	Y	Y		
395	Spectrogram 1	1	83662.519760000	83662.758460000	590.909	916.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518174204.wav	X	0	1	Y	Y		
396	Spectrogram 1	1	83667.406870000	83669.944560000	0.000	1621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518174204.wav	Y	1	0	Y	G		
397	Spectrogram 1	1	85338.172070000	85340.653220000	0.000	1204.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	4	4	X	BY		
398	Spectrogram 1	1	85357.242410000	85357.901960000	0.000	583.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	1	0	X	G		
399	Spectrogram 1	1	85358.391910000	85358.630610000	0.000	757.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	1	0	X	B		
400	Spectrogram 1	1	85362.021130000	85362.178170000	7.576	371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	1	0	X	B		
401	Spectrogram 1	1	85364.301280000	85364.521130000	37.879	356.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	1	0	Y	B		
402	Spectrogram 1	1	85366.217110000	85366.537460000	0.000	1159.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181204.wav	Y	1	0	Y	B		
403	Spectrogram 1	1	85531.272400000	85531.906820000	227.273	1636.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	X	0	1	Y	Y		
404	Spectrogram 1	1	85533.546270000	85534.099040000	340.909	871.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	X	0	1	Y	Y		
405	Spectrogram 1	1	85577.603130000	85577.816690000	886.364	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	X	0	1	X	Y		
406	Spectrogram 1	1	85581.126870000	85581.893200000	0.000	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518181704.wav	Y	2	1	X	BY		
407	Spectrogram 1	1	85949.685250000	85952.122440000	30.303	1909.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182204.wav	Y	7	6	X	BY		
408	Spectrogram 1	1	86230.490540000	86230.716670000	265.152	1242.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	X	1	0	X	B	WEIRD	
409	Spectrogram 1	1	86231.790790000	86232.287030000	159.091	1348.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	X	1	0	X	B	WEIRD	
410	Spectrogram 1	1	86233.884700000	86234.267860000	151.515	1992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	X	1	0	X	B	WEIRD	
411	Spectrogram 1	1	86234.837280000	86235.226720000	113.636	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518182704.wav	X	1	0	X	B	WEIRD	
412	Spectrogram 1	1	86409.526690000	86409.865890000	0.000	803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183204.wav	Y	1	0	X	G		
413	Spectrogram 1	1	86412.227700000	86412.529210000	45.455	886.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183204.wav	Y	1	0	X	G		
414	Spectrogram 1	1	86708.606310000	86709.215610000	68.182	2098.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	Y	1	1	X	BY		
415	Spectrogram 1	1	86709.705560000	86710.019630000	409.091	962.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	X	0	1	X	Y		
416	Spectrogram 1	1	86714.466870000	86714.711840000	371.212	1810.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	X	0	1	X	Y		
417	Spectrogram 1	1	86717.857760000	86718.642940000	143.939	1545.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518183704.wav	X	1	2	Y	BY		
418	Spectrogram 1	1	87116.895920000	87117.385870000	568.182	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	0	1	Y	Y		
419	Spectrogram 1	1	87122.915100000	87123.869880000	0.000	409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	0	Y	G		
420	Spectrogram 1	1	87137.830940000	87138.182700000	636.364	1295.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	0	1	Y	Y		
421	Spectrogram 1	1	87139.421340000	87139.641190000	83.333	1045.455	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	1	0	Y	B		
422	Spectrogram 1	1	87141.714050000	87141.933900000	30.303	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	1	0	Y	B		
423	Spectrogram 1	1	87142.637420000	87143.259280000	68.182	2000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	2	0	Y	B		
424	Spectrogram 1	1	87143.833610000	87144.373810000	0.000	1484.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	1	Y	BY	FAINT OVERLAP	
425	Spectrogram 1	1	87145.516280000	87145.855470000	75.758	2007.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	1	X	BY		
426	Spectrogram 1	1	87147.241850000	87149.157680000	0.000	1992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	3	4	X	BY		
427	Spectrogram 1	1	87149.452910000	87149.999390000	22.727	2075.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	1	X	BY		
428	Spectrogram 1	1	87150.655380000	87150.837540000	0.000	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	0	X	B		
429	Spectrogram 1	1	87151.691660000	87156.377590000	0.000	2030.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	10	5	X	BY		
430	Spectrogram 1	1	87157.863790000	87158.265800000	848.485	1348.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	0	1	X	Y		
431	Spectrogram 1	1	87168.044130000	87168.245130000	1189.394	1530.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	0	1	X	Y		
432	Spectrogram 1	1	87168.973770000	87170.399650000	15.152	1863.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	3	2	X	BY		
433	Spectrogram 1	1	87171.505030000	87172.673370000	0.000	1856.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	3	1	X	BY		
434	Spectrogram 1	1	87192.042440000	87192.224600000	704.545	1143.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	X	0	1	X	Y		
436	Spectrogram 1	1	87222.378290000	87222.623270000	0.000	1424.242	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518184204.wav	Y	1	0	X	B		
437	Spectrogram 1	1	89912.895470000	89913.121600000	931.818	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518192704.wav	X	0	1	X	Y		
438	Spectrogram 1	1	89932.038210000	89932.264340000	954.545	1265.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518192704.wav	X	0	1	Y	Y		
439	Spectrogram 1	1	93111.609110000	93112.369160000	0.000	492.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	Y	1	0	X	G		
440	Spectrogram 1	1	93112.915640000	93113.675690000	0.000	492.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	Y	1	0	X	G		
441	Spectrogram 1	1	93265.221540000	93265.925060000	22.727	856.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	Y	1	0	X	G		
442	Spectrogram 1	1	93266.113500000	93267.457720000	0.000	643.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	Y	1	0	X	G		
443	Spectrogram 1	1	93267.564500000	93268.783100000	0.000	500.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518202205.wav	Y	1	0	X	G		
444	Spectrogram 1	1	94603.724950000	94603.863140000	689.394	984.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	X	0	1	X	Y		
445	Spectrogram 1	1	94604.843040000	94605.094290000	840.909	1166.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	X	0	1	X	Y		
446	Spectrogram 1	1	94608.454850000	94608.693540000	636.364	1000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518204705.wav	X	0	1	X	Y		
447	Spectrogram 1	1	94887.400130000	94887.626260000	931.818	1287.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205205.wav	X	0	1	X	Y		
448	Spectrogram 1	1	95131.447450000	95131.761520000	787.879	1250.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205705.wav	X	0	1	Y	Y		
449	Spectrogram 1	1	95134.759490000	95134.991900000	757.576	1143.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518205705.wav	X	0	1	Y	Y		
450	Spectrogram 1	1	95468.761010000	95469.125330000	931.818	1590.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	X	0	1	Y	Y		
451	Spectrogram 1	1	95535.823280000	95536.087100000	1265.152	1689.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	X	0	1	X	Y		
452	Spectrogram 1	1	95572.955010000	95573.287920000	840.909	1159.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210205.wav	X	0	1	X	Y		
453	Spectrogram 1	1	95811.220960000	95811.522470000	803.030	1310.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210705.wav	X	0	1	X	Y		
454	Spectrogram 1	1	95812.056380000	95812.339050000	712.121	977.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518210705.wav	X	0	1	X	Y		
455	Spectrogram 1	1	96833.465540000	96833.716800000	45.455	1015.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518212205.wav	Y	1	0	X	B		
456	Spectrogram 1	1	97172.776430000	97173.266380000	492.424	1712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518212705.wav	X	0	1	X	Y		
457	Spectrogram 1	1	97267.995130000	97268.441110000	833.333	1681.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	X	0	1	Y	Y		
458	Spectrogram 1	1	97328.698600000	97329.106900000	1500.000	1780.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	X	0	1	X	Y		
459	Spectrogram 1	1	97343.173070000	97343.499700000	1462.121	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213205.wav	X	0	1	X	Y		
460	Spectrogram 1	1	97784.055810000	97784.759330000	60.606	303.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518213705.wav	Y	1	0	X	G		
461	Spectrogram 1	1	98345.814740000	98347.114990000	0.000	378.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518214705.wav	Y	1	0	X	G		
462	Spectrogram 1	1	98512.987620000	98514.237620000	0.000	439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518215205.wav	Y	1	0	X	G		
463	Spectrogram 1	1	98516.451560000	98517.085980000	0.000	325.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518215205.wav	Y	1	0	X	G		
464	Spectrogram 1	1	99890.485360000	99890.855960000	636.364	1318.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221205.wav	X	0	1	Y	Y		
465	Spectrogram 1	1	99924.253280000	99924.523380000	507.576	1878.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221705.wav	X	0	1	X	Y		
466	Spectrogram 1	1	99935.079610000	99935.318310000	401.515	1257.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518221705.wav	X	0	1	Y	Y		
467	Spectrogram 1	1	100740.809100000	100741.098100000	1227.273	1765.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
468	Spectrogram 1	1	100741.814100000	100742.436000000	1439.394	1712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
469	Spectrogram 1	1	100745.451100000	100745.777700000	1348.485	1757.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
470	Spectrogram 1	1	100766.157200000	100766.552900000	1128.788	1810.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
471	Spectrogram 1	1	100767.620800000	100767.966300000	1401.515	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
472	Spectrogram 1	1	100768.789100000	100769.266500000	1348.485	1840.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518222705.wav	X	0	1	X	Y		
473	Spectrogram 1	1	100817.939200000	100818.586200000	1363.636	1969.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	X	0	1	X	Y		
474	Spectrogram 1	1	100822.191300000	100822.354600000	1060.606	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	X	0	1	X	Y		
475	Spectrogram 1	1	100859.954000000	100860.293200000	1318.182	1803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	X	0	1	Y	Y		
476	Spectrogram 1	1	101103.389100000	101103.722100000	1128.788	1583.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223205.wav	X	0	1	X	Y		
477	Spectrogram 1	1	101132.192900000	101132.469300000	969.697	1409.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518223705.wav	X	0	1	X	Y		
