	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	BILL CHECK
1440	1449	Spectrogram 1	1	136498.829332135	136499.099432638	954.887	1293.233	0.2701	67145740.220517005835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517005835.wav	292.6087	X	0	1	Y	Y	BS OVERLAP	
1441	1450	Spectrogram 1	1	136503.305924021	136503.607431559	834.586	1293.233	0.3015	67145740.220517005835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517005835.wav	297.0853	X	0	1	Y	Y	BS OVERLAP	
1442	1451	Spectrogram 1	1	136504.009441609	136504.354918996	849.624	1187.97	0.3455	67145740.220517005835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517005835.wav	297.7888	X	0	1	Y	Y	BS OVERLAP	
1443	1452	Spectrogram 1	1	136664.005334881	136664.639756991	774.436	2022.556	0.6344	67145740.220517010335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010335.wav	157.7342	X	0	1	X	Y		
1444	1453	Spectrogram 1	1	136666.002822318	136666.329455484	473.684	1428.571	0.3266	67145740.220517010335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010335.wav	159.7317	X	0	1	X	Y		
1445	1454	Spectrogram 1	1	136671.643146905	136671.938373035	360.902	1939.85	0.2952	67145740.220517010335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010335.wav	165.372	X	0	1	X	Y		
1446	1455	Spectrogram 1	1	136760.961936741	136761.357665385	1067.669	1518.797	0.3957	67145740.220517010335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010335.wav	254.6908	X	0	1	X	Y		
1447	1456	Spectrogram 1	1	136797.009493859	136797.348689839	1037.594	1406.015	0.3392	67145740.220517010335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010335.wav	290.7383	X	0	1	Y	Y	BS OVERLAP	
1448	1457	Spectrogram 1	1	136989.017217923	136989.237067169	924.812	1315.789	0.2198	67145740.220517010835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517010835.wav	182.7406	X	0	1	X	Y		
1449	1458	Spectrogram 1	1	138239.544832116	138239.733274327	1045.113	1413.534	0.1884	67145740.220517012835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517012835.wav	233.1457	X	0	1	X	Y		
1450	1459	Spectrogram 1	1	138248.493734673	138248.782679397	872.18	1413.534	0.2889	67145740.220517012835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517012835.wav	242.0946	X	0	1	X	Y		
1451	1460	Spectrogram 1	1	138377.794539613	138378.03323308	496.241	887.218	0.2387	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	71.3519	X	0	1	X	Y		
1452	1461	Spectrogram 1	1	138381.368660216	138381.575946648	1127.82	1338.346	0.2073	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	74.926	X	0	1	X	Y		
1453	1462	Spectrogram 1	1	138383.906348658	138384.163886347	593.985	887.218	0.2575	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	77.4637	X	0	1	X	Y		
1454	1463	Spectrogram 1	1	138506.810973502	138507.11248104	842.105	1541.353	0.3015	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	200.3683	X	0	1	X	Y		
1455	1464	Spectrogram 1	1	138508.36248104	138508.670269984	721.805	1488.722	0.3078	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	201.9198	X	0	1	X	Y		
1456	1465	Spectrogram 1	1	138509.638514597	138510.021680426	631.579	1473.684	0.3832	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	203.1958	X	0	1	X	Y		
1457	1466	Spectrogram 1	1	138510.718916607	138524.794565872	578.947	1496.241	14.0756	67145740.220517013335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013335.wav	204.2763	X	0	18	X	Y		
1458	1467	Spectrogram 1	1	138635.48145165	138635.720145117	977.444	1593.985	0.2387	67145740.220517013835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517013835.wav	28.9996	X	0	1	X	Y		
1459	1468	Spectrogram 1	1	139085.776281407	139086.077788945	518.797	1015.038	0.3015	67145740.220517014335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517014335.wav	179.2734	X	0	1	X	Y		
1460	1469	Spectrogram 1	1	139087.235390361	139087.467802422	97.744	1917.293	0.2324	67145740.220517014335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517014335.wav	180.7326	Y	1	0	X	B		
1461	1470	Spectrogram 1	1	139091.117674124	139091.551091209	466.165	2000.0	0.4334	67145740.220517014335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517014335.wav	184.6148	X	0	1	X	Y		
1462	1471	Spectrogram 1	1	139194.398521036	139194.700028573	406.015	759.398	0.3015	67145740.220517014335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517014335.wav	287.8957	X	0	1	X	Y		
1463	1472	Spectrogram 1	1	139195.836963247	139196.684953196	90.226	1135.338	0.848	67145740.220517014335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517014335.wav	289.3341	Y	1	1	X	BY		
1464	1473	Spectrogram 1	1	140464.759191819	140465.110950612	939.85	1511.278	0.3518	67145740.220517020835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517020835.wav	58.1339	X	0	1	X	Y		
1465	1474	Spectrogram 1	1	140466.273010914	140466.66245815	639.098	1451.128	0.3894	67145740.220517020835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517020835.wav	59.6477	X	0	1	X	Y		
1466	1475	Spectrogram 1	1	140467.579543577	140467.799392824	849.624	1609.023	0.2198	67145740.220517020835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517020835.wav	60.9542	X	0	1	X	Y		
1467	1476	Spectrogram 1	1	140468.642619928	140486.239493564	578.947	1571.429	17.5969	67145740.220517020835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517020835.wav	62.0173	X	0	21	X	Y		
1468	1477	Spectrogram 1	1	141185.160241709	141185.380090955	1278.195	1654.135	0.2198	67145740.220517021835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517021835.wav	178.4671	X	0	1	X	Y		
1469	1478	Spectrogram 1	1	141281.123818338	141281.764521856	90.226	428.571	0.6407	67145740.220517021835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517021835.wav	274.4307	Y	1	0	X	G		
1470	1479	Spectrogram 1	1	141852.98959083	141853.423007916	744.361	2924.812	0.4334	67145740.220517022835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517022835.wav	246.3128	X	0	1	X	Y		
1471	1480	Spectrogram 1	1	142848.192626006	142848.431319473	578.947	2375.94	0.2387	67145740.220517024835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517024835.wav	41.342	X	0	1	X	Y		
1472	1481	Spectrogram 1	1	143215.376720247	143216.017423765	75.188	1067.669	0.6407	67145740.220517025335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517025335.wav	108.5551	Y	1	0	X	G		
1473	1482	Spectrogram 1	1	144312.496308928	144312.99882149	691.729	1090.226	0.5025	67145740.220517031335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517031335.wav	5.52	X	0	1	X	Y		
1474	1483	Spectrogram 1	1	144670.940233511	144671.160082757	804.511	1225.564	0.2198	67145740.220517031835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517031835.wav	63.9409	X	0	1	X	Y		
1475	1484	Spectrogram 1	1	144673.785710898	144674.018122958	774.436	1353.383	0.2324	67145740.220517031835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517031835.wav	66.7864	X	0	1	X	Y		
1476	1485	Spectrogram 1	1	144960.096936287	144960.681107142	556.391	962.406	0.5842	67145740.220517032335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517032335.wav	53.0976	X	0	1	X	Y		
1477	1486	Spectrogram 1	1	145176.052298668	145176.360087613	646.617	1428.571	0.3078	67145740.220517032335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517032335.wav	269.053	X	0	1	X	Y		
1478	1487	Spectrogram 1	1	145513.969039181	145514.308235161	1060.15	1421.053	0.3392	67145740.220517033335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517033335.wav	6.9052	X	0	1	X	Y		
1479	1488	Spectrogram 1	1	145515.935119583	145516.186375864	992.481	1345.865	0.2513	67145740.220517033335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517033335.wav	8.8713	X	0	1	X	Y		
1480	1489	Spectrogram 1	1	145516.946426115	145517.260496467	947.368	1578.947	0.3141	67145740.220517033335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517033335.wav	9.8826	X	0	1	X	Y		
1481	1490	Spectrogram 1	1	145716.805450846	145717.062988534	661.654	1097.744	0.2575	67145740.220517033335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517033335.wav	209.7416	X	0	1	X	Y		
1482	1491	Spectrogram 1	1	146143.030168144	146144.851776184	82.707	1000.0	1.8216	67145740.220517034335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517034335.wav	35.8952	Y	1	1	X	BY		
1483	1492	Spectrogram 1	1	149485.995325443	149486.21517469	781.955	1466.165	0.2198	67145740.220517043835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517043835.wav	78.549	X	0	1	X	Y		
1484	1493	Spectrogram 1	1	149644.990211577	149645.2791563	819.549	2233.083	0.2889	67145740.220517043835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517043835.wav	237.5439	X	0	1	X	Y		
1485	1494	Spectrogram 1	1	150997.964397732	150998.372689189	1383.459	2218.045	0.4083	67145740.220517050335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517050335.wav	90.3756	X	0	1	X	Y		
1486	1495	Spectrogram 1	1	151209.021129363	151209.592737403	360.902	2218.045	0.5716	67145740.220517050835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517050835.wav	1.4598	Y	2	0	X	B		
1487	1496	Spectrogram 1	1	151209.883948171	151210.568621538	390.977	2255.639	0.6847	67145740.220517050835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517050835.wav	2.3226	Y	3	0	X	B		
1488	1497	Spectrogram 1	1	151213.32359117	151213.537159009	721.805	1157.895	0.2136	67145740.220517050835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517050835.wav	5.7623	X	0	1	X	Y		
1489	1498	Spectrogram 1	1	151493.650236658	151493.964307009	1082.707	1541.353	0.3141	67145740.220517050835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517050835.wav	286.0889	X	0	1	X	Y		
1490	1499	Spectrogram 1	1	151550.685566391	151550.955666893	751.88	1383.459	0.2701	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	43.0331	X	0	1	X	Y		
1491	1500	Spectrogram 1	1	151577.148745868	151578.009298632	1060.15	1774.436	0.8606	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	69.4963	X	0	1	X	Y		
1492	1501	Spectrogram 1	1	151615.543243086	151616.202790825	1082.707	1796.992	0.6595	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	107.8907	X	0	1	X	Y		
1493	1502	Spectrogram 1	1	151617.628670222	151618.0558059	1000.0	1714.286	0.4271	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	109.9762	X	0	1	X	Y		
1494	1503	Spectrogram 1	1	151646.804766834	151647.483158794	1120.301	1541.353	0.6784	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	139.1523	X	0	1	X	Y		
1495	1504	Spectrogram 1	1	151655.073345623	151655.871084316	1308.271	1699.248	0.7977	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	147.4208	X	0	1	X	Y		
1496	1505	Spectrogram 1	1	151663.250676763	151663.834847617	1135.338	1526.316	0.5842	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	155.5982	X	0	1	X	Y		
1497	1506	Spectrogram 1	1	151665.405199376	151665.913993346	1052.632	1548.872	0.5088	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	157.7527	X	0	1	X	Y		
1498	1507	Spectrogram 1	1	151666.184093849	151666.962988321	842.105	2759.398	0.7789	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	158.5316	X	0	1	X	Y		
1499	1508	Spectrogram 1	1	151680.422532591	151681.182582842	443.609	2954.887	0.7601	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	172.77	X	0	1	X	Y		
1500	1509	Spectrogram 1	1	151688.069348862	151689.174876501	406.015	2947.368	1.1055	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	180.4168	X	0	1	X	Y		
1501	1510	Spectrogram 1	1	151692.836936802	151694.011559918	646.617	2819.549	1.1746	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	185.1844	X	0	1	X	Y		
1502	1511	Spectrogram 1	1	151697.063274242	151697.754229016	353.383	2593.985	0.691	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	189.4108	X	0	1	X	Y		
1503	1512	Spectrogram 1	1	151698.426339569	151698.796942584	1037.594	1496.241	0.3706	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	190.7738	X	0	1	X	Y		
1504	1513	Spectrogram 1	1	151702.394203079	151702.714554838	1270.677	1827.068	0.3204	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	194.7417	X	0	1	X	Y		
1505	1514	Spectrogram 1	1	151703.449479461	151704.473348808	616.541	2563.91	1.0239	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	195.797	X	0	1	X	Y		
1506	1515	Spectrogram 1	1	151706.20131608	151707.080713065	796.992	2022.556	0.8794	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	198.5488	X	0	1	X	Y		
1507	1516	Spectrogram 1	1	151707.941265829	151708.544280905	1022.556	1796.992	0.603	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	200.2888	X	0	1	X	Y		
1508	1517	Spectrogram 1	1	151727.718409045	151728.434489447	338.346	2676.692	0.7161	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	220.0659	X	0	1	X	Y		
1509	1518	Spectrogram 1	1	151730.218409045	151730.413132663	398.496	1924.812	0.1947	67145740.220517051335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051335.wav	222.5659	X	0	1	X	Y		
1510	1519	Spectrogram 1	1	152101.693679955	152101.951217643	578.947	917.293	0.2575	67145740.220517051835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517051835.wav	294.0402	X	0	1	X	Y		
1511	1520	Spectrogram 1	1	152198.511858125	152198.687737522	766.917	1541.353	0.1759	67145740.220517052336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052336.wav	90.8105	X	0	1	X	Y		
1512	1521	Spectrogram 1	1	152249.691948744	152250.01858191	300.752	2195.489	0.3266	67145740.220517052336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052336.wav	141.9906	X	0	1	X	Y		
1513	1522	Spectrogram 1	1	152274.843144112	152275.515254665	67.669	1864.662	0.6721	67145740.220517052336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052336.wav	167.1418	Y	1	1	X	BY		
1514	1523	Spectrogram 1	1	152472.443708467	152472.757778819	82.707	699.248	0.3141	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	64.766	Y	1	0	X	B		
1515	1524	Spectrogram 1	1	152473.040442136	152474.101999925	120.301	639.098	1.0616	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	65.3628	Y	1	0	X	G		
1516	1525	Spectrogram 1	1	152474.497728568	152474.799236105	774.436	1669.173	0.3015	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	66.8201	X	0	1	X	Y		
1517	1526	Spectrogram 1	1	152622.417794823	152623.491915426	172.932	2225.564	1.0741	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	214.7401	Y	1	1	X	BY		
1518	1527	Spectrogram 1	1	152636.129342857	152636.688388083	150.376	1496.241	0.559	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	228.4517	Y	1	1	X	BY		
1519	1528	Spectrogram 1	1	152660.262896119	152660.696313204	263.158	1511.278	0.4334	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	252.5852	X	0	1	X	Y		
1520	1529	Spectrogram 1	1	152682.28299729	152682.716414375	503.759	2187.97	0.4334	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	274.6053	X	0	1	X	Y		
1521	1530	Spectrogram 1	1	152689.148290154	152689.625677089	586.466	2090.226	0.4774	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	281.4706	X	0	1	X	Y		
1522	1531	Spectrogram 1	1	152691.453566536	152691.704822818	481.203	1977.444	0.2513	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	283.7759	X	0	1	X	Y		
1523	1532	Spectrogram 1	1	152695.891041709	152696.136016583	481.203	1278.195	0.245	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	288.2134	X	0	1	X	Y		
1524	1533	Spectrogram 1	1	152696.4186799	152696.581996482	593.985	1165.414	0.1633	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	288.741	X	0	1	X	Y		
1525	1534	Spectrogram 1	1	152697.153604523	152697.310639699	578.947	1097.744	0.157	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	289.4759	X	0	1	X	Y		
1526	1535	Spectrogram 1	1	152703.287071859	152703.833554271	451.128	2270.677	0.5465	67145740.220517052836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517052836.wav	295.6094	X	0	1	X	Y		
1527	1536	Spectrogram 1	1	152726.88793676	152727.805022187	135.338	2308.271	0.9171	67145740.220517053336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517053336.wav	19.1481	Y	1	1	X	BY		
1528	1537	Spectrogram 1	1	152732.853227776	152733.31177049	609.023	2729.323	0.4585	67145740.220517053336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517053336.wav	25.1134	X	0	1	X	Y		
1529	1538	Spectrogram 1	1	152785.214887717	152785.623179174	511.278	2526.316	0.4083	67145740.220517053336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517053336.wav	77.4751	X	0	1	X	Y		
1530	1539	Spectrogram 1	1	152786.094284702	152786.464887717	503.759	1330.827	0.3706	67145740.220517053336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517053336.wav	78.3544	X	0	1	X	Y		
1531	1540	Spectrogram 1	1	153295.782625202	153295.97734882	1037.594	1383.459	0.1947	67145740.220517053836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517053836.wav	288.0391	X	0	1	X	Y		
1532	1541	Spectrogram 1	1	155698.134155334	155699.000989505	631.579	2060.15	0.8668	67145740.220517061836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517061836.wav	290.1945	X	0	1	X	Y		
1533	1542	Spectrogram 1	1	155702.141693023	155702.882899053	729.323	1699.248	0.7412	67145740.220517061836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517061836.wav	294.202	X	0	1	X	Y		
1534	1543	Spectrogram 1	1	155705.308809975	155706.709563743	887.218	2804.511	1.4008	67145740.220517061836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517061836.wav	297.3691	X	0	1	X	Y		
1535	1544	Spectrogram 1	1	155708.141724548	155709.071372789	669.173	1902.256	0.9296	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	0.1366	X	0	1	X	Y		
1536	1545	Spectrogram 1	1	155716.194026855	155716.822167559	616.541	2000.0	0.6281	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	8.1889	X	0	1	X	Y		
1537	1546	Spectrogram 1	1	155723.867635491	155725.299796295	804.511	2533.835	1.4322	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	15.8625	X	0	1	X	Y		
1538	1547	Spectrogram 1	1	155728.635223431	155729.326178205	706.767	1804.511	0.691	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	20.6301	X	0	1	X	Y		
1539	1548	Spectrogram 1	1	155735.549097487	155736.114424121	924.812	1864.662	0.5653	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	27.5439	X	0	1	X	Y		
1540	1549	Spectrogram 1	1	155738.557891457	155739.368192965	1180.451	2090.226	0.8103	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	30.5527	X	0	1	X	Y		
1541	1550	Spectrogram 1	1	155742.35160201	155743.080245226	1360.902	2112.782	0.7286	67145740.220517062336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062336.wav	34.3464	X	0	1	X	Y		
1542	1551	Spectrogram 1	1	156017.352771878	156017.792470371	45.113	428.571	0.4397	67145740.220517062836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517062836.wav	9.3188	Y	1	0	X	G		
1543	1552	Spectrogram 1	1	156687.869984767	156688.278276224	609.023	1255.639	0.4083	67145740.220517063836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517063836.wav	79.786	X	0	1	X	Y		
1544	1553	Spectrogram 1	1	156688.573502355	156688.856165672	488.722	849.624	0.2827	67145740.220517063836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517063836.wav	80.4895	X	0	1	X	Y		
1545	1554	Spectrogram 1	1	156690.030788787	156690.269482255	684.211	1045.113	0.2387	67145740.220517063836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517063836.wav	81.9468	X	0	1	X	Y		
1546	1555	Spectrogram 1	1	157758.82000695	157759.781062226	481.203	2804.511	0.9611	67145740.220517065336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517065336.wav	250.6793	X	0	1	X	Y		
1547	1556	Spectrogram 1	1	160419.529869083	160419.781125364	849.624	1571.429	0.2513	67145740.220517073836.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517073836.wav	211.15	X	0	1	X	Y		
1548	1557	Spectrogram 1	1	160541.190164583	160541.680114332	669.173	1135.338	0.4899	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	32.7905	X	0	1	X	Y		
1549	1558	Spectrogram 1	1	160543.57081785	160543.891169609	819.549	1157.895	0.3204	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	35.1712	X	0	1	X	Y		
1550	1559	Spectrogram 1	1	160544.833380664	160545.247953528	744.361	1413.534	0.4146	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	36.4337	X	0	1	X	Y		
1551	1560	Spectrogram 1	1	160576.550009045	160576.933174874	789.474	1127.82	0.3832	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	68.1503	X	0	1	X	Y		
1552	1561	Spectrogram 1	1	160578.440712563	160579.056290452	902.256	1375.94	0.6156	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	70.041	X	0	1	X	Y		
1553	1562	Spectrogram 1	1	160671.589144151	160671.978591387	466.165	894.737	0.3894	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	163.1895	X	0	1	Y	Y	BS OVERLAP	
1554	1563	Spectrogram 1	1	160673.184089717	160673.787636614	654.135	1007.519	0.6035	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	164.7844	X	0	1	Y	Y	BS OVERLAP	
1555	1564	Spectrogram 1	1	160692.950953562	160693.151958587	819.549	1233.083	0.201	67145740.220517074336.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220517074336.wav	184.5513	X	0	1	X	Y		
1556	1565	Spectrogram 1	1	123777.432431904	123777.75906507	864.662	1511.278	0.3266	67145740.220516212835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516212835.wav	172.1769	X	0	1	X	Y		
1557	1566	Spectrogram 1	1	123779.040472105	123779.266602759	947.368	1503.759	0.2261	67145740.220516212835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516212835.wav	173.785	X	0	1	X	Y		
1558	1567	Spectrogram 1	1	123780.290472105	123780.711326377	924.812	1533.835	0.4209	67145740.220516212835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516212835.wav	175.035	X	0	1	X	Y		
1559	1568	Spectrogram 1	1	123781.341508031	123796.26507599	721.805	1624.06	14.9236	67145740.220516212835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516212835.wav	176.086	X	0	19	X	Y		
1560	1569	Spectrogram 1	1	124072.912186847	124073.251382827	616.541	1406.015	0.3392	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	167.6419	X	0	1	X	Y		
