Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
345	Spectrogram 1	1	28121.003	28121.003	1800	1800	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	BS										
346	Spectrogram 1	1	28119.0153	28119.0153	1317.857	1317.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	RS	YELP		RS yelp							
347	Spectrogram 1	1	28266.65177	28266.65177	825	825	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	BS										
348	Spectrogram 1	1	28304.06463	28304.06463	1189.286	1189.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	BS										
349	Spectrogram 1	1	28364.85988	28364.85988	1864.286	1864.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	BS										
350	Spectrogram 1	1	28378.10825	28378.10825	396.429	396.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	MAYBE RS GROWL			Marybe RS growl							
351	Spectrogram 1	1	28390.49308	28390.49308	1007.143	1007.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	RS	YELP		RS yelp							
352	Spectrogram 1	1	28407.56962	28407.56962	450	450	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	BS										
353	Spectrogram 1	1	28407.56963	28407.56963	910.714	910.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	RS	YELP		RS yelp							
354	Spectrogram 1	1	28451.88473	28451.88473	889.286	889.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005843.wav	BS										
355	Spectrogram 1	1	28525.2969	28525.2969	246.429	246.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010343.wav	BS										
356	Spectrogram 1	1	28563.8413	28563.8413	567.857	567.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010343.wav	BS										
357	Spectrogram 1	1	28619.40795	28619.40795	1178.571	1178.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010343.wav	BS										
358	Spectrogram 1	1	28630.32842	28630.32842	1457.143	1457.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010343.wav	BS										
359	Spectrogram 1	1	28760.36083	28760.36083	1767.857	1767.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010343.wav	BS										
360	Spectrogram 1	1	28818.98407	28818.98407	417.857	417.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010843.wav	BS										
361	Spectrogram 1	1	28876.03783	28876.03783	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010843.wav	BS										
362	Spectrogram 1	1	28974.41145	28974.41145	619.217	619.217	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010843.wav	RS	YELP		RS yelp							
363	Spectrogram 1	1	28978.30355	28978.30355	501.779	501.779	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010843.wav	BS										
364	Spectrogram 1	1	29034.44649	29034.44649	1249.11	1249.11	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514010843.wav	BS										
365	Spectrogram 1	1	29150.4852	29150.4852	1024.911	1024.911	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011343.wav	RS	YELP									
366	Spectrogram 1	1	29151.39079	29151.39079	982.206	982.206	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011343.wav	RS	YELP									
367	Spectrogram 1	1	29183.58557	29183.58557	1750.89	1750.89	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011343.wav	BS										
368	Spectrogram 1	1	29328.3412	29328.3412	2856.833	2856.833	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011343.wav	BS										
369	Spectrogram 1	1	29384.26783	29384.26783	1195.73	1195.73	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011343.wav	BS										
370	Spectrogram 1	1	29467.2596	29467.2596	1281.139	1281.139	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011843.wav	BS										
371	Spectrogram 1	1	29663.52512	29663.52512	768.683	768.683	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514011843.wav	BS										
372	Spectrogram 1	1	29717.25959	29717.25959	1601.423	1601.423	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514012343.wav	BS										
373	Spectrogram 1	1	29771.51078	29771.51078	1462.633	1462.633	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514012343.wav	BS										
374	Spectrogram 1	1	29923.25275	29923.25275	1879.004	1879.004	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514012343.wav	BS										
375	Spectrogram 1	1	30137.51358	30137.51358	971.53	971.53	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514012843.wav	BS										
376	Spectrogram 1	1	30221.45559	30221.45559	1526.69	1526.69	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514012843.wav	BS										
377	Spectrogram 1	1	30304.00246	30304.00246	1056.94	1056.94	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514013343.wav	BS										
378	Spectrogram 1	1	30829.74689	30829.74689	1996.441	1996.441	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514013843.wav	BS										
379	Spectrogram 1	1	30957.02225	30957.02225	1067.616	1067.616	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514014343.wav	BS										
380	Spectrogram 1	1	31082.69838	31082.69838	459.075	459.075	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514014343.wav	BS										
381	Spectrogram 1	1	31274.71625	31274.71625	1398.577	1398.577	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514014843.wav	BS										
382	Spectrogram 1	1	31427.67998	31427.67998	1185.053	1185.053	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514014843.wav	BS										
383	Spectrogram 1	1	31545.37748	31545.37748	416.37	416.37	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015343.wav	BS										
384	Spectrogram 1	1	31628.77298	31628.77298	1526.69	1526.69	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015343.wav	BS										
385	Spectrogram 1	1	31698.67665	31698.67665	1419.929	1419.929	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015343.wav	BS										
386	Spectrogram 1	1	31841.16658	31841.16658	1889.68	1889.68	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	BS										
387	Spectrogram 1	1	31951.16657	31951.16657	2519.573	2519.573	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	BS										
388	Spectrogram 1	1	32000.63671	32000.63671	1114.286	1114.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP		"RS yelp all of the sounds in that sequency are RS sounds, the latter two being unnamed sounds"							
389	Spectrogram 1	1	32010.05341	32010.05341	501.779	501.779	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	BS										
390	Spectrogram 1	1	32050.28287	32050.28287	928.826	928.826	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
391	Spectrogram 1	1	32052.12294	32052.12294	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
392	Spectrogram 1	1	32053.02853	32053.02853	811.388	811.388	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
393	Spectrogram 1	1	32053.79924	32053.79924	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
394	Spectrogram 1	1	32057.65983	32057.65983	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
395	Spectrogram 1	1	32061.7446	32061.7446	886.121	886.121	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP									
396	Spectrogram 1	1	32063.21072	32063.21072	768.683	768.683	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	YELP		RS yelp							
397	Spectrogram 1	1	32077.47768	32077.47768	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	BS										
398	Spectrogram 1	1	32076.16746	32084.80908	416.37	1686.833	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	Scratching			RS scratching							
399	Spectrogram 1	1	32088.98582	32088.98582	192.171	192.171	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	BS										
400	Spectrogram 1	1	32097.81486	32097.81486	277.58	277.58	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	GROWL		RS growl							
401	Spectrogram 1	1	32100.89771	32100.89771	256.228	256.228	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514015843.wav	RS	GROWL		RS growl							
402	Spectrogram 1	1	32147.9436	32147.9436	192.171	192.171	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	GROWL		RS growl							
403	Spectrogram 1	1	32149.80995	32149.80995	875.445	875.445	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	BS										
404	Spectrogram 1	1	32184.78631	32184.78631	1227.758	1227.758	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	BS										
405	Spectrogram 1	1	32237.14836	32237.14836	1804.27	1804.27	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	BS										
406	Spectrogram 1	1	32352.0266	32352.0266	427.046	427.046	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	BS										
407	Spectrogram 1	1	32351.05533	32351.05533	875.445	875.445	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP		RS yelp							
408	Spectrogram 1	1	32357.49517	32357.49517	1185.053	1185.053	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
409	Spectrogram 1	1	32359.88438	32359.88438	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
410	Spectrogram 1	1	32362.2911	32362.2911	1088.968	1088.968	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP		RS yelp							
411	Spectrogram 1	1	32365.71114	32365.71114	992.883	992.883	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
412	Spectrogram 1	1	32366.35661	32366.35661	1249.11	1249.11	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
413	Spectrogram 1	1	32370.45103	32370.45103	1024.911	1024.911	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
414	Spectrogram 1	1	32373.97705	32373.97705	1088.968	1088.968	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
415	Spectrogram 1	1	32379.51043	32379.51043	1334.52	1334.52	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	RS	YELP									
416	Spectrogram 1	1	32401.29533	32401.29533	512.456	512.456	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020343.wav	BS										
417	Spectrogram 1	1	32439.47014	32439.47014	1014.235	1014.235	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020843.wav	BS										
418	Spectrogram 1	1	32488.84043	32488.84043	2316.726	2316.726	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020843.wav	BS										
419	Spectrogram 1	1	32529.74425	32529.74425	160.142	160.142	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020843.wav	BH			BH							
420	Spectrogram 1	1	32546.69733	32546.69733	843.416	843.416	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020843.wav	BS										
421	Spectrogram 1	1	32644.47888	32644.47888	1281.139	1281.139	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514020843.wav	BS										
422	Spectrogram 1	1	32846.7744	32846.7744	1046.263	1046.263	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021343.wav	BS										
423	Spectrogram 1	1	32925.36783	32925.36783	362.989	362.989	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021343.wav	BS										
424	Spectrogram 1	1	32972.61955	32972.61955	1868.327	1868.327	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021343.wav	BS										
425	Spectrogram 1	1	33007.40936	33007.40936	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021843.wav	BS										
426	Spectrogram 1	1	33095.17954	33095.17954	2049.822	2049.822	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021843.wav	BS										
427	Spectrogram 1	1	33149.19689	33149.19689	1024.911	1024.911	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021843.wav	RS	YELP									
428	Spectrogram 1	1	33255.06919	33255.06919	1601.423	1601.423	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514021843.wav	BS										
429	Spectrogram 1	1	33309.08128	33309.08128	256.228	256.228	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514022343.wav	BS										
430	Spectrogram 1	1	33394.39132	33394.39132	501.779	501.779	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514022343.wav	BS										
431	Spectrogram 1	1	33479.04186	33479.04186	2263.345	2263.345	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514022343.wav	BS										
432	Spectrogram 1	1	33640.63671	33640.63671	565.836	565.836	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514022843.wav	BS										
433	Spectrogram 1	1	33813.38764	33813.38764	1441.281	1441.281	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514022843.wav	BS										
434	Spectrogram 1	1	33912.09232	33912.09232	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023343.wav	BS										
435	Spectrogram 1	1	33950.95288	33950.95288	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023343.wav	BS										
436	Spectrogram 1	1	34044.36503	34044.36503	2071.174	2071.174	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023343.wav	BS										
437	Spectrogram 1	1	34134.55246	34134.55246	886.121	886.121	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023343.wav	BS										
438	Spectrogram 1	1	34145.64896	34145.64896	138.79	138.79	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023343.wav	BH			BH							
439	Spectrogram 1	1	34244.43335	34244.43335	1024.911	1024.911	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023843.wav	BS										
440	Spectrogram 1	1	34365.98353	34365.98353	2252.669	2252.669	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023843.wav	BS										
441	Spectrogram 1	1	34491.50202	34491.50202	2508.897	2508.897	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514023843.wav	BS										
442	Spectrogram 1	1	34538.46646	34538.46646	395.018	395.018	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024343.wav	BS										
443	Spectrogram 1	1	34602.23595	34602.23595	565.836	565.836	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024343.wav	BS										
444	Spectrogram 1	1	34778.23875	34778.23875	2017.794	2017.794	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024343.wav	BS										
445	Spectrogram 1	1	34880.2207	34880.2207	1259.786	1259.786	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024843.wav	BS										
446	Spectrogram 1	1	34940.71114	34940.71114	1387.9	1387.9	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024843.wav	BS										
447	Spectrogram 1	1	34973.49886	34973.49886	266.904	266.904	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024843.wav	BS										
448	Spectrogram 1	1	35046.39865	35046.39865	832.74	832.74	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024843.wav	BS										
449	Spectrogram 1	1	35092.58627	35092.58627	1686.833	1686.833	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514024843.wav	BS										
450	Spectrogram 1	1	35129.42985	35129.42985	320.285	320.285	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514025343.wav	BS										
451	Spectrogram 1	1	35191.15257	35191.15257	918.149	918.149	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514025343.wav	BS										
452	Spectrogram 1	1	35269.9921	35269.9921	555.16	555.16	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514025343.wav	BS										
453	Spectrogram 1	1	35434.60939	35434.60939	2188.612	2188.612	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514025843.wav	BS										
454	Spectrogram 1	1	35625.7637	35625.7637	1943.06	1943.06	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514025843.wav	BS										
455	Spectrogram 1	1	35785.22858	35785.22858	1558.719	1558.719	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	BS										
456	Spectrogram 1	1	35848.251	35848.251	843.416	843.416	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	BS										
457	Spectrogram 1	1	35881.50638	35881.50638	971.53	971.53	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
458	Spectrogram 1	1	35884.50253	35884.50253	971.53	971.53	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
459	Spectrogram 1	1	35885.51409	35885.51409	886.121	886.121	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
460	Spectrogram 1	1	35895.7891	35895.7891	864.769	864.769	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
461	Spectrogram 1	1	35897.68698	35897.68698	960.854	960.854	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
462	Spectrogram 1	1	35898.58294	35898.58294	907.473	907.473	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	RS	YELP		RS yelp							
463	Spectrogram 1	1	35982.90591	35982.90591	321.429	321.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030343.wav	BS										
464	Spectrogram 1	1	36063.88772	36063.88772	460.714	460.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030843.wav	BS										
465	Spectrogram 1	1	36116.39866	36116.39866	1467.857	1467.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030843.wav	BS										
466	Spectrogram 1	1	36178.68627	36178.68627	975	975	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030843.wav	BS										
467	Spectrogram 1	1	36234.43771	36234.43771	717.857	717.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514030843.wav	BS										
468	Spectrogram 1	1	36350.95288	36350.95288	2217.857	2217.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031343.wav	BS										
469	Spectrogram 1	1	36489.75739	36489.75739	450	450	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031343.wav	BS										
470	Spectrogram 1	1	36552.68259	36552.68259	160.714	160.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031343.wav	BH			BH							
471	Spectrogram 1	1	36571.79102	36571.79102	471.429	471.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031343.wav	BS										
472	Spectrogram 1	1	36647.22278	36647.22278	1510.714	1510.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031843.wav	BS										
473	Spectrogram 1	1	36688.1135	36688.1135	1275	1275	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031843.wav	RS	YELP									
474	Spectrogram 1	1	36696.73497	36696.73497	1371.429	1371.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031843.wav	RS	YELP									
476	Spectrogram 1	1	36833.58993	36833.58993	328.622	328.622	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031843.wav	BS										
477	Spectrogram 1	1	36885.93449	36885.93449	1441.696	1441.696	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514031843.wav	BS										
478	Spectrogram 1	1	36926.73585	36926.73585	869.258	869.258	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032343.wav	BS										
479	Spectrogram 1	1	36997.96811	36997.96811	1717.314	1717.314	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032343.wav	BS										
480	Spectrogram 1	1	37108.53388	37108.53388	1187.279	1187.279	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032343.wav	BS										
481	Spectrogram 1	1	37213.40602	37213.40602	413.428	413.428	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032843.wav	BS										
482	Spectrogram 1	1	37273.25714	37273.25714	932.862	932.862	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032843.wav	BS										
483	Spectrogram 1	1	37332.30162	37332.30162	498.233	498.233	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032843.wav	BS										
484	Spectrogram 1	1	37406.31631	37406.31631	1908.127	1908.127	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514032843.wav	BS										
485	Spectrogram 1	1	37537.6248	37537.6248	1971.731	1971.731	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033343.wav	BS										
486	Spectrogram 1	1	37559.85811	37559.85811	1240.283	1240.283	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033343.wav	RS	YELP		RS yelp							
487	Spectrogram 1	1	37600.33455	37600.33455	1219.081	1219.081	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033343.wav	BS										
488	Spectrogram 1	1	37804.77842	37804.77842	1208.481	1208.481	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033843.wav	BS										
489	Spectrogram 1	1	37927.96722	37927.96722	710.247	710.247	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033843.wav	BS										
490	Spectrogram 1	1	37949.45697	37949.45697	667.845	667.845	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033843.wav	BS										
491	Spectrogram 1	1	38095.2461	38095.2461	466.431	466.431	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514033843.wav	BS										
492	Spectrogram 1	1	38179.4894	38179.4894	1367.491	1367.491	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	BS										
493	Spectrogram 1	1	38277.49341	38277.49341	869.258	869.258	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	BS										
494	Spectrogram 1	1	38316.24888	38316.24888	254.417	254.417	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	BS										
495	Spectrogram 1	1	38359.99474	38359.99474	1081.272	1081.272	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
496	Spectrogram 1	1	38362.1142	38362.1142	1335.689	1335.689	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
497	Spectrogram 1	1	38368.53126	38368.53126	1134.276	1134.276	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
498	Spectrogram 1	1	38370.93974	38370.93974	1272.085	1272.085	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
499	Spectrogram 1	1	38373.33771	38373.33771	190.813	190.813	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	GROWL		RS growl							
500	Spectrogram 1	1	38376.33386	38376.33386	954.064	954.064	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
501	Spectrogram 1	1	38378.27465	38378.27465	1038.869	1038.869	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
502	Spectrogram 1	1	38379.54633	38379.54633	816.254	816.254	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
503	Spectrogram 1	1	38381.62725	38381.62725	943.463	943.463	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
504	Spectrogram 1	1	38384.16097	38384.16097	922.261	922.261	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
505	Spectrogram 1	1	38386.45647	38386.45647	996.466	996.466	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
506	Spectrogram 1	1	38388.24838	38388.24838	985.866	985.866	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
507	Spectrogram 1	1	38389.70572	38389.70572	1049.47	1049.47	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
508	Spectrogram 1	1	38391.19898	38391.19898	932.862	932.862	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
509	Spectrogram 1	1	38396.27605	38396.27605	752.65	752.65	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034343.wav	RS	YELP									
510	Spectrogram 1	1	38443.33245	38443.33245	381.625	381.625	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	BS										
511	Spectrogram 1	1	38482.2552	38482.2552	932.862	932.862	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	BS										
512	Spectrogram 1	1	38523.45067	38523.45067	392.226	392.226	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	BS										
513	Spectrogram 1	1	38545.56751	38545.56751	975.265	975.265	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
514	Spectrogram 1	1	38545.9336	38545.9336	911.661	911.661	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
515	Spectrogram 1	1	38552.34979	38552.34979	1272.085	1272.085	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
516	Spectrogram 1	1	38554.59538	38554.59538	1144.876	1144.876	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
517	Spectrogram 1	1	38559.58574	38559.58574	996.466	996.466	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514034843.wav	RS	YELP									
