Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	Center Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Species	Call type	Comments	WH	Quantity
421	Spectrogram 1	1	81117.609060644	81117.609060644	308.511	308.511	67653638.220515143552.wav	0.0000	304.688	304.688	0.000	RS	BARK			
422	Spectrogram 1	1	81117.840274517	81117.840274517	882.979	882.979	67653638.220515143552.wav	0.0000	878.906	878.906	0.000	RS	YELP			
423	Spectrogram 1	1	81118.061854479	81118.061854479	436.170	436.170	67653638.220515143552.wav	0.0000	433.594	433.594	0.000	RS	BARK			
424	Spectrogram 1	1	81118.350871820	81118.350871820	765.957	765.957	67653638.220515143552.wav	0.0000	761.719	761.719	0.000	RS	YELP			
425	Spectrogram 1	1	81118.562817870	81118.562817870	478.723	478.723	67653638.220515143552.wav	0.0000	480.469	480.469	0.000	RS	BARK			
426	Spectrogram 1	1	81118.706449320	81118.879859724	752.988	1183.267	67653638.220515143552.wav	0.1734	867.188	855.469	430.279	RS	YELP			
427	Spectrogram 1	1	81118.956931015	81119.101439686	59.761	143.426	67653638.220515143552.wav	0.1445	105.469	105.469	83.665	RS	BARK			
428	Spectrogram 1	1	81119.208289931	81119.208289931	680.851	680.851	67653638.220515143552.wav	0.0000	679.688	679.688	0.000	RS	YELP			
429	Spectrogram 1	1	81119.352798602	81119.352798602	382.979	382.979	67653638.220515143552.wav	0.0000	386.719	386.719	0.000	RS	BARK			
430	Spectrogram 1	1	81119.650572634	81119.795081304	788.845	1147.410	67653638.220515143552.wav	0.1445	878.906	878.906	358.565	RS	YELP			
431	Spectrogram 1	1	81119.882663727	81119.882663727	478.723	478.723	67653638.220515143552.wav	0.0000	480.469	480.469	0.000	RS	BARK			
432	Spectrogram 1	1	81121.038733091	81121.038733091	1159.574	1159.574	67653638.220515143552.wav	0.0000	1160.156	1160.156	0.000	RS	YELP			
433	Spectrogram 1	1	81121.443357369	81121.443357369	521.277	521.277	67653638.220515143552.wav	0.0000	515.625	515.625	0.000	RS	BARK			
434	Spectrogram 1	1	81121.847981646	81121.847981646	989.362	989.362	67653638.220515143552.wav	0.0000	984.375	984.375	0.000	RS	YELP			
435	Spectrogram 1	1	81122.117731165	81122.117731165	446.809	446.809	67653638.220515143552.wav	0.0000	445.312	445.312	0.000	RS	BARK			
436	Spectrogram 1	1	81122.952372531	81122.952372531	904.255	904.255	67653638.220515143552.wav	0.0000	902.344	902.344	0.000	RS	YELP		Yelp	
437	Spectrogram 1	1	81123.145050759	81123.145050759	1223.404	1223.404	67653638.220515143552.wav	0.0000	1218.750	1218.750	0.000	RS	YELP			
438	Spectrogram 1	1	81123.402536329	81123.402536329	203.187	203.187	67653638.220515143552.wav	0.0000	199.219	199.219	0.000	RS	BARK			
439	Spectrogram 1	1	81123.518143265	81123.681919759	657.371	1362.550	67653638.220515143552.wav	0.1638	832.031	714.844	705.179	RS	YELP			
440	Spectrogram 1	1	81123.701187581	81123.893865809	71.713	155.378	67653638.220515143552.wav	0.1927	128.906	128.906	83.665	RS	BARK			
441	Spectrogram 1	1	81123.973567136	81123.973567136	702.128	702.128	67653638.220515143552.wav	0.0000	703.125	703.125	0.000	RS	YELP		Yelp	
442	Spectrogram 1	1	81124.185513186	81124.185513186	202.128	202.128	67653638.220515143552.wav	0.0000	199.219	199.219	0.000	RS	BARK			
443	Spectrogram 1	1	81124.455262705	81124.455262705	585.106	585.106	67653638.220515143552.wav	0.0000	585.938	585.938	0.000	RS	BARK			
444	Spectrogram 1	1	81125.790003583	81125.790003583	276.596	276.596	67653638.220515143552.wav	0.0000	281.250	281.250	0.000	RS	BARK			
445	Spectrogram 1	1	81126.252431328	81126.252431328	425.532	425.532	67653638.220515143552.wav	0.0000	421.875	421.875	0.000	RS	BARK			
446	Spectrogram 1	1	81125.462450596	81125.462450596	851.064	851.064	67653638.220515143552.wav	0.0000	855.469	855.469	0.000	RS	YELP		Yelp	
447	Spectrogram 1	1	81127.581911097	81127.581911097	1010.638	1010.638	67653638.220515143552.wav	0.0000	1007.812	1007.812	0.000	RS	YELP			
448	Spectrogram 1	1	81128.140677957	81128.140677957	500.000	500.000	67653638.220515143552.wav	0.0000	503.906	503.906	0.000	RS	BARK			
449	Spectrogram 1	1	81128.715207006	81128.715207006	287.234	287.234	67653638.220515143552.wav	0.0000	292.969	292.969	0.000	RS	GROWL		Growl	
450	Spectrogram 1	1	81129.399214713	81129.399214713	308.511	308.511	67653638.220515143552.wav	0.0000	304.688	304.688	0.000	RS	BARK			
451	Spectrogram 1	1	81129.562991206	81129.562991206	797.872	797.872	67653638.220515143552.wav	0.0000	796.875	796.875	0.000	RS	YELP			
452	Spectrogram 1	1	81129.724128424	81129.921623607	68.492	143.426	67653638.220515143552.wav	0.1975	105.469	117.188	74.934	RS	BARK			
453	Spectrogram 1	1	81130.198829356	81130.198829356	968.085	968.085	67653638.220515143552.wav	0.0000	972.656	972.656	0.000	RS	YELP		Yelp	
454	Spectrogram 1	1	81130.536016254	81130.536016254	351.064	351.064	67653638.220515143552.wav	0.0000	351.562	351.562	0.000	RS	BARK			
455	Spectrogram 1	1	81130.805765773	81130.805765773	680.851	680.851	67653638.220515143552.wav	0.0000	679.688	679.688	0.000	RS	YELP		Yelp	
456	Spectrogram 1	1	81131.046613557	81131.046613557	340.426	340.426	67653638.220515143552.wav	0.0000	339.844	339.844	0.000	RS	BARK			
457	Spectrogram 1	1	81131.361026999	81131.361026999	1170.213	1170.213	67653638.220515143552.wav	0.0000	1171.875	1171.875	0.000	RS	YELP		Yelp	
458	Spectrogram 1	1	81131.563339138	81131.563339138	680.851	680.851	67653638.220515143552.wav	0.0000	679.688	679.688	0.000	RS	BARK			
459	Spectrogram 1	1	81131.784919099	81131.784919099	1234.043	1234.043	67653638.220515143552.wav	0.0000	1230.469	1230.469	0.000	RS	YELP		Yelp	
460	Spectrogram 1	1	81132.006499061	81132.006499061	925.532	925.532	67653638.220515143552.wav	0.0000	925.781	925.781	0.000	RS	BARK			
461	Spectrogram 1	1	81132.556498366	81132.701007037	812.749	1338.645	67653638.220515143552.wav	0.1445	878.906	855.469	525.896	RS	YELP			
462	Spectrogram 1	1	81133.904379600	81133.904379600	457.447	457.447	67653638.220515143552.wav	0.0000	457.031	457.031	0.000	RS	BARK		Bark	
463	Spectrogram 1	1	81263.909614050	81263.909614050	244.681	244.681	67653638.220515143552.wav	0.0000	246.094	246.094	0.000	RS	GROWL		Long growl	
464	Spectrogram 1	1	81268.179204791	81268.179204791	308.511	308.511	67653638.220515143552.wav	0.0000	304.688	304.688	0.000	RS	BARK			
465	Spectrogram 1	1	81266.971463526	81266.971463526	212.766	212.766	67653638.220515143552.wav	0.0000	210.938	210.938	0.000	RS	GROWL		Long growl	
466	Spectrogram 1	1	81268.532157168	81268.532157168	234.043	234.043	67653638.220515143552.wav	0.0000	234.375	234.375	0.000	RS	BARK			
467	Spectrogram 1	1	81268.859710154	81268.859710154	180.851	180.851	67653638.220515143552.wav	0.0000	175.781	175.781	0.000	RS	BARK			
468	Spectrogram 1	1	81269.302870077	81269.302870077	340.426	340.426	67653638.220515143552.wav	0.0000	339.844	339.844	0.000	RS	BARK			
469	Spectrogram 1	1	81269.637424461	81269.637424461	276.596	276.596	67653638.220515143552.wav	0.0000	281.250	281.250	0.000	RS	BARK			
470	Spectrogram 1	1	81270.042048739	81270.042048739	265.957	265.957	67653638.220515143552.wav	0.0000	269.531	269.531	0.000	RS	BARK			
471	Spectrogram 1	1	81270.350333902	81270.350333902	191.489	191.489	67653638.220515143552.wav	0.0000	187.500	187.500	0.000	RS	BARK			
472	Spectrogram 1	1	81270.697154712	81270.697154712	436.170	436.170	67653638.220515143552.wav	0.0000	433.594	433.594	0.000	RS	YELP		Yelp	
473	Spectrogram 1	1	81271.713952419	81272.012603671	47.809	155.378	67653638.220515143552.wav	0.2987	93.750	93.750	107.569	RS	BARK			
474	Spectrogram 1	1	81271.650911937	81271.650911937	691.489	691.489	67653638.220515143552.wav	0.0000	691.406	691.406	0.000	RS	YELP		Yelp	
475	Spectrogram 1	1	81272.330522746	81272.513567062	66.076	143.426	67653638.220515143552.wav	0.1830	93.750	105.469	77.350	RS	BARK			
476	Spectrogram 1	1	81272.729910010	81272.729910010	287.234	287.234	67653638.220515143552.wav	0.0000	292.969	292.969	0.000	RS	BARK			
477	Spectrogram 1	1	81273.076730820	81273.076730820	691.489	691.489	67653638.220515143552.wav	0.0000	691.406	691.406	0.000	RS	BARK			
478	Spectrogram 1	1	81273.404283806	81273.404283806	329.787	329.787	67653638.220515143552.wav	0.0000	328.125	328.125	0.000	RS	BARK			
479	Spectrogram 1	1	81472.820120561	81472.820120561	351.064	351.064	67653638.220515144052.wav	0.0000	351.562	351.562	0.000	RS	BARK		Bark	
480	Spectrogram 1	1	81475.064821909	81475.064821909	319.149	319.149	67653638.220515144052.wav	0.0000	316.406	316.406	0.000	RS	BARK		Bark	
481	Spectrogram 1	1	81475.941507844	81475.941507844	319.149	319.149	67653638.220515144052.wav	0.0000	316.406	316.406	0.000	RS	BARK		Bark	
482	Spectrogram 1	1	81476.556343832	81476.556343832	340.426	340.426	67653638.220515144052.wav	0.0000	339.844	339.844	0.000	RS	BARK		Bark	
483	Spectrogram 1	1	81476.932066376	81476.932066376	925.532	925.532	67653638.220515144052.wav	0.0000	925.781	925.781	0.000	RS	YELP		You marked a yelp, but there is a bark below	
484	Spectrogram 1	1	81477.336690653	81477.336690653	223.404	223.404	67653638.220515144052.wav	0.0000	222.656	222.656	0.000	RS	BARK			
485	Spectrogram 1	1	81477.779850576	81477.779850576	500.000	500.000	67653638.220515144052.wav	0.0000	503.906	503.906	0.000	RS	BARK		Bark	
486	Spectrogram 1	1	81478.530400777	81478.530400777	340.426	340.426	67653638.220515144052.wav	0.0000	339.844	339.844	0.000	RS	BARK		Bark	
487	Spectrogram 1	1	81610.091987476	81610.091987476	308.511	308.511	67653638.220515144552.wav	0.0000	304.688	304.688	0.000	RS	BARK		Bark	
488	Spectrogram 1	1	81610.400272640	81610.400272640	351.064	351.064	67653638.220515144552.wav	0.0000	351.562	351.562	0.000	RS	BARK		Bark	
489	Spectrogram 1	1	81610.592950867	81610.592950867	765.957	765.957	67653638.220515144552.wav	0.0000	761.719	761.719	0.000	RS	YELP		Yelp	
490	Spectrogram 1	1	81610.814530829	81610.814530829	329.787	329.787	67653638.220515144552.wav	0.0000	328.125	328.125	0.000	RS	BARK			
491	Spectrogram 1	1	81611.585243738	81611.585243738	404.255	404.255	67653638.220515144552.wav	0.0000	398.438	398.438	0.000	RS	BARK			
492	Spectrogram 1	1	81611.854993256	81611.854993256	329.787	329.787	67653638.220515144552.wav	0.0000	328.125	328.125	0.000	RS	BARK			
493	Spectrogram 1	1	81613.348249518	81613.348249518	351.064	351.064	67653638.220515144552.wav	0.0000	351.562	351.562	0.000	RS	BARK		Bark	
494	Spectrogram 1	1	81717.767581978	81717.767581978	297.872	297.872	67653638.220515144552.wav	0.0000	292.969	292.969	0.000	RS	BARK			
495	Spectrogram 1	1	81718.085501053	81718.085501053	276.596	276.596	67653638.220515144552.wav	0.0000	281.250	281.250	0.000	RS	BARK		Bark	
496	Spectrogram 1	1	81718.374518394	81718.547928799	71.713	155.378	67653638.220515144552.wav	0.1734	128.906	128.906	83.665	RS	BARK			
497	Spectrogram 1	1	81718.952553076	81718.952553076	361.702	361.702	67653638.220515144552.wav	0.0000	363.281	363.281	0.000	RS	BARK			
498	Spectrogram 1	1	81720.956406641	81720.956406641	393.617	393.617	67653638.220515144552.wav	0.0000	398.438	398.438	0.000	RS	BARK		Bark	
499	Spectrogram 1	1	81721.563343057	81721.563343057	287.234	287.234	67653638.220515144552.wav	0.0000	292.969	292.969	0.000	RS	BARK		Bark	
500	Spectrogram 1	1	81724.372945493	81724.372945493	361.702	361.702	67653638.220515144552.wav	0.0000	363.281	363.281	0.000	RS	BARK		Bark	
501	Spectrogram 1	1	81724.739034125	81724.739034125	297.872	297.872	67653638.220515144552.wav	0.0000	292.969	292.969	0.000	RS	BARK		Bark	
502	Spectrogram 1	1	81725.134024491	81725.134024491	329.787	329.787	67653638.220515144552.wav	0.0000	328.125	328.125	0.000	RS	BARK		Bark	
503	Spectrogram 1	1	81726.049246071	81726.049246071	276.596	276.596	67653638.220515144552.wav	0.0000	281.250	281.250	0.000	RS	BARK		Bark	
504	Spectrogram 1	1	81725.808398287	81725.808398287	255.319	255.319	67653638.220515144552.wav	0.0000	257.812	257.812	0.000	RS	BARK		Bark	
505	Spectrogram 1	1	81726.540575551	81726.540575551	340.426	340.426	67653638.220515144552.wav	0.0000	339.844	339.844	0.000	RS	BARK		Bark	
506	Spectrogram 1	1	81726.993369385	81726.993369385	329.787	329.787	67653638.220515144552.wav	0.0000	328.125	328.125	0.000	RS	BARK		Bark	
507	Spectrogram 1	1	81727.282386726	81727.282386726	265.957	265.957	67653638.220515144552.wav	0.0000	269.531	269.531	0.000	RS	BARK		Bark	
508	Spectrogram 1	1	81790.354717689	81790.354717689	212.766	212.766	67653638.220515144552.wav	0.0000	210.938	210.938	0.000	RS	GROWL		Growl	
509	Spectrogram 1	1	81793.957800541	81793.957800541	308.511	308.511	67653638.220515144552.wav	0.0000	304.688	304.688	0.000	RS	GROWL		Growl	
510	Spectrogram 1	1	81795.316182044	81795.316182044	265.957	265.957	67653638.220515144552.wav	0.0000	269.531	269.531	0.000	RS	BARK		Bark	
511	Spectrogram 1	1	81793.203726229	81793.203726229	946.809	946.809	67653638.220515144552.wav	0.0000	949.219	949.219	0.000	RS	YELP		Yelp	
512	Spectrogram 1	1	81980.087604319	81980.087604319	957.447	957.447	67653638.220515145052.wav	0.0000	960.938	960.938	0.000	RS	YELP		Yelp	
513	Spectrogram 1	1	81980.328452103	81980.328452103	904.255	904.255	67653638.220515145052.wav	0.0000	902.344	902.344	0.000	RS	YELP		Yelp	
514	Spectrogram 1	1	81982.052922238	81982.052922238	936.170	936.170	67653638.220515145052.wav	0.0000	937.500	937.500	0.000	RS	YELP		Yelp	
515	Spectrogram 1	1	81982.404123129	81982.404123129	414.894	414.894	67653638.220515145052.wav	0.0000	410.156	410.156	0.000	RS	BARK			
516	Spectrogram 1	1	81982.702774381	81982.702774381	265.957	265.957	67653638.220515145052.wav	0.0000	269.531	269.531	0.000	RS	BARK			
517	Spectrogram 1	1	81982.991791722	81982.991791722	531.915	531.915	67653638.220515145052.wav	0.0000	527.344	527.344	0.000	RS	BARK			
518	Spectrogram 1	1	81983.280809063	81983.280809063	308.511	308.511	67653638.220515145052.wav	0.0000	304.688	304.688	0.000	RS	BARK			
519	Spectrogram 1	1	81983.608362050	81983.608362050	638.298	638.298	67653638.220515145052.wav	0.0000	632.812	632.812	0.000	RS	BARK			
520	Spectrogram 1	1	81983.887745479	81983.887745479	404.255	404.255	67653638.220515145052.wav	0.0000	398.438	398.438	0.000	RS	BARK			
521	Spectrogram 1	1	81984.051521972	81984.051521972	936.170	936.170	67653638.220515145052.wav	0.0000	937.500	937.500	0.000	RS	YELP			
522	Spectrogram 1	1	81984.407976693	81984.407976693	446.809	446.809	67653638.220515145052.wav	0.0000	445.312	445.312	0.000	RS	BARK			
523	Spectrogram 1	1	81986.791056474	81986.791056474	351.064	351.064	67653638.220515145052.wav	0.0000	351.562	351.562	0.000	RS	BARK			
524	Spectrogram 1	1	81986.964466879	81986.964466879	861.702	861.702	67653638.220515145052.wav	0.0000	867.188	867.188	0.000	RS	YELP			
525	Spectrogram 1	1	81987.224582486	81987.224582486	457.447	457.447	67653638.220515145052.wav	0.0000	457.031	457.031	0.000	RS	BARK			
526	Spectrogram 1	1	81987.436528536	81987.436528536	957.447	957.447	67653638.220515145052.wav	0.0000	960.938	960.938	0.000	RS	YELP		Yelp	
527	Spectrogram 1	1	81987.773715434	81987.773715434	361.702	361.702	67653638.220515145052.wav	0.0000	363.281	363.281	0.000	RS	BARK			
528	Spectrogram 1	1	81988.082000598	81988.082000598	297.872	297.872	67653638.220515145052.wav	0.0000	292.969	292.969	0.000	RS	BARK			
529	Spectrogram 1	1	83536.091274192	83536.091274192	734.043	734.043	67653638.220515151552.wav	0.0000	738.281	738.281	0.000	BS				
530	Spectrogram 1	1	83722.589797383	83722.589797383	1436.170	1436.170	67653638.220515152052.wav	0.0000	1441.406	1441.406	0.000	BS				
531	Spectrogram 1	1	83852.753564138	83852.753564138	968.127	968.127	67653638.220515152052.wav	0.0000	972.656	972.656	0.000	RS	YELP		Yelp	
532	Spectrogram 1	1	83852.946242365	83852.946242365	425.532	425.532	67653638.220515152052.wav	0.0000	421.875	421.875	0.000	RS	BARK			
533	Spectrogram 1	1	83925.718184447	83925.718184447	1042.553	1042.553	67653638.220515152052.wav	0.0000	1042.969	1042.969	0.000	BS				
534	Spectrogram 1	1	84010.689289981	84010.689289981	531.915	531.915	67653638.220515152552.wav	0.0000	527.344	527.344	0.000	BS				
535	Spectrogram 1	1	84384.528835500	84384.528835500	734.043	734.043	67653638.220515153052.wav	0.0000	738.281	738.281	0.000	BS				
536	Spectrogram 1	1	84524.886162437	84524.886162437	723.404	723.404	67653638.220515153052.wav	0.0000	726.562	726.562	0.000	BS				
537	Spectrogram 1	1	84655.393260187	84655.393260187	1010.638	1010.638	67653638.220515153552.wav	0.0000	1007.812	1007.812	0.000	BS				
539	Spectrogram 1	1	87552.501326621	87552.501326621	755.319	755.319	67653638.220515162052.wav	0.0000	750.000	750.000	0.000	BS				
541	Spectrogram 1	1	89307.229833382	89307.229833382	521.277	521.277	67653638.220515165052.wav	0.0000	515.625	515.625	0.000	BS				
542	Spectrogram 1	1	89337.828889475	89337.828889475	1085.106	1085.106	67653638.220515165052.wav	0.0000	1089.844	1089.844	0.000	BS				
543	Spectrogram 1	1	89487.316538229	89487.316538229	633.803	633.803	67653638.220515165552.wav	0.0000	632.812	632.812	0.000	BS				
544	Spectrogram 1	1	90147.491693054	90147.491693054	676.056	676.056	67653638.220515170552.wav	0.0000	679.688	679.688	0.000	BS				
545	Spectrogram 1	1	90412.000368752	90412.000368752	739.437	739.437	67653638.220515171052.wav	0.0000	738.281	738.281	0.000	BS				
546	Spectrogram 1	1	90856.332117712	90856.332117712	802.817	802.817	67653638.220515171552.wav	0.0000	808.594	808.594	0.000	BS				
547	Spectrogram 1	1	90932.181669906	90932.181669906	1130.282	1130.282	67653638.220515172052.wav	0.0000	1125.000	1125.000	0.000	RS	YELP		Yelp	
548	Spectrogram 1	1	90934.879164109	90934.879164109	1087.649	1087.649	67653638.220515172052.wav	0.0000	1089.844	1089.844	0.000	RS	YELP		Yelp	
549	Spectrogram 1	1	90936.420589928	90936.420589928	1035.211	1035.211	67653638.220515172052.wav	0.0000	1031.250	1031.250	0.000	RS	YELP		Yelp	
550	Spectrogram 1	1	90942.394489425	90942.394489425	1098.592	1098.592	67653638.220515172052.wav	0.0000	1101.562	1101.562	0.000	RS	YELP		Yelp	
551	Spectrogram 1	1	93191.519547846	93191.519547846	676.056	676.056	67653638.220515175552.wav	0.0000	679.688	679.688	0.000	BS				
552	Spectrogram 1	1	93349.571753744	93349.571753744	739.437	739.437	67653638.220515180052.wav	0.0000	738.281	738.281	0.000	BS				
553	Spectrogram 1	1	93368.816814815	93368.924545536	657.371	848.606	67653638.220515180052.wav	0.1077	738.281	738.281	191.235	RS	YELP		Yelp	
554	Spectrogram 1	1	93373.736228132	93373.736228132	887.324	887.324	67653638.220515180052.wav	0.0000	890.625	890.625	0.000	RS	YELP		Yelp	
555	Spectrogram 1	1	93377.300775338	93377.300775338	813.380	813.380	67653638.220515180052.wav	0.0000	808.594	808.594	0.000	RS	YELP		Yelp	
556	Spectrogram 1	1	93387.862168833	93387.862168833	896.414	896.414	67653638.220515180052.wav	0.0000	890.625	890.625	0.000	RS	YELP		Yelp	
557	Spectrogram 1	1	93393.108269818	93393.108269818	848.606	848.606	67653638.220515180052.wav	0.0000	843.750	843.750	0.000	RS	YELP		Yelp	
558	Spectrogram 1	1	93465.791753882	93465.791753882	253.521	253.521	67653638.220515180052.wav	0.0000	257.812	257.812	0.000	Maybe RS			Maybe RS, but Unknown	
559	Spectrogram 1	1	93804.867782698	93804.867782698	718.310	718.310	67653638.220515180552.wav	0.0000	714.844	714.844	0.000	BS				
560	Spectrogram 1	1	93997.896339516	93997.896339516	696.203	696.203	67653638.220515181052.wav	0.0000	691.406	691.406	0.000	RS	YELP		RS	
561	Spectrogram 1	1	94104.804727359	94104.804727359	718.310	718.310	67653638.220515181052.wav	0.0000	714.844	714.844	0.000	BS				
562	Spectrogram 1	1	94471.974081401	94471.974081401	771.127	771.127	67653638.220515181552.wav	0.0000	773.438	773.438	0.000	BS				
563	Spectrogram 1	1	94625.211979317	94625.211979317	919.014	919.014	67653638.220515182052.wav	0.0000	914.062	914.062	0.000	BS				
564	Spectrogram 1	1	95748.490140153	95748.490140153	707.746	707.746	67653638.220515184052.wav	0.0000	703.125	703.125	0.000	BS				
565	Spectrogram 1	1	96218.569817440	96218.569817440	708.000	708.000	67653638.220515184552.wav	0.0000	703.125	703.125	0.000	RS	YELP		RS Yelp	
566	Spectrogram 1	1	96369.505201931	96369.505201931	507.042	507.042	67653638.220515185052.wav	0.0000	503.906	503.906	0.000	BS			Yes	
567	Spectrogram 1	1	96494.038384592	96494.038384592	760.563	760.563	67653638.220515185052.wav	0.0000	761.719	761.719	0.000	BS				
568	Spectrogram 1	1	96832.510095799	96832.510095799	707.746	707.746	67653638.220515185552.wav	0.0000	703.125	703.125	0.000	BS				
569	Spectrogram 1	1	96995.210222440	96995.210222440	549.296	549.296	67653638.220515190052.wav	0.0000	550.781	550.781	0.000	BS			Yes	
570	Spectrogram 1	1	97108.132798954	97108.132798954	1088.028	1088.028	67653638.220515190052.wav	0.0000	1089.844	1089.844	0.000	BS				
571	Spectrogram 1	1	97178.600486692	97178.600486692	1077.465	1077.465	67653638.220515190052.wav	0.0000	1078.125	1078.125	0.000	BS				
572	Spectrogram 1	1	97245.077105954	97245.077105954	1056.338	1056.338	67653638.220515190552.wav	0.0000	1054.688	1054.688	0.000	BS				
573	Spectrogram 1	1	97393.994593786	97393.994593786	802.817	802.817	67653638.220515190552.wav	0.0000	808.594	808.594	0.000	BS				
574	Spectrogram 1	1	97458.889490104	97458.889490104	728.873	728.873	67653638.220515190552.wav	0.0000	726.562	726.562	0.000	BS				
575	Spectrogram 1	1	97568.529550948	97568.529550948	1035.211	1035.211	67653638.220515191052.wav	0.0000	1031.250	1031.250	0.000	BS				
576	Spectrogram 1	1	97737.268365028	97737.268365028	612.676	612.676	67653638.220515191052.wav	0.0000	609.375	609.375	0.000	BS				
577	Spectrogram 1	1	97864.055035991	97864.055035991	612.676	612.676	67653638.220515191552.wav	0.0000	609.375	609.375	0.000	BS				
578	Spectrogram 1	1	97941.994249002	97941.994249002	1077.465	1077.465	67653638.220515191552.wav	0.0000	1078.125	1078.125	0.000	BS				
579	Spectrogram 1	1	98022.020525715	98022.020525715	855.634	855.634	67653638.220515191552.wav	0.0000	855.469	855.469	0.000	BS				
581	Spectrogram 1	1	98084.787204028	98084.787204028	1352.113	1352.113	67653638.220515191552.wav	0.0000	1347.656	1347.656	0.000	BS				
583	Spectrogram 1	1	98355.494850959	98355.494850959	644.366	644.366	67653638.220515192052.wav	0.0000	644.531	644.531	0.000	BS				
584	Spectrogram 1	1	98420.491366381	98420.491366381	1257.042	1257.042	67653638.220515192552.wav	0.0000	1253.906	1253.906	0.000	BS				
585	Spectrogram 1	1	98523.567203749	98523.567203749	1246.479	1246.479	67653638.220515192552.wav	0.0000	1242.188	1242.188	0.000	BS				
586	Spectrogram 1	1	98594.718010258	98594.718010258	940.141	940.141	67653638.220515192552.wav	0.0000	937.500	937.500	0.000	BS				
587	Spectrogram 1	1	98652.546895847	98652.546895847	1130.282	1130.282	67653638.220515192552.wav	0.0000	1125.000	1125.000	0.000	BS				
588	Spectrogram 1	1	98749.947486705	98749.947486705	697.183	697.183	67653638.220515193052.wav	0.0000	691.406	691.406	0.000	BS				
589	Spectrogram 1	1	98822.180796920	98822.180796920	1066.901	1066.901	67653638.220515193052.wav	0.0000	1066.406	1066.406	0.000	BS				
590	Spectrogram 1	1	98910.181316442	98910.181316442	792.254	792.254	67653638.220515193052.wav	0.0000	796.875	796.875	0.000	BS				
591	Spectrogram 1	1	99213.587342315	99213.587342315	1024.648	1024.648	67653638.220515193552.wav	0.0000	1019.531	1019.531	0.000	BS				
592	Spectrogram 1	1	99389.076053412	99389.076053412	728.873	728.873	67653638.220515194052.wav	0.0000	726.562	726.562	0.000	BS				
593	Spectrogram 1	1	99559.559485148	99559.559485148	897.887	897.887	67653638.220515194052.wav	0.0000	902.344	902.344	0.000	Sandhill crane			Sandhill crane	
594	Spectrogram 1	1	99565.339825390	99565.339825390	908.451	908.451	67653638.220515194052.wav	0.0000	914.062	914.062	0.000	Sandhill crane			Sandhill crane flying overhead!	
595	Spectrogram 1	1	99566.243675430	99566.243675430	992.958	992.958	67653638.220515194052.wav	0.0000	996.094	996.094	0.000	Sandhill crane			Sandhill crane flying overhead!	
596	Spectrogram 1	1	99567.284137858	99567.284137858	1024.648	1024.648	67653638.220515194052.wav	0.0000	1019.531	1019.531	0.000	Sandhill crane			Sandhill crane flying overhead!	
597	Spectrogram 1	1	99568.498010691	99568.498010691	887.324	887.324	67653638.220515194052.wav	0.0000	890.625	890.625	0.000	Sandhill crane			Sandhill crane flying overhead!	
598	Spectrogram 1	1	99569.615544409	99569.615544409	802.817	802.817	67653638.220515194052.wav	0.0000	808.594	808.594	0.000	Sandhill crane			Sandhill crane flying overhead!	
599	Spectrogram 1	1	99924.810843658	99924.810843658	642.857	642.857	67653638.220515195052.wav	0.0000	644.531	644.531	0.000	BS				
600	Spectrogram 1	1	100107.682639156	100107.682639156	1039.286	1039.286	67653638.220515195052.wav	0.0000	1042.969	1042.969	0.000	BS				
601	Spectrogram 1	1	100291.228789568	100291.228789568	768.683	768.683	67653638.220515195552.wav	0.0000	773.438	773.438	0.000	BS			Yes	
602	Spectrogram 1	1	100544.040132779	100544.040132779	1003.559	1003.559	67653638.220515200052.wav	0.0000	1007.812	1007.812	0.000	BS			Yes	
603	Spectrogram 1	1	100706.164851414	100707.186046019	896.679	1946.565	67653638.220515200052.wav	1.0212	996.094	984.375	1049.886	RS	YELP	GOOD	Very close one!	
604	Spectrogram 1	1	100710.630613487	100711.584370712	771.784	2526.971	67653638.220515200052.wav	0.9538	1042.969	1078.125	1755.187	RS	YELP			
605	Spectrogram 1	1	100713.143304847	100713.143304847	1270.463	1270.463	67653638.220515200052.wav	0.0000	1265.625	1265.625	0.000	RS	YELP			
606	Spectrogram 1	1	102134.709262498	102134.709262498	747.331	747.331	67653638.220515202552.wav	0.0000	750.000	750.000	0.000	BS				
607	Spectrogram 1	1	102290.657750679	102290.657750679	619.217	619.217	67653638.220515202552.wav	0.0000	621.094	621.094	0.000	BS				
608	Spectrogram 1	1	102417.564389778	102417.564389778	619.217	619.217	67653638.220515203052.wav	0.0000	621.094	621.094	0.000	BS				
609	Spectrogram 1	1	103030.736588496	103030.736588496	1014.235	1014.235	67653638.220515204052.wav	0.0000	1019.531	1019.531	0.000	BS				
611	Spectrogram 1	1	103750.738328571	103750.738328571	715.302	715.302	67653638.220515205052.wav	0.0000	714.844	714.844	0.000	BS				
612	Spectrogram 1	1	104093.146809845	104093.146809845	768.683	768.683	67653638.220515205553.wav	0.0000	773.438	773.438	0.000	BS				
613	Spectrogram 1	1	104221.530044841	104221.530044841	1085.106	1085.106	67653638.220515210053.wav	0.0000	1089.844	1089.844	0.000	RS	YELP		RS yelp	
