Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH
1097	Spectrogram 1	2	14942.67563	14945.09498	105.8	1352.5	2017-ULU01_0+1_20171212_123602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	242.676	Y	bark	good	AR			
1098	Spectrogram 1	2	15159.29912	15160.20638	72.4	2064.9	2017-ULU01_0+1_20171213_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_033602.wav	159.299	Y	"bark, yelp"		AR			
1099	Spectrogram 1	2	15267.67035	15269.17035	94.6	1163.3	2017-ULU01_0+1_20171213_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_033602.wav	267.67	X	bark?		AR		"Yelp is clear, bark much less so"	X
1100	Spectrogram 1	2	15582.40567	15582.85325	139.1	879.4	2017-ULU01_0+1_20171213_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_060602.wav	282.406	Y	bark		AR			Y
1101	Spectrogram 1	2	15782.35913	15783.30268	100.2	1202.2	2017-ULU01_0+1_20171213_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_183602.wav	182.359	Y	"bark, yelp"		AR			
1102	Spectrogram 1	2	15797.16315	15798.03412	100.2	1257.9	2017-ULU01_0+1_20171213_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_183602.wav	197.163	Y	"bark, yelp"		AR			
1103	Spectrogram 1	2	15759.23156	15759.8243	52.1	611.4	2017-ULU01_0+1_20171213_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_183602.wav	159.232	Y	bark		AR			
1104	Spectrogram 1	2	16010.98821	16011.89547	94.5	1029.9	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	110.988	Y	bark		AR			
1105	Spectrogram 1	2	16014.73821	16016.05676	99.2	486.6	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	114.738	Y	bark	Not pixels. Clear tonals.	AR		Not pixels. Clear tonals.	Y
1106	Spectrogram 1	2	16038.81048	16040.87903	85	2159.1	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	138.81	Y	bark	good	AR			
1107	Spectrogram 1	2	16140.82676	16141.3953	94.5	1833.1	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	240.827	Y	bark		AR			Y
1108	Spectrogram 1	2	16157.04505	16157.85553	56.7	680.3	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	257.045	X	bark or fish?	Maybe fish	AR		Maybe fish	X
1109	Spectrogram 1	2	16175.46889	16176.26728	108.7	1181.1	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	275.469	Y	bark		AR			
1110	Spectrogram 1	2	16399.50296	16400.03522	85	817.3	2017-ULU01_0+1_20171215_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171215_053602.wav	199.503	X	bark		AR			X
1111	Spectrogram 1	2	16752.87756	16753.44611	85	656.7	2017-ULU01_0+1_20171216_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171216_063602.wav	252.878	Y	bark		AR			
1112	Spectrogram 1	2	16960.11057	16960.69122	70.9	491.3	2017-ULU01_0+1_20171216_163602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	160.111	Y	bark		AR			
1113	Spectrogram 1	2	16964.15011	16965.22672	89.8	1833.1	2017-ULU01_0+1_20171216_163602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	164.15	Y	"bark, yelp"		AR			
1114	Spectrogram 1	2	17186.74252	17189.62155	66.1	1379.5	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	86.743	X	Ice	very close together and weird...	AR		Ice sounds	X
1115	Spectrogram 1	2	17201.68551	17202.4718	61.4	770.1	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	101.686	X	bark?	there are yelps right after	AR			X
1116	Spectrogram 1	2	17292.72743	17296.48952	56.7	1403.1	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	192.727	Y	bark	in noise	AR			
1117	Spectrogram 1	2	17309.63733	17310.89539	151.2	1157.5	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	209.637	Y	bark		AR			
1118	Spectrogram 1	2	17361.33146	17364.11372	108.7	529.1	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	261.331	Y	bark		AR			
1119	Spectrogram 1	2	17810.26841	17814.17566	113.4	1294.5	2017-ULU01_0+1_20171218_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	110.268	Y	bark		AR			
1120	Spectrogram 1	2	17895.31729	17895.77697	80.3	803.1	2017-ULU01_0+1_20171218_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	195.317	X	bark?		AR			X
1121	Spectrogram 1	2	17905.00681	17905.24874	80.3	1029.9	2017-ULU01_0+1_20171218_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	205.007	X	bark?	sounds weird	AR			X
1122	Spectrogram 1	2	17964.36882	17969.3043	75.6	1445.7	2017-ULU01_0+1_20171218_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	264.369	Y	bark	series	AR			
1123	Spectrogram 1	2	18067.89112	18068.58063	75.6	581.1	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	67.891	Y	bark		AR			
1124	Spectrogram 1	2	18071.24202	18073.34686	108.7	1289.8	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	71.242	Y	"bark, yelp"		AR			
1125	Spectrogram 1	2	18124.09946	18124.7164	137	600	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	124.099	Y	bark		AR			Y
1126	Spectrogram 1	2	18131.49687	18132.28316	99.2	1355.9	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	131.497	X	bark?		AR			X
1127	Spectrogram 1	2	18230.41116	18230.82245	89.8	515	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	230.411	X	bark		AR			X
1128	Spectrogram 1	2	18319.99857	18324.89776	85	1143.3	2017-ULU01_0+1_20171218_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	19.999	Y	"bark, yelp"		AR			
1129	Spectrogram 1	2	18339.41146	18347.80662	89.8	1261.4	2017-ULU01_0+1_20171218_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	39.411	Y	"bark, yelp"	good series	AR			
1130	Spectrogram 1	2	18391.56826	18392.08842	85	713.4	2017-ULU01_0+1_20171218_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	91.568	Y	bark		AR			
1131	Spectrogram 1	2	18724.35146	18724.99258	80.3	1242.5	2017-ULU01_0+1_20171219_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171219_143602.wav	124.351	Y	"bark, yelp"		AR			
1132	Spectrogram 1	2	19028.62578	19028.85562	118.1	680.3	2017-ULU01_0+1_20171220_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171220_053602.wav	128.626	Y	bark		AR			Y
1133	Spectrogram 1	2	19211.00738	19212.61625	94.5	892.9	2017-ULU01_0+1_20171220_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	11.007	Y	bark	very similar to the non-bio signal that gets repeated (also mixed in it) but could be a bark	AR			Y
1134	Spectrogram 1	2	19425.14085	19427.9594	113.4	973.2	2017-ULU01_0+1_20171220_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	225.141	Y	bark		AR			Y
1135	Spectrogram 1	2	19627.49575	19628.46349	89.8	557.5	2017-ULU01_0+1_20171221_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171221_213602.wav	127.496	X	bark?	I can't hear them but they look like barks	AR			X
1136	Spectrogram 1	2	19635.84252	19639.04817	75.6	760.6	2017-ULU01_0+1_20171221_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171221_213602.wav	135.843	X	bark?	I can't hear them but they look like barks	AR			X
1137	Spectrogram 1	2	19744.78939	19745.34584	99.2	1360.6	2017-ULU01_0+1_20171221_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171221_213602.wav	244.789	Y	bark		AR			
1138	Spectrogram 1	2	19821.5097	19824.81211	99.2	1044.1	2017-ULU01_0+1_20171222_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	21.51	Y	bark	potentially also groans	AR			
1139	Spectrogram 1	2	19862.78212	19864.00389	108.7	533.9	2017-ULU01_0+1_20171222_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	62.782	X	bark	pixel	AR			
1140	Spectrogram 1	2	19952.89063	19953.50757	89.8	949.6	2017-ULU01_0+1_20171222_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	152.891	Y	bark		AR			
1141	Spectrogram 1	2	19988.96735	19989.65687	85	562.2	2017-ULU01_0+1_20171222_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	188.967	X	bark		AR			
1142	Spectrogram 1	2	20104.92339	20108.47984	108.7	1870.9	2017-ULU01_0+1_20171222_223602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	4.923	Y	bark		AR			
1143	Spectrogram 1	2	20628.46533	20629.04597	56.7	548	2017-ULU01_0+1_20171223_180602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_180602.wav	228.465	Y	bark		AR			
1144	Spectrogram 1	2	20630.63065	20631.2113	80.3	486.6	2017-ULU01_0+1_20171223_180602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_180602.wav	230.631	Y	bark		AR			
1145	Spectrogram 1	2	20670.33271	20670.97384	94.5	883.5	2017-ULU01_0+1_20171223_180602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_180602.wav	270.333	X	bark?		AR			X
1146	Spectrogram 1	2	20733.79536	20734.26714	103.9	429.9	2017-ULU01_0+1_20171223_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_233602.wav	33.795	Y	bark		AR			Y
1147	Spectrogram 1	2	20908.21089	20908.97298	75.6	1034.6	2017-ULU01_0+1_20171223_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_233602.wav	208.211	Y	"bark, yelp"		AR			Y
1148	Spectrogram 1	2	21019.52254	21020.86528	118.1	5225.2	2017-ULU01_0+1_20171224_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	19.523	Y	"bark, yelp"		AR			
1149	Spectrogram 1	2	21042.39326	21043.92955	94.5	3415.7	2017-ULU01_0+1_20171224_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	42.393	Y	"bark, yelp"		AR			
1150	Spectrogram 1	2	21060.16293	21062.5218	94.5	2900.8	2017-ULU01_0+1_20171224_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	60.163	Y	"bark, yelp"		AR			
1151	Spectrogram 1	2	21082.50033	21085.16162	80.3	2863	2017-ULU01_0+1_20171224_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	82.5	Y	"bark, yelp"		AR			
1152	Spectrogram 1	2	21387.36749	21397.35942	108.7	543.3	2017-ULU01_0+1_20171224_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	87.368	X	bark?	any keeper bark in here?	AR		I selected 1339 as a good keeper section. Rest is a mix of barks and other sounds.	X
1153	Spectrogram 1	2	21562.63083	21563.98567	80.3	845.7	2017-ULU01_0+1_20171224_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	262.631	Y	bark		AR			
1155	Spectrogram 1	2	21655.44722	21658.8827	103.9	571.7	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	55.447	Y	bark	faint	AR			
1156	Spectrogram 1	2	21662.06416	21667.68915	94.5	685	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	62.064	Y	bark		AR			
1157	Spectrogram 1	2	21691.95526	21693.79397	122.8	1048.8	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	91.955	Y	bark		AR			
1158	Spectrogram 1	2	21725.89994	21726.62575	132.3	765.4	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	125.9	Y	bark	faint	AR			
1159	Spectrogram 1	2	21732.40316	21733.03219	127.6	614.2	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	132.403	X	bark?		AR			X
1160	Spectrogram 1	2	21748.36635	21751.1728	127.6	557.5	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	148.366	Y	bark		AR			
1161	Spectrogram 1	2	21776.05469	21780.19179	94.5	982.7	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	176.055	Y	bark		AR			
1162	Spectrogram 1	2	21789.28988	21789.6165	122.8	760.6	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	189.29	Y	bark		AR			
1163	Spectrogram 1	2	21823.20226	21823.90387	108.7	666.1	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	223.202	Y	bark		AR			
1164	Spectrogram 1	2	21957.18199	21958.07715	80.3	557.5	2017-ULU01_0+1_20171225_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	57.182	Y	bark		AR			
1165	Spectrogram 1	2	22228.82408	22229.28376	85	1129.1	2017-ULU01_0+1_20171225_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	28.824	Y	bark		AR			Y
1166	Spectrogram 1	2	22620.72939	22622.51971	141.7	765.4	2017-ULU01_0+1_20171226_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	120.729	Y	bark		AR			
1167	Spectrogram 1	2	22710.26838	22717.09096	103.9	694.5	2017-ULU01_0+1_20171226_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	210.268	X	"bark, yelp"	too faint	AR			
1168	Spectrogram 1	2	22779.99029	22780.97012	103.9	892.9	2017-ULU01_0+1_20171226_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	279.99	Y	bark		AR			Y
1169	Spectrogram 1	2	23131.86772	23134.46853	85	949.6	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	31.868	Y	bark		AR			
1170	Spectrogram 1	2	23139.17455	23139.62213	80.3	812.6	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	39.175	Y	bark		AR			
1171	Spectrogram 1	2	23141.79955	23142.44068	113.4	1143.3	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	41.8	Y	bark		AR			
1172	Spectrogram 1	2	23146.96488	23147.35197	75.6	1681.9	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	46.965	Y	bark		AR			
1173	Spectrogram 1	2	23158.82938	23159.91809	103.9	1029.9	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	58.829	Y	"bark, yelp"		AR			
1174	Spectrogram 1	2	23166.32938	23168.83341	85	1029.9	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	66.329	Y	"bark, yelp"		AR			
1175	Spectrogram 1	2	23348.39556	23355.07298	94.5	1124.4	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	248.396	Y	"bark, yelp"	faint	AR			Y
1176	Spectrogram 1	2	23564.01501	23565.67226	80.3	694.5	2017-ULU01_0+1_20171227_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_043602.wav	164.015	X	bark	faint and masked	AR			X
1177	Spectrogram 1	2	23740.6553	23744.07868	106.3	1153	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	40.655	Y	"bark, yelp"		AR			
1178	Spectrogram 1	2	23748.6828	23749.00941	195.9	1080.2	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	48.683	Y	bark		AR			
1179	Spectrogram 1	2	23751.24142	23751.82206	155.8	807.1	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	51.241	X	bark	too faint	AR			
1180	Spectrogram 1	2	23829.39388	23831.9221	77.9	679	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	129.394	Y	bark		AR			
1181	Spectrogram 1	2	23881.43388	23883.95001	89.1	935.1	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	181.434	Y	"bark, yelp"		AR			
1182	Spectrogram 1	2	23934.81448	23938.24996	111.3	1152.1	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	234.814	Y	"bark, yelp"		AR			
1183	Spectrogram 1	2	23977.3622	23977.82188	133.6	907.2	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	277.362	X	bark?		AR			X
1184	Spectrogram 1	2	24041.83894	24043.71394	77.9	1463.8	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	41.839	Y	"bark, yelp"		AR			
1185	Spectrogram 1	2	24115.71515	24123.81999	94.6	612.2	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	115.715	X	barks	too faint (pixel)	AR			
1186	Spectrogram 1	2	24198.68337	24201.40515	100.2	879.4	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	198.683	Y	bark	faint	AR			
1187	Spectrogram 1	2	24288.65273	24290.79386	122.4	601.1	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	288.653	Y	bark		AR			
1188	Spectrogram 1	2	24293.61772	24295.37175	105.8	662.3	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	293.618	Y	bark		AR			
1189	Spectrogram 1	2	24355.83528	24356.25867	89.1	651.2	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	55.835	Y	bark		AR			
1190	Spectrogram 1	2	24358.36351	24362.41593	94.6	768.1	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	58.364	Y	bark		AR			
1191	Spectrogram 1	2	24364.7116	24369.51402	133.6	634.5	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	64.712	Y	bark		AR			
1192	Spectrogram 1	2	24371.26524	24372.31766	116.9	840.4	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	71.265	Y	barl		AR			
1193	Spectrogram 1	2	24373.35798	24374.65233	178.1	885	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	73.358	Y	bark		AR			
1194	Spectrogram 1	2	24375.46282	24377.60395	161.4	818.2	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	75.463	Y	bark		AR			
1195	Spectrogram 1	2	24492.92213	24496.51487	77.9	985.2	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	192.922	Y	bark		AR			
1196	Spectrogram 1	2	24501.60585	24502.06552	94.6	840.4	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	201.606	Y	bark		AR			Y
1197	Spectrogram 1	2	24611.84206	24612.53157	94.6	628.9	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	11.842	Y	bark		AR			Y
1198	Spectrogram 1	2	24733.06848	24733.61284	89.1	790.4	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	133.068	Y	bark		AR			
1199	Spectrogram 1	2	24753.88363	24754.29492	77.9	612.2	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	153.884	Y	bark		AR			
1200	Spectrogram 1	2	24775.11703	24779.09687	83.5	1246.8	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	175.117	Y	bark		AR			
1201	Spectrogram 1	2	24793.4927	24794.67819	100.2	801.5	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	193.493	X	Groan/growl		AR		Groan or growl.	X
1202	Spectrogram 1	2	24801.3556	24802.96447	72.4	923.9	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	201.356	Y	bark	good series	AR			
1203	Spectrogram 1	2	24808.15737	24811.22995	83.5	840.4	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	208.157	Y	bark	good series	AR			
1204	Spectrogram 1	2	24814.29361	24820.83797	72.4	773.7	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	214.294	Y	bark	good series	AR			
1205	Spectrogram 1	2	24829.39397	24831.30526	89.1	701.3	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	229.394	Y	bark	good series	AR			
1206	Spectrogram 1	2	24833.88187	24838.22461	72.4	1246.8	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	233.882	Y	bark	good series	AR			
1207	Spectrogram 1	2	24868.13507	24872.62297	116.9	907.2	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	268.135	Y	"bark, yelp"		AR			Y
1208	Spectrogram 1	2	24873.81262	24879.05053	94.6	1051.9	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	273.813	Y	"bark, yelp"		AR			Y
1209	Spectrogram 1	2	25056.43914	25056.89882	108.7	732.3	2017-ULU01_0+1_20171229_120602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_120602.wav	156.439	X	bark	in noise	AR			X
1210	Spectrogram 1	2	25216.08212	25216.39663	85	614.2	2017-ULU01_0+1_20171230_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	16.082	Y	bark	faint	AR			Y
1211	Spectrogram 1	2	25244.09706	25244.61723	80.3	463	2017-ULU01_0+1_20171230_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	44.097	X	bark?		AR			X
1212	Spectrogram 1	2	25315.6566	25316.27353	103.9	1195.3	2017-ULU01_0+1_20171230_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	115.657	Y	"bark, yelp"		AR			
1213	Spectrogram 1	2	25470.49094	25475.09981	85	609.4	2017-ULU01_0+1_20171230_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	270.491	X	"bark, yelp"	too faint	AR			
1214	Spectrogram 1	2	26231.73378	26232.8104	94.5	585.8	2017-ULU01_0+1_20180101_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	131.734	Y	bark		AR			
1215	Spectrogram 1	2	26255.58114	26255.99243	94.5	571.7	2017-ULU01_0+1_20180101_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	155.581	Y	bark		AR			
1216	Spectrogram 1	2	26383.67989	26384.35731	89.8	566.9	2017-ULU01_0+1_20180101_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	283.68	X	bark	too faint	AR			
1217	Spectrogram 1	2	26389.06296	26389.54683	113.4	510.2	2017-ULU01_0+1_20180101_020602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	289.063	X	bark	too faint	AR			
1218	Spectrogram 1	2	26628.34232	26628.70522	94.5	666.1	2017-ULU01_0+1_20180101_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	228.342	Y	bark		AR			
1219	Spectrogram 1	2	26700.99194	26702.80645	132.3	633.1	2017-ULU01_0+1_20180101_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	0.992	X	"bark, yelp"	too faint	AR			
1220	Spectrogram 1	2	26707.65445	26708.85203	89.8	600	2017-ULU01_0+1_20180101_210602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180101_210602.wav	7.654	X	bark	too faint	AR			
1221	Spectrogram 1	2	27018.25247	27022.15973	85	458.3	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	18.252	Y	bark		AR			
1222	Spectrogram 1	2	27025.13369	27029.50063	85	505.5	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	25.134	Y	bark		AR			
1223	Spectrogram 1	2	27032.41324	27034.07049	80.3	529.1	2017-ULU01_0+1_20180102_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	32.413	Y	bark		AR			
