Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment
2458	Spectrogram 1	1	53207.045	53209.6746	2.63	47.045	240.3	1168.8	TEST__0__20171013_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_120801.wav	X	"bark, yelp"	WH	RS				?	RS	"Very faint, but sounds like a bark-yelp sequence"
2463	Spectrogram 1	1	53312.327	53314.3483	2.021	32.327	402.6	824.7	TEST__0__20171013_122001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_122001.wav	X			RS						
2464	Spectrogram 1	1	53369.614	53371.1681	1.554	89.614	64.9	988.8	TEST__0__20171013_122001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_122001.wav	X			RS				RS grunts or non biological?	RS	
2468	Spectrogram 1	1	53492.847	53494.2991	1.452	92.847	220.8	688.3	TEST__0__20171013_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_125601.wav	X			RS						
2475	Spectrogram 1	1	53604.235	53605.2554	1.02	84.235	217.2	543	TEST__0__20171013_133201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_133201.wav	X			RS	1					
2476	Spectrogram 1	1	53623.714	53625.5485	1.834	103.714	291.9	957	TEST__0__20171013_133201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_133201.wav	X			RS	2					
2487	Spectrogram 1	1	53694.487	53695.8018	1.315	54.487	149.3	597.3	TEST__0__20171013_142001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_142001.wav	X			RS	2					
2507	Spectrogram 1	1	53877.117	53878.4318	1.315	117.117	388.6	1015.9	TEST__0__20171013_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_160801.wav	X			RS	1					
2512	Spectrogram 1	1	53954.053	53955.9565	1.904	74.053	295.2	741.4	TEST__0__20171013_170801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_170801.wav	X			RS	1					
2516	Spectrogram 1	1	54082.573	54084.2607	1.688	82.573	116.7	617.8	TEST__0__20171013_173201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_173201.wav	X			RS	3					
2527	Spectrogram 1	1	54199.258	54200.9652	1.707	79.258	523.7	1129.7	TEST__0__20171013_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_182001.wav	X			RS	1					
2530	Spectrogram 1	1	54253.913	54255.5418	1.629	13.913	284.3	628.4	TEST__0__20171013_183201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_183201.wav	X			RS	2					
2537	Spectrogram 1	1	54375.64	54377.465	1.825	15.64	441.4	1024.9	TEST__0__20171013_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_192001.wav	X			RS	1					
2540	Spectrogram 1	1	54497.406	54498.7404	1.334	17.406	149.6	658.4	TEST__0__20171013_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_200801.wav	X			RS	1					
2554	Spectrogram 1	1	54639.216	54640.7074	1.491	39.216	179.6	658.4	TEST__0__20171013_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_210801.wav	X			RS	1					
2555	Spectrogram 1	1	54748.811	54751.0481	2.237	28.811	157.1	778.1	TEST__0__20171013_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_214401.wav	X			RS	2					
2564	Spectrogram 1	1	54897.312	54899.4313	2.119	57.312	359.1	1129.7	TEST__0__20171013_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_223201.wav	X			RS	3					
2567	Spectrogram 1	1	55002.108	55005.8954	3.787	42.108	419	1010	TEST__0__20171013_224401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_224401.wav	X			RS	series		Small			
2568	Spectrogram 1	1	55067.433	55069.7879	2.355	107.433	374.1	815.5	TEST__0__20171013_224401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_224401.wav	X			RS	2					
2570	Spectrogram 1	1	55178.173	55180.0568	1.884	98.173	366.6	920.2	TEST__0__20171013_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171013_225601.wav	X			RS	02-Jan					
2583	Spectrogram 1	1	55250.298	55253.791	3.493	50.298	658.9	1177.6	TEST__0__20171014_005601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_005601.wav	X			RS	series					
2585	Spectrogram 1	1	55417.423	55419.1499	1.727	97.423	371.5	785	TEST__0__20171014_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_012001.wav	X			RS	2			? or boat related?	RS	
2586	Spectrogram 1	1	55486.755	55488.1287	1.374	46.755	126.2	1037.4	TEST__0__20171014_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_013201.wav	X			RS	1					
2587	Spectrogram 1	1	55498.611	55500.2594	1.648	58.611	406.5	757	TEST__0__20171014_013201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_013201.wav	X	yelp	WH	RS	1			?	RS	Higher yelp at start of selection. Rest is water.
2592	Spectrogram 1	1	55671.485	55672.9175	1.433	111.485	161.2	827.1	TEST__0__20171014_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_023201.wav	X			RS	2					
2598	Spectrogram 1	1	55764.648	55765.7666	1.119	84.648	476.6	890.2	TEST__0__20171014_033201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_033201.wav	X			RS	1					
2599	Spectrogram 1	1	55787.213	55789.0577	1.845	107.213	483.6	1037.4	TEST__0__20171014_033201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_033201.wav	X			RS	02-Jan					
2600	Spectrogram 1	1	55779.338	55780.7901	1.452	99.338	518.7	1016.4	TEST__0__20171014_033201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_033201.wav	X			RS	1					
2617	Spectrogram 1	1	55833.242	55834.3409	1.099	33.242	112.4	597.2	TEST__0__20171014_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_054401.wav	X			RS	1					
2619	Spectrogram 1	1	55932.855	55933.9343	1.079	12.855	646.4	1166.3	TEST__0__20171014_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_055601.wav	X			RS	1					
2630	Spectrogram 1	1	56083.793	56086.6777	2.885	43.793	590.2	955.5	TEST__0__20171014_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_070801.wav	X			RS	2					
2632	Spectrogram 1	1	56130.129	56133.4454	3.316	90.129	414.5	934.4	TEST__0__20171014_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_070801.wav	X			RS	series			?	RS	
2633	Spectrogram 1	1	56235.983	56237.337	1.354	75.983	295.1	744.7	TEST__0__20171014_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_072001.wav	X			RS	1					
2650	Spectrogram 1	1	56388.329	56389.4083	1.079	108.329	590.2	1025.8	TEST__0__20171014_103201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_103201.wav	X	whistle	AH	RS	1			"whistle, faint"		
2655	Spectrogram 1	1	56412.206	56413.6386	1.433	12.206	682.1	1119.2	TEST__0__20171014_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_112001.wav	X			RS	1					
2657	Spectrogram 1	1	56582.751	56584.2032	1.452	62.751	225.2	1092.7	TEST__0__20171014_122001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_122001.wav	X	bark	WH	RS	2			likely		
2664	Spectrogram 1	1	56641.55	56642.904	1.354	1.55	596	1245	TEST__0__20171014_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_135601.wav	X			RS	1					
2665	Spectrogram 1	1	56800.951	56803.0311	2.08	40.951	576.2	1695.4	TEST__0__20171014_142001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_142001.wav	X			RS	1			good one		
2669	Spectrogram 1	1	56933.906	56935.103	1.197	53.906	404	814.6	TEST__0__20171014_150801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_150801.wav	X			RS	1					
2673	Spectrogram 1	1	57076.843	57077.8634	1.02	76.843	351	821.2	TEST__0__20171014_153201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_153201.wav	X			RS	1					
2674	Spectrogram 1	1	57190.26	57195.9313	5.671	70.26	457	1086.1	TEST__0__20171014_154401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_154401.wav	X			RS	4					
2675	Spectrogram 1	1	57196.677	57197.403	0.726	76.677	119.2	821.2	TEST__0__20171014_154401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_154401.wav	X			RS	1					
2676	Spectrogram 1	1	57261.742	57262.8802	1.138	21.742	622.5	1039.7	TEST__0__20171014_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_155601.wav	X			RS	1					
2681	Spectrogram 1	1	57457.844	57461.7688	3.925	97.844	496.7	1099.3	TEST__0__20171014_173201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_173201.wav	X			RS	2					
2683	Spectrogram 1	1	57566.715	57568.5007	1.786	86.715	582.8	1225.2	TEST__0__20171014_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_180801.wav	X		AH	RS	1			"very faint, maybe too faint to ID"		
2684	Spectrogram 1	1	57626.66	57627.8177	1.158	26.66	112.6	834.4	TEST__0__20171014_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_182001.wav	X	bark	WH	RS	1					
2685	Spectrogram 1	1	57652.355	57653.5717	1.217	52.355	662.3	1092.7	TEST__0__20171014_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_182001.wav	X			RS	1					
2686	Spectrogram 1	1	57602.296	57603.7481	1.452	2.296	139.1	748.3	TEST__0__20171014_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_182001.wav	X			RS	1					
2689	Spectrogram 1	1	57724.906	57726.5348	1.629	4.906	133	558.8	TEST__0__20171014_185601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_185601.wav	X			RS	1					
2690	Spectrogram 1	1	57865.195	57866.3724	1.177	25.195	312.6	904.7	TEST__0__20171014_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_190801.wav	X			RS	1					
2699	Spectrogram 1	1	57984.354	57985.6884	1.334	24.354	455.5	1034.7	TEST__0__20171014_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_205601.wav	X			RS	1					
2712	Spectrogram 1	1	58095.488	58097.6269	2.139	15.488	175.7	995.7	TEST__0__20171014_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171014_215601.wav	X			RS	1					
2739	Spectrogram 1	1	58286.245	58287.3832	1.138	86.245	520.9	1008.8	TEST__0__20171015_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_023201.wav	X			RS	1					
2755	Spectrogram 1	1	58341.367	58350.9826	9.616	21.367	520.9	1417.6	TEST__0__20171015_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_044401.wav	X	yelp	AH	RS	series			"yelps, good ones"		
2756	Spectrogram 1	1	58374.306	58381.9592	7.653	54.306	547.3	1173.6	TEST__0__20171015_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_044401.wav	X	yelp	AH	RS	series			"yelps, good ones"		
2758	Spectrogram 1	1	58528.929	58532.4221	3.493	88.929	619.8	1885.7	TEST__0__20171015_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_062001.wav	X	"bark, yelp"	WH	RS	2					
2759	Spectrogram 1	1	58657.514	58659.1624	1.648	97.514	613.2	1252.7	TEST__0__20171015_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_065601.wav	X	whistle	AH	RS	1			"whistle, faint"		
2760	Spectrogram 1	1	58605.142	58611.5786	6.437	45.142	309.9	1496.7	TEST__0__20171015_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_065601.wav	X		AH	RS	3			faint		
2761	Spectrogram 1	1	58796.211	58798.5266	2.316	116.211	395.6	989	TEST__0__20171015_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_070801.wav	X		AH	RS	1			very faint		
2764	Spectrogram 1	1	58859.411	58860.3922	0.981	59.411	112.1	797.8	TEST__0__20171015_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_083201.wav	X			RS	1					
2765	Spectrogram 1	1	58948.442	58949.7764	1.334	28.442	145.1	1496.7	TEST__0__20171015_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_102001.wav	X	"bark, yelp"	WH	RS	1			?	RS	
2768	Spectrogram 1	1	59081.192	59082.4479	1.256	41.192	448.4	989	TEST__0__20171015_110801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_110801.wav	X			RS	1					
2769	Spectrogram 1	1	59161.119	59164.2196	3.101	1.119	92.3	349.5	TEST__0__20171015_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_120801.wav	X			RS	series					
2770	Spectrogram 1	1	59326.132	59327.1525	1.02	46.132	603.8	1081.8	TEST__0__20171015_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_124401.wav	X		AH	RS	1			faint		
2773	Spectrogram 1	1	59441.597	59443.7949	2.198	41.597	723.3	1257.9	TEST__0__20171015_130801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_130801.wav	X	bark/yelp?	WH needs to listen	RS	02-Jan					
2777	Spectrogram 1	1	59520.589	59523.2775	2.688	0.589	289.3	930.8	TEST__0__20171015_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_144401.wav	X			RS	2					
2778	Spectrogram 1	1	59623.853	59630.2111	6.358	103.853	717	2339.6	TEST__0__20171015_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_144401.wav	X	yelp	WH	RS				non biological?	RS	
2779	Spectrogram 1	1	59682.438	59685.2639	2.826	42.438	610.1	1509.4	TEST__0__20171015_150801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_150801.wav	X		AH	RS	series			faint		
2781	Spectrogram 1	1	59876.785	59878.0213	1.236	116.785	591.2	1157.2	TEST__0__20171015_154401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_154401.wav	X	whistle	AH	RS	1			"whistle, faint"		
2782	Spectrogram 1	1	59897.197	59898.1716	0.975	17.197	584.9	1251.6	TEST__0__20171015_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_155601.wav	X	knock	AH	RS	1			knock		
2786	Spectrogram 1	1	60016.624	60017.8996	1.276	16.624	216.1	711.9	TEST__0__20171015_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_165601.wav	X			RS				?	RS	
2791	Spectrogram 1	1	60188.528	60190.6866	2.159	68.528	292.4	1086.9	TEST__0__20171015_173201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_173201.wav	X			RS	series			?	RS	
2792	Spectrogram 1	1	60346.016	60347.0364	1.02	106.016	145.9	1122.6	TEST__0__20171015_175601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_175601.wav	X	bark	WH	RS	1					
2793	Spectrogram 1	1	60389.667	60390.7855	1.118	29.667	399.6	900.6	TEST__0__20171015_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_180801.wav	X	bark?	WH missing fundamental frequency	RS	1					
2794	Spectrogram 1	1	60490.116	60491.6074	1.491	10.116	279.1	742.1	TEST__0__20171015_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_182001.wav	X			RS	1					
2796	Spectrogram 1	1	60703.374	60705.1205	1.746	103.374	723	1148	TEST__0__20171015_184401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_184401.wav	X			RS	1					
2798	Spectrogram 1	1	60776.781	60778.1351	1.354	56.781	101.5	1148	TEST__0__20171015_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_204401.wav	X	bark	WH	RS	1			?	RS	
2799	Spectrogram 1	1	60721.491	60722.688	1.197	1.491	456.7	932.3	TEST__0__20171015_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_204401.wav	X			RS	1					
2800	Spectrogram 1	1	60935.658	60936.8354	1.177	95.658	405.9	837.2	TEST__0__20171015_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_210801.wav	X			RS	1					
2802	Spectrogram 1	1	60969.655	60973.0498	3.395	9.655	408.8	969.2	TEST__0__20171015_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_215601.wav	X			RS	1			likely		
2803	Spectrogram 1	1	61127.212	61128.2717	1.06	47.212	520.9	989	TEST__0__20171015_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_220801.wav	X			RS	1					
2805	Spectrogram 1	1	61237.377	61242.9501	5.573	37.377	547.3	1087.9	TEST__0__20171015_224401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_224401.wav	X	yelp	WH	RS	3					
2806	Spectrogram 1	1	61428.969	61429.6362	0.667	108.969	613.2	962.6	TEST__0__20171015_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171015_225601.wav	X			RS	1			?	RS	
2824	Spectrogram 1	1	61537.636	61538.676	1.04	97.636	316.5	1087.9	TEST__0__20171016_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_035601.wav	X	bark	WH faint	RS	1			? or water?	RS	
2826	Spectrogram 1	1	61609.93	61612.069	2.139	49.93	204.4	909.9	TEST__0__20171016_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_040801.wav	X			RS	2					
2830	Spectrogram 1	1	61734.357	61736.2212	1.864	54.357	171.4	1101.1	TEST__0__20171016_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_054401.wav	X			RS	1					
2833	Spectrogram 1	1	61886.871	61888.5782	1.707	86.871	98.9	929.7	TEST__0__20171016_063201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_063201.wav	X	bark	We don't want the detector to learn to look for one pixel. WH	RS	2					
2834	Spectrogram 1	1	61971.786	61977.104	5.318	51.786	81.8	666.7	TEST__0__20171016_114401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_114401.wav	X	bark	pixel rule. WH	RS				might be a faint RS series	RS	
2835	Spectrogram 1	1	62072.039	62073.55	1.511	32.039	106.9	779.9	TEST__0__20171016_123201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_123201.wav	X		AH	RS	02-Jan			"very faint, too faint to count"		
2836	Spectrogram 1	1	62149.555	62150.5755	1.021	109.555	270.4	1163.5	TEST__0__20171016_123201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_123201.wav	X			RS	1					
2841	Spectrogram 1	1	62170.695	62175.9934	5.298	10.695	132.1	943.4	TEST__0__20171016_143201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_143201.wav	X			RS	3			biological?	RS	
2844	Spectrogram 1	1	62352.302	62352.8514	0.549	72.302	553.5	1245.3	TEST__0__20171016_150801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171016_150801.wav	X		AH	RS	1			faint		
2881	Spectrogram 1	1	62431.807	62433.1021	1.295	31.807	122.6	929	TEST__0__20171017_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_012001.wav	X			RS	1					
2884	Spectrogram 1	1	62620.368	62621.7308	1.363	100.368	722.6	1038.7	TEST__0__20171017_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_014401.wav	X			RS	1					
2897	Spectrogram 1	1	62652.051	62654.2096	2.159	12.051	148.7	1002.2	TEST__0__20171017_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_040801.wav	X			RS	1			?	RS	
2900	Spectrogram 1	1	62874.731	62876.9288	2.198	114.731	287.6	758.2	TEST__0__20171017_043201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_043201.wav	X			RS						
2910	Spectrogram 1	1	62953.02	62956.1009	3.081	73.02	520.9	1087.9	TEST__0__20171017_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_054401.wav	X			RS	3			"? very faint, kinda short pulses"	RS	
2918	Spectrogram 1	1	63077.403	63078.7963	1.393	77.403	52.7	962.6	TEST__0__20171017_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_070801.wav	X	bark	AH	RS	1			bark		
2920	Spectrogram 1	1	63126.397	63127.8492	1.452	6.397	501.1	1041.8	TEST__0__20171017_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_072001.wav	X			RS	02-Jan					
2937	Spectrogram 1	1	63279.044	63280.4177	1.374	39.044	169.5	539.7	TEST__0__20171017_090801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_090801.wav	X			RS	1					
2940	Spectrogram 1	1	63277.18	63277.9845	0.805	37.18	389.1	966.5	TEST__0__20171017_090801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_090801.wav	X			RS	1					
2958	Spectrogram 1	1	63422.505	63423.6628	1.158	62.505	591.8	1122.4	TEST__0__20171017_104401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_104401.wav	X			RS	1					
2993	Spectrogram 1	1	63501.262	63502.3217	1.06	21.262	272.1	874.7	TEST__0__20171017_133201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_133201.wav	X			RS	1					
3024	Spectrogram 1	1	63710.072	63711.0924	1.02	110.072	644.7	1282.9	TEST__0__20171017_152001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_152001.wav	X			RS	1					
3028	Spectrogram 1	1	63833.477	63835.1646	1.688	113.477	578.9	1092.1	TEST__0__20171017_154401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_154401.wav	X		AH	RS	1			faint		
3035	Spectrogram 1	1	63935.761	63937.0954	1.334	95.761	614.1	1087.4	TEST__0__20171017_162001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_162001.wav	X			RS	1					
3061	Spectrogram 1	1	64043.99	64045.501	1.511	83.99	709.5	1195.9	TEST__0__20171017_185601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_185601.wav	X			RS	2					
3062	Spectrogram 1	1	64164.878	64166.3694	1.491	84.878	648.6	1189.2	TEST__0__20171017_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_190801.wav	X			RS	1					
3066	Spectrogram 1	1	64232.633	64234.4777	1.845	32.633	40.5	702.7	TEST__0__20171017_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_194401.wav	X			RS						
3075	Spectrogram 1	1	64341.325	64343.0715	1.747	21.325	278.3	1031.7	TEST__0__20171017_210801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_210801.wav	X			RS	02-Jan					
3077	Spectrogram 1	1	64555.735	64558.0505	2.315	115.735	61.1	923.1	TEST__0__20171017_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_213201.wav	X			RS						
3078	Spectrogram 1	1	64525.932	64527.4038	1.472	85.932	665.2	1208.1	TEST__0__20171017_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_213201.wav	X		AH	RS	1			faint		
3079	Spectrogram 1	1	64494.326	64495.6015	1.276	54.326	278.3	1208.1	TEST__0__20171017_213201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_213201.wav	X			RS	1					
3081	Spectrogram 1	1	64676.56	64677.9729	1.413	116.56	162.9	875.6	TEST__0__20171017_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171017_214401.wav	X		AH	RS	1			very faint		
3118	Spectrogram 1	1	64747.795	64748.9724	1.177	67.795	152.1	767.3	TEST__0__20171018_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_014401.wav	X			RS	1					
3121	Spectrogram 1	1	64861.967	64862.7912	0.824	61.967	104.2	527.8	TEST__0__20171018_015601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_015601.wav	X	bark	heavily masked WH	RS						
3123	Spectrogram 1	1	64936.078	64937.2554	1.177	16.078	262.6	669.6	TEST__0__20171018_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_020801.wav	X			RS	1					
3127	Spectrogram 1	1	65077.021	65078.5712	1.55	37.021	577.7	1116	TEST__0__20171018_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_023201.wav	X			RS	1					
3130	Spectrogram 1	1	65176.108	65177.4956	1.388	16.108	46.3	1240.2	TEST__0__20171018_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_024401.wav	X			RS					RS	
3131	Spectrogram 1	1	65242.455	65243.8679	1.413	82.455	82.6	736.8	TEST__0__20171018_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_024401.wav	X			RS				?	RS	
3135	Spectrogram 1	1	65297.376	65298.4749	1.099	17.376	59.5	588.1	TEST__0__20171018_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_025601.wav	X			RS	1					
3167	Spectrogram 1	1	65419.425	65420.7987	1.374	19.425	90.9	662.3	TEST__0__20171018_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_050801.wav	X			RS	1					
3181	Spectrogram 1	1	65625.966	65627.1826	1.217	105.966	614.9	1114.9	TEST__0__20171018_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_054401.wav	X			RS	1					
3186	Spectrogram 1	1	65649.738	65651.612	1.874	9.738	69.3	755.1	TEST__0__20171018_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_055601.wav	X			RS	1			? or banging sound?	RS	
3201	Spectrogram 1	1	65803.974	65805.4065	1.432	43.974	418.9	1006.8	TEST__0__20171018_075601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_075601.wav	X			RS	1					
3203	Spectrogram 1	1	65907.217	65908.7084	1.491	27.217	81.1	1229.7	TEST__0__20171018_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_082001.wav	X	bark	It looks like a yelp but is lower frequency. WH	RS					RS	Likely
3209	Spectrogram 1	1	66099.218	66102.0438	2.826	99.218	256.8	804.1	TEST__0__20171018_093201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_093201.wav	X	bark	AH	RS	series			very faint barks		
3212	Spectrogram 1	1	66218.537	66221.2451	2.708	98.537	519.2	1301.3	TEST__0__20171018_103201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_103201.wav	X	yelp	WH	RS						
3214	Spectrogram 1	1	66324.029	66325.2261	1.197	84.029	359	1089.7	TEST__0__20171018_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_112001.wav	X			RS	1					
3215	Spectrogram 1	1	66272.729	66279.087	6.358	32.729	109	653.8	TEST__0__20171018_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_112001.wav	X	bark	faint series	RS				"maybe, but too faint"	RS	
3216	Spectrogram 1	1	66411.284	66412.6969	1.413	51.284	186.3	706.6	TEST__0__20171018_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_120801.wav	X			RS	1					
3218	Spectrogram 1	1	66560.85	66562.2433	1.393	80.85	424	1432.5	TEST__0__20171018_134401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_134401.wav	X	yelp	WH	RS	1			too short to ID?	RS	Definitely RS yelp
3219	Spectrogram 1	1	66718.867	66719.8678	1.001	118.867	680.9	2209.8	TEST__0__20171018_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_135601.wav	X	yelp	WH	RS				?	RS	
3221	Spectrogram 1	1	66835.591	66836.6703	1.079	115.591	106	806.2	TEST__0__20171018_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171018_140801.wav	X	bark	AH	RS	1			short bark		
