Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH	KZ Done?
3884	Spectrogram 1	1	195098.478600000	195098.478600000	910.714	910.714	67145740.220520002343.wav	54		RS	YELP				Y
3885	Spectrogram 1	1	195100.048900000	195100.048900000	782.143	782.143	67145740.220520002343.wav	54		RS	YELP				Y
3886	Spectrogram 1	1	195100.328300000	195100.328300000	621.429	621.429	67145740.220520002343.wav	54		RS	BARK				Y
3887	Spectrogram 1	1	195100.906300000	195100.906300000	728.571	728.571	67145740.220520002343.wav	54		RS	YELP				Y
3888	Spectrogram 1	1	195101.272400000	195101.272400000	771.429	771.429	67145740.220520002343.wav	54		RS	YELP				Y
3889	Spectrogram 1	1	195101.484400000	195101.484400000	557.143	557.143	67145740.220520002343.wav	54		RS	BARK				Y
3910	Spectrogram 1	1	196314.054000000	196314.054000000	985.714	985.714	67145740.220520004343.wav	54		RS	YELP				Y
3914	Spectrogram 1	1	196575.978100000	196575.978100000	1028.571	1028.571	67145740.220520004843.wav	54		RS	YELP				Y
3919	Spectrogram 1	1	197044.747600000	197044.747600000	235.714	235.714	67145740.220520005343.wav	54		RS	GROWL			RS growl	Y
3938	Spectrogram 1	1	198609.452500000	198609.452500000	1212.766	1212.766	67145740.220520011843.wav	55		RS	YELP				Y
3939	Spectrogram 1	1	198609.943800000	198609.943800000	1010.638	1010.638	67145740.220520011843.wav	55		RS	BARK				Y
3944	Spectrogram 1	1	199257.051900000	199257.051900000	1159.574	1159.574	67145740.220520013843.wav	55		RS	YELP				Y
3946	Spectrogram 1	1	199317.575600000	199317.575600000	1042.553	1042.553	67145740.220520013843.wav	55		RS	YELP				Y
3947	Spectrogram 1	1	199317.912800000	199317.912800000	914.894	914.894	67145740.220520013843.wav	55		RS	YELP				Y
3948	Spectrogram 1	1	199319.791400000	199319.791400000	989.362	989.362	67145740.220520013843.wav	55		RS	YELP				Y
3949	Spectrogram 1	1	199324.667100000	199327.393400000	106.383	1053.191	67145740.220520013843.wav	55		RS	BARK		3		Y
3952	Spectrogram 1	1	199583.666000000	199583.666000000	1000.000	1000.000	67145740.220520014343.wav	55		RS	YELP				Y
3953	Spectrogram 1	1	199584.099500000	199584.099500000	425.532	425.532	67145740.220520014343.wav	55		RS	BARK				Y
3954	Spectrogram 1	1	199585.197800000	199585.197800000	723.404	723.404	67145740.220520014343.wav	55		RS	YELP				Y
3955	Spectrogram 1	1	199585.602400000	199585.602400000	404.255	404.255	67145740.220520014343.wav	55		RS	BARK				Y
3956	Spectrogram 1	1	199586.642900000	199586.642900000	425.532	425.532	67145740.220520014343.wav	55		RS	BARK				Y
3958	Spectrogram 1	1	199685.211800000	199694.103900000	638.298	1000.000	67145740.220520014343.wav	55		RS	YELP		11		Y
3959	Spectrogram 1	1	199701.909100000	199709.462100000	574.468	872.340	67145740.220520014343.wav	55		RS	YELP		6		Y
3966	Spectrogram 1	1	200434.633800000	200434.633800000	212.766	212.766	67145740.220520015843.wav	55		RS	GROWL			RS growl	Y
3969	Spectrogram 1	1	200511.140200000	200511.140200000	1329.787	1329.787	67145740.220520015843.wav	55		RS	YELP				Y
3970	Spectrogram 1	1	200515.677700000	200515.677700000	1170.213	1170.213	67145740.220520015843.wav	55		RS	YELP				Y
3971	Spectrogram 1	1	200516.949400000	200516.949400000	1308.511	1308.511	67145740.220520015843.wav	55		RS	YELP				Y
3973	Spectrogram 1	1	200652.910200000	200652.910200000	1319.149	1319.149	67145740.220520015843.wav	55		RS	YELP				Y
3974	Spectrogram 1	1	200653.324400000	200653.324400000	1138.298	1138.298	67145740.220520015843.wav	55		RS	YELP				Y
3975	Spectrogram 1	1	200669.389400000	200669.389400000	1351.064	1351.064	67145740.220520015843.wav	55		RS	YELP				Y
3976	Spectrogram 1	1	200688.919100000	200688.919100000	212.766	212.766	67145740.220520015843.wav	55		RS	?			RS	Y
3980	Spectrogram 1	1	201048.100200000	201048.100200000	1031.915	1031.915	67145740.220520020844.wav	55		RS	YELP				Y
3981	Spectrogram 1	1	201050.528000000	201050.528000000	1053.191	1053.191	67145740.220520020844.wav	55		RS	YELP				Y
3991	Spectrogram 1	1	201619.639900000	201626.826800000	851.064	1468.085	67145740.220520021844.wav	56		RS	YELP		3		Y
3997	Spectrogram 1	1	201895.216200000	201895.216200000	744.681	744.681	67145740.220520021844.wav	56		RS	YELP			RS yelp	Y
4018	Spectrogram 1	1	202747.846300000	202747.846300000	170.213	170.213	67145740.220520023344.wav	56		RS?				RS?	Y
4024	Spectrogram 1	1	203086.195300000	203086.484400000	702.128	1276.596	67145740.220520023844.wav	56		RS	YELP	SEQUENCE			Y
4025	Spectrogram 1	1	203087.206900000	203087.659700000	648.936	1446.809	67145740.220520023844.wav	56		RS	YELP				Y
4026	Spectrogram 1	1	203088.536400000	203088.825400000	563.830	1191.489	67145740.220520023844.wav	56		RS	YELP				Y
4027	Spectrogram 1	1	203089.788800000	203089.788800000	861.702	861.702	67145740.220520023844.wav	56		RS	YELP				Y
4028	Spectrogram 1	1	203091.445800000	203091.677000000	680.851	1372.340	67145740.220520023844.wav	56		RS	YELP				Y
4029	Spectrogram 1	1	203092.776200000	203093.180800000	670.213	1074.468	67145740.220520023844.wav	56		RS	YELP				Y
4030	Spectrogram 1	1	203093.412000000	203093.412000000	691.489	691.489	67145740.220520023844.wav	56		RS	YELP				Y
4031	Spectrogram 1	1	203094.404300000	203094.404300000	968.085	968.085	67145740.220520023844.wav	56		RS	YELP				Y
4032	Spectrogram 1	1	203095.753100000	203096.032400000	808.511	1148.936	67145740.220520023844.wav	56		RS	YELP				Y
4033	Spectrogram 1	1	203096.543000000	203096.543000000	691.489	691.489	67145740.220520023844.wav	56		RS	BARK				Y
4034	Spectrogram 1	1	203097.023900000	203097.023900000	1127.660	1127.660	67145740.220520023844.wav	56		RS	YELP				Y
4035	Spectrogram 1	1	203097.312900000	203097.312900000	712.766	712.766	67145740.220520023844.wav	56		RS	YELP				Y
4036	Spectrogram 1	1	203097.669300000	203097.669300000	585.106	585.106	67145740.220520023844.wav	56		RS	BARK				Y
4037	Spectrogram 1	1	203098.025800000	203098.025800000	1127.660	1127.660	67145740.220520023844.wav	56		RS	YELP				Y
4038	Spectrogram 1	1	203098.353300000	203098.353300000	872.340	872.340	67145740.220520023844.wav	56		RS	YELP				Y
4039	Spectrogram 1	1	203098.950600000	203098.950600000	329.787	329.787	67145740.220520023844.wav	56		RS	GROWL				Y
4040	Spectrogram 1	1	203099.519000000	203099.519000000	840.426	840.426	67145740.220520023844.wav	56		RS	YELP				Y
4041	Spectrogram 1	1	203099.827300000	203099.827300000	478.723	478.723	67145740.220520023844.wav	56		RS	BARK				Y
4045	Spectrogram 1	1	203232.525700000	203232.525700000	861.702	861.702	67145740.220520024344.wav	56		RS	YELP				Y
4046	Spectrogram 1	1	203234.500700000	203234.500700000	361.702	361.702	67145740.220520024344.wav	56		RS	BARK				Y
4056	Spectrogram 1	1	203726.312700000	203726.312700000	893.617	893.617	67145740.220520025344.wav	56		RS	YELP				Y
4058	Spectrogram 1	1	203872.111500000	203872.111500000	893.617	893.617	67145740.220520025344.wav	56		RS	YELP				Y
4059	Spectrogram 1	1	203875.868700000	203882.256000000	159.574	1265.957	67145740.220520025344.wav	56		RS	BARK		4		Y
4060	Spectrogram 1	1	203882.487200000	203882.487200000	893.617	893.617	67145740.220520025344.wav	56		RS	YELP				Y
4064	Spectrogram 1	1	204058.823700000	204058.823700000	500.000	500.000	67145740.220520025844.wav	56		RS	BARK				Y
4065	Spectrogram 1	1	204059.237900000	204059.237900000	404.255	404.255	67145740.220520025844.wav	56		RS	BARK				Y
4066	Spectrogram 1	1	204059.593500000	204059.593500000	1255.319	1255.319	67145740.220520025844.wav	56		RS	YELP				Y
4067	Spectrogram 1	1	204059.670500000	204059.670500000	404.255	404.255	67145740.220520025844.wav	56		RS	BARK				Y
4068	Spectrogram 1	1	204060.104100000	204060.104100000	329.787	329.787	67145740.220520025844.wav	56		RS	BARK				Y
4069	Spectrogram 1	1	204060.393100000	204060.393100000	255.319	255.319	67145740.220520025844.wav	56		RS	BARK				Y
4070	Spectrogram 1	1	204060.624300000	204060.865200000	914.894	1468.085	67145740.220520025844.wav	56		RS	YELP				Y
4071	Spectrogram 1	1	204061.067500000	204061.067500000	595.745	595.745	67145740.220520025844.wav	56		RS	BARK				Y
4072	Spectrogram 1	1	204067.298000000	204068.897200000	287.234	1010.638	67145740.220520025844.wav	56		RS	BARK		4		Y
4075	Spectrogram 1	1	204150.597200000	204155.327400000	574.468	1478.723	67145740.220520025844.wav	56		RS	YELP		7		Y
4076	Spectrogram 1	1	204163.079200000	204172.192900000	659.574	1351.064	67145740.220520025844.wav	56		RS	YELP		8		Y
4077	Spectrogram 1	1	204163.599500000	204172.308500000	106.383	723.404	67145740.220520025844.wav	56		RS	BARK		6		Y
4078	Spectrogram 1	1	204176.755900000	204176.755900000	936.170	936.170	67145740.220520025844.wav	56		RS	YELP				Y
4079	Spectrogram 1	1	204177.324300000	204177.324300000	691.489	691.489	67145740.220520025844.wav	56		RS	BARK				Y
4080	Spectrogram 1	1	204183.345500000	204183.345500000	893.617	893.617	67145740.220520025844.wav	56		RS	YELP				Y
4081	Spectrogram 1	1	204183.875300000	204183.875300000	585.106	585.106	67145740.220520025844.wav	56		RS	BARK				Y
4082	Spectrogram 1	1	204191.282100000	204191.282100000	712.766	712.766	67145740.220520025844.wav	56		RS	YELP				Y
4083	Spectrogram 1	1	204196.191000000	204196.508900000	659.574	1042.553	67145740.220520025844.wav	56		RS	YELP				Y
4084	Spectrogram 1	1	204197.790200000	204197.790200000	851.064	851.064	67145740.220520025844.wav	56		RS	YELP				Y
4085	Spectrogram 1	1	204199.235300000	204199.235300000	840.426	840.426	67145740.220520025844.wav	56		RS	YELP				Y
4086	Spectrogram 1	1	204207.009900000	204207.009900000	914.894	914.894	67145740.220520025844.wav	56		RS	YELP				Y
4087	Spectrogram 1	1	204211.189200000	204211.189200000	744.681	744.681	67145740.220520025844.wav	56		RS	YELP				Y
4088	Spectrogram 1	1	204211.728700000	204211.728700000	361.702	361.702	67145740.220520025844.wav	56		RS	BARK				Y
4089	Spectrogram 1	1	204212.335700000	204212.335700000	734.043	734.043	67145740.220520025844.wav	56		RS	YELP				Y
4096	Spectrogram 1	1	204482.488100000	204482.488100000	255.319	265.957	67145740.220520030344.wav	56		RS	GROWL				Y
4099	Spectrogram 1	1	204603.391000000	204603.554800000	1340.426	1702.128	67145740.220520030344.wav	56		RS	YELP				Y
4101	Spectrogram 1	1	204677.051900000	204677.051900000	1042.553	1042.553	67145740.220520030844.wav	56		RS	YELP				Y
4102	Spectrogram 1	1	204678.545100000	204678.545100000	1340.426	1340.426	67145740.220520030844.wav	56		RS	YELP				Y
4103	Spectrogram 1	1	204679.026800000	204679.026800000	904.255	904.255	67145740.220520030844.wav	56		RS	YELP				Y
4112	Spectrogram 1	1	205261.856600000	205261.856600000	1170.213	1170.213	67145740.220520031844.wav	57		RS	YELP				Y
4113	Spectrogram 1	1	205262.453900000	205262.453900000	1329.787	1329.787	67145740.220520031844.wav	57		RS	YELP				Y
4122	Spectrogram 1	1	206051.304000000	206051.304000000	1202.128	1202.128	67145740.220520032844.wav	57		RS	YELP				Y
4131	Spectrogram 1	1	206653.078300000	206653.078300000	1106.383	1106.383	67145740.220520033844.wav	57		RS	YELP				Y
4133	Spectrogram 1	1	206803.631800000	206803.631800000	1265.957	1265.957	67145740.220520034344.wav	57		RS	YELP				Y
4134	Spectrogram 1	1	206807.841900000	206807.841900000	904.255	904.255	67145740.220520034344.wav	57		RS	YELP				Y
4135	Spectrogram 1	1	206809.898300000	206809.898300000	1244.681	1244.681	67145740.220520034344.wav	57		RS	YELP				Y
4136	Spectrogram 1	1	206813.665100000	206813.665100000	1148.936	1148.936	67145740.220520034344.wav	57		RS	YELP				Y
4137	Spectrogram 1	1	206817.648300000	206817.648300000	946.809	946.809	67145740.220520034344.wav	57		RS	YELP				Y
4145	Spectrogram 1	1	207234.457700000	207234.457700000	851.064	851.064	67145740.220520034844.wav	57		RS	YELP				Y
4146	Spectrogram 1	1	207235.498200000	207235.498200000	946.809	946.809	67145740.220520034844.wav	57		RS	YELP				Y
4148	Spectrogram 1	1	207389.322000000	207389.322000000	989.362	989.362	67145740.220520035344.wav	57		RS	YELP				Y
4151	Spectrogram 1	1	207582.809500000	207582.809500000	882.979	882.979	67145740.220520035344.wav	57		RS	YELP				Y
4152	Spectrogram 1	1	207654.651300000	207654.651300000	1393.617	1393.617	67145740.220520035844.wav	57		RS	YELP				Y
4153	Spectrogram 1	1	207656.269800000	207656.269800000	1234.043	1234.043	67145740.220520035844.wav	57		RS	YELP				Y
4160	Spectrogram 1	1	207921.933700000	207929.563700000	648.936	1191.489	67145740.220520040344.wav	57		RS	YELP		6		Y
4161	Spectrogram 1	1	207944.122300000	207949.054900000	606.383	1085.106	67145740.220520040344.wav	57		RS	YELP	SEQUENCE	6		Y
4162	Spectrogram 1	1	207957.546700000	207964.194100000	606.383	946.809	67145740.220520040344.wav	57		RS	YELP		7		Y
4164	Spectrogram 1	1	207988.518000000	207990.666300000	563.830	808.511	67145740.220520040344.wav	57		RS	YELP		3		Y
4165	Spectrogram 1	1	208000.731200000	208000.731200000	617.021	617.021	67145740.220520040344.wav	57		RS	YELP				Y
4166	Spectrogram 1	1	208003.814000000	208007.079900000	574.468	851.064	67145740.220520040344.wav	57		RS	YELP		3		Y
4167	Spectrogram 1	1	208014.242300000	208020.610300000	489.362	1063.830	67145740.220520040344.wav	57		RS	YELP		8		Y
4168	Spectrogram 1	1	208020.171900000	208020.171900000	297.872	297.872	67145740.220520040344.wav	57		RS	BARK				Y
4169	Spectrogram 1	1	208015.699600000	208015.699600000	255.319	255.319	67145740.220520040344.wav	57		RS	BARK				Y
4170	Spectrogram 1	1	208016.566700000	208016.566700000	244.681	244.681	67145740.220520040344.wav	57		RS	BARK				Y
4180	Spectrogram 1	1	208372.806000000	208372.806000000	1382.979	1382.979	67145740.220520040844.wav	57		RS	YELP				Y
4181	Spectrogram 1	1	208373.422500000	208373.422500000	1106.383	1106.383	67145740.220520040844.wav	57		RS	YELP				Y
4182	Spectrogram 1	1	208533.560000000	208533.560000000	180.851	180.851	67145740.220520041344.wav	57		RS	GROWL			RS growl	Y
4184	Spectrogram 1	1	208685.873900000	208694.091700000	531.915	1680.851	67145740.220520041344.wav	57		RS	YELP		7		Y
4188	Spectrogram 1	1	208957.587000000	208957.587000000	1297.872	1297.872	67145740.220520041844.wav	58		RS	YELP				Y
4190	Spectrogram 1	1	208981.092900000	208994.188900000	500.000	989.362	67145740.220520041844.wav	58		RS	YELP		10		Y
4193	Spectrogram 1	1	209006.546600000	209006.546600000	840.426	840.426	67145740.220520041844.wav	58		RS	YELP				Y
4195	Spectrogram 1	1	209007.009000000	209007.009000000	744.681	744.681	67145740.220520041844.wav	58		RS	YELP				Y
4202	Spectrogram 1	1	209245.801200000	209245.801200000	765.957	765.957	67145740.220520042344.wav	58		RS	YELP				Y
4203	Spectrogram 1	1	209248.816600000	209248.816600000	936.170	936.170	67145740.220520042344.wav	58		RS	YELP				Y
4214	Spectrogram 1	1	209864.495400000	209864.495400000	813.380	813.380	67145740.220520043344.wav	58		RS	YELP				Y
4223	Spectrogram 1	1	210353.508400000	210361.504500000	718.310	1161.972	67145740.220520044344.wav	58		RS	YELP		3		Y
4228	Spectrogram 1	1	210935.061200000	210935.061200000	1468.310	1468.310	67145740.220520045344.wav	58		RS	YELP				Y
4229	Spectrogram 1	1	210971.996700000	210977.526600000	528.169	1130.282	67145740.220520045344.wav	58		RS	YELP	SEQUENCE	5		Y
4230	Spectrogram 1	1	211212.473200000	211212.473200000	872.340	872.340	67145740.220520045344.wav	58		RS	YELP	LONG YELP			Y
4232	Spectrogram 1	1	211216.182200000	211216.182200000	808.511	808.511	67145740.220520045844.wav	58		RS	YELP				Y
4233	Spectrogram 1	1	211217.347900000	211217.347900000	925.532	925.532	67145740.220520045844.wav	58		RS	YELP				Y
4234	Spectrogram 1	1	211223.459300000	211223.459300000	882.979	882.979	67145740.220520045844.wav	58		RS	BARK				Y
4235	Spectrogram 1	1	211223.796500000	211223.796500000	1234.043	1234.043	67145740.220520045844.wav	58		RS	YELP				Y
4236	Spectrogram 1	1	211224.075900000	211224.075900000	765.957	765.957	67145740.220520045844.wav	58		RS	BARK				Y
4237	Spectrogram 1	1	211225.464900000	211225.464900000	244.681	244.681	67145740.220520045844.wav	58		RS	GROWL				Y
4238	Spectrogram 1	1	211313.728200000	211314.017200000	723.404	872.340	67145740.220520045844.wav	58		RS	YELP				Y
4239	Spectrogram 1	1	211314.336900000	211314.336900000	829.787	829.787	67145740.220520045844.wav	58		RS	YELP				Y
4240	Spectrogram 1	1	211315.067300000	211315.067300000	776.596	776.596	67145740.220520045844.wav	58		RS	YELP				Y
4241	Spectrogram 1	1	211315.762700000	211315.762700000	776.596	776.596	67145740.220520045844.wav	58		RS	YELP				Y
4242	Spectrogram 1	1	211316.388900000	211316.388900000	446.809	446.809	67145740.220520045844.wav	58		RS	BARK				Y
4243	Spectrogram 1	1	211316.600900000	211316.600900000	808.511	808.511	67145740.220520045844.wav	58		RS	YELP				Y
4244	Spectrogram 1	1	211317.034400000	211317.034400000	351.064	351.064	67145740.220520045844.wav	58		RS	BARK				Y
4245	Spectrogram 1	1	211317.304100000	211317.487200000	829.787	1191.489	67145740.220520045844.wav	58		RS	YELP				Y
4247	Spectrogram 1	1	211402.602800000	211402.602800000	1308.511	1308.511	67145740.220520045844.wav	58		RS	YELP				Y
4248	Spectrogram 1	1	211471.106900000	211471.106900000	1117.021	1117.021	67145740.220520045844.wav	58		RS	YELP				Y
4249	Spectrogram 1	1	211471.665700000	211471.665700000	1223.404	1223.404	67145740.220520045844.wav	58		RS	YELP				Y
4251	Spectrogram 1	1	211967.605400000	211967.605400000	946.809	946.809	67145740.220520050844.wav	58		RS	YELP				Y
4253	Spectrogram 1	1	212384.598700000	212384.598700000	840.426	840.426	67145740.220520051344.wav	58		RS	YELP				Y
4254	Spectrogram 1	1	212385.032300000	212385.032300000	180.851	180.851	67145740.220520051344.wav	58		RS	GROWL				Y
4255	Spectrogram 1	1	212385.398400000	212385.398400000	680.851	680.851	67145740.220520051344.wav	58		RS	BARK				Y
4256	Spectrogram 1	1	212385.928200000	212385.928200000	882.979	882.979	67145740.220520051344.wav	58		RS	YELP				Y
4257	Spectrogram 1	1	212388.751000000	212388.751000000	882.979	882.979	67145740.220520051344.wav	58		RS	YELP				Y
4258	Spectrogram 1	1	212389.309700000	212389.309700000	553.191	553.191	67145740.220520051344.wav	58		RS	BARK				Y
4259	Spectrogram 1	1	212397.666700000	212397.666700000	819.149	819.149	67145740.220520051344.wav	58		RS	YELP				Y
4260	Spectrogram 1	1	212411.713000000	212411.713000000	936.170	936.170	67145740.220520051344.wav	59		RS	YELP				Y
4261	Spectrogram 1	1	212412.368100000	212412.714900000	808.511	1478.723	67145740.220520051344.wav	59		RS	YELP				Y
4262	Spectrogram 1	1	212413.302500000	212413.591600000	808.511	1255.319	67145740.220520051344.wav	59		RS	YELP				Y
4263	Spectrogram 1	1	212417.859400000	212417.859400000	755.319	755.319	67145740.220520051844.wav	59		RS	YELP				Y
4264	Spectrogram 1	1	212420.326500000	212420.326500000	914.894	914.894	67145740.220520051844.wav	59		RS	YELP				Y
4265	Spectrogram 1	1	212423.059900000	212423.493500000	648.936	1223.404	67145740.220520051844.wav	59		RS	YELP				Y
4266	Spectrogram 1	1	212423.792100000	212423.792100000	500.000	500.000	67145740.220520051844.wav	59		RS	BARK				Y
4267	Spectrogram 1	1	212424.235300000	212424.235300000	436.170	436.170	67145740.220520051844.wav	59		RS	BARK				Y
4268	Spectrogram 1	1	212429.934200000	212429.934200000	989.362	989.362	67145740.220520051844.wav	59		RS	YELP				Y
4269	Spectrogram 1	1	212430.867800000	212431.118300000	851.064	1542.553	67145740.220520051844.wav	59		RS	YELP				Y
4270	Spectrogram 1	1	212437.139500000	212437.139500000	1063.830	1063.830	67145740.220520051844.wav	59		RS	YELP				Y
4271	Spectrogram 1	1	212438.112500000	212438.112500000	819.149	819.149	67145740.220520051844.wav	59		RS	YELP				Y
4272	Spectrogram 1	1	212443.218500000	212443.218500000	936.170	936.170	67145740.220520051844.wav	59		RS	YELP				Y
4273	Spectrogram 1	1	212444.027700000	212444.027700000	659.574	659.574	67145740.220520051844.wav	59		RS	BARK				Y
4274	Spectrogram 1	1	212444.605800000	212444.605800000	308.511	308.511	67145740.220520051844.wav	59		RS	BARK				Y
4275	Spectrogram 1	1	212444.721400000	212444.971800000	542.553	904.255	67145740.220520051844.wav	59		RS	YELP				Y
4276	Spectrogram 1	1	212445.838900000	212445.838900000	255.319	255.319	67145740.220520051844.wav	59		RS	GROWL				Y
4277	Spectrogram 1	1	212446.667400000	212446.667400000	946.809	946.809	67145740.220520051844.wav	59		RS	YELP				Y
4278	Spectrogram 1	1	212447.081700000	212447.081700000	553.191	553.191	67145740.220520051844.wav	59		RS	BARK				Y
4279	Spectrogram 1	1	212447.439000000	212447.439000000	1021.277	1021.277	67145740.220520051844.wav	59		RS	YELP				Y
4280	Spectrogram 1	1	212447.708700000	212447.708700000	776.596	776.596	67145740.220520051844.wav	59		RS	YELP				Y
4281	Spectrogram 1	1	212447.940000000	212447.940000000	468.085	468.085	67145740.220520051844.wav	59		RS	BARK				Y
4282	Spectrogram 1	1	212449.953400000	212449.953400000	829.787	829.787	67145740.220520051844.wav	59		RS	YELP				Y
4283	Spectrogram 1	1	212450.541100000	212450.541100000	351.064	351.064	67145740.220520051844.wav	59		RS	BARK				Y
4284	Spectrogram 1	1	212450.753100000	212450.753100000	851.064	851.064	67145740.220520051844.wav	59		RS	YELP				Y
4285	Spectrogram 1	1	212451.071000000	212451.071000000	500.000	500.000	67145740.220520051844.wav	59		RS	BARK				Y
4286	Spectrogram 1	1	212451.552700000	212451.552700000	393.617	393.617	67145740.220520051844.wav	59		RS	BARK				Y
4287	Spectrogram 1	1	212505.661100000	212505.661100000	872.340	872.340	67145740.220520051844.wav	59		RS	YELP				Y
4288	Spectrogram 1	1	212506.152400000	212506.152400000	872.340	872.340	67145740.220520051844.wav	59		RS	YELP				Y
4290	Spectrogram 1	1	212889.933300000	212889.933300000	670.213	670.213	67145740.220520052344.wav	59		RS	YELP	LONG YELP			Y
4291	Spectrogram 1	1	212892.881300000	212892.881300000	957.447	957.447	67145740.220520052344.wav	59		RS	YELP	LONG YELP			Y
4292	Spectrogram 1	1	213073.478600000	213073.478600000	1446.809	1446.809	67145740.220520052844.wav	59		RS	YELP				Y
4294	Spectrogram 1	1	213606.845200000	213606.845200000	159.574	159.574	67145740.220520053344.wav	59		RS	GROWL				Y
4295	Spectrogram 1	1	213608.309600000	213608.309600000	159.574	159.574	67145740.220520053344.wav	59		RS	GROWL				Y
4296	Spectrogram 1	1	213665.974600000	213668.845500000	117.021	723.404	67145740.220520053844.wav	59		RS	?			RS	Y
4297	Spectrogram 1	1	213739.183600000	213739.337700000	914.894	1265.957	67145740.220520053844.wav	59		RS	YELP				Y
4299	Spectrogram 1	1	213744.684600000	213744.684600000	457.447	457.447	67145740.220520053844.wav	59		RS	BARK				Y
4301	Spectrogram 1	1	213877.665800000	213877.665800000	457.447	457.447	67145740.220520053844.wav	59		RS	BARK			RS bark	Y
4302	Spectrogram 1	1	213885.378200000	213885.378200000	861.702	861.702	67145740.220520053844.wav	59		RS	YELP				Y
4303	Spectrogram 1	1	213995.797700000	213995.797700000	1393.617	1393.617	67145740.220520054344.wav	59		RS	YELP				Y
4304	Spectrogram 1	1	214005.387800000	214005.387800000	1180.851	1180.851	67145740.220520054344.wav	59		RS	YELP				Y
4305	Spectrogram 1	1	214103.834200000	214103.834200000	1191.489	1191.489	67145740.220520054344.wav	59		RS	YELP				Y
4308	Spectrogram 1	1	214326.782100000	214326.782100000	872.340	872.340	67145740.220520054844.wav	59		RS	YELP				Y
4309	Spectrogram 1	1	214327.090400000	214327.090400000	851.064	851.064	67145740.220520054844.wav	59		RS	YELP				Y
4310	Spectrogram 1	1	214328.063400000	214328.063400000	255.319	255.319	67145740.220520054844.wav	59		RS	BARK				Y
4311	Spectrogram 1	1	214328.419900000	214328.419900000	861.702	861.702	67145740.220520054844.wav	59		RS	YELP				Y
4312	Spectrogram 1	1	214329.498900000	214329.498900000	531.915	531.915	67145740.220520054844.wav	59		RS	BARK				Y
4319	Spectrogram 1	1	214853.377000000	214854.629400000	670.213	1095.745	67145740.220520055844.wav	59		RS	YELP		3		Y
4332	Spectrogram 1	1	216083.338500000	216083.338500000	1414.894	1414.894	67145740.220520061844.wav	60		RS	YELP				Y
4333	Spectrogram 1	1	216082.900500000	216082.900500000	904.255	904.255	67145740.220520061844.wav	60		RS	YELP				Y
4337	Spectrogram 1	1	216305.656700000	216305.656700000	1361.702	1361.702	67145740.220520061844.wav	60		RS	YELP				Y
4341	Spectrogram 1	1	216623.584600000	216623.584600000	840.426	840.426	67145740.220520062844.wav	60		RS	YELP				Y
4342	Spectrogram 1	1	216629.075900000	216629.075900000	840.426	840.426	67145740.220520062844.wav	60		RS	YELP				Y
4344	Spectrogram 1	1	216640.688300000	216640.688300000	180.851	180.851	67145740.220520062844.wav	60		RS	GROWL			RS growl	Y
4345	Spectrogram 1	1	216648.877100000	216648.877100000	329.787	329.787	67145740.220520062844.wav	60		RS	GROWL			RS growl	Y
4346	Spectrogram 1	1	216652.703500000	216652.703500000	308.511	308.511	67145740.220520062844.wav	60		RS	GROWL			RS growl	Y
4347	Spectrogram 1	1	216660.266100000	216660.266100000	223.404	223.404	67145740.220520062844.wav	60		RS	GROWL			RS growl	Y
4349	Spectrogram 1	1	216788.999700000	216788.999700000	1308.511	1308.511	67145740.220520062844.wav	60		RS	YELP				Y
4364	Spectrogram 1	1	217750.711900000	217750.711900000	1691.489	1691.489	67145740.220520064344.wav	60		RS	YELP				Y
4377	Spectrogram 1	1	218466.142800000	218466.142800000	1010.638	1010.638	67145740.220520065844.wav	60		RS	YELP				Y
4379	Spectrogram 1	1	218470.844100000	218470.844100000	1031.915	1031.915	67145740.220520065844.wav	60		RS	YELP				Y
4380	Spectrogram 1	1	218608.793000000	218609.833500000	85.106	808.511	67145740.220520065844.wav	60		RS	BARK		3	RS bark	Y
4381	Spectrogram 1	1	218675.152300000	218675.152300000	1351.064	1351.064	67145740.220520065844.wav	60		RS	YELP				Y
4391	Spectrogram 1	1	219574.771300000	219574.771300000	1319.149	1319.149	67145740.220520071344.wav	60		RS	YELP				Y
4397	Spectrogram 1	1	219941.924000000	219941.924000000	627.660	627.660	67145740.220520072344.wav	61		RS	BARK				Y
4424	Spectrogram 1	1	221231.559700000	221231.559700000	1159.574	1159.574	67145740.220520074344.wav	61		RS	YELP				Y
4440	Spectrogram 1	1	222140.197800000	222140.197800000	1042.553	1042.553	67145740.220520075844.wav	61		RS	YELP				Y
4441	Spectrogram 1	1	222156.474700000	222156.474700000	1255.319	1255.319	67145740.220520075844.wav	61		RS	YELP				Y
4460	Spectrogram 1	1	222947.206000000	222947.206000000	1085.106	1085.106	67145740.220520081344.wav	61		RS	YELP				Y
4462	Spectrogram 1	1	223009.374500000	223014.470900000	1212.766	1755.319	67145740.220520081344.wav	61		RS	YELP		4		Y
4474	Spectrogram 1	1	223522.073800000	223522.073800000	1212.766	1212.766	67145740.220520082344.wav	62		RS	YELP				Y
4476	Spectrogram 1	1	223559.124900000	223559.124900000	1191.489	1191.489	67145740.220520082344.wav	62		RS	YELP				Y
