Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
1940	Spectrogram 1	1	199689.695538442	199690.650312312	668.435	1106.101	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.9548	175.4097	X	0	1	X	Y		
1941	Spectrogram 1	1	199691.391518342	199691.705588693	660.477	1058.355	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.3141	177.1057	X	0	1	X	Y		
1942	Spectrogram 1	1	199691.981970603	199692.176694221	596.817	1010.610	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.1947	177.6961	X	0	1	X	Y		
1943	Spectrogram 1	1	199692.748302261	199693.068654020	596.817	938.992	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.3204	178.4625	X	0	1	X	Y		
1944	Spectrogram 1	1	199693.948051005	199694.475689196	676.393	978.780	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.5276	179.6622	X	0	1	X	Y		
1945	Spectrogram 1	1	199687.559860050	199687.823679146	676.393	1002.653	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.2638	173.2740	X	0	1	X	Y		
1946	Spectrogram 1	1	199707.412986935	199707.657961809	557.029	1122.016	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.2450	193.1272	X	0	1	Y	Y		
1947	Spectrogram 1	1	199706.445650251	199706.665499497	724.138	1106.101	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.2198	192.1598	X	0	1	Y	Y		
1948	Spectrogram 1	1	199709.184343719	199709.485851256	549.072	1289.125	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.3015	194.8985	X	0	1	Y	Y		
1949	Spectrogram 1	1	199704.655449246	199705.132836181	71.618	461.538	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.4774	190.3696	X	1	0	Y	G		
1950	Spectrogram 1	1	199701.891630151	199702.117760804	477.454	946.950	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520014343.wav	67145740.220520014343.wav	0.2261	187.6058	X	0	1	Y	Y		
1951	Spectrogram 1	1	200434.326011055	200434.866212060	79.576	461.538	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.5402	19.9242	Y	1	0	X	G		
1952	Spectrogram 1	1	200511.058541709	200511.196732663	1145.889	1400.531	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.1382	96.6567	X	0	1	X	Y		
1953	Spectrogram 1	1	200515.614453830	200515.821740262	1034.483	1297.082	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.2073	101.2126	X	0	1	X	Y		
1954	Spectrogram 1	1	200516.751388503	200517.172242774	1018.568	1679.045	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.4209	102.3496	X	0	1	X	Y		
1955	Spectrogram 1	1	200652.866230151	200653.569747739	1018.568	1623.342	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.7035	238.4644	X	0	2	X	Y		
1956	Spectrogram 1	1	200669.238646231	200669.477339698	1209.549	1519.894	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.2387	254.8368	X	0	1	X	Y		
1957	Spectrogram 1	1	200688.385180402	200689.201763317	15.915	485.411	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520015843.wav	67145740.220520015843.wav	0.8166	273.9833	Y	1	0	X	G		
1958	Spectrogram 1	1	201047.962009045	201048.433114573	795.756	1352.785	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520020844.wav	67145740.220520020844.wav	0.4711	33.5612	X	0	1	X	Y		
1959	Spectrogram 1	1	201050.386632161	201051.121556784	740.053	1400.531	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520020844.wav	67145740.220520020844.wav	0.7349	35.9858	X	0	1	X	Y		
1960	Spectrogram 1	1	201619.552445477	201619.879078643	970.822	1289.125	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520021844.wav	67145740.220520021844.wav	0.3266	5.0761	X	0	1	X	Y		
1961	Spectrogram 1	1	201624.364003266	201624.621540955	938.992	1297.082	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520021844.wav	67145740.220520021844.wav	0.2575	9.8877	X	0	1	X	Y		
1962	Spectrogram 1	1	201626.537370101	201626.864003266	875.332	1297.082	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520021844.wav	67145740.220520021844.wav	0.3266	12.0610	X	0	1	X	Y		
1963	Spectrogram 1	1	201895.121978894	201895.316702513	501.326	835.544	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520021844.wav	67145740.220520021844.wav	0.1947	280.6456	X	0	1	Y	Y		
1964	Spectrogram 1	1	202747.136501005	202748.260872864	23.873	381.963	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023344.wav	67145740.220520023344.wav	1.1244	232.5788	Y	1	0	X	G		
1965	Spectrogram 1	1	203086.092147983	203086.582097732	557.029	2188.329	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.4899	271.5136	X	0	1	X	Y		
1966	Spectrogram 1	1	203087.166268586	203087.624811300	612.732	2013.263	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.4585	272.5878	X	0	1	X	Y		
1967	Spectrogram 1	1	203088.447675622	203088.837122858	541.114	2323.607	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.3894	273.8692	X	0	1	X	Y		
1968	Spectrogram 1	1	203089.659987179	203090.162499742	652.520	1472.149	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.5025	275.0815	X	0	1	X	Y		
1969	Spectrogram 1	1	203091.375647973	203091.802783651	580.902	2323.607	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.4271	276.7971	X	0	1	X	Y		
1970	Spectrogram 1	1	203092.650773601	203093.461075108	541.114	2490.716	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.8103	278.0723	X	0	2	X	Y		
1971	Spectrogram 1	1	203094.217572455	203094.757773460	493.369	2156.499	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	0.5402	279.6391	X	0	1	X	Y		
1972	Spectrogram 1	1	203095.690743850	203100.006070483	23.873	2236.074	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520023844.wav	67145740.220520023844.wav	4.3153	281.1122	Y	4	5	X	BY		
1973	Spectrogram 1	1	203232.356102010	203232.663890955	501.326	1225.464	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520024344.wav	67145740.220520024344.wav	0.3078	117.7576	X	0	1	X	Y		
1974	Spectrogram 1	1	203234.328463819	203234.611127136	23.873	1137.931	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520024344.wav	67145740.220520024344.wav	0.2827	119.7300	X	1	0	Y	B		
1975	Spectrogram 1	1	203726.187071859	203726.614207538	724.138	1336.870	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.4271	11.5064	X	0	1	X	Y		
1976	Spectrogram 1	1	203872.029841709	203872.299942211	668.435	1074.271	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.2701	157.3492	X	0	1	X	Y		
1977	Spectrogram 1	1	203875.854549977	203876.168620329	167.109	1440.318	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.3141	161.1739	Y	1	0	X	B		
1978	Spectrogram 1	1	203877.179926861	203877.607062540	175.066	2061.008	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.4271	162.4993	Y	1	0	X	B		
1979	Spectrogram 1	1	203878.373394198	203879.120881635	143.236	1137.931	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.7475	163.6927	Y	3	0	X	B	FAINT	
1980	Spectrogram 1	1	203879.604549977	203880.308067565	366.048	1679.045	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.7035	164.9239	Y	2	0	X	B		
1981	Spectrogram 1	1	203881.953796208	203882.563092690	135.279	1400.531	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025344.wav	67145740.220520025344.wav	0.6093	167.2731	Y	1	1	X	BY		
1982	Spectrogram 1	1	204058.752492180	204061.189678110	71.618	2466.844	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	2.4372	44.0848	Y	7	2	X	BY		
1983	Spectrogram 1	1	204067.306142714	204067.507147739	31.830	1305.040	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.2010	52.6385	Y	1	0	X	B		
1984	Spectrogram 1	1	204067.683027136	204067.965690452	0.000	1201.592	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.2827	53.0154	Y	1	0	X	B		
1985	Spectrogram 1	1	204068.279760804	204068.568705528	0.000	1177.719	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.2889	53.6121	Y	1	0	X	B		
1986	Spectrogram 1	1	204068.694333668	204068.964434171	39.788	1217.507	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.2701	54.0267	Y	1	0	X	B		
1987	Spectrogram 1	1	204150.537676884	204151.203506030	485.411	1710.875	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.6658	135.8700	X	0	2	X	Y		
1988	Spectrogram 1	1	204151.467325126	204151.749988442	740.053	1432.361	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.2827	136.7997	X	0	1	X	Y		
1989	Spectrogram 1	1	204151.994963317	204152.302752261	716.180	1472.149	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.3078	137.3273	X	0	1	X	Y		
1990	Spectrogram 1	1	204152.648229648	204153.119335176	302.387	2188.329	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4711	137.9806	X	0	1	X	Y		
1991	Spectrogram 1	1	204153.684661809	204154.281395477	342.175	1679.045	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.5967	139.0170	X	0	1	X	Y		
1992	Spectrogram 1	1	204154.884410553	204155.493707035	238.727	1615.385	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.6093	140.2167	X	0	1	X	Y		
1993	Spectrogram 1	1	204162.981527387	204163.967708291	87.533	2315.650	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.9862	148.3139	Y	1	1	X	BY		
1994	Spectrogram 1	1	204164.520472111	204164.922482161	692.308	1129.973	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4020	149.8528	X	0	1	X	Y		
1995	Spectrogram 1	1	204166.310673116	204166.838311307	748.011	1655.172	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.5276	151.6430	X	0	1	X	Y		
1996	Spectrogram 1	1	204167.497859045	204167.962683166	23.873	1559.682	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4648	152.8302	Y	1	1	X	BY		
1997	Spectrogram 1	1	204168.741040859	204169.444558447	79.576	1830.239	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.7035	154.0734	Y	1	1	X	BY		
1998	Spectrogram 1	1	204169.607875030	204170.958377542	63.660	1766.578	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	1.3505	154.9402	Y	2	3	X	BY		
1999	Spectrogram 1	1	204171.071442869	204172.334005683	55.703	2037.135	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	1.2626	156.4038	Y	2	2	X	BY		
2000	Spectrogram 1	1	204176.554894975	204177.384040704	103.448	1941.645	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.8291	161.8872	Y	1	1	X	BY		
2001	Spectrogram 1	1	204183.131932161	204184.036454774	47.745	2132.626	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.9045	168.4643	Y	1	1	X	BY		
2002	Spectrogram 1	1	204191.018280905	204191.508230653	509.284	1758.621	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4899	176.3506	X	0	1	X	Y		
2003	Spectrogram 1	1	204196.114964424	204196.611195580	612.732	1225.464	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4962	181.4473	X	0	1	X	Y		
2004	Spectrogram 1	1	204197.578532264	204198.137577490	557.029	1169.761	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.5590	182.9109	X	0	1	X	Y		
2005	Spectrogram 1	1	204199.098632766	204199.500642816	620.690	1137.931	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.4020	184.4310	X	0	1	X	Y		
2006	Spectrogram 1	1	204206.896834673	204207.267437688	604.775	1297.082	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	0.3706	192.2292	X	0	1	X	Y		
2007	Spectrogram 1	1	204210.983353119	204212.541142064	55.703	1336.870	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520025844.wav	67145740.220520025844.wav	1.5578	196.3157	Y	1	2	X	BY		
2008	Spectrogram 1	1	204481.602421608	204483.461718090	31.830	493.369	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520030344.wav	67145740.220520030344.wav	1.8593	166.8713	Y	1	0	X	G		
2009	Spectrogram 1	1	204603.334709045	204603.623653769	1344.828	1766.578	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520030344.wav	67145740.220520030344.wav	0.2889	288.6035	X	0	1	X	Y		
2010	Spectrogram 1	1	204676.781799497	204677.296874874	684.350	1647.215	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520030844.wav	67145740.220520030844.wav	0.5151	62.0996	X	0	1	X	Y		
2011	Spectrogram 1	1	204678.301900000	204679.175015578	620.690	2204.244	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520030844.wav	67145740.220520030844.wav	0.8731	63.6197	X	0	2	X	Y		
2012	Spectrogram 1	1	205261.655594975	205262.001072362	915.119	1416.446	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520031844.wav	67145740.220520031844.wav	0.3455	46.8844	X	0	1	X	Y		
2013	Spectrogram 1	1	205262.377956784	205262.616650251	970.822	1511.936	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520031844.wav	67145740.220520031844.wav	0.2387	47.6068	X	0	1	X	Y		
2014	Spectrogram 1	1	206051.128120603	206051.435909548	994.695	1440.318	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520032844.wav	67145740.220520032844.wav	0.3078	236.2971	X	0	1	X	Y		
2015	Spectrogram 1	1	206652.908702010	206653.266742211	962.865	1305.040	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520033844.wav	67145740.220520033844.wav	0.3580	238.0182	X	0	1	X	Y		
2016	Spectrogram 1	1	206803.543860302	206804.002403015	946.950	2021.220	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034344.wav	67145740.220520034344.wav	0.4585	88.6177	X	0	1	X	Y		
2017	Spectrogram 1	1	206807.689511303	206808.242275122	763.926	2220.159	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034344.wav	67145740.220520034344.wav	0.5528	92.7633	X	0	1	X	Y		
2018	Spectrogram 1	1	206809.812626881	206810.089008791	1098.143	1527.851	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034344.wav	67145740.220520034344.wav	0.2764	94.8865	X	0	1	X	Y		
2019	Spectrogram 1	1	206813.625440952	206814.178204771	740.053	1424.403	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034344.wav	67145740.220520034344.wav	0.5528	98.6993	X	0	1	X	Y		
2020	Spectrogram 1	1	206817.516390452	206817.962370352	843.501	1265.252	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034344.wav	67145740.220520034344.wav	0.4460	102.5902	X	0	1	X	Y		
2021	Spectrogram 1	1	207234.325790452	207234.589609548	740.053	1018.568	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034844.wav	67145740.220520034844.wav	0.2638	219.3773	X	0	1	X	Y		
2022	Spectrogram 1	1	207235.343378392	207235.600916080	771.883	1153.846	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520034844.wav	67145740.220520034844.wav	0.2575	220.3949	X	0	1	X	Y		
2023	Spectrogram 1	1	207389.240341709	207389.824512563	461.538	1320.955	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520035344.wav	67145740.220520035344.wav	0.5842	74.2605	X	0	1	Y	Y		
2024	Spectrogram 1	1	207582.710896928	207583.119188385	633.245	1131.926	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520035344.wav	67145740.220520035344.wav	0.4083	267.7311	X	0	1	Y	Y		
2025	Spectrogram 1	1	207654.478619190	207655.113041300	538.259	1622.691	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520035844.wav	67145740.220520035844.wav	0.6344	39.5221	X	0	1	X	Y		
2026	Spectrogram 1	1	207655.948468436	207656.721081501	617.414	2113.456	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520035844.wav	67145740.220520035844.wav	0.7726	40.9920	X	0	1	X	Y		
2027	Spectrogram 1	1	207921.910760302	207922.438398492	577.836	1266.491	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5276	6.9259	X	0	1	Y	Y		
2028	Spectrogram 1	1	207922.771313065	207923.342921106	490.765	1353.562	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5716	7.7865	X	0	1	Y	Y		
2029	Spectrogram 1	1	207923.550207538	207923.857996482	633.245	1321.900	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3078	8.5654	X	0	1	Y	Y		
2030	Spectrogram 1	1	207924.052720101	207924.410760302	530.343	1242.744	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3580	9.0679	X	0	1	Y	Y		
2031	Spectrogram 1	1	207928.689613961	207928.978558684	522.427	1321.900	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.2889	13.7048	X	0	1	Y	Y		
2032	Spectrogram 1	1	207929.355443106	207929.600417981	633.245	1385.224	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.2450	14.3706	X	0	1	Y	Y		
2033	Spectrogram 1	1	207944.088600000	207944.421514573	577.836	989.446	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3329	29.1038	X	0	1	X	Y		
2034	Spectrogram 1	1	207944.591112563	207945.275785930	585.752	1195.251	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.6847	29.6063	X	0	1	X	Y		
2035	Spectrogram 1	1	207946.174027136	207946.758197990	538.259	1131.926	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5842	31.1892	X	0	1	X	Y		
2036	Spectrogram 1	1	207947.097393970	207947.518248241	569.921	1226.913	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.4209	32.1126	X	0	1	X	Y		
2037	Spectrogram 1	1	207947.838600000	207948.221765829	617.414	1195.251	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3832	32.8538	X	0	1	X	Y		
2038	Spectrogram 1	1	207948.686589950	207949.082318593	585.752	1116.095	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3957	33.7018	X	0	1	X	Y		
2039	Spectrogram 1	1	207957.553817085	207957.936982915	546.174	1124.011	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3832	42.5690	X	0	1	X	Y		
2040	Spectrogram 1	1	207958.338992965	207958.992259297	506.596	957.784	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.6533	43.3542	X	0	1	X	Y		
2041	Spectrogram 1	1	207959.538741709	207960.078942714	609.499	1131.926	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5402	44.5539	X	0	1	X	Y		
2042	Spectrogram 1	1	207960.436982915	207960.732209045	656.992	997.361	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.2952	45.4521	X	0	1	X	Y		
2043	Spectrogram 1	1	207961.153063317	207961.994771859	577.836	1013.193	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.8417	46.1682	X	0	1	X	Y		
2044	Spectrogram 1	1	207962.384219095	207962.886731658	554.090	1060.686	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5025	47.3994	X	0	1	X	Y		
2045	Spectrogram 1	1	207963.860349749	207964.268641206	585.752	1092.348	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.4083	48.8755	X	0	1	X	Y		
2046	Spectrogram 1	1	207988.467778141	207988.725315829	403.694	918.206	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.2575	73.4829	X	0	1	Y	Y		
2047	Spectrogram 1	1	207989.447677638	207990.075818342	427.441	1060.686	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.6281	74.4628	X	0	1	Y	Y		
2048	Spectrogram 1	1	207990.484109799	207990.672552010	411.609	1052.770	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.1884	75.4993	X	0	1	Y	Y		
2049	Spectrogram 1	1	208000.473662312	208000.913360804	467.018	1052.770	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.4397	85.4888	X	0	1	Y	Y		
2050	Spectrogram 1	1	208003.750970101	208004.259764070	522.427	1100.264	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5088	88.7661	X	0	1	Y	Y		
2051	Spectrogram 1	1	208004.718306784	208005.026095729	538.259	965.699	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3078	89.7335	X	0	1	Y	Y		
2052	Spectrogram 1	1	208006.690668593	208007.092678643	546.174	949.868	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.4020	91.7058	X	0	1	Y	Y		
2053	Spectrogram 1	1	208014.273033668	208014.662480905	490.765	854.881	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3894	99.2882	X	0	1	Y	Y		
2054	Spectrogram 1	1	208015.095897990	208015.359717085	585.752	1171.504	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.2638	100.1111	X	0	1	Y	Y		
2055	Spectrogram 1	1	208015.617254774	208016.100923116	94.987	1203.166	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.4837	100.6324	Y	1	1	Y	BY		
2056	Spectrogram 1	1	208016.446400502	208016.641124121	39.578	1274.406	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.1947	101.4616	Y	1	0	Y	B		
2057	Spectrogram 1	1	208017.518930565	208017.883252173	506.596	1163.588	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.3643	102.5341	X	0	1	Y	Y		
2058	Spectrogram 1	1	208018.593051168	208019.767674283	435.356	1116.095	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	1.1746	103.6082	X	0	3	Y	Y		
2059	Spectrogram 1	1	208020.050337600	208020.596820012	55.409	1029.024	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040344.wav	67145740.220520040344.wav	0.5465	105.0655	Y	1	1	Y	BY		
2060	Spectrogram 1	1	208372.686281000	208373.559396578	894.459	1773.087	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520040844.wav	67145740.220520040844.wav	0.8731	157.6648	X	0	2	Y	Y		
2061	Spectrogram 1	1	208532.931859296	208533.968291457	0.000	443.272	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520041344.wav	67145740.220520041344.wav	1.0364	17.9029	Y	1	0	X	G		
2062	Spectrogram 1	1	208685.824508543	208686.339583920	649.077	1029.024	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520041344.wav	67145740.220520041344.wav	0.5151	170.7955	X	0	1	X	Y		
2063	Spectrogram 1	1	208688.940086432	208689.348377889	562.005	1036.939	D:\ringed-seal-data\Ulu_2022\ST2\Site27\67145740.220520041344.wav	67145740.220520041344.wav	0.4083	173.9111	X	0	1	X	Y		
