Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin Path	Begin File	Delta Time (s)	Call Type
286	Spectrogram 1	1	37257.739498194	37258.196350986	42.373	703.390	54.0087	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.4569	B
287	Spectrogram 1	1	37419.649476639	37420.207852274	33.898	1559.322	215.9186	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.5584	BY
288	Spectrogram 1	1	37542.155744682	37543.519051426	0.000	1661.017	38.3954	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214505.wav	7266.230518214505.wav	1.3633	BY
289	Spectrogram 1	1	38322.605283258	38323.968590002	0.000	1271.186	218.7648	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518215505.wav	7266.230518215505.wav	1.3633	BY
290	Spectrogram 1	1	38324.396436267	38325.527690800	16.949	1050.847	220.5559	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518215505.wav	7266.230518215505.wav	1.1313	BY
291	Spectrogram 1	1	39428.450155040	39430.466108629	0.000	1508.475	124.4132	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518221505.wav	7266.230518221505.wav	2.0160	BY
292	Spectrogram 1	1	40246.075263503	40247.141253350	0.000	1593.220	41.9441	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518223005.wav	7266.230518223005.wav	1.0660	BY
293	Spectrogram 1	1	40259.993089442	40260.993814605	16.949	2033.898	55.8619	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518223005.wav	7266.230518223005.wav	1.0007	BY
294	Spectrogram 1	1	40980.720936657	40980.931233974	144.068	872.881	176.4994	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518224005.wav	7266.230518224005.wav	0.2103	B
295	Spectrogram 1	1	41949.269767895	41951.184198642	0.000	1550.847	244.9518	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518225505.wav	7266.230518225505.wav	1.9144	B
296	Spectrogram 1	1	41957.735468161	41960.266287595	0.000	1694.915	253.4175	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518225505.wav	7266.230518225505.wav	2.5308	BY
297	Spectrogram 1	1	41961.310522548	41961.847143287	0.000	1144.068	256.9925	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518225505.wav	7266.230518225505.wav	0.5366	B
298	Spectrogram 1	1	41970.689207708	41971.320099659	8.475	1076.271	266.3712	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518225505.wav	7266.230518225505.wav	0.6309	BY
299	Spectrogram 1	1	42145.490209047	42145.729512890	186.441	1288.136	141.0917	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518230005.wav	7266.230518230005.wav	0.2393	B
300	Spectrogram 1	1	42865.191990377	42865.714107854	0.000	1796.610	260.7312	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518231005.wav	7266.230518231005.wav	0.5221	BY
301	Spectrogram 1	1	42868.418966447	42868.767044764	0.000	898.305	263.9581	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518231005.wav	7266.230518231005.wav	0.3481	B
302	Spectrogram 1	1	43457.680795497	43458.456720080	33.898	2203.390	253.1810	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518232005.wav	7266.230518232005.wav	0.7759	BY
303	Spectrogram 1	1	44199.598456198	44199.859514937	8.475	1118.644	94.9155	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518233505.wav	7266.230518233505.wav	0.2611	B
304	Spectrogram 1	1	44200.881994995	44201.201066786	84.746	1500.000	96.1990	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518233505.wav	7266.230518233505.wav	0.3191	B
305	Spectrogram 1	1	44272.837551009	44275.390125338	0.000	1322.034	168.1546	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518233505.wav	7266.230518233505.wav	2.5526	BY
306	Spectrogram 1	1	44275.774461814	44276.108036868	0.000	1296.610	171.0915	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518233505.wav	7266.230518233505.wav	0.3336	B
307	Spectrogram 1	1	44276.441611922	44277.500350139	0.000	1118.644	171.7586	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518233505.wav	7266.230518233505.wav	1.0587	BY
308	Spectrogram 1	1	44682.047989710	44682.628120240	0.000	1601.695	277.3303	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518234005.wav	7266.230518234005.wav	0.5801	BY
309	Spectrogram 1	1	44682.896430610	44684.100201458	0.000	1406.780	278.1788	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518234005.wav	7266.230518234005.wav	1.2038	B
310	Spectrogram 1	1	44760.223644815	44761.064834083	0.000	1364.407	55.4653	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518234505.wav	7266.230518234505.wav	0.8412	BY
311	Spectrogram 1	1	44883.371396466	44883.741229679	25.424	1330.508	178.6131	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518234505.wav	7266.230518234505.wav	0.3698	B
312	Spectrogram 1	1	46904.596821701	46905.213210388	76.271	1728.814	99.5873	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519002005.wav	7266.230519002005.wav	0.6164	BY
313	Spectrogram 1	1	48649.776899130	48650.603585134	0.000	1423.729	44.5712	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.8267	B
314	Spectrogram 1	1	48687.177765968	48687.960942183	0.000	966.102	81.9721	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.7832	B
315	Spectrogram 1	1	48688.149484605	48688.497562923	33.898	661.017	82.9438	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.3481	B
316	Spectrogram 1	1	48688.678853713	48689.106699979	0.000	728.814	83.4732	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.4278	B
317	Spectrogram 1	1	48689.295242401	48689.527294612	0.000	550.847	84.0896	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.2321	B
318	Spectrogram 1	1	48690.288715932	48690.506264881	0.000	813.559	85.0831	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.2175	B
319	Spectrogram 1	1	48691.013879094	48691.441725359	0.000	779.661	85.8082	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.4278	B
320	Spectrogram 1	1	48694.291616585	48694.726714482	25.424	1152.542	89.0859	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519005005.wav	7266.230519005005.wav	0.4351	B
321	Spectrogram 1	1	52208.799099278	52209.089164543	0.000	1864.407	3.0651	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.2901	B
322	Spectrogram 1	1	52210.989092026	52211.489454608	0.000	1466.102	5.2551	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.5004	B
323	Spectrogram 1	1	52288.373920551	52288.663985816	0.000	1525.424	82.6399	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.2901	B
324	Spectrogram 1	1	52293.717478499	52294.043801922	0.000	1118.644	87.9835	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.3263	B
325	Spectrogram 1	1	52297.022895356	52297.443489990	8.475	669.492	91.2889	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.4206	B
326	Spectrogram 1	1	52422.335407078	52422.661730500	0.000	932.203	216.6014	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.3263	B
327	Spectrogram 1	1	52453.213219710	52453.503284975	16.949	1355.932	247.4792	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519015006.wav	7266.230519015006.wav	0.2901	B
328	Spectrogram 1	1	55899.660517794	55900.487203798	0.000	1220.339	93.4922	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519040006.wav	7266.230519040006.wav	0.8267	B
329	Spectrogram 1	1	63039.409999500	63039.729071291	25.424	906.780	32.1635	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519070007.wav	7266.230519070007.wav	0.3191	B
330	Spectrogram 1	1	64942.612385025	64942.880695395	42.373	1016.949	135.0764	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519073007.wav	7266.230519073007.wav	0.2683	B
331	Spectrogram 1	1	68690.326463074	68690.587521812	0.000	1533.898	282.3495	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519083007.wav	7266.230519083007.wav	0.2611	B
332	Spectrogram 1	1	68691.327188237	68691.892815503	0.000	1423.729	283.3502	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519083007.wav	7266.230519083007.wav	0.5656	BY
333	Spectrogram 1	1	75728.504759441	75729.868066185	0.000	1288.136	119.5716	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	1.3633	BY
334	Spectrogram 1	1	75740.169518316	75740.459583581	0.000	1601.695	131.2364	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2901	B
335	Spectrogram 1	1	75752.151393604	75752.448710500	0.000	1161.017	143.2182	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2973	B
336	Spectrogram 1	1	75753.899036824	75754.616948354	0.000	1381.356	144.9659	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.7179	BY
337	Spectrogram 1	1	75755.015788093	75755.342111516	0.000	1254.237	146.0826	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.3263	B
338	Spectrogram 1	1	75755.858944063	75756.141757696	0.000	864.407	146.9258	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2828	B
339	Spectrogram 1	1	75761.831896447	75762.114710080	8.475	1042.373	152.8987	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2828	B
340	Spectrogram 1	1	75765.508640491	75765.726189439	16.949	1194.915	156.5755	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2175	B
341	Spectrogram 1	1	75766.045261231	75766.262810179	0.000	1016.949	157.1121	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2175	B
342	Spectrogram 1	1	75780.315523394	75780.612840290	16.949	1313.559	171.3824	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519103007.wav	7266.230519103007.wav	0.2973	B
343	Spectrogram 1	1	77487.993369187	77488.276182820	0.000	669.492	78.8635	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519110007.wav	7266.230519110007.wav	0.2828	B
344	Spectrogram 1	1	79322.098634030	79322.316182978	67.797	1033.898	112.7403	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519113007.wav	7266.230519113007.wav	0.2175	B
345	Spectrogram 1	1	81267.561652902	81268.395590538	25.424	1059.322	257.9568	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.8339	BY
346	Spectrogram 1	1	81269.410818964	81270.041710915	0.000	1169.492	259.8060	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.6309	BY
347	Spectrogram 1	1	81270.926409972	81271.172965447	0.000	940.678	261.3216	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.2466	B
348	Spectrogram 1	1	81271.593560081	81271.818360661	16.949	957.627	261.9887	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.2248	B
349	Spectrogram 1	1	81277.593420761	81279.138018296	0.000	983.051	267.9886	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	1.5446	BY
350	Spectrogram 1	1	81284.253108699	81284.572180490	16.949	830.508	274.6483	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.3191	B
351	Spectrogram 1	1	81285.123304493	81285.870222550	0.000	1042.373	275.5185	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	0.7469	BY
352	Spectrogram 1	1	81288.577702243	81289.999022040	0.000	1228.814	278.9729	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	1.4213	BY
353	Spectrogram 1	1	81295.154497078	81296.648333191	0.000	788.136	285.5497	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519120007.wav	7266.230519120007.wav	1.4938	B
354	Spectrogram 1	1	84811.483682654	84812.295865395	25.424	1610.169	201.3800	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519130008.wav	7266.230519130008.wav	0.8122	BY
355	Spectrogram 1	1	86621.527283078	86624.377174303	8.475	2398.305	211.2288	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519133008.wav	7266.230519133008.wav	2.8499	BY
356	Spectrogram 1	1	88336.672509612	88336.940819982	0.000	1703.390	126.1225	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.2683	B
357	Spectrogram 1	1	88337.172872194	88337.963300040	25.424	881.356	126.6229	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.7904	BY
358	Spectrogram 1	1	88413.072657474	88413.297458054	101.695	855.932	202.5227	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.2248	B
359	Spectrogram 1	1	88414.776790904	88415.081359432	0.000	847.458	204.2268	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.3046	B
360	Spectrogram 1	1	88418.067476519	88418.966678839	0.000	1533.898	207.5175	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.8992	B
361	Spectrogram 1	1	88419.322008788	88419.742603422	25.424	1084.746	208.7720	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.4206	B
362	Spectrogram 1	1	88420.112436635	88420.670812269	127.119	1042.373	209.5624	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519140008.wav	7266.230519140008.wav	0.5584	B
363	Spectrogram 1	1	90029.797095717	90030.036399561	25.424	1000.000	19.0338	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.2393	B
364	Spectrogram 1	1	90033.632101878	90034.016438354	0.000	847.458	22.8688	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.3843	BY
365	Spectrogram 1	1	90035.067924938	90035.923617469	8.475	1000.000	24.3046	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.8557	BY
366	Spectrogram 1	1	90195.543697447	90196.348628557	59.322	1728.814	184.7804	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.8049	BY
367	Spectrogram 1	1	90217.262393604	90217.552458869	42.373	1271.186	206.4991	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.2901	B
368	Spectrogram 1	1	90238.411203814	90238.737527237	25.424	1000.000	227.6479	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.3263	BY
369	Spectrogram 1	1	90239.905039927	90240.296628035	0.000	1271.186	229.1417	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519143008.wav	7266.230519143008.wav	0.3916	B
370	Spectrogram 1	1	93659.133499710	93659.438068238	0.000	898.305	47.9238	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519153008.wav	7266.230519153008.wav	0.3046	B
371	Spectrogram 1	1	95489.186765076	95490.027954344	59.322	1203.390	77.7011	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519160008.wav	7266.230519160008.wav	0.8412	BY
372	Spectrogram 1	1	95567.444922603	95568.634190189	8.475	1220.339	155.9593	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519160008.wav	7266.230519160008.wav	1.1893	BY
373	Spectrogram 1	1	95659.745776977	95660.717495614	0.000	1466.102	248.2601	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519160008.wav	7266.230519160008.wav	0.9717	BY
374	Spectrogram 1	1	97367.748039503	97367.972840083	0.000	618.644	156.0465	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519163008.wav	7266.230519163008.wav	0.2248	B
375	Spectrogram 1	1	102709.333101446	102710.913957138	50.847	1381.356	96.9106	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519180009.wav	7266.230519180009.wav	1.5809	BY
376	Spectrogram 1	1	104441.178170341	104441.591513343	0.000	1059.322	28.4748	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519183009.wav	7266.230519183009.wav	0.4133	B
377	Spectrogram 1	1	120702.064625236	120702.499723133	25.424	1610.169	87.3445	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230519230009.wav	7266.230519230009.wav	0.4351	B
378	Spectrogram 1	1	128105.441696959	128106.319144384	0.000	1381.356	289.7189	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520010010.wav	7266.230520010010.wav	0.8774	BY
379	Spectrogram 1	1	129679.508640535	129680.465855908	0.000	1805.085	63.6071	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520013010.wav	7266.230520013010.wav	0.9572	BY
380	Spectrogram 1	1	129787.110280131	129787.378590500	0.000	1084.746	171.2088	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520013010.wav	7266.230520013010.wav	0.2683	B
381	Spectrogram 1	1	129809.176549601	129810.039493764	0.000	1576.271	193.2751	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520013010.wav	7266.230520013010.wav	0.8629	BY
382	Spectrogram 1	1	131418.541216026	131418.729758448	0.000	1262.712	2.4154	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520020010.wav	7266.230520020010.wav	0.1885	B
383	Spectrogram 1	1	131513.024628499	131513.365455185	25.424	1762.712	96.8988	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520020010.wav	7266.230520020010.wav	0.3408	B
384	Spectrogram 1	1	135164.901982814	135165.380590500	16.949	1059.322	148.3015	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520030010.wav	7266.230520030010.wav	0.4786	BY
385	Spectrogram 1	1	149452.899315707	149454.255370819	0.000	1618.644	34.3601	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520070011.wav	7266.230520070011.wav	1.3561	BY
386	Spectrogram 1	1	149454.871759507	149455.082056824	76.271	1016.949	36.3326	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520070011.wav	7266.230520070011.wav	0.2103	B
387	Spectrogram 1	1	149456.220562987	149457.939199681	0.000	1042.373	37.6814	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520070011.wav	7266.230520070011.wav	1.7186	BY
388	Spectrogram 1	1	149493.318488102	149495.668016746	76.271	1355.932	74.7793	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520070011.wav	7266.230520070011.wav	2.3495	BY
389	Spectrogram 1	1	149502.054053421	149503.671167272	25.424	1059.322	83.5149	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520070011.wav	7266.230520070011.wav	1.6171	BY
390	Spectrogram 1	1	153301.850801167	153302.394673538	8.475	940.678	282.8710	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520080011.wav	7266.230520080011.wav	0.5439	BY
391	Spectrogram 1	1	153302.866029593	153303.054572015	50.847	711.864	283.8862	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520080011.wav	7266.230520080011.wav	0.1885	B
392	Spectrogram 1	1	153303.373643807	153303.569437860	0.000	694.915	284.3938	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520080011.wav	7266.230520080011.wav	0.1958	B
393	Spectrogram 1	1	158432.863589553	158435.068085565	0.000	1779.661	13.1881	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520093011.wav	7266.230520093011.wav	2.2045	BY
394	Spectrogram 1	1	185710.841846681	185711.414725579	0.000	677.966	287.6152	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.5729	BY
395	Spectrogram 1	1	185712.313927899	185712.567735006	0.000	711.864	289.0873	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.2538	B
396	Spectrogram 1	1	185712.865051902	185713.162368798	0.000	593.220	289.6384	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.2973	B
397	Spectrogram 1	1	185713.503195484	185714.068822751	59.322	779.661	290.2765	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.5656	BY
398	Spectrogram 1	1	185714.561933701	185714.895508755	16.949	949.153	291.3353	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.3336	B
399	Spectrogram 1	1	185715.004283229	185715.468387653	0.000	745.763	291.7776	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	0.4641	BY
400	Spectrogram 1	1	185715.859975760	185716.933217239	0.000	728.814	292.6333	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520170013.wav	7266.230520170013.wav	1.0732	B
401	Spectrogram 1	1	209105.506564091	209105.789377725	110.169	1025.424	279.3187	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520233014.wav	7266.230520233014.wav	0.2828	B
402	Spectrogram 1	1	209106.645070255	209107.399239944	50.847	1220.339	280.4572	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520233014.wav	7266.230520233014.wav	0.7542	BY
403	Spectrogram 1	1	209107.827086209	209108.515991213	25.424	1245.763	281.6393	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520233014.wav	7266.230520233014.wav	0.6889	BY
404	Spectrogram 1	1	209108.806056477	209109.212147848	42.373	1101.695	282.6182	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520233014.wav	7266.230520233014.wav	0.4061	BY
405	Spectrogram 1	1	209109.306419059	209110.669725803	42.373	1313.559	283.1186	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230520233014.wav	7266.230520233014.wav	1.3633	BY
406	Spectrogram 1	1	210725.520128499	210725.773935606	330.508	1271.186	99.0346	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521000014.wav	7266.230521000014.wav	0.2538	B
407	Spectrogram 1	1	210728.777091983	210729.371725775	262.712	1635.593	102.2916	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521000014.wav	7266.230521000014.wav	0.5946	BY
408	Spectrogram 1	1	210730.593960304	210731.290116940	67.797	1567.797	104.1085	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521000014.wav	7266.230521000014.wav	0.6962	BY
409	Spectrogram 1	1	210732.670338343	210734.737053354	50.847	1983.051	106.1848	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521000014.wav	7266.230521000014.wav	2.0667	BY
410	Spectrogram 1	1	210735.201157777	210735.730526886	84.746	1466.102	108.7157	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521000014.wav	7266.230521000014.wav	0.5294	BY
411	Spectrogram 1	1	216235.253661618	216235.434952408	135.593	542.373	208.0715	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.1813	B
412	Spectrogram 1	1	216236.435677571	216236.682233046	118.644	1474.576	209.2535	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.2466	B
413	Spectrogram 1	1	216270.037323495	216270.972783974	50.847	1754.237	242.8552	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.9355	BY
414	Spectrogram 1	1	216274.050006226	216275.891920657	25.424	2101.695	246.8678	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	1.8419	BY
415	Spectrogram 1	1	216304.367253815	216304.577551132	0.000	516.949	277.1851	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.2103	B
416	Spectrogram 1	1	216304.954635976	216305.607282822	0.000	1279.661	277.7725	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.6526	BY
417	Spectrogram 1	1	216322.750099130	216323.518772081	0.000	1254.237	295.5679	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521013014.wav	7266.230521013014.wav	0.7687	BY
418	Spectrogram 1	1	234310.127183352	234310.431751880	0.000	610.169	280.6895	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521063515.wav	7266.230521063515.wav	0.3046	B
419	Spectrogram 1	1	234310.526023091	234313.339656159	33.898	1211.864	281.0884	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521063515.wav	7266.230521063515.wav	2.8136	BY
420	Spectrogram 1	1	234314.695705153	234317.125001745	0.000	1228.814	285.2580	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521063515.wav	7266.230521063515.wav	2.4293	BY
421	Spectrogram 1	1	237815.813394024	237816.081704394	0.000	974.576	185.9277	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521073515.wav	7266.230521073515.wav	0.2683	B
422	Spectrogram 1	1	237816.458789238	237816.698093082	0.000	788.136	186.5731	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521073515.wav	7266.230521073515.wav	0.2393	B
423	Spectrogram 1	1	237817.176700768	237817.495772560	16.949	838.983	187.2910	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521073515.wav	7266.230521073515.wav	0.3191	B
424	Spectrogram 1	1	237817.742328035	237818.097657984	16.949	1033.898	187.8567	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521073515.wav	7266.230521073515.wav	0.3553	B
425	Spectrogram 1	1	241482.647510006	241484.141346119	84.746	1923.729	252.3158	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521083515.wav	7266.230521083515.wav	1.4938	BY
426	Spectrogram 1	1	241485.337865336	241486.824449817	0.000	2093.220	255.0062	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521083515.wav	7266.230521083515.wav	1.4866	BY
427	Spectrogram 1	1	246912.692527503	246913.214644980	101.695	1576.271	281.6964	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.5221	BY
428	Spectrogram 1	1	246918.209906537	246918.543481591	16.949	805.085	287.2137	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230521101015.wav	7266.230521101015.wav	0.3336	B
