Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1171	Spectrogram 1	1	7714.8369	7715.053663	87.8369	50.42	957.983	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	704	
1172	Spectrogram 1	1	7716.51	7716.676185	89.51	142.857	798.319	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1173	Spectrogram 1	1	7717.3193	7717.49271	90.3193	168.067	857.143	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1174	Spectrogram 1	1	7717.7239	7717.904536	90.7239	159.664	823.529	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	705	
1176	Spectrogram 1	1	7908.7118	7909.080297	18.7118	134.454	1033.613	DS3B__0__20181015_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_110354.wav								Y	1	0	X	B	-	Not previously annotated
1179	Spectrogram 1	1	8331.1032	8331.450021	178.1032	403.361	1924.37	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1180	Spectrogram 1	1	8333.2058	8333.523719	180.2058	285.714	1915.966	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1181	Spectrogram 1	1	8333.9139	8334.296848	180.9139	210.084	1983.193	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1182	Spectrogram 1	1	8334.7881	8335.163823	181.7881	252.101	1966.387	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated
1183	Spectrogram 1	1	8331.5223	8333.198601	178.5223	42.017	789.916	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								Y	1	0	X	B	-	Not previously annotated - growl
1184	Spectrogram 1	1	8339.3314	8340.155099	186.3314	100.84	1268.908	DS3B__0__20181015_120354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav								X	1	0	X	Y	-	
1185	Spectrogram 1	1	8452.2737	8452.548266	36.2737	865.546	1210.084	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1186	Spectrogram 1	1	8455.3951	8455.597412	39.3951	756.303	1142.857	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1187	Spectrogram 1	1	8457.7465	8457.91991	41.7465	907.563	1243.697	DS3B__0__20181015_130354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav								X	0	1	X	Y	-	Not previously annotated
1189	Spectrogram 1	1	9472.3084	9472.525163	5.3084	184.874	890.756	DS3B__0__20181017_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_110355.wav								Y	1	0	X	B	771	
1190	Spectrogram 1	1	9473.6089	9473.811212	6.6089	184.874	1008.403	DS3B__0__20181017_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_110355.wav								Y	1	0	X	B	771	
1193	Spectrogram 1	1	10051.63	10051.9696	60.63	81.356	1169.492	DS3B__0__20181017_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav								?	1	0	X	B	-	Not prev annotated
1194	Spectrogram 1	1	10065.1665	10065.42662	74.1665	233.898	1200	DS3B__0__20181017_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav								?	1	0	X	B	-	Not prev annotated
1195	Spectrogram 1	1	10370.4501	10370.76079	117.4501	264.407	935.593	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	0	X	B	-	Not prev annotated
1196	Spectrogram 1	1	10375.2261	10375.69575	122.2261	172.881	1179.661	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	1	X	BY	-	Not prev annotated
1197	Spectrogram 1	1	10375.992	10376.22321	122.992	233.898	752.542	DS3B__0__20181017_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav								Y	1	0	X	B	-	Not prev annotated
1201	Spectrogram 1	1	10783.7272	10784.26188	6.7272	142.373	1037.288	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1202	Spectrogram 1	1	10784.3414	10784.7966	7.3414	162.712	1169.492	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1203	Spectrogram 1	1	10785.5408	10786.22722	8.5408	162.712	1098.305	DS3B__0__20181018_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav								Y	1	0	X	B	794	
1204	Spectrogram 1	1	11142.3148	11150.76856	103.3148	40.678	1108.475	DS3B__0__20181018_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181018_060355.wav								X	?	?	?	?	-	Lots of barks and yelps unannotated - understandably. These are good examples of things even a good detector would miss.
1208	Spectrogram 1	1	11984.36517	11984.62271	159.3652	523.256	915.698	DS3B__0__20181019_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav								X	0	1	X	Y	815	
1209	Spectrogram 1	1	11985.26969	11985.63402	160.2697	174.419	1622.093	DS3B__0__20181019_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav								Y	2	0	X	B	815	
1210	Spectrogram 1	1	12309.03181	12309.73533	222.0318	244.186	1805.233	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	3	0	X	B	821	Excellent
1211	Spectrogram 1	1	12309.83583	12311.18005	222.8358	148.256	1787.791	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	4	2	X	BY	821	
1212	Spectrogram 1	1	12311.48784	12312.19764	224.4878	139.535	2773.256	DS3B__0__20181019_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav								Y	3	1	X	BY	821	
1213	Spectrogram 1	1	12594.86864	12595.86739	245.8686	540.698	2712.209	DS3B__0__20181019_190355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav								X	0	2	X	Y	825	
1214	Spectrogram 1	1	12595.87995	12596.42015	246.8799	305.233	2424.419	DS3B__0__20181019_190355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav								Y	2	0	X	B	825	
1216	Spectrogram 1	1	13598.39112	13598.84966	201.3911	444.767	828.488	DS3B__0__20181020_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav								X	0	2	X	Y	849	
1217	Spectrogram 1	1	13598.88107	13599.29564	201.8811	113.372	1081.395	DS3B__0__20181020_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_040355.wav								Y	2	0	X	B	849	
1218	Spectrogram 1	1	13779.53887	13779.72103	120.5389	165.698	985.465	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1219	Spectrogram 1	1	13781.04641	13781.24742	122.0464	148.256	1081.395	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1220	Spectrogram 1	1	13782.62304	13782.83033	123.623	209.302	941.86	DS3B__0__20181020_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181020_050355.wav								Y	1	0	X	B	852	
1221	Spectrogram 1	1	14102.66063	14102.94329	181.6606	61.047	1334.302	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	2	0	X	B	864	
1222	Spectrogram 1	1	14104.27495	14104.4948	183.2749	130.814	1343.023	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1223	Spectrogram 1	1	14104.58274	14104.83399	183.5827	52.326	1369.186	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1224	Spectrogram 1	1	14106.02746	14106.63676	185.0275	26.163	1369.186	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	2	0	X	B	864	
1225	Spectrogram 1	1	14107.48475	14107.92445	186.4847	87.209	1255.814	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	1	X	BY	864	
1226	Spectrogram 1	1	14108.43952	14108.67193	187.4395	43.605	1404.07	DS3B__0__20181021_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_170355.wav								Y	1	0	X	B	864	
1227	Spectrogram 1	1	14301.70384	14302.03676	118.7038	462.209	924.419	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1228	Spectrogram 1	1	14307.77796	14307.99781	124.778	375	845.93	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1229	Spectrogram 1	1	14302.98525	14303.62595	119.9852	122.093	1369.186	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1230	Spectrogram 1	1	14304.34832	14304.63098	121.3483	453.488	837.209	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	1	X	Y	867	
1231	Spectrogram 1	1	14305.76163	14306.11967	122.7616	87.209	915.698	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	1	0	X	B	867	
1232	Spectrogram 1	1	14392.57782	14393.52632	209.5778	235.465	1386.628	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								X	0	2	X	Y	871	
1233	Spectrogram 1	1	14393.91576	14394.63812	210.9158	244.186	1656.977	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	0	X	B	871	
1234	Spectrogram 1	1	14394.98988	14396.07657	211.9899	122.093	2947.674	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	1	X	BY	871	
1235	Spectrogram 1	1	14397.47104	14398.50747	214.471	191.86	1761.628	DS3B__0__20181021_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181021_230355.wav								Y	2	2	X	BY	871	
1237	Spectrogram 1	1	14829.67923	14830.23199	122.6792	95.93	898.256	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	1	1	X	BY	873	
1238	Spectrogram 1	1	14830.3639	14830.69053	123.3639	34.884	906.977	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	1	0	X	B	873	
1239	Spectrogram 1	1	14831.23073	14831.95938	124.2307	61.047	1482.558	DS3B__0__20181022_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_010355.wav								Y	2	2	X	BY	873	
1240	Spectrogram 1	1	15238.63015	15238.88769	7.6302	104.651	1020.349	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	876	Good
1241	Spectrogram 1	1	15239.13895	15239.33995	8.1389	78.488	1046.512	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	876	Good
1242	Spectrogram 1	1	15313.71517	15314.60713	82.7152	61.047	2956.395	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	0	X	B	881	Good
1243	Spectrogram 1	1	15316.66743	15317.34583	85.6674	174.419	2886.628	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	0	X	B	881	Good
1244	Spectrogram 1	1	15396.52254	15397.54641	165.5225	113.372	2258.721	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1245	Spectrogram 1	1	15398.3944	15399.22354	167.3944	61.047	2886.628	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1246	Spectrogram 1	1	15400.31651	15400.57404	169.3165	69.767	933.14	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	886	Good
1247	Spectrogram 1	1	15401.05143	15401.96852	170.0514	43.605	2101.744	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	2	1	X	BY	886	Good
1248	Spectrogram 1	1	15402.3454	15402.77882	171.3454	34.884	1168.605	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	886	Good
1249	Spectrogram 1	1	15405.99458	15406.28352	174.9946	43.605	1159.884	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	887	Good
1250	Spectrogram 1	1	15407.40789	15407.59633	176.4079	78.488	1133.721	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1251	Spectrogram 1	1	15408.73955	15408.93427	177.7396	78.488	1125	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	3	1	X	BY	886	Good
1252	Spectrogram 1	1	15414.34105	15414.55462	183.3411	95.93	1151.163	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1253	Spectrogram 1	1	15414.95663	15415.15763	183.9566	61.047	889.535	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1254	Spectrogram 1	1	15416.39507	15416.62748	185.3951	113.372	1002.907	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	888	
1255	Spectrogram 1	1	15421.8391	15422.05895	190.8391	43.605	1063.953	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	889	
1256	Spectrogram 1	1	15422.75618	15423.12051	191.7562	69.767	959.302	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	889	
1257	Spectrogram 1	1	15426.30821	15426.52178	195.3082	78.488	941.86	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1258	Spectrogram 1	1	15426.94892	15427.19389	195.9489	87.209	941.86	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1259	Spectrogram 1	1	15428.17379	15428.48786	197.1738	43.605	941.86	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1260	Spectrogram 1	1	15430.37856	15430.56701	199.3786	87.209	941.86	DS3B__0__20181022_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_030355.wav								Y	1	0	X	B	890	
1262	Spectrogram 1	1	15653.98569	15654.21182	160.9857	767.442	1020.349	DS3B__0__20181022_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_180355.wav								X	0	1	X	Y	902	
1263	Spectrogram 1	1	15654.5573	15654.8274	161.5573	69.767	985.465	DS3B__0__20181022_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_180355.wav								Y	1	0	X	B	902	
1264	Spectrogram 1	1	16198.16629	16198.65624	181.1663	558.14	2415.698	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								X	0	2	X	Y	906	
1265	Spectrogram 1	1	16199.12735	16200.20775	182.1273	130.814	933.14	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								Y	5	0	X	B	906	
1266	Spectrogram 1	1	16201.75298	16201.99167	184.753	270.349	959.302	DS3B__0__20181022_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181022_210355.wav								Y	1	0	X	B	906	
1267	Spectrogram 1	1	16636.99568	16637.33488	95.9957	235.465	1569.767	DS3B__0__20181023_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav								X	1	0	X	B	922	Too faint
1268	Spectrogram 1	1	16638.72307	16639.09367	97.7231	87.209	1805.233	DS3B__0__20181023_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_030355.wav								X	1	0	X	B	922	Too faint
1269	Spectrogram 1	1	16843.52499	16843.8579	40.525	427.326	1491.279	DS3B__0__20181023_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav								X	1	0	X	B	925	Too faint
1270	Spectrogram 1	1	16844.89433	16845.30891	41.8943	78.488	959.302	DS3B__0__20181023_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_040355.wav								X	1	0	X	B	925	Too faint
1272	Spectrogram 1	1	17401.24854	17402.10281	74.2485	174.419	1029.07	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	3	0	X	B	932	Too faint
1273	Spectrogram 1	1	17402.3415	17402.60532	75.3415	174.419	941.86	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1274	Spectrogram 1	1	17402.97592	17403.17693	75.9759	200.581	880.814	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1275	Spectrogram 1	1	17403.39049	17403.63547	76.3905	165.698	968.023	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav								X	1	0	X	B	932	Too faint
1277	Spectrogram 1	1	17589.8553	17590.10027	0.8553	95.93	2232.558	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1278	Spectrogram 1	1	17590.71585	17591.07389	1.7159	87.209	1622.093	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1279	Spectrogram 1	1	17591.77741	17592.2548	2.7774	26.163	2005.814	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	1	X	BY	934	Good
1280	Spectrogram 1	1	17593.29751	17593.63671	4.2975	69.767	2188.953	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	934	Good
1281	Spectrogram 1	1	17620.06343	17620.30841	31.0634	610.465	1299.419	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								X	0	1	X	Y	935	Too faint
1282	Spectrogram 1	1	17620.80464	17621.20665	31.8046	113.372	1290.698	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								X	1	0	X	B	935	Too faint
1283	Spectrogram 1	1	17781.06586	17781.26686	192.0659	52.326	784.884	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav								Y	1	0	X	B	-	Not prev annotated
1284	Spectrogram 1	1	17872.54142	17872.78639	21.5414	52.326	1421.512	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	943	Good
1285	Spectrogram 1	1	17872.93715	17873.60926	21.9371	78.488	1613.372	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	943	Good
1286	Spectrogram 1	1	17878.90374	17879.23038	27.9037	95.93	1029.07	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	945	
1287	Spectrogram 1	1	17878.36354	17878.67761	27.3635	78.488	1081.395	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	945	
1288	Spectrogram 1	1	17906.27731	17906.52229	55.2773	78.488	1351.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1289	Spectrogram 1	1	17906.69817	17906.99339	55.6982	104.651	1212.209	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1290	Spectrogram 1	1	17907.07505	17907.33259	56.0751	104.651	1238.372	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1291	Spectrogram 1	1	17907.55244	17907.86023	56.5524	113.372	1186.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	947	Good
1292	Spectrogram 1	1	17911.23748	17911.43848	60.2375	444.767	1369.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								X	0	1	X	Y	948	
1295	Spectrogram 1	1	17911.73371	17912.06662	60.7337	104.651	1395.349	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1296	Spectrogram 1	1	17913.67466	17914.59803	62.6747	104.651	1142.442	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	2	1	X	BY	948	Good
1297	Spectrogram 1	1	17915.67843	17915.96738	64.6784	87.209	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1298	Spectrogram 1	1	17917.04778	17917.28019	66.0478	61.047	994.186	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1299	Spectrogram 1	1	17919.49125	17919.73622	68.4912	69.767	1029.07	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1300	Spectrogram 1	1	17919.98748	17920.4523	68.9875	104.651	1072.674	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	948	Good
1301	Spectrogram 1	1	17922.33106	17922.62001	71.3311	52.326	898.256	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1302	Spectrogram 1	1	17922.87126	17923.19162	71.8713	69.767	959.302	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1303	Spectrogram 1	1	17924.46674	17925.0886	73.4667	78.488	1046.512	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	949	Borderline too faint
1304	Spectrogram 1	1	17925.67277	17925.93031	74.6728	52.326	1159.884	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	949	Borderline too faint
1305	Spectrogram 1	1	17928.95795	17929.29714	77.9579	61.047	976.744	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	949	Borderline too faint
1306	Spectrogram 1	1	17946.20167	17947.48308	95.2017	87.209	1159.884	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	1	X	BY	952	Borderline too faint
1307	Spectrogram 1	1	17949.25443	17949.76951	98.2544	69.767	802.326	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	952	
1308	Spectrogram 1	1	17951.57855	17951.99313	100.5786	104.651	941.86	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav								Y	1	0	X	B	952	
