Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
611	Spectrogram 1	1	108240.66	108242.356	0	2481.481	Y	3	4	X	BY		
612	Spectrogram 1	1	108242.7203	108245.7291	29.63	2281.481	Y	5	4	X	BY		
613	Spectrogram 1	1	108263.8155	108264.7703	29.63	2014.815	Y	1	2	X	BY	GOOD	
614	Spectrogram 1	1	108265.0404	108265.5617	0	1600	Y	1	1	X	BY	GOOD	
615	Spectrogram 1	1	108265.8004	108266.6484	66.667	1822.222	Y	1	1	X	BY	GOOD	
616	Spectrogram 1	1	108266.8494	108267.4776	59.259	1911.111	Y	2	1	X	BY	GOOD	
617	Spectrogram 1	1	108736.0617	108736.5266	651.852	1207.407	X	0	1	X	Y		
618	Spectrogram 1	1	108774.1274	108774.7995	755.556	1540.741	X	0	1	Y	Y		
619	Spectrogram 1	1	108890.1565	108890.6339	59.259	377.778	X	1	0	Y	G		
620	Spectrogram 1	1	108917.1265	108917.4594	7.407	370.37	Y	1	0	X	G		
621	Spectrogram 1	1	109000.9656	109001.198	0	659.259	Y	1	0	X	B	FAINT	
622	Spectrogram 1	1	109002.0711	109002.3915	22.222	570.37	Y	1	0	X	G	FAINT	
623	Spectrogram 1	1	109002.6427	109003.007	29.63	562.963	Y	1	0	X	G	FAINT	
624	Spectrogram 1	1	109050.7607	109051.0308	51.852	762.963	Y	1	0	Y	B		
625	Spectrogram 1	1	109052.2745	109052.5697	22.222	651.852	Y	1	0	Y	B		
626	Spectrogram 1	1	109114.5637	109114.7522	696.296	1125.926	X	0	1	X	Y		
627	Spectrogram 1	1	109300.2844	109300.6361	585.185	1074.074	X	0	1	Y	Y		
628	Spectrogram 1	1	109385.3692	109386.1795	540.741	1733.333	X	0	2	X	Y		
629	Spectrogram 1	1	109754.2613	109754.5879	940.741	1718.519	X	0	1	X	Y		
630	Spectrogram 1	1	109926.8938	109929.2116	0	400	Y	1	0	Y	G		
631	Spectrogram 1	1	110215.9527	110216.5117	859.259	1444.444	X	0	1	X	Y		
632	Spectrogram 1	1	110219.6838	110220.4564	755.556	1518.519	X	0	1	X	Y		
633	Spectrogram 1	1	110309.9645	110311.2019	0	474.074	Y	1	0	X	G		
634	Spectrogram 1	1	110312.0122	110312.3451	14.815	437.037	Y	1	0	X	G		
635	Spectrogram 1	1	110436.6931	110437.9368	0	525.926	Y	1	0	X	G		
636	Spectrogram 1	1	110549.4107	110549.819	1222.222	1696.296	X	0	1	Y	Y		
637	Spectrogram 1	1	110793.9222	110795.0465	0	437.037	Y	1	0	X	G		
638	Spectrogram 1	1	110795.8129	110796.5289	0	370.37	Y	1	0	X	G		
639	Spectrogram 1	1	110896.4755	110896.7142	1014.815	1266.667	X	0	1	X	Y		
640	Spectrogram 1	1	110899.4403	110899.6037	1029.63	1311.111	X	0	1	Y	Y		
641	Spectrogram 1	1	110902.5196	110902.7394	1459.259	1755.556	X	0	1	Y	Y		
642	Spectrogram 1	1	110903.8397	110905.8121	0	1488.889	X	4	3	Y	BY	TOO FAIN	
643	Spectrogram 1	1	110906.5031	110907.2757	103.704	585.185	X	3	0	X	B	TOO FAINT	
644	Spectrogram 1	1	110907.5646	110907.7782	1051.852	1466.667	X	0	1	X	Y		
645	Spectrogram 1	1	110909.5181	110909.7757	1496.296	1866.667	X	0	1	X	Y		
646	Spectrogram 1	1	110907.8661	110908.5759	103.704	525.926	X	3	0	X	B	TOO FAINT	
647	Spectrogram 1	1	112081.1407	112082.3153	0	570.37	Y	1	0	X	G		
648	Spectrogram 1	1	112082.4535	112082.6671	792.593	1155.556	X	0	1	X	Y		
649	Spectrogram 1	1	112083.2576	112084.0113	7.407	437.037	Y	1	0	X	G		
650	Spectrogram 1	1	112151.768	112153.0996	0	407.407	Y	1	0	Y	G		
651	Spectrogram 1	1	112333.2813	112333.9032	792.593	1770.37	X	0	1	X	Y		
652	Spectrogram 1	1	112334.7763	112335.5866	666.667	1637.037	X	0	1	X	Y		
653	Spectrogram 1	1	112336.1079	112336.9622	703.704	1703.704	X	0	1	X	Y		
654	Spectrogram 1	1	112337.3202	112337.9735	718.519	1807.407	X	0	1	X	Y		
655	Spectrogram 1	1	112484.5713	112484.7283	837.037	1244.444	X	0	1	X	Y		
656	Spectrogram 1	1	112519.5139	112519.74	837.037	1088.889	X	0	1	X	Y		
657	Spectrogram 1	1	112981.8571	112982.1837	659.259	1303.704	X	0	1	X	Y		
658	Spectrogram 1	1	113073.6895	113074.236	548.148	1229.63	X	0	1	X	Y		
659	Spectrogram 1	1	113205.0631	113205.4651	770.37	1177.778	X	0	1	X	Y		
660	Spectrogram 1	1	113327.4356	113327.7622	785.185	1111.111	X	0	1	X	Y		
661	Spectrogram 1	1	113370.071	113370.2594	740.741	1185.185	X	0	1	X	Y		
662	Spectrogram 1	1	113374.6573	113374.9651	540.741	911.111	X	0	1	X	Y		
663	Spectrogram 1	1	113375.8256	113376.4412	0	340.741	Y	1	0	X	G		
664	Spectrogram 1	1	113376.9751	113377.2829	503.704	955.556	X	0	1	X	Y		
665	Spectrogram 1	1	113491.923	113492.1616	1007.407	1288.889	X	0	1	X	Y		
666	Spectrogram 1	1	113489.3224	113489.5423	44.444	488.889	Y	1	0	X	B		
667	Spectrogram 1	1	113495.8274	113496.1038	22.222	622.222	Y	1	0	X	G		
668	Spectrogram 1	1	113497.8061	113498.3651	81.481	511.111	Y	1	0	X	G		
669	Spectrogram 1	1	113499.716	113500.118	74.074	1237.037	Y	1	1	X	BY		
672	Spectrogram 1	1	113535.2084	113535.5036	733.333	1340.741	X	0	1	X	Y		
673	Spectrogram 1	1	113535.8239	113539.7184	29.63	1955.556	Y	6	5	X	BY		
674	Spectrogram 1	1	114189.3436	114190.0597	414.815	1829.63	X	0	1	X	Y		
675	Spectrogram 1	1	114190.3298	114190.7695	785.185	1192.593	X	0	1	X	Y		
676	Spectrogram 1	1	114332.1514	114332.5785	755.556	1140.741	X	0	1	X	Y		
677	Spectrogram 1	1	114774.7847	114775.0799	533.333	985.185	X	0	2	X	Y		
678	Spectrogram 1	1	114776.0033	114776.7445	74.074	1200	Y	2	1	Y	BY		
679	Spectrogram 1	1	114777.0523	114777.6553	81.481	1377.778	Y	1	1	Y	BY		
680	Spectrogram 1	1	115094.6049	115094.7934	1044.444	1437.037	X	0	1	X	Y		
681	Spectrogram 1	1	115193.5023	115193.7599	570.37	1370.37	X	0	1	X	Y		
682	Spectrogram 1	1	115194.1242	115194.8842	0	377.778	Y	1	0	X	G		
683	Spectrogram 1	1	115327.3377	115327.501	918.519	1659.259	X	0	1	Y	Y		
684	Spectrogram 1	1	115639.5283	115640.3134	0	348.148	Y	1	0	X	G		
685	Spectrogram 1	1	115742.092	115742.9023	0	362.963	Y	1	0	X	G		
686	Spectrogram 1	1	115745.7798	115747.1994	0	437.037	Y	1	0	X	G		
687	Spectrogram 1	1	116141.1806	116141.457	837.037	1600	X	0	1	X	Y		
688	Spectrogram 1	1	116142.0474	116142.3175	822.222	1785.185	X	0	1	X	Y		
689	Spectrogram 1	1	116356.1636	116356.3772	1014.815	1607.407	X	0	1	Y	Y		
690	Spectrogram 1	1	116360.0204	116360.4727	955.556	1162.963	X	0	1	X	Y		
691	Spectrogram 1	1	116758.7192	116759.0018	829.63	1555.556	X	0	1	X	Y		
692	Spectrogram 1	1	116760.2141	116760.3963	1118.519	1592.593	X	0	1	X	Y		
693	Spectrogram 1	1	117227.9776	117228.499	51.852	1222.222	Y	1	1	X	BY		
694	Spectrogram 1	1	117242.6719	117242.9043	37.037	1051.852	Y	1	0	X	B		
695	Spectrogram 1	1	117246.4491	117246.9453	518.519	1555.556	X	0	1	Y	Y		
696	Spectrogram 1	1	117248.873	117249.3441	600	1548.148	X	0	2	Y	Y		
697	Spectrogram 1	1	117250.7951	117251.0966	733.333	1074.074	X	0	1	Y	Y		
698	Spectrogram 1	1	117255.1922	117256.0088	385.185	1377.778	X	0	1	Y	Y		
699	Spectrogram 1	1	117258.5235	117260.119	0	1577.778	Y	3	2	Y	BY		
700	Spectrogram 1	1	117260.4394	117260.7346	0	1311.111	Y	1	0	X	B		
701	Spectrogram 1	1	117261.5763	117261.9029	644.444	977.778	X	0	1	Y	Y		
702	Spectrogram 1	1	117266.8641	117267.1656	814.815	1266.667	X	0	1	Y	Y		
703	Spectrogram 1	1	117270.0614	117270.3754	651.852	1162.963	X	0	1	Y	Y		
704	Spectrogram 1	1	117271.883	117272.1154	770.37	1066.667	X	0	1	Y	Y		
705	Spectrogram 1	1	117273.1958	117274.3013	733.333	1592.593	X	0	1	Y	Y		
706	Spectrogram 1	1	117447.3566	117447.6895	925.926	1325.926	X	0	1	X	Y		
707	Spectrogram 1	1	117634.5722	117634.9616	589.928	1064.748	X	0	1	X	Y		
708	Spectrogram 1	1	117635.6337	117636.1111	805.755	1935.252	X	0	1	X	Y		
709	Spectrogram 1	1	117636.6639	117637.4616	726.619	1956.835	X	0	1	X	Y		
710	Spectrogram 1	1	117637.9202	117638.4855	575.54	1611.511	X	0	1	X	Y		
711	Spectrogram 1	1	117893.3603	117894.0889	93.525	338.129	Y	1	0	X	G		
712	Spectrogram 1	1	117897.1091	117897.6996	79.137	330.935	Y	1	0	X	G		
713	Spectrogram 1	1	117901.2929	117901.4876	870.504	1172.662	X	0	1	X	Y		
714	Spectrogram 1	1	117903.5334	117904.2558	14.388	323.741	Y	1	0	X	G		
715	Spectrogram 1	1	117904.5322	117905.0849	107.914	1014.388	Y	1	1	X	BY		
716	Spectrogram 1	1	117906.9191	117907.0699	532.374	1021.583	X	0	1	X	Y		
717	Spectrogram 1	1	117907.4782	117907.7671	79.137	884.892	Y	1	0	X	B		
718	Spectrogram 1	1	117911.6829	117912.0535	741.007	1316.547	X	0	1	X	Y		
719	Spectrogram 1	1	117929.4404	117929.698	647.482	964.029	X	0	1	X	Y		
720	Spectrogram 1	1	117933.6318	117933.9898	43.165	597.122	Y	1	0	X	B		
721	Spectrogram 1	1	117956.5416	117956.7614	877.698	1201.439	X	0	1	X	Y		
722	Spectrogram 1	1	117971.0106	117971.2556	776.978	1316.547	X	0	1	X	Y		
723	Spectrogram 1	1	117979.9769	117980.4418	899.281	1223.022	X	0	1	X	Y		
724	Spectrogram 1	1	117989.5554	117990.0265	870.504	1223.022	X	0	1	X	Y		
725	Spectrogram 1	1	117996.9572	117997.2021	971.223	1230.216	X	0	1	X	Y		
726	Spectrogram 1	1	118019.1852	118019.6249	935.252	1330.935	X	0	1	X	Y		
727	Spectrogram 1	1	118027.2146	118027.4847	877.698	1273.381	X	0	1	X	Y		
728	Spectrogram 1	1	118033.4733	118033.8753	1057.554	1424.46	X	0	1	X	Y		
729	Spectrogram 1	1	118038.2394	118038.7796	935.252	1280.576	X	0	1	X	Y		
730	Spectrogram 1	1	118051.3418	118051.637	820.144	1230.216	X	0	1	X	Y		
731	Spectrogram 1	1	118051.9888	118052.1647	79.137	748.201	X	1	0	X	B	TOO FAINT	
732	Spectrogram 1	1	118053.5933	118053.9136	899.281	1280.576	X	0	1	X	Y		
733	Spectrogram 1	1	118060.0531	118060.3609	971.223	1330.935	X	0	1	X	Y		
734	Spectrogram 1	1	118080.4389	118080.8032	956.835	1208.633	X	0	1	X	Y		
735	Spectrogram 1	1	118105.6609	118106.1697	64.748	762.59	Y	2	0	X	B		
736	Spectrogram 1	1	118106.5089	118106.9926	86.331	697.842	Y	2	0	X	B		
737	Spectrogram 1	1	118107.3506	118107.5768	107.914	474.82	Y	1	0	X	B		
738	Spectrogram 1	1	118112.9567	118113.478	71.942	748.201	Y	2	0	X	B		
739	Spectrogram 1	1	118113.6728	118113.8738	107.914	769.784	Y	1	0	X	B		
740	Spectrogram 1	1	118218.8501	118219.2961	748.201	1503.597	X	0	1	X	Y		
741	Spectrogram 1	1	118298.4016	118298.9921	431.655	2115.108	X	0	1	X	Y		
742	Spectrogram 1	1	118305.3591	118305.9621	661.871	1071.942	X	0	1	X	Y		
743	Spectrogram 1	1	118306.3554	118306.5313	791.367	964.029	X	0	1	X	Y		
744	Spectrogram 1	1	118306.8516	118307.9509	71.942	1633.094	Y	3	2	X	BY		
745	Spectrogram 1	1	118519.5991	118522.9973	0	575.54	Y	1	0	X	G		
746	Spectrogram 1	1	118658.9775	118659.2978	791.367	1280.576	X	0	1	X	Y		
747	Spectrogram 1	1	118660.2715	118660.5918	726.619	1035.971	X	0	1	X	Y		
748	Spectrogram 1	1	118661.6345	118662.024	712.23	1136.691	X	0	1	X	Y		
749	Spectrogram 1	1	118663.4122	118663.6257	712.23	1165.468	X	0	1	X	Y		
750	Spectrogram 1	1	118745.1166	118745.5501	43.165	1215.827	Y	1	1	X	BY		
751	Spectrogram 1	1	119009.6895	119010.1794	71.942	517.986	Y	1	0	X	G		
752	Spectrogram 1	1	119010.6003	119011.3289	71.942	453.237	Y	1	0	X	G		
753	Spectrogram 1	1	119414.9375	119415.3332	1093.525	1690.647	X	0	1	X	Y		
754	Spectrogram 1	1	119417.5945	119418.1787	1050.36	1395.683	X	0	1	X	Y		
755	Spectrogram 1	1	119418.7189	119419.0581	1007.194	1467.626	X	0	1	X	Y		
756	Spectrogram 1	1	119594.0192	119594.3772	568.345	1302.158	X	0	1	X	Y		
757	Spectrogram 1	1	119716.1236	119716.7705	906.475	1546.763	X	0	1	X	Y		
758	Spectrogram 1	1	119717.4238	119718.1525	942.446	1237.41	X	0	1	X	Y		
759	Spectrogram 1	1	119719.4401	119719.8422	21.583	323.741	Y	1	0	X	G		
760	Spectrogram 1	1	119720.3761	119721.0733	748.201	1482.014	X	0	1	X	Y		
761	Spectrogram 1	1	119721.1989	119721.8522	129.496	1237.41	Y	1	0	X	G		
762	Spectrogram 1	1	119721.8899	119722.2982	489.209	1316.547	X	0	1	X	Y		
763	Spectrogram 1	1	119723.052	119723.8434	647.482	1381.295	X	0	2	X	Y		
764	Spectrogram 1	1	119760.9069	119761.2272	827.338	1287.77	X	0	1	X	Y		
765	Spectrogram 1	1	119992.5389	119992.809	755.396	1179.856	X	0	1	X	Y		
766	Spectrogram 1	1	120217.4561	120217.8518	309.353	2345.324	X	0	1	X	Y		
767	Spectrogram 1	1	120231.7495	120232.095	35.971	460.432	Y	1	0	X	G		
768	Spectrogram 1	1	120465.7063	120466.4789	474.82	1561.151	X	0	1	X	Y		
769	Spectrogram 1	1	120713.765	120714.368	79.137	510.791	Y	1	0	X	G		
770	Spectrogram 1	1	120761.4301	120761.8509	741.007	1187.05	X	0	1	X	Y		
771	Spectrogram 1	1	120763.773	120763.9301	719.424	1136.691	X	0	1	X	Y		
772	Spectrogram 1	1	120798.2297	120798.9772	64.748	1834.532	Y	1	1	X	BY		
773	Spectrogram 1	1	120799.2535	120799.5676	28.777	1467.626	Y	1	0	X	B		
774	Spectrogram 1	1	120799.9445	120800.2083	863.309	1366.906	X	0	1	X	Y		
775	Spectrogram 1	1	120800.5538	120801.0877	870.504	1201.439	X	0	1	X	Y		
776	Spectrogram 1	1	121021.3896	121022.5328	93.525	1453.237	X	1	1	Y	BY		
777	Spectrogram 1	1	121025.9405	121026.8324	0	388.489	Y	1	0	Y	G		
778	Spectrogram 1	1	121559.105	121559.2998	949.64	1381.295	X	0	1	X	Y		
779	Spectrogram 1	1	121638.1559	121638.5328	489.209	949.64	X	0	1	X	Y		
780	Spectrogram 1	1	121638.7401	121639.387	683.453	1021.583	X	0	1	X	Y		
781	Spectrogram 1	1	121640.1283	121640.3732	633.094	1043.165	X	0	1	X	Y		
782	Spectrogram 1	1	121796.5414	121797	79.137	1827.338	Y	1	1	X	BY		
783	Spectrogram 1	1	121797.3203	121797.5779	57.554	1539.568	Y	1	0	X	B		
784	Spectrogram 1	1	121798.3945	121798.8907	35.971	1834.532	Y	1	1	X	BY		
785	Spectrogram 1	1	121799.2372	121799.8464	388.489	1244.604	X	0	1	X	Y		
786	Spectrogram 1	1	121802.3527	121802.9495	446.043	2129.496	X	0	1	X	Y		
787	Spectrogram 1	1	121810.2547	121810.4557	402.878	798.561	X	0	1	X	Y		
788	Spectrogram 1	1	121810.7635	121812.7735	35.971	1374.101	Y	4	2	X	BY	GOOD	
789	Spectrogram 1	1	121813.5022	121813.8602	50.36	1992.806	Y	1	0	X	B	GOOD	
791	Spectrogram 1	1	122069.345	122069.9732	863.309	1244.604	X	0	1	X	Y		
792	Spectrogram 1	1	122074.0938	122074.4518	820.144	1100.719	X	0	1	X	Y		
793	Spectrogram 1	1	122165.6034	122166.1625	446.043	2208.633	X	0	2	X	Y		
794	Spectrogram 1	1	122496.9041	122497.2307	1079.137	1395.683	X	0	1	X	Y		
795	Spectrogram 1	1	122556.3403	122556.6794	949.64	2143.885	X	0	1	X	Y		
796	Spectrogram 1	1	122932.1254	122932.5274	956.835	2086.331	X	0	1	X	Y		
797	Spectrogram 1	1	123039.3574	123039.6589	798.561	1223.022	X	0	1	X	Y		
798	Spectrogram 1	1	123040.1112	123040.4253	798.561	1187.05	X	0	1	X	Y		
799	Spectrogram 1	1	123223.3867	123223.9081	820.144	1345.324	X	0	1	X	Y		
800	Spectrogram 1	1	123322.3183	123322.8962	71.942	633.094	Y	2	0	X	B		
801	Spectrogram 1	1	123577.1302	123577.3563	892.086	1273.381	X	0	1	X	Y		
802	Spectrogram 1	1	123578.2609	123578.5184	1086.331	1438.849	X	0	1	X	Y		
803	Spectrogram 1	1	123579.2659	123579.4543	1043.165	1280.576	X	0	1	X	Y		
804	Spectrogram 1	1	123580.2521	123580.5096	1064.748	1294.964	X	0	1	X	Y		
805	Spectrogram 1	1	123582.8086	123583.0913	1007.194	1302.158	X	0	1	X	Y		
806	Spectrogram 1	1	123604.4785	123604.7234	1100.719	1381.295	X	0	1	X	Y		
807	Spectrogram 1	1	123615.4377	123615.7078	1000	1338.129	X	0	1	X	Y		
808	Spectrogram 1	1	123636.5282	123636.7229	1100.719	1438.849	X	0	1	X	Y		
809	Spectrogram 1	1	123638.0106	123638.2618	1057.554	1287.77	X	0	1	X	Y		
810	Spectrogram 1	1	123638.8083	123639.0533	1057.554	1424.46	X	0	1	X	Y		
811	Spectrogram 1	1	123639.6877	123639.8887	1014.388	1266.187	X	0	1	X	Y		
812	Spectrogram 1	1	123640.3724	123640.6048	1136.691	1374.101	X	0	1	X	Y		
813	Spectrogram 1	1	123641.1576	123641.4716	1107.914	1453.237	X	0	1	X	Y		
815	Spectrogram 1	1	123641.9804	123642.2756	971.223	1302.158	X	0	1	X	Y		
816	Spectrogram 1	1	123678.039	123678.7363	1014.388	1431.655	X	0	1	X	Y		
817	Spectrogram 1	1	123699.1955	123699.7545	748.201	1532.374	X	0	1	X	Y		
818	Spectrogram 1	1	123700.4832	123700.9606	784.173	1215.827	X	0	1	X	Y		
819	Spectrogram 1	1	123707.6792	123708.0058	985.612	1460.432	X	0	1	X	Y		
820	Spectrogram 1	1	123708.9669	123709.3626	884.892	1172.662	X	0	1	X	Y		
821	Spectrogram 1	1	123710.1729	123710.4744	784.173	1352.518	X	0	1	X	Y		
822	Spectrogram 1	1	123711.1214	123711.4606	712.23	1395.683	X	0	1	X	Y		
823	Spectrogram 1	1	123712.9053	123713.1252	769.784	1165.468	X	0	1	X	Y		
824	Spectrogram 1	1	123713.9229	123714.2621	697.842	1071.942	X	0	1	X	Y		
825	Spectrogram 1	1	123932.4576	123932.6398	57.554	510.791	Y	1	0	X	B	FAINT	
826	Spectrogram 1	1	123934.9262	123935.1272	14.388	489.209	Y	1	0	X	B	FAINT	
827	Spectrogram 1	1	123933.7013	123933.8772	1071.942	1453.237	X	0	1	X	Y		
828	Spectrogram 1	1	124109.4925	124109.8066	525.18	834.532	X	0	1	X	Y		
829	Spectrogram 1	1	124122.7883	124123.8059	71.942	395.683	Y	1	0	X	G		
830	Spectrogram 1	1	124178.8255	124179.0516	57.554	568.345	Y	1	0	X	B		
831	Spectrogram 1	1	124180.6031	124180.7978	870.504	1287.77	X	0	1	X	Y		
832	Spectrogram 1	1	124179.0641	124180.578	86.331	1633.094	X	5	4	X	BY	TOO FAINT	
833	Spectrogram 1	1	124181.0051	124182.1483	14.388	489.209	Y	4	0	X	B	FAINT	
834	Spectrogram 1	1	124182.7325	124183.4297	79.137	1366.906	Y	2	1	X	BY		
835	Spectrogram 1	1	124502.2525	124502.5289	79.137	546.763	Y	1	0	X	B		
836	Spectrogram 1	1	124809.9868	124810.3512	784.173	1920.863	X	0	1	X	Y		
837	Spectrogram 1	1	124927.7319	124930.5837	57.554	431.655	Y	1	0	X	G		
838	Spectrogram 1	1	125042.4329	125042.7596	1057.554	2057.554	X	0	1	X	Y		
839	Spectrogram 1	1	125042.9606	125043.2244	1208.633	1467.626	X	0	1	X	Y		
840	Spectrogram 1	1	125044.7633	125045.0272	1093.525	1805.755	X	0	1	X	Y		
841	Spectrogram 1	1	125174.7326	125175.1409	0	1453.237	Y	1	1	X	BY		
842	Spectrogram 1	1	125602.9051	125605.3298	0	438.849	Y	1	0	X	G		
843	Spectrogram 1	1	125889.7228	125889.9929	848.921	1374.101	X	0	1	X	Y		
844	Spectrogram 1	1	125890.8534	125890.9791	28.777	546.763	Y	1	0	X	B		
845	Spectrogram 1	1	125891.4125	125891.714	776.978	1028.777	X	0	1	X	Y		
846	Spectrogram 1	1	125891.8522	125892.5745	35.971	1079.137	Y	2	0	X	B		
847	Spectrogram 1	1	125892.8097	125893.0295	769.784	1064.748	X	0	1	X	Y		
848	Spectrogram 1	1	125893.7707	125894.0408	100.719	1870.504	Y	1	0	X	B		
849	Spectrogram 1	1	125894.5496	125894.7758	0	1165.468	Y	1	0	X	B		
850	Spectrogram 1	1	125977.6001	125978.291	410.072	2208.633	X	0	1	X	Y		
851	Spectrogram 1	1	126088.9169	126089.2624	892.086	1230.216	X	0	1	X	Y		
852	Spectrogram 1	1	126357.5311	126357.7698	1035.971	1258.993	X	0	1	X	Y		
853	Spectrogram 1	1	126843.1891	126843.3901	985.612	1330.935	X	0	1	X	Y		
854	Spectrogram 1	1	126828.6435	126828.9199	35.971	546.763	Y	1	0	X	B		
855	Spectrogram 1	1	126829.0895	126829.3533	35.971	1424.46	Y	1	0	X	B		
856	Spectrogram 1	1	126979.4788	126980.823	35.971	388.489	Y	1	0	X	G		
857	Spectrogram 1	1	126982.1302	126982.4631	50.36	1136.691	Y	1	0	X	B		
858	Spectrogram 1	1	127235.8439	127236.4972	820.144	1517.986	X	0	1	X	Y		
859	Spectrogram 1	1	127240.4608	127240.8628	892.086	1359.712	X	0	1	X	Y		
860	Spectrogram 1	1	127241.6406	127242.1557	820.144	1726.619	X	0	1	X	Y		
861	Spectrogram 1	1	127242.6582	127243.0665	762.59	1410.072	X	0	1	X	Y		
862	Spectrogram 1	1	127243.7009	127244.0464	705.036	1179.856	X	0	1	X	Y		
863	Spectrogram 1	1	127244.6557	127244.9949	633.094	985.612	X	0	1	X	Y		
864	Spectrogram 1	1	127246.6175	127248.169	7.194	431.655	Y	1	0	X	G		
865	Spectrogram 1	1	127248.2946	127248.4956	755.396	1129.496	X	0	1	X	Y		
866	Spectrogram 1	1	127249.0672	127249.2808	611.511	971.223	X	0	1	X	Y		
867	Spectrogram 1	1	127748.2433	127748.5259	705.036	1258.993	X	0	1	X	Y		
868	Spectrogram 1	1	127756.1625	127759.0017	21.583	446.043	Y	1	0	X	G		
869	Spectrogram 1	1	127769.9672	127770.4195	647.482	1244.604	X	0	1	X	Y		
870	Spectrogram 1	1	127771.0665	127771.3554	776.978	1201.439	X	0	1	X	Y		
871	Spectrogram 1	1	127773.177	127773.6544	805.755	1151.079	X	0	1	X	Y		
872	Spectrogram 1	1	127775.6923	127776.333	625.899	2165.468	X	0	1	X	Y		
873	Spectrogram 1	1	127779.1973	127780.2902	741.007	2294.964	X	0	1	X	Y		
874	Spectrogram 1	1	127781.8022	127782.1854	71.942	1870.504	Y	1	0	X	B		
875	Spectrogram 1	1	127804.2142	127805.081	71.942	330.935	Y	1	0	X	G		
876	Spectrogram 1	1	127966.7837	127967.8452	0	489.209	Y	1	0	X	G		
877	Spectrogram 1	1	128009.7143	128009.9907	964.029	1323.741	X	0	1	X	Y		
878	Spectrogram 1	1	128077.7528	128078.2113	690.647	1172.662	X	0	1	X	Y		
879	Spectrogram 1	1	128080.4349	128081.0065	625.899	1187.05	X	0	1	X	Y		
880	Spectrogram 1	1	128082.5455	128082.9538	733.813	1050.36	X	0	1	X	Y		
881	Spectrogram 1	1	128086.4845	128086.943	719.424	1517.986	X	0	1	X	Y		
882	Spectrogram 1	1	128091.9891	128092.3346	669.065	1330.935	X	0	1	X	Y		
883	Spectrogram 1	1	128173.5521	128173.9729	575.54	1165.468	X	0	1	X	Y		
884	Spectrogram 1	1	128346.7566	128348.2076	43.165	424.46	Y	1	0	X	G		
885	Spectrogram 1	1	128349.2503	128349.5141	14.388	1345.324	Y	1	0	X	B		
886	Spectrogram 1	1	128348.6347	128349.2314	35.971	395.683	Y	1	0	X	G		
887	Spectrogram 1	1	128350.004	128350.2113	568.345	1287.77	X	0	1	X	Y		
888	Spectrogram 1	1	128349.5706	128349.9538	21.583	294.964	Y	1	0	X	G		
889	Spectrogram 1	1	128418.8283	128419.0858	100.719	899.281	Y	1	0	X	B		
890	Spectrogram 1	1	128419.5883	128419.8584	14.388	1194.245	Y	1	0	X	B		
891	Spectrogram 1	1	128503.5056	128503.9139	589.928	1338.129	X	0	1	X	Y		
892	Spectrogram 1	1	128504.674	128505.5471	410.072	1330.935	X	0	3	X	Y		
893	Spectrogram 1	1	128510.9676	128511.2502	669.065	1215.827	X	0	1	X	Y		
894	Spectrogram 1	1	128511.514	128511.7904	489.209	1151.079	X	0	1	X	Y		
895	Spectrogram 1	1	128512.3181	128512.7452	244.604	1402.878	X	0	2	X	Y		
896	Spectrogram 1	1	128618.1028	128619.736	14.388	489.209	Y	1	0	X	G		
897	Spectrogram 1	1	128821.95	128822.4085	870.504	1302.158	X	0	1	X	Y		
898	Spectrogram 1	1	128823.7276	128824.004	28.777	633.094	Y	1	0	X	B		
899	Spectrogram 1	1	128824.8017	128825.0342	93.525	755.396	Y	1	0	X	B		
900	Spectrogram 1	1	129111.1186	129111.3133	1079.137	1496.403	X	0	1	X	Y		
901	Spectrogram 1	1	129407.9629	129409.4516	35.971	417.266	Y	1	0	X	G		
902	Spectrogram 1	1	129411.826	129412.7871	28.777	431.655	Y	1	0	X	G		
903	Spectrogram 1	1	129418.5992	129419.1708	100.719	582.734	Y	1	0	X	G		
904	Spectrogram 1	1	129536.5302	129537.5164	64.748	582.734	Y	1	0	X	G		
905	Spectrogram 1	1	129541.241	129541.7561	50.36	417.266	Y	1	0	X	G		
906	Spectrogram 1	1	129772.1258	129772.4901	820.144	1374.101	X	0	1	X	Y		
907	Spectrogram 1	1	129836.4891	129837.7328	0	460.432	Y	1	0	X	G		
908	Spectrogram 1	1	129976.731	129976.9445	820.144	1158.273	X	0	1	X	Y		
909	Spectrogram 1	1	129977.29	129977.5224	741.007	1122.302	X	0	1	X	Y		
910	Spectrogram 1	1	130007.784	130008.1421	525.18	1438.849	X	0	1	X	Y		
911	Spectrogram 1	1	130322.247	130324.0623	35.971	438.849	Y	1	0	X	G		
912	Spectrogram 1	1	130385.0181	130385.3699	654.676	1194.245	X	0	1	X	Y		
913	Spectrogram 1	1	130392.4087	130394.6323	0	474.82	Y	1	0	X	G		
914	Spectrogram 1	1	130453.4773	130453.8542	64.748	366.906	Y	1	0	X	G		
915	Spectrogram 1	1	130687.6324	130688.7442	35.971	446.043	Y	1	0	X	G		
916	Spectrogram 1	1	130840.724	130841.9426	35.971	446.043	Y	1	0	X	G		
