Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment
668	Spectrogram 1	1	47917.085	47919.0728	51.085	54.1	1274.5	DS3B__0__20181014_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_150354.wav	X	"bark, growl"	distorted and faint	RS			Bark and growl - distorted
669	Spectrogram 1	1	47930.354	47930.8174	64.354	1058.1	1497	DS3B__0__20181014_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_150354.wav	X	yelp	Yelp - HF	RS			Yelp - HF
670	Spectrogram 1	1	48092.085	48093.085	226.085	276.6	1244.5	DS3B__0__20181014_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_150354.wav	X	"bark, yelp"	Bark-yelp - faint	RS			Bark-yelp - faint
671	Spectrogram 1	1	48235.988	48236.5124	106.988	1124.2	1497	DS3B__0__20181014_160354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_160354.wav	X			RS			
672	Spectrogram 1	1	48353.866	48354.4879	224.866	468.9	871.7	DS3B__0__20181014_160354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_160354.wav	X	yelp	Yelp	RS			Yelp
673	Spectrogram 1	1	48398.671	48400.4759	6.671	282.6	1316.6	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	Y	"bark, yelp"	clear but faint	RS			Yelp and three barks - clear but faint
674	Spectrogram 1	1	48457.573	48458.7437	65.573	54.1	1094.2	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	Y	"bark, yelp"	Barks-yelp clear	RS			Barks-yelp clear
675	Spectrogram 1	1	48460.402	48463.6825	68.402	72.1	949.9	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	Y	"bark, yelp"	Yelp-bark series - clear	RS			Yelp-bark series - clear
676	Spectrogram 1	1	48464.988	48465.6222	72.988	324.6	817.6	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
677	Spectrogram 1	1	48466.963	48467.4996	74.963	402.8	1106.2	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
678	Spectrogram 1	1	48469.11	48469.5368	77.11	468.9	889.8	DS3B__0__20181014_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav	X	yelp	Yelp	RS			Yelp
679	Spectrogram 1	1	48713.158	48713.6702	58.158	937.9	1334.7	DS3B__0__20181014_180354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_180354.wav	X			RS			
680	Spectrogram 1	1	48893.707	48894.3534	238.707	631.3	1076.2	DS3B__0__20181014_180354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_180354.wav	X			RS			
681	Spectrogram 1	1	49014.451	49014.951	96.451	102.2	1010	DS3B__0__20181014_190354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_190354.wav	Y	bark	Bark - clear	RS			Bark - clear
682	Spectrogram 1	1	49100.756	49101.2194	182.756	781.6	1118.2	DS3B__0__20181014_190354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_190354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
683	Spectrogram 1	1	49359.024	49359.7191	178.024	481	1238.5	DS3B__0__20181014_200354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_200354.wav	X			RS			
684	Spectrogram 1	1	49640.89	49641.451	196.89	1160.3	1767.5	DS3B__0__20181014_210354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_210354.wav	X			RS			
685	Spectrogram 1	1	49638.524	49639.1581	194.524	589.2	817.6	DS3B__0__20181014_210354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_210354.wav	X			RS			
686	Spectrogram 1	1	49720.439	49721.1707	13.439	733.5	1370.7	DS3B__0__20181014_220354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_220354.wav	X			RS			
687	Spectrogram 1	1	49728.951	49729.512	21.951	270.5	889.8	DS3B__0__20181014_220354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_220354.wav	X			RS			
688	Spectrogram 1	1	49816.622	49818.4512	109.622	721.4	1635.3	DS3B__0__20181014_220354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_220354.wav	X			RS			
689	Spectrogram 1	1	49820.366	49821.1586	113.366	763.5	1298.6	DS3B__0__20181014_220354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_220354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
690	Spectrogram 1	1	50060.11	50060.5978	90.11	462.9	733.5	DS3B__0__20181014_230354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181014_230354.wav	X			RS			
691	Spectrogram 1	1	50354.817	50355.256	121.817	348.7	1070.1	DS3B__0__20181015_000354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_000354.wav	Y	bark		RS			
692	Spectrogram 1	1	50587	50587.2683	91	174.3	673.3	DS3B__0__20181015_010354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_010354.wav	Y	bark	clear	RS			Bark - clear
694	Spectrogram 1	1	50643.573	50644.2315	147.573	474.9	992	DS3B__0__20181015_010354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_010354.wav	X			RS			
696	Spectrogram 1	1	50728.305	50728.7806	232.305	811.6	1130.3	DS3B__0__20181015_010354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_010354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
697	Spectrogram 1	1	50795.939	50796.5488	36.939	667.3	1100.2	DS3B__0__20181015_020354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_020354.wav	X			RS			
699	Spectrogram 1	1	51127.622	51128.0732	105.622	835.7	1388.8	DS3B__0__20181015_040354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_040354.wav	X	yelp	Yelp - very faint	RS			Yelp - very faint
700	Spectrogram 1	1	51251.72	51252.0981	229.72	168.3	619.2	DS3B__0__20181015_040354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_040354.wav	X	yelp?	"I think it's a yelp. If not, it's a wonky bark."	RS			
701	Spectrogram 1	1	51421.451	51422.9388	136.451	444.9	919.8	DS3B__0__20181015_060354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_060354.wav	X	yelp	Yelps	RS			Yelps
702	Spectrogram 1	1	51455.89	51456.7315	170.89	511	883.8	DS3B__0__20181015_060354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_060354.wav	X			RS			
703	Spectrogram 1	1	51629.793	51632.9149	81.793	0	913.8	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark	Barks	RS			Barks
704	Spectrogram 1	1	51635.134	51636.256	87.134	48.1	931.9	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark	Barks	RS			Barks
705	Spectrogram 1	1	51637.402	51639.1825	89.402	180.4	811.6	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark	Barks	RS			Barks
706	Spectrogram 1	1	51641.768	51641.9753	93.768	204.4	523	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark		RS			
707	Spectrogram 1	1	51644.634	51644.8779	96.634	192.4	583.2	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark		RS			
708	Spectrogram 1	1	51792.305	51792.744	244.305	246.5	649.3	DS3B__0__20181015_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav	Y	bark		RS			
709	Spectrogram 1	1	51822.11	51822.7563	11.11	132.3	721.4	DS3B__0__20181015_110354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_110354.wav	Y	"bark, yelp"	Yelp-bark - clear	RS			Yelp-bark - clear
710	Spectrogram 1	1	51825.134	51826.134	14.134	138.3	961.9	DS3B__0__20181015_110354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_110354.wav	Y	bark		RS			
711	Spectrogram 1	1	51966.622	51967.2684	155.622	799.6	1184.4	DS3B__0__20181015_110354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_110354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
712	Spectrogram 1	1	52099.256	52099.6219	25.256	126.3	1202.4	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	Y	bark	Bark - clear	RS			Bark - clear
713	Spectrogram 1	1	52102.671	52103.1954	28.671	499	937.9	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
714	Spectrogram 1	1	52107.085	52107.4142	33.085	66.1	871.7	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	Y	bark	faint	RS			
715	Spectrogram 1	1	52133.11	52133.6222	59.11	661.3	1106.2	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
716	Spectrogram 1	1	52242.207	52242.5485	168.207	192.4	553.1	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	Y	bark		RS			
718	Spectrogram 1	1	52252.098	52252.4882	178.098	505	1689.4	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X	yelp	Yelp	RS			Yelp
719	Spectrogram 1	1	52252.524	52254.3655	178.524	90.2	402.8	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X	growl	Growl	RS			Growl
720	Spectrogram 1	1	52255.768	52256.0973	181.768	565.1	859.7	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X			RS			
721	Spectrogram 1	1	52257.085	52257.6581	183.085	372.7	1316.6	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	Y	bark		RS			
722	Spectrogram 1	1	52260.256	52260.7682	186.256	511	1118.2	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	X			RS			
723	Spectrogram 1	1	52261.39	52261.9876	187.39	144.3	450.9	DS3B__0__20181015_120354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_120354.wav	Y	bark	Bark - clear	RS			Bark - clear
724	Spectrogram 1	1	52368.415	52369.2199	31.415	168.3	607.2	DS3B__0__20181015_130354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav	Y	bark	Bark series - clear	RS			Bark series - clear
725	Spectrogram 1	1	52373.158	52373.719	36.158	853.7	1244.5	DS3B__0__20181015_130354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
726	Spectrogram 1	1	52374.098	52374.5736	37.098	150.3	673.3	DS3B__0__20181015_130354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav	Y	bark	Barks	RS			Barks
727	Spectrogram 1	1	52376.354	52376.6223	39.354	859.7	1094.2	DS3B__0__20181015_130354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav	X			RS			
728	Spectrogram 1	1	52378.744	52378.9757	41.744	907.8	1154.3	DS3B__0__20181015_130354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_130354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
730	Spectrogram 1	1	52675.744	52676.0611	75.744	1058.1	1581.2	DS3B__0__20181015_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_150354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
731	Spectrogram 1	1	52679.146	52679.768	79.146	949.9	1557.1	DS3B__0__20181015_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_150354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
732	Spectrogram 1	1	52682.098	52683.0736	82.098	1172.3	1701.4	DS3B__0__20181015_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_150354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
733	Spectrogram 1	1	52746.354	52746.9637	146.354	438.9	1304.6	DS3B__0__20181015_150354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_150354.wav	Y	"bark, yelp"		RS			
734	Spectrogram 1	1	53039.378	53039.8293	176.378	138.3	1274.5	DS3B__0__20181015_160354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_160354.wav	Y	bark	Bark	RS			Bark
735	Spectrogram 1	1	53203.963	53204.4752	77.963	571.1	980	DS3B__0__20181015_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_170354.wav	X			RS			
736	Spectrogram 1	1	53378.988	53379.7441	252.988	474.9	2026.1	DS3B__0__20181015_170354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_170354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
740	Spectrogram 1	1	53636.207	53637.0119	247.207	637.3	1070.1	DS3B__0__20181015_190354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181015_190354.wav	X	yelp	Yelp - clear	RS			Yelp - clear
743	Spectrogram 1	1	53806.463	53806.8045	154.463	126.3	529.1	DS3B__0__20181016_000354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_000354.wav	X			RS			
745	Spectrogram 1	1	54170.122	54170.6952	255.122	685.4	1058.1	DS3B__0__20181016_070354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_070354.wav	X			RS			
746	Spectrogram 1	1	54257.378	54257.8049	79.378	817.6	1046.1	DS3B__0__20181016_090354.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_090354.wav	X			RS			
747	Spectrogram 1	1	54492.134	54492.5609	51.134	769.5	1046.1	DS3B__0__20181016_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_120355.wav	X			RS			
750	Spectrogram 1	1	54904.5	54905.2927	201.5	198.4	1094.2	DS3B__0__20181016_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_190355.wav	X	"bark, yelp"	Yelp-bark - masked	RS			Yelp-bark - masked
751	Spectrogram 1	1	54913.061	54913.5244	210.061	673.3	1094.2	DS3B__0__20181016_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_190355.wav	X			RS			
752	Spectrogram 1	1	55093.024	55093.6216	128.024	793.6	1004	DS3B__0__20181016_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181016_220355.wav	X			RS			
759	Spectrogram 1	1	55333.012	55333.6218	106.012	835.7	1010	DS3B__0__20181017_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_040355.wav	X			RS			
760	Spectrogram 1	1	55531.268	55531.5973	42.268	246.5	769.5	DS3B__0__20181017_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_060355.wav	Y	bark	in background noise	RS			
762	Spectrogram 1	1	55721.183	55721.683	232.183	631.3	1124.2	DS3B__0__20181017_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_060355.wav	X			RS			
763	Spectrogram 1	1	55803.329	55804.0973	52.329	90.2	1088.2	DS3B__0__20181017_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_070355.wav	X	bark	Barks	RS			Barks
764	Spectrogram 1	1	55816	55816.3049	65	228.5	1130.3	DS3B__0__20181017_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_070355.wav	X	bark	Bark	RS			Bark
765	Spectrogram 1	1	56060.085	56060.6703	47.085	811.6	1166.3	DS3B__0__20181017_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_080355.wav	X	yelp	Yelp	RS			Yelp
766	Spectrogram 1	1	56061.061	56061.5732	48.061	168.3	619.2	DS3B__0__20181017_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_080355.wav	X	bark	Bark	RS			Bark
767	Spectrogram 1	1	56128.915	56129.7687	115.915	252.5	949.9	DS3B__0__20181017_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_080355.wav	X			RS			
768	Spectrogram 1	1	56378.159	56378.6712	103.159	78.2	973.9	DS3B__0__20181017_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_090355.wav	X			RS			
769	Spectrogram 1	1	56379.317	56379.7804	104.317	150.3	955.9	DS3B__0__20181017_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_090355.wav	X			RS			
770	Spectrogram 1	1	56404.659	56405.659	129.659	144.3	1148.3	DS3B__0__20181017_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_090355.wav	X			RS			
771	Spectrogram 1	1	56542.037	56544.0248	5.037	318.6	1010	DS3B__0__20181017_110355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_110355.wav	Y	bark	two barks	RS			
772	Spectrogram 1	1	56830.11	56830.7807	31.11	324.6	751.5	DS3B__0__20181017_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_120355.wav	X			RS			
774	Spectrogram 1	1	57069.707	57072.4387	8.707	324.6	1809.6	DS3B__0__20181017_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_170355.wav	X	yelp	Clear yelps HF and LF	RS			Clear yelps HF and LF
775	Spectrogram 1	1	57533.89	57534.3778	210.89	487	937.9	DS3B__0__20181017_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_180355.wav	X			RS			
776	Spectrogram 1	1	57748.024	57748.4142	163.024	384.8	733.5	DS3B__0__20181017_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_200355.wav	Y	bark		RS			
777	Spectrogram 1	1	57836.354	57837.293	251.354	535.1	967.9	DS3B__0__20181017_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_200355.wav	X			RS			
778	Spectrogram 1	1	57907.049	57907.3295	60.049	414.8	865.7	DS3B__0__20181017_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav	Y	bark	Bark	RS			Bark
779	Spectrogram 1	1	57942.671	57943.1466	95.671	432.9	751.5	DS3B__0__20181017_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav	X			RS			
780	Spectrogram 1	1	58043.378	58043.8902	196.378	925.9	1370.7	DS3B__0__20181017_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav	X			RS			
781	Spectrogram 1	1	58045.695	58046.195	198.695	907.8	1304.6	DS3B__0__20181017_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_210355.wav	X			RS			
782	Spectrogram 1	1	58193.317	58193.7194	84.317	150.3	697.4	DS3B__0__20181017_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav	Y	bark		RS			
783	Spectrogram 1	1	58231.122	58232.4146	122.122	168.3	751.5	DS3B__0__20181017_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav	X	yelp		RS			
784	Spectrogram 1	1	58228.695	58229.2682	119.695	210.4	949.9	DS3B__0__20181017_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav	Y	"bark, yelp"	bark-yelp	RS			
785	Spectrogram 1	1	58240.89	58242.3657	131.89	294.6	1509	DS3B__0__20181017_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav	Y	"bark, yelp"	Yelp and 3 barks	RS			Yelp and 3 barks
786	Spectrogram 1	1	58333.866	58335.9147	224.866	0	529.1	DS3B__0__20181017_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_220355.wav	X	growl	Growls - clear	RS			Growls - clear
787	Spectrogram 1	1	58508.756	58509.4267	137.756	601.2	1851.7	DS3B__0__20181017_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181017_230355.wav	X	yelp		RS			
789	Spectrogram 1	1	58880.402	58881.7069	247.402	114.2	1022	DS3B__0__20181018_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_000355.wav	Y	"bark, yelp"		RS			
790	Spectrogram 1	1	58996.866	58997.6952	101.866	276.6	817.6	DS3B__0__20181018_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_010355.wav	X			RS			
791	Spectrogram 1	1	59077.695	59078.0975	182.695	727.5	1208.4	DS3B__0__20181018_010355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_010355.wav	X	yelp	Yelp - clear	RS			Yelp - clear
792	Spectrogram 1	1	59365.378	59366.4146	208.378	571.1	1064.1	DS3B__0__20181018_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_020355.wav	X			RS			
793	Spectrogram 1	1	59627.549	59629.9636	208.549	114.7	760.6	DS3B__0__20181018_030355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_030355.wav	X	"bark, yelp"	too faint	RS			
794	Spectrogram 1	1	59687.573	59690.2803	6.573	175.1	766.6	DS3B__0__20181018_050355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_050355.wav	Y	bark		RS			Clear
795	Spectrogram 1	1	60051.927	60052.3295	108.927	180.4	805.6	DS3B__0__20181018_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_060355.wav	Y	bark	Bark	RS			Bark
796	Spectrogram 1	1	60096.988	60102.5124	153.988	252.5	1082.2	DS3B__0__20181018_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_060355.wav	X	yelp	Yelps - clear and masked by ice	RS			Yelps - clear and masked by ice
797	Spectrogram 1	1	60391.646	60392.6095	186.646	24	919.8	DS3B__0__20181018_070355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_070355.wav	Y	bark		RS			
798	Spectrogram 1	1	60542.159	60543.0981	75.159	1202.4	1803.6	DS3B__0__20181018_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_090355.wav	X			RS			
799	Spectrogram 1	1	60681.061	60682.2317	214.061	198.4	1785.6	DS3B__0__20181018_090355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_090355.wav	X			RS			
800	Spectrogram 1	1	60753.427	60754.11	24.427	42.1	811.6	DS3B__0__20181018_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_100355.wav	X	bark?		RS			
801	Spectrogram 1	1	61034.756	61035.6219	43.756	877.8	1466.9	DS3B__0__20181018_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_160355.wav	X	yelp	Yelp - clear	RS			Yelp - clear
802	Spectrogram 1	1	61243.402	61244.0362	252.402	276.6	1280.6	DS3B__0__20181018_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181018_160355.wav	X	yelp	Yelps - clear	RS			Yelps - clear
812	Spectrogram 1	1	61362.963	61363.4142	109.963	234.5	769.5	DS3B__0__20181019_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_140355.wav	Y	bark		RS			
813	Spectrogram 1	1	61566.098	61567.6833	51.098	511	817.6	DS3B__0__20181019_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav	X			RS			
814	Spectrogram 1	1	61671.537	61672.1589	156.537	312.6	925.9	DS3B__0__20181019_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav	X			RS			
815	Spectrogram 1	1	61674.28	61675.8044	159.28	0	1545.1	DS3B__0__20181019_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav	Y	"bark, yelp"		RS			
816	Spectrogram 1	1	61754.305	61755.1342	239.305	643.3	1238.5	DS3B__0__20181019_150355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_150355.wav	X			RS			
817	Spectrogram 1	1	61931.927	61932.5124	154.927	198.4	703.4	DS3B__0__20181019_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_170355.wav	X			RS			
818	Spectrogram 1	1	61985.098	61986.0248	208.098	805.6	1707.4	DS3B__0__20181019_170355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_170355.wav	X			RS			
819	Spectrogram 1	1	62127.585	62128.8655	88.585	192.4	1130.3	DS3B__0__20181019_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav	X			RS			
820	Spectrogram 1	1	62132.317	62133.1097	93.317	937.9	1593.2	DS3B__0__20181019_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav	X			RS			
821	Spectrogram 1	1	62260.963	62264.3167	221.963	144.3	1653.3	DS3B__0__20181019_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav	Y	"bark, yelp"	great series	RS			Bark-yelp series - very clear
822	Spectrogram 1	1	62276.049	62278.0246	237.049	1184.4	1695.4	DS3B__0__20181019_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_180355.wav	X	yelp	HF Yelps	RS			HF Yelps
823	Spectrogram 1	1	62305.39	62306.0486	4.39	661.3	1238.5	DS3B__0__20181019_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav	X			RS			
824	Spectrogram 1	1	62535.598	62536.3784	234.598	661.3	1202.4	DS3B__0__20181019_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav	X			RS			
825	Spectrogram 1	1	62546.744	62548.4757	245.744	318.6	2747.5	DS3B__0__20181019_190355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_190355.wav	Y	"bark, yelp"	"Mostly yelps, a bark at the end"	RS			Very clear
826	Spectrogram 1	1	62605.012	62605.7193	42.012	727.5	1160.3	DS3B__0__20181019_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_200355.wav	X	yelp	Yelp - clear	RS			Yelp - clear
827	Spectrogram 1	1	62613.866	62615.4147	50.866	631.3	1214.4	DS3B__0__20181019_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_200355.wav	X			RS			
828	Spectrogram 1	1	62705.268	62705.9509	142.268	631.3	1220.4	DS3B__0__20181019_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_200355.wav	X			RS			
829	Spectrogram 1	1	62876.085	62876.9874	51.085	270.5	799.6	DS3B__0__20181019_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_210355.wav	X			RS			
830	Spectrogram 1	1	63017.72	63018.281	192.72	186.4	1160.3	DS3B__0__20181019_210355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_210355.wav	Y	bark	Bark - clear	RS			Bark - clear
831	Spectrogram 1	1	63185.671	63186.4393	98.671	222.4	1196.4	DS3B__0__20181019_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_220355.wav	Y	"bark, yelp"		RS			
832	Spectrogram 1	1	63422.671	63423.7076	73.671	288.6	811.6	DS3B__0__20181019_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_230355.wav	X			RS			
833	Spectrogram 1	1	63441.963	63443.3411	92.963	565.1	1256.5	DS3B__0__20181019_230355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20181019_230355.wav	X			RS			
