Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment
4295	Spectrogram 1	1	21759.917	21761.5654	1.648	39.917	175	956.2	TEST__0__20180730_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_100801.wav	X			RS	2	03-Feb	No			RS	
4297	Spectrogram 1	1	21881.497	21883.2533	1.756	41.497	109.4	725	TEST__0__20180730_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_140801.wav	X			RS	2	02-Jan	No			RS	
4305	Spectrogram 1	1	21971.028	21972.6568	1.629	11.028	93.8	981.2	TEST__0__20180730_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_220801.wav	X			RS	3	02-Jan	No				
4307	Spectrogram 1	1	22006.64	22007.5132	0.873	46.64	106.2	865	TEST__0__20180730_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_220801.wav	X		AH	RS	2	1	No		or Fish but high LF	RS	
4310	Spectrogram 1	1	22116.821	22118.3124	1.491	36.821	250	1168.8	TEST__0__20180731_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_000801.wav	X			RS	3	2	No				
4312	Spectrogram 1	1	22179.234	22179.9993	0.765	99.234	65.6	1098.4	TEST__0__20180731_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_000801.wav	X			RS	2	1	No			RS	
4314	Spectrogram 1	1	22210.626	22212.088	1.462	10.626	181.2	693.4	TEST__0__20180731_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_040801.wav	X			RS	3	2	No				
4318	Spectrogram 1	1	22336.28	22337.9087	1.629	16.28	393.8	1075	TEST__0__20180731_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_080801.wav	X			RS	3	1	No				
4319	Spectrogram 1	1	22486.821	22488.2535	1.433	46.821	400	1012.5	TEST__0__20180731_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_100801.wav	X			RS	3	1	No				
4321	Spectrogram 1	1	22632.307	22633.5433	1.236	72.307	50	962.5	TEST__0__20180731_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_120801.wav	X			RS	3	1	No				
4324	Spectrogram 1	1	22734.615	22736.0082	1.393	54.615	156.2	881.2	TEST__0__20180731_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_140801.wav	X			RS	3	1	No				
4327	Spectrogram 1	1	22866.891	22868.5983	1.707	66.891	68.8	906.2	TEST__0__20180731_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_180801.wav	X			RS	2	03-Feb	No			RS	
4328	Spectrogram 1	1	23004.857	23006.8194	1.962	84.857	206.2	1025	TEST__0__20180731_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180731_200801.wav	X			RS	3	04-Mar	No				
71	Spectrogram 1	1	829.024	832.87025	3.846	109.024	122.7	1582.8	TEST__0__20180602_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180602_000801.wav	Y	bark		RS	3	03-Feb	No				
183	Spectrogram 1	1	1372.526	1373.36982	0.844	52.526	120.3	1386.1	TEST__0__20180603_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180603_080801.wav	Y	bark		RS	1	1	No		bark	RS	
306	Spectrogram 1	1	2116.556	2120.93208	4.376	76.556	69.6	1759.5	TEST__0__20180605_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180605_000801.wav	Y	"bark, yelp"	good bark-yelp series	RS	3	series	No		goos one		
524	Spectrogram 1	1	3749.528	3750.4699	0.942	29.528	98.5	1584.3	TEST__0__20180608_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180608_020801.wav	Y	bark	close bark	RS	3	1	No		close up		
585	Spectrogram 1	1	4183.405	4184.2684	0.863	103.405	391.4	1378.6	TEST__0__20180608_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180608_160801.wav	Y	bark		RS	1	1	No			RS	
640	Spectrogram 1	1	4243.158	4244.1588	1.001	43.158	257.9	1618.8	TEST__0__20180609_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180609_100801.wav	Y	bark	faint	RS	2	1	No			RS	
943	Spectrogram 1	1	5438.408	5441.269832	2.862	38.408	93.9	1396.7	TEST__0__20180613_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180613_040801.wav	Y	"bark, yelp"	I've shortened the selection box to remove the BS call	RS	3	1	No				
1336	Spectrogram 1	1	7330.911	7332.893	1.982	10.911	110.6	1334.1	TEST__0__20180617_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180617_100801.wav	Y	"bark, yelp"		RS	3	2	No		yelp-bark		
1872	Spectrogram 1	1	9124.592	9127.4767	2.885	4.592	67	1399.6	TEST__0__20180622_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180622_040801.wav	Y	"bark, yelp"	overlap with BS call. Not the greatest quality...	RS	3	03-Feb	No				
2096	Spectrogram 1	1	9613.549	9615.9039	2.355	13.549	216.6	1903.7	TEST__0__20180629_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180629_220801.wav	Y	bark	"several barks, overlap with BS call. Not sure if appropriate for detector."	RS		1	No		what is this?	RS	
2233	Spectrogram 1	1	10386.806	10388.8861	2.08	66.806	237.9	1632.2	TEST__0__20180630_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_220801.wav	Y	bark	they sound like water noise. I think they are close and distorted.	RS	2	1	No			RS	
2235	Spectrogram 1	1	10373.344	10374.8354	1.491	53.344	178.4	1579.3	TEST__0__20180630_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_220801.wav	Y	"bark, yelp"	overlap with BS above and just before	RS	3	1	No				
2242	Spectrogram 1	1	10380.85	10384.3234	3.473	60.85	85.9	1764.3	TEST__0__20180630_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_220801.wav	Y	bark	close and distorted	RS	3	1	No		close by		
2452	Spectrogram 1	1	10755.686	10763.4962	7.81	75.686	51.5	2446.4	TEST__0__20180702_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180702_120801.wav	Y	"bark, yelp"	overlap with BS calls	RS	3	series	No		yelps-barks		
2476	Spectrogram 1	1	10812.088	10812.8141	0.726	12.088	167.4	1319.7	TEST__0__20180702_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180702_180801.wav	Y	bark	faint	RS	1	1	No			RS	
2638	Spectrogram 1	1	11043.984	11046.3192	2.335	3.984	102.1	810.6	TEST__0__20180704_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180704_020801.wav	Y	bark	overlap with loud BS	RS	3	03-Feb	No				
2790	Spectrogram 1	1	11604.444	11605.8962	1.452	84.444	67	1069.1	TEST__0__20180705_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180705_060801.wav	Y	bark	faint	RS	3	2	No				
2832	Spectrogram 1	1	11829.386	11830.9363	1.55	69.386	57.4	1480.9	TEST__0__20180705_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180705_120801.wav	Y	"bark, yelp"	faint	RS	3	2	No				
2916	Spectrogram 1	1	12217.06943	12218.18233	1.113	97.069	57.4	625.5	TEST__0__20180706_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180706_080801.wav	Y	bark	I've shortened the selection. BS right above.	RS	3	04-Mar	No				
3014	Spectrogram 1	1	12475.251	12478.1749	2.924	115.251	97.4	1376.6	TEST__0__20180707_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180707_060801.wav	Y	bark	they sound weird though	RS	1	4	No			RS	
3369	Spectrogram 1	1	13632.533	13635.4569	2.924	72.533	70.8	1693.1	TEST__0__20180710_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180710_120801.wav	Y	"bark, yelp"	bark-yelp-bark and a BS above	RS	3	3	No		grunt?-yelp-bark		
3462	Spectrogram 1	1	14173.722	14177.4308	3.709	13.722	57.9	1454.9	TEST__0__20180711_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180711_120801.wav	Y	"bark, yelp"		RS	3	4	No		3yelps-1bark		
3620	Spectrogram 1	1	14689.023	14689.6706	0.648	49.023	90.1	914.2	TEST__0__20180713_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180713_160801.wav	Y	bark		RS	3	1	No				
3661	Spectrogram 1	1	15050.611	15051.7885	1.177	50.611	77.3	1274.7	TEST__0__20180714_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180714_060801.wav	Y	bark	close and distorted	RS	3	1	No				
3865	Spectrogram 1	1	16021.5	16024.8752	3.375	61.5	110.9	1702.2	TEST__0__20180717_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180717_080801.wav	Y	"bark, yelp"	Overlap BS	RS	3	04-Mar	No		yelps-bark		
4047	Spectrogram 1	1	16635.246	16636.5215	1.275	75.246	84.8	1232.6	TEST__0__20180719_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180719_160801.wav	Y	bark	faint	RS	2	1	No			RS	
4163	Spectrogram 1	1	18829.49	18830.7111	1.221	109.49	170.7	1083.2	TEST__0__20180723_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_080801.wav	Y	bark	high background noise	RS		1	No		weird	RS	
